,GIR_Percentage_-_200_yards_RANK THIS WEEK,GIR_Percentage_-_200_yards_RANK LAST WEEK,GIR_Percentage_-_200_yards_PLAYER NAME,GIR_Percentage_-_200_yards_ROUNDS,GIR_Percentage_-_200_yards_%,GIR_Percentage_-_200_yards_GREENS HIT,GIR_Percentage_-_200_yards_TOTAL HOLES,GIR_Percentage_-_200_yards_RELATIVE TO PAR
40,41,41,Brooks Koepka,75,50.89,57,112,-0.16
41,42,42,Graeme McDowell,63,50.77,66,130,-0.05
42,43,43,Matt Kuchar,100,50.27,94,187,-0.13
43,T44,T44,Thomas Aiken,70,50.0,56,112,-0.14
44,T44,T44,Blayne Barber,84,50.0,80,160,-0.06
45,T44,T44,Bronson Burgoon,83,50.0,73,146,E
46,T44,T44,Stewart Cink,61,50.0,50,100,-0.04
47,T44,T44,Luke List,79,50.0,58,116,-0.05
48,T44,T44,Phil Mickelson,75,50.0,72,144,-0.24
49,T44,T44,Justin Rose,65,50.0,62,124,-0.08
50,T44,T44,Webb Simpson,70,50.0,72,144,-0.07
51,T44,T44,Johnson Wagner,86,50.0,78,156,-0.15
52,53,53,Gary Woodland,95,49.68,77,155,-0.05
53,54,54,Alex Cejka,71,49.59,61,123,-0.07
54,55,55,Michael Thompson,71,49.55,55,111,-0.05
55,56,56,Robert Streb,87,49.33,74,150,-0.09
56,57,57,Boo Weekley,83,49.32,73,148,-0.04
57,58,58,Keegan Bradley,82,49.23,64,130,-0.02
58,T59,T59,Kevin Kisner,97,49.14,86,175,-0.15
59,T59,T59,Colt Knost,90,49.14,114,232,-0.06
60,61,61,John Senden,88,48.92,91,186,-0.16
61,62,62,Harris English,97,48.81,82,168,-0.09
62,63,63,Jim Furyk,52,48.59,69,142,-0.10
63,T64,T64,Kevin Chappell,93,48.54,83,171,-0.06
64,T64,T64,Marc Leishman,89,48.54,83,171,-0.20
65,66,66,Justin Thomas,99,48.5,81,167,-0.16
66,67,67,Sean O'Hair,89,48.31,86,178,-0.17
67,68,68,Matt Jones,83,48.25,69,143,-0.04
68,69,69,Scott Piercy,87,48.12,64,133,-0.09
69,70,70,Dawie van der Walt,72,48.06,62,129,-0.15
70,71,71,Branden Grace,63,47.92,46,96,-0.20
71,72,72,Will MacKenzie,84,47.76,64,134,-0.08
72,73,73,Brandt Snedeker,93,47.75,85,178,-0.11
73,74,74,Kyle Reifers,115,47.74,116,243,-0.15
74,75,75,Brian Stuard,66,47.4,91,192,-0.16
75,76,76,Spencer Levin,104,47.2,101,214,-0.11
76,77,77,Roberto Castro,97,47.19,109,231,-0.07
77,78,78,Tyler Aldridge,83,47.14,66,140,-0.12
78,79,79,Ryan Moore,86,47.03,87,185,-0.08
79,80,80,Daniel Berger,92,46.75,79,169,-0.11
80,81,81,Kelly Kraft,63,46.67,42,90,-0.07
81,82,82,Zach Johnson,90,46.34,95,205,-0.11
82,83,83,Patrick Reed,105,46.32,88,190,-0.14
83,84,84,Harold Varner III,92,46.3,75,162,-0.03
84,85,85,Chad Campbell,90,46.28,87,188,E
85,86,86,K.J. Choi,73,46.15,96,208,-0.14
86,T87,T87,Bill Haas,86,46.1,71,154,-0.15
87,T87,T87,Brett Stegmaier,87,46.1,71,154,-0.04
88,89,89,Luke Guthrie,57,46.08,47,102,-0.13
89,90,90,Geoff Ogilvy,63,46.0,46,100,-0.09
90,91,91,Rhein Gibson,58,45.98,40,87,-0.05
91,92,92,Martin Laird,82,45.91,73,159,-0.14
92,93,93,Scott Langley,65,45.67,58,127,-0.03
93,94,94,Andrew Loupe,75,45.53,56,123,-0.16
94,95,95,Rod Pampling,54,45.35,39,86,-0.15
95,96,96,Steve Stricker,53,45.32,63,139,-0.16
96,97,97,Ryan Palmer,86,45.27,67,148,-0.13
97,T98,T98,Fabián Gómez,82,45.21,85,188,-0.09
98,T98,T98,Kevin Streelman,82,45.21,66,146,-0.02
99,100,100,Patton Kizzire,93,45.09,78,173,-0.08
100,101,101,Brendan Steele,88,45.07,64,142,-0.02
101,102,102,Aaron Baddeley,93,44.97,76,169,-0.12
102,103,103,Rory Sabbatini,57,44.94,40,89,+0.03
103,104,104,Freddie Jacobson,86,44.9,88,196,-0.14
104,105,105,Sung Kang,89,44.85,74,165,-0.09
105,T106,T106,Shane Lowry,57,44.83,39,87,-0.05
106,T106,T106,Dicky Pride,55,44.83,52,116,-0.04
107,T106,T106,Shawn Stefani,91,44.83,65,145,-0.05
108,109,109,Jordan Spieth,80,44.76,64,143,-0.22
109,110,110,Troy Merritt,77,44.44,76,171,-0.11
110,111,111,David Toms,62,44.32,82,185,-0.07
111,112,112,Si Woo Kim,113,44.25,100,226,-0.05
112,113,113,Scott Brown,88,44.14,64,145,-0.13
113,114,114,David Hearn,95,44.13,94,213,-0.15
114,T115,T115,Billy Horschel,73,43.88,61,139,-0.05
115,T115,T115,Greg Owen,85,43.88,61,139,-0.13
116,117,117,Anirban Lahiri,72,43.8,53,121,-0.08
117,118,118,Ben Martin,92,43.72,80,183,-0.05
118,119,119,Chris Kirk,90,43.55,81,186,-0.19
119,120,120,Michael Kim,100,43.52,84,193,-0.11
120,121,121,Danny Lee,93,43.5,77,177,-0.12
121,122,122,Jason Bohn,67,43.48,70,161,-0.10
122,123,123,Kyle Stanley,92,43.45,73,168,-0.08
123,T124,T124,Chesson Hadley,81,43.38,59,136,-0.14
124,T124,T124,Tim Wilkinson,72,43.38,59,136,-0.08
125,126,126,Zac Blair,99,43.37,108,249,-0.11
126,127,127,Nick Taylor,83,43.07,59,137,-0.15
127,128,128,Steve Wheatcroft,85,42.95,67,156,-0.03
128,T129,T129,D.A. Points,55,42.86,45,105,-0.02
129,T129,T129,Sam Saunders,69,42.86,54,126,+0.04
130,131,131,Padraig Harrington,54,42.61,49,115,-0.14
131,132,132,Retief Goosen,55,42.34,58,137,-0.28
132,133,133,Kevin Na,96,42.33,91,215,-0.12
133,134,134,Charles Howell III,91,42.31,66,156,-0.12
134,135,135,Vaughn Taylor,72,42.26,71,168,-0.03
135,136,136,David Lingmerth,84,42.14,67,159,-0.06
136,137,137,Steve Marino,72,42.06,45,107,+0.02
137,138,138,Scott Pinckney,87,42.03,58,138,-0.09
138,139,139,Cameron Smith,73,42.02,50,119,-0.18
139,140,140,Martin Piller,59,41.9,44,105,-0.05
140,T141,T141,Francesco Molinari,64,41.43,58,140,-0.10
141,T141,T141,Cameron Tringale,81,41.43,87,210,-0.11
142,143,143,Jon Curran,99,41.4,118,285,-0.06
143,144,144,Tony Finau,95,41.38,60,145,-0.07
144,145,145,Jeff Overton,69,41.33,62,150,-0.05
145,146,146,James Hahn,85,41.27,78,189,-0.08
146,147,147,Mark Hubbard,101,41.12,88,214,-0.06
147,148,148,Luke Donald,81,41.07,69,168,-0.04
148,149,149,Jimmy Walker,85,40.91,63,154,-0.05
149,150,150,Brian Harman,104,40.78,84,206,-0.08
150,151,151,Hiroshi Iwata,85,40.71,57,140,-0.09
151,152,152,Ángel Cabrera,62,40.65,50,123,-0.12
152,153,153,Carlos Ortiz,79,40.5,49,121,-0.14
153,154,154,Willy Wilcox,67,40.48,51,126,-0.04
154,155,155,Rob Oppenheim,67,40.38,63,156,-0.10
155,156,156,Morgan Hoffmann,71,40.3,54,134,-0.02
156,157,157,Whee Kim,82,40.28,58,144,+0.05
157,158,158,Tom Hoge,81,40.15,55,137,-0.05
158,159,159,Mark Wilson,66,39.87,61,153,-0.05
159,160,160,Abraham Ancer,51,39.77,35,88,-0.11
160,161,161,Ricky Barnes,97,39.47,75,190,-0.20
161,162,162,J.J. Henry,68,39.44,56,142,-0.07
162,163,163,Daniel Summerhays,99,39.36,74,188,-0.16
163,164,164,Peter Malnati,85,39.32,81,206,-0.04
164,165,165,Stuart Appleby,71,39.1,61,156,-0.15
165,166,166,Robert Allenby,51,38.68,41,106,-0.12
166,167,167,Brendon de Jonge,83,38.67,58,150,-0.10
167,168,168,Vijay Singh,72,38.61,61,158,-0.10
168,169,169,Hunter Mahan,61,38.46,40,104,-0.03
169,170,170,Ernie Els,66,38.06,51,134,-0.16
170,171,171,Tyrone Van Aswegen,105,37.44,82,219,-0.10
171,T172,T172,D.H. Lee,61,36.84,42,114,-0.07
172,T172,T172,George McNeill,51,36.84,42,114,-0.12
173,174,174,Chad Collins,73,35.87,66,184,-0.12
174,175,175,Seung-Yul Noh,85,35.76,54,151,-0.06
175,176,176,Jonas Blixt,79,35.23,62,176,-0.16
176,177,177,Ben Crane,80,35.09,60,171,-0.15
177,178,178,Bryce Molder,80,34.97,64,183,-0.13
178,179,179,Ken Duke,58,34.4,43,125,-0.05
179,180,180,Andrew Landry,53,30.65,19,62,-0.16
180,181,181,Erik Compton,65,30.43,42,138,-0.10
181,182,182,Derek Fathauer,94,29.31,51,174,-0.18
182,183,183,Camilo Villegas,83,28.74,48,167,-0.21
183,184,184,Brendon Todd,66,28.48,43,151,-0.14
184,185,185,Steven Bowditch,71,25.87,37,143,-0.22
