,Approaches_from_100-125_yards_RANK THIS WEEK,Approaches_from_100-125_yards_RANK LAST WEEK,Approaches_from_100-125_yards_PLAYER NAME,Approaches_from_100-125_yards_ROUNDS,Approaches_from_100-125_yards_AVG,Approaches_from_100-125_yards_TOTAL DISTANCE (FEET),Approaches_from_100-125_yards_# OF ATTEMPTS,Approaches_from_100-125_yards_RELATIVE TO PAR
0,1,1,Robert Garrigus,69,"15' 3""",1080.5,71,-15
1,2,2,Will MacKenzie,84,"15' 6""",1472.8329999999999,95,-16
2,3,3,Luke Donald,81,"16' 4""",1124.417,69,-9
3,T4,T4,Ben Crane,80,"16' 6""",1107.833,67,-14
4,T4,T4,Tim Wilkinson,72,"16' 6""",1271.75,77,-16
5,6,6,Bubba Watson,72,"16' 7""",1261.25,76,-20
6,7,7,Chris Kirk,90,"16' 8""",1718.75,103,-29
7,8,8,Tom Hoge,81,"16' 11""",1627.4170000000001,96,-5
8,T9,T9,Stuart Appleby,71,"17' 1""",1587.9170000000001,93,-15
9,T9,T9,James Hahn,85,"17' 1""",1523.5,89,-11
10,T9,T9,Padraig Harrington,54,"17' 1""",958.25,56,-13
11,12,12,Dustin Johnson,87,"17' 2""",1952.75,114,-36
12,13,13,Stewart Cink,61,"17' 4""",1301.5,75,-15
13,T14,T14,Daniel Berger,92,"17' 5""",1358.5,78,-11
14,T14,T14,Gary Woodland,95,"17' 5""",1617.0,93,-22
15,16,16,Nick Taylor,83,"17' 7""",1687.0,96,-24
16,T17,T17,Greg Owen,85,"17' 8""",1540.1670000000001,87,-8
17,T17,T17,Rod Pampling,54,"17' 8""",971.9169999999999,55,-3
18,T17,T17,Scott Piercy,87,"17' 8""",1589.0829999999999,90,-12
19,T17,T17,Adam Scott,79,"17' 8""",1292.5,73,-14
20,21,21,Vaughn Taylor,72,"17' 9""",1631.1670000000001,92,-9
21,T22,T22,Keegan Bradley,82,"18' 0""",1190.583,66,-8
22,T22,T22,Roberto Castro,97,"18' 0""",2319.5,129,-21
23,T22,T22,Andrew Loupe,75,"18' 0""",1780.5829999999999,99,-21
24,T22,T22,Justin Thomas,99,"18' 0""",1912.3329999999999,106,-22
25,26,26,Sam Saunders,69,"18' 1""",1502.3329999999999,83,-15
26,27,27,Chesson Hadley,81,"18' 2""",2214.5,122,-19
27,T28,T28,Bill Haas,86,"18' 3""",1897.9170000000001,104,-17
28,T28,T28,John Huh,86,"18' 3""",1406.3329999999999,77,-7
29,T28,T28,Vijay Singh,72,"18' 3""",1735.6670000000001,95,-12
30,T28,T28,Brian Stuard,66,"18' 3""",1861.1670000000001,102,-25
31,T32,T32,Alex Cejka,71,"18' 4""",1613.6670000000001,88,-15
32,T32,T32,Ryan Moore,86,"18' 4""",1521.0,83,-22
33,T32,T32,Carlos Ortiz,79,"18' 4""",1653.0829999999999,90,-14
34,T35,T35,Blayne Barber,84,"18' 5""",2058.25,112,-11
35,T35,T35,Jerry Kelly,76,"18' 5""",1660.0,90,-8
36,T35,T35,George McNeill,51,"18' 5""",1325.0829999999999,72,-16
37,T35,T35,Steve Stricker,53,"18' 5""",938.25,51,-7
38,T39,T39,Jamie Lovemark,91,"18' 6""",2255.667,122,-25
39,T39,T39,Dawie van der Walt,72,"18' 6""",1793.4170000000001,97,-27
40,T41,T41,Jason Dufner,105,"18' 7""",2698.667,145,-18
41,T41,T41,Camilo Villegas,83,"18' 7""",1915.25,103,-10
42,T43,T43,Chad Collins,73,"18' 8""",1419.0,76,-9
43,T43,T43,Henrik Norlander,71,"18' 8""",1659.3329999999999,89,-13
44,T43,T43,Geoff Ogilvy,63,"18' 8""",1064.75,57,-10
45,T43,T43,Jimmy Walker,85,"18' 8""",1397.8329999999999,75,-15
