,Approaches_from__275_yards_Rgh_RANK THIS WEEK,Approaches_from__275_yards_Rgh_RANK LAST WEEK,Approaches_from__275_yards_Rgh_PLAYER NAME,Approaches_from__275_yards_Rgh_ROUNDS,Approaches_from__275_yards_Rgh_AVG,Approaches_from__275_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__275_yards_Rgh_# OF ATTEMPTS,Approaches_from__275_yards_Rgh_RELATIVE TO PAR
78,T79,T79,Carlos Ortiz,79,"103' 2""",722.25,7,-2
79,T79,T79,Jeff Overton,69,"103' 2""",206.333,2,E
80,T81,T81,Ernie Els,66,"103' 3""",413.0,4,-2
81,T81,T81,Jhonattan Vegas,97,"103' 3""",1136.083,11,-7
82,T83,T83,Justin Thomas,99,"103' 4""",826.5,8,-2
83,T83,T83,Michael Thompson,71,"103' 4""",310.08299999999997,3,-1
84,85,85,Peter Malnati,85,"103' 6""",310.58299999999997,3,-2
85,86,86,David Hearn,95,"103' 7""",414.417,4,E
86,87,87,J.B. Holmes,77,"103' 8""",933.1669999999999,9,-8
87,88,88,Jason Gore,78,"104' 4""",208.583,2,E
88,89,89,Emiliano Grillo,93,"104' 7""",209.083,2,-1
89,90,90,Si Woo Kim,113,"104' 10""",524.0830000000001,5,+2
90,91,91,Anirban Lahiri,72,"105' 5""",632.6669999999999,6,-2
91,92,92,Steve Wheatcroft,85,"105' 8""",316.91700000000003,3,-3
92,93,93,Lucas Glover,75,"106' 0""",212.0,2,-2
93,94,94,Patton Kizzire,93,"107' 1""",428.167,4,-1
94,95,95,Spencer Levin,104,"107' 2""",321.41700000000003,3,E
95,96,96,Tim Wilkinson,72,"107' 5""",214.833,2,E
96,T97,T97,Tyler Aldridge,83,"108' 3""",108.25,1,E
97,T97,T97,Scott Brown,88,"108' 3""",757.5830000000001,7,-3
98,99,99,Will MacKenzie,84,"108' 4""",433.167,4,+1
99,T100,T100,Daniel Berger,92,"108' 7""",543.0830000000001,5,-2
100,T100,T100,Kevin Streelman,82,"108' 7""",217.167,2,E
101,102,102,Kevin Na,96,"108' 11""",544.5,5,-2
102,103,103,Stuart Appleby,71,"109' 1""",109.083,1,E
103,104,104,Sean O'Hair,89,"110' 10""",554.3330000000001,5,-1
104,105,105,Paul Casey,77,"111' 0""",443.833,4,-2
105,106,106,Ben Crane,80,"111' 9""",111.75,1,E
106,107,107,Andres Gonzales,80,"111' 11""",895.25,8,-3
107,108,108,Brooks Koepka,75,"112' 0""",336.083,3,+1
108,109,109,Steve Marino,72,"112' 1""",336.167,3,-1
109,110,110,Willy Wilcox,67,"112' 5""",449.667,4,-1
110,T111,T111,Derek Ernst,59,"112' 8""",225.25,2,E
111,T111,T111,Brian Harman,104,"112' 8""",450.667,4,+1
112,113,113,Jason Day,76,"113' 8""",341.0,3,-1
113,114,114,Kyle Stanley,92,"113' 10""",113.833,1,-1
114,115,115,Jimmy Walker,85,"114' 3""",342.667,3,-3
115,T116,T116,Bryce Molder,80,"114' 5""",457.667,4,+2
116,T116,T116,D.A. Points,55,"114' 5""",686.6669999999999,6,+1
117,118,118,Wes Roach,59,"114' 6""",228.917,2,-1
118,119,119,Ben Martin,92,"115' 6""",346.583,3,E
119,T120,T120,Ryan Moore,86,"116' 0""",348.083,3,-1
120,T120,T120,Chris Stroud,82,"116' 0""",463.833,4,-2
121,122,122,Jerry Kelly,76,"116' 4""",116.333,1,-1
122,123,123,Jordan Spieth,80,"118' 7""",355.833,3,-2
123,124,124,Harris English,97,"118' 8""",474.5,4,E
124,125,125,Tony Finau,95,"120' 2""",240.25,2,-2
125,126,126,Tyrone Van Aswegen,105,"122' 0""",609.8330000000001,5,-2
126,127,127,Whee Kim,82,"122' 9""",368.167,3,-1
127,T128,T128,Russell Henley,76,"123' 0""",246.0,2,E
128,T128,T128,Daniel Summerhays,99,"123' 0""",738.1669999999999,6,E
129,130,130,Danny Lee,93,"123' 1""",123.083,1,+1
130,131,131,Graeme McDowell,63,"123' 2""",123.167,1,E
131,132,132,Kevin Kisner,97,"123' 10""",247.667,2,E
132,133,133,Jamie Lovemark,91,"124' 1""",496.417,4,-1
133,134,134,J.J. Henry,68,"124' 6""",124.5,1,E
134,135,135,Seung-Yul Noh,85,"127' 4""",254.667,2,-1
135,136,136,Boo Weekley,83,"128' 0""",256.0,2,-1
136,137,137,Charl Schwartzel,73,"129' 9""",389.333,3,-2
137,138,138,Kyle Reifers,115,"130' 7""",391.667,3,E
138,139,139,Sung Kang,89,"131' 10""",131.833,1,E
139,T140,T140,Shawn Stefani,91,"133' 2""",266.25,2,-1
140,T140,T140,Steve Stricker,53,"133' 2""",266.33299999999997,2,-2
141,142,142,Hiroshi Iwata,85,"133' 6""",534.0,4,E
142,143,143,Troy Merritt,77,"133' 8""",267.33299999999997,2,+1
143,144,144,Chad Campbell,90,"134' 9""",134.75,1,-1
144,145,145,Keegan Bradley,82,"134' 11""",404.833,3,E
145,146,146,Mark Hubbard,101,"135' 8""",271.25,2,E
146,147,147,Henrik Norlander,71,"138' 9""",277.5,2,E
147,148,148,Sergio Garcia,54,"139' 5""",557.5830000000001,4,-1
148,149,149,Brendon Todd,66,"139' 8""",139.667,1,E
149,150,150,Patrick Reed,105,"140' 0""",279.91700000000003,2,-1
150,151,151,Jonas Blixt,79,"140' 8""",281.25,2,-1
151,152,152,Louis Oosthuizen,63,"142' 0""",142.0,1,E
152,153,153,Robert Streb,87,"142' 5""",142.417,1,-1
153,154,154,Jason Bohn,67,"144' 10""",144.833,1,E
154,155,155,Rory McIlroy,69,"146' 9""",293.41700000000003,2,-2
155,156,156,Luke Donald,81,"147' 5""",147.417,1,E
156,157,157,Cameron Tringale,81,"156' 0""",156.0,1,-1
157,158,158,Morgan Hoffmann,71,"160' 1""",160.083,1,E
158,159,159,Stewart Cink,61,"161' 1""",161.083,1,E
159,160,160,Jon Curran,99,"171' 10""",171.833,1,E
160,161,161,Jim Herman,93,"182' 3""",364.5,2,-1
161,162,162,Derek Fathauer,94,"190' 8""",190.667,1,-1
