,Approaches_200-225_yards-Rgh_RTP_RANK THIS WEEK,Approaches_200-225_yards-Rgh_RTP_RANK LAST WEEK,Approaches_200-225_yards-Rgh_RTP_PLAYER NAME,Approaches_200-225_yards-Rgh_RTP_ROUNDS,Approaches_200-225_yards-Rgh_RTP_AVG RTP
0,1,1,Rory McIlroy,69,-.667
1,2,2,Luke List,79,-.385
2,T3,T3,Brooks Koepka,75,-.333
3,T3,T3,Andrew Loupe,75,-.333
4,5,5,Jason Kokrak,89,-.294
5,6,6,Dustin Johnson,87,-.273
6,T7,T7,Sergio Garcia,54,-.250
7,T7,T7,Jimmy Walker,85,-.250
8,9,9,Jamie Lovemark,91,-.227
9,T10,T10,Ángel Cabrera,62,-.200
10,T10,T10,Steve Marino,72,-.200
11,12,12,Kevin Chappell,93,-.190
12,13,13,Scott Stallings,74,-.182
13,14,14,Rickie Fowler,80,-.174
14,15,15,Jhonattan Vegas,97,-.172
15,T16,T16,Branden Grace,63,-.154
16,T16,T16,Martin Laird,82,-.154
17,T16,T16,Shane Lowry,57,-.154
18,T19,T19,Danny Lee,93,-.150
19,T19,T19,Patrick Rodgers,89,-.150
20,21,21,Bubba Watson,72,-.143
21,22,22,Smylie Kaufman,91,-.130
22,23,23,Gary Woodland,95,-.115
23,24,24,Hiroshi Iwata,85,-.111
24,25,25,Russell Henley,76,-.105
25,T26,T26,Harris English,97,-.100
26,T26,T26,Geoff Ogilvy,63,-.100
27,28,28,Phil Mickelson,75,-.074
28,29,29,Brandt Snedeker,93,-.071
29,30,30,Tony Finau,95,-.059
30,31,31,Colt Knost,90,-.043
31,32,32,Justin Thomas,99,-.034
32,T33,T33,Daniel Berger,92,E
33,T33,T33,Lucas Glover,75,E
34,T33,T33,Padraig Harrington,54,E
35,T33,T33,J.B. Holmes,77,E
36,T33,T33,Matt Kuchar,100,E
37,T33,T33,Francesco Molinari,64,E
38,T33,T33,Webb Simpson,70,E
39,T33,T33,Vijay Singh,72,E
40,T33,T33,Brendan Steele,88,E
41,42,42,Patrick Reed,105,+.031
42,43,43,Mark Hubbard,101,+.034
43,T44,T44,Erik Compton,65,+.036
44,T44,T44,Steve Stricker,53,+.036
45,46,46,Johnson Wagner,86,+.037
46,47,47,Jason Dufner,105,+.038
47,T48,T48,Jerry Kelly,76,+.048
48,T48,T48,D.A. Points,55,+.048
49,T50,T50,Thomas Aiken,70,+.053
50,T50,T50,Tyler Aldridge,83,+.053
51,52,52,Sean O'Hair,89,+.056
52,53,53,Keegan Bradley,82,+.059
53,54,54,Justin Rose,65,+.063
54,55,55,Paul Casey,77,+.067
55,56,56,John Senden,88,+.069
56,T57,T57,Kelly Kraft,63,+.071
57,T57,T57,Graeme McDowell,63,+.071
58,59,59,William McGirt,98,+.073
59,T60,T60,Alex Cejka,71,+.077
60,T60,T60,Zach Johnson,90,+.077
61,T60,T60,Will MacKenzie,84,+.077
62,63,63,Steve Wheatcroft,85,+.080
63,T64,T64,Charles Howell III,91,+.087
64,T64,T64,Chris Kirk,90,+.087
65,66,66,Hudson Swafford,104,+.091
66,T67,T67,Robert Garrigus,69,+.095
67,T67,T67,Willy Wilcox,67,+.095
68,69,69,Daniel Summerhays,99,+.097
69,70,70,Jim Herman,93,+.100
70,T71,T71,Roberto Castro,97,+.105
71,T71,T71,Jordan Spieth,80,+.105
72,T71,T71,Tim Wilkinson,72,+.105
73,74,74,Patton Kizzire,93,+.115
74,T75,T75,Aaron Baddeley,93,+.118
75,T75,T75,Hideki Matsuyama,76,+.118
76,T75,T75,Wes Roach,59,+.118
77,T75,T75,Robert Streb,87,+.118
78,T75,T75,Cameron Tringale,81,+.118
79,T80,T80,Bill Haas,86,+.125
80,T80,T80,Freddie Jacobson,86,+.125
81,T80,T80,Brian Stuard,66,+.125
82,T80,T80,Brendon Todd,66,+.125
83,T84,T84,Jonas Blixt,79,+.129
84,T84,T84,Retief Goosen,55,+.129
85,T84,T84,Kevin Na,96,+.129
86,T87,T87,Blayne Barber,84,+.133
87,T87,T87,Rhein Gibson,58,+.133
88,89,89,Charl Schwartzel,73,+.136
