,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Freddie Jacobson,86,-0.9
1,2,2,Charles Howell III,91,-0.889
2,3,3,Patrick Rodgers,89,-0.8640000000000001
3,4,4,Seung-Yul Noh,85,-0.8420000000000001
4,5,5,Blayne Barber,84,-0.833
5,6,6,Bubba Watson,72,-0.813
6,7,7,Steven Bowditch,71,-0.8
7,8,8,Billy Hurley III,66,-0.7859999999999999
8,9,9,Steve Stricker,53,-0.778
9,10,10,Harold Varner III,92,-0.757
10,11,11,Scott Piercy,87,-0.75
11,12,12,Aaron Baddeley,93,-0.737
12,T13,T13,Jason Day,76,-0.733
13,T13,T13,Ben Martin,92,-0.733
14,T15,T15,Adam Hadwin,93,-0.7140000000000001
15,T15,T15,Jimmy Walker,85,-0.7140000000000001
16,17,17,Matt Jones,83,-0.7040000000000001
17,T18,T18,Abraham Ancer,51,-0.7
18,T18,T18,Louis Oosthuizen,63,-0.7
19,T18,T18,Kevin Streelman,82,-0.7
20,T21,T21,Charley Hoffman,91,-0.6920000000000001
21,T21,T21,Wes Roach,59,-0.6920000000000001
22,23,23,Jordan Spieth,80,-0.688
23,T24,T24,Erik Compton,65,-0.684
24,T24,T24,Morgan Hoffmann,71,-0.684
25,26,26,Kevin Kisner,97,-0.68
26,27,27,Paul Casey,77,-0.677
27,T28,T28,Thomas Aiken,70,-0.667
28,T28,T28,Stewart Cink,61,-0.667
29,T28,T28,Jason Dufner,105,-0.667
30,T28,T28,Rory McIlroy,69,-0.667
31,T28,T28,Kevin Na,96,-0.667
32,33,33,Sean O'Hair,89,-0.657
33,34,34,Tom Hoge,81,-0.652
34,T35,T35,Robert Garrigus,69,-0.647
35,T35,T35,Carlos Ortiz,79,-0.647
36,T37,T37,Spencer Levin,104,-0.643
37,T37,T37,Nick Taylor,83,-0.643
38,T39,T39,Sung Kang,89,-0.64
39,T39,T39,Martin Laird,82,-0.64
40,T41,T41,Brendon de Jonge,83,-0.636
41,T41,T41,Scott Langley,65,-0.636
42,43,43,Jamie Lovemark,91,-0.633
43,44,44,Derek Fathauer,94,-0.632
44,45,45,Phil Mickelson,75,-0.63
45,T46,T46,Roberto Castro,97,-0.622
46,T46,T46,Jhonattan Vegas,97,-0.622
47,T48,T48,Kevin Chappell,93,-0.621
48,T48,T48,David Hearn,95,-0.621
49,50,50,Tyler Aldridge,83,-0.619
50,51,51,Kyle Reifers,115,-0.617
51,T52,T52,Brooks Koepka,75,-0.615
52,T52,T52,Chez Reavie,90,-0.615
53,T54,T54,Chad Campbell,90,-0.611
54,T54,T54,K.J. Choi,73,-0.611
55,T56,T56,Jon Curran,99,-0.609
56,T56,T56,Troy Merritt,77,-0.609
57,T56,T56,Gary Woodland,95,-0.609
58,T59,T59,Matt Kuchar,100,-0.6
59,T59,T59,Hudson Swafford,104,-0.6
60,T59,T59,Mark Wilson,66,-0.6
61,62,62,Bronson Burgoon,83,-0.591
62,63,63,Andrew Loupe,75,-0.588
63,64,64,Robert Streb,87,-0.583
64,T65,T65,Derek Ernst,59,-0.579
65,T65,T65,Tony Finau,95,-0.579
66,T65,T65,Bryce Molder,80,-0.579
67,T65,T65,Sam Saunders,69,-0.579
68,T69,T69,Billy Horschel,73,-0.5770000000000001
69,T69,T69,Chris Kirk,90,-0.5770000000000001
70,71,71,Mark Hubbard,101,-0.5760000000000001
71,T72,T72,Hunter Mahan,61,-0.5710000000000001
72,T72,T72,Ryan Moore,86,-0.5710000000000001
73,T72,T72,Justin Rose,65,-0.5710000000000001
74,75,75,Scott Stallings,74,-0.5670000000000001
75,T76,T76,Stuart Appleby,71,-0.565
76,T76,T76,Russell Knox,92,-0.565
77,T76,T76,Geoff Ogilvy,63,-0.565
78,T79,T79,Scott Brown,88,-0.563
79,T79,T79,John Huh,86,-0.563
80,T79,T79,Francesco Molinari,64,-0.563
81,T79,T79,Brett Stegmaier,87,-0.563
82,83,83,Jason Gore,78,-0.56
83,T84,T84,Padraig Harrington,54,-0.556
84,T84,T84,Boo Weekley,83,-0.556
85,86,86,Hiroshi Iwata,85,-0.552
86,87,87,Retief Goosen,55,-0.55
87,T88,T88,Harris English,97,-0.545
88,T88,T88,Jim Herman,93,-0.545
89,T88,T88,Andrew Landry,53,-0.545
90,T88,T88,Daniel Summerhays,99,-0.545
91,T92,T92,Ken Duke,58,-0.5379999999999999
92,T92,T92,Brian Harman,104,-0.5379999999999999
93,T92,T92,Chris Stroud,82,-0.5379999999999999
94,T95,T95,Jonas Blixt,79,-0.536
95,T95,T95,Charl Schwartzel,73,-0.536
96,97,97,J.B. Holmes,77,-0.5329999999999999
97,98,98,Lucas Glover,75,-0.528
98,99,99,Vijay Singh,72,-0.524
99,T100,T100,Zach Johnson,90,-0.519
100,T100,T100,John Senden,88,-0.519
