,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Wes Roach,59,-.500
1,2,2,Robert Garrigus,69,-.486
2,3,3,Kelly Kraft,63,-.469
3,T4,T4,Michael Thompson,71,-.444
4,T4,T4,Dawie van der Walt,72,-.444
5,6,6,Harold Varner III,92,-.426
6,7,7,Phil Mickelson,75,-.422
7,8,8,Henrik Norlander,71,-.414
8,9,9,Brandt Snedeker,93,-.403
9,10,10,Brooks Koepka,75,-.396
10,11,11,Ken Duke,58,-.375
11,12,12,Dustin Johnson,87,-.364
12,13,13,David Lingmerth,84,-.362
13,14,14,Rod Pampling,54,-.360
14,15,15,Patrick Reed,105,-.359
15,16,16,Paul Casey,77,-.358
16,T17,T17,Alex Cejka,71,-.356
17,T17,T17,Rickie Fowler,80,-.356
18,19,19,Sam Saunders,69,-.355
19,20,20,Chesson Hadley,81,-.354
20,T21,T21,Adam Hadwin,93,-.353
21,T21,T21,Adam Scott,79,-.353
22,23,23,Brendan Steele,88,-.345
23,24,24,Charley Hoffman,91,-.344
24,25,25,Anirban Lahiri,72,-.343
25,26,26,Martin Laird,82,-.340
26,27,27,Kevin Chappell,93,-.338
27,T28,T28,Aaron Baddeley,93,-.333
28,T28,T28,Ángel Cabrera,62,-.333
29,30,30,William McGirt,98,-.328
30,T31,T31,Jerry Kelly,76,-.327
31,T31,T31,Jason Kokrak,89,-.327
32,33,33,Si Woo Kim,113,-.325
33,T34,T34,Jonas Blixt,79,-.316
34,T34,T34,Scott Piercy,87,-.316
35,36,36,Jordan Spieth,80,-.309
36,37,37,Luke Guthrie,57,-.308
37,38,38,Brian Stuard,66,-.304
38,39,39,Smylie Kaufman,91,-.302
39,40,40,Scott Stallings,74,-.300
40,T41,T41,Danny Lee,93,-.299
41,T41,T41,Jamie Lovemark,91,-.299
42,43,43,Carlos Ortiz,79,-.293
43,T44,T44,Ben Martin,92,-.292
44,T44,T44,Jimmy Walker,85,-.292
45,T46,T46,Rory McIlroy,69,-.288
