,Approaches_from_200-225_yards_RANK THIS WEEK,Approaches_from_200-225_yards_RANK LAST WEEK,Approaches_from_200-225_yards_PLAYER NAME,Approaches_from_200-225_yards_ROUNDS,Approaches_from_200-225_yards_AVG,Approaches_from_200-225_yards_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_# OF ATTEMPTS,Approaches_from_200-225_yards_RELATIVE TO PAR
0,1,1,Adam Scott,79,"31' 10""",3091.583,97,-16
1,2,2,Hideki Matsuyama,76,"33' 1""",3608.333,109,-13
2,3,3,Rory McIlroy,69,"33' 9""",2629.583,78,-8
3,4,4,Charl Schwartzel,73,"34' 1""",3339.083,98,-20
4,5,5,Dawie van der Walt,72,"35' 1""",2946.417,84,E
5,6,6,Jason Kokrak,89,"35' 6""",4366.5,123,-10
6,7,7,Justin Thomas,99,"35' 7""",4302.833,121,-11
7,T8,T8,Marc Leishman,89,"35' 11""",4134.0,115,-5
8,T8,T8,Louis Oosthuizen,63,"35' 11""",2766.5,77,-12
9,10,10,Robert Garrigus,69,"36' 1""",2743.667,76,-8
10,11,11,Emiliano Grillo,93,"36' 2""",4595.083,127,-13
11,12,12,Russell Knox,92,"36' 4""",4145.833,114,-7
12,13,13,Billy Hurley III,66,"36' 5""",4480.417,123,+2
13,T14,T14,Paul Casey,77,"36' 7""",3767.583,103,-2
14,T14,T14,Patrick Reed,105,"36' 7""",5044.417,138,-20
15,T16,T16,Justin Rose,65,"36' 9""",3420.417,93,-7
16,T16,T16,Nick Taylor,83,"36' 9""",3235.75,88,-2
17,18,18,Brooks Koepka,75,"36' 10""",3423.417,93,-8
18,T19,T19,Graeme McDowell,63,"37' 0""",3294.583,89,-1
19,T19,T19,Ryan Moore,86,"37' 0""",4290.583,116,+11
20,21,21,Smylie Kaufman,91,"37' 1""",4930.75,133,-19
21,22,22,Andres Gonzales,80,"37' 2""",3235.667,87,-4
22,23,23,Chris Kirk,90,"37' 3""",4318.167,116,E
23,24,24,Tom Hoge,81,"37' 5""",3328.5,89,+10
24,25,25,Jason Gore,78,"37' 6""",3262.0,87,+2
25,26,26,Russell Henley,76,"37' 7""",3988.0,106,-3
26,27,27,Phil Mickelson,75,"37' 10""",3779.75,100,-12
27,T28,T28,Branden Grace,63,"38' 0""",2847.5,75,-4
