,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
82,T82,T82,Brian Stuard,20,250.9,605263.0,67
83,T84,T84,Ernie Els,21,251.1,1012471.0,112
84,T84,T84,Henrik Norlander,21,251.1,940259.0,104
85,86,86,Boo Weekley,26,251.3,1312034.0,145
86,87,87,Hiroshi Iwata,29,251.4,1149339.0,127
87,T88,T88,Robert Garrigus,21,251.5,1113798.0,123
88,T88,T88,Tim Wilkinson,22,251.5,443703.0,49
89,T90,T90,Alex Cejka,22,251.6,878738.0,97
90,T90,T90,Troy Merritt,26,251.6,1077929.0,119
91,92,92,Willy Wilcox,23,251.7,1087141.0,120
92,T93,T93,Graham DeLaet,21,251.8,1205732.0,133
93,T93,T93,Jordan Spieth,21,251.8,1106017.0,122
94,T95,T95,Steven Bowditch,26,251.9,825357.0,91
95,T95,T95,Billy Hurley III,20,251.9,607630.0,67
96,T95,T95,Scott Piercy,24,251.9,1278833.0,141
97,T95,T95,Brendan Steele,25,251.9,1351132.0,149
98,99,99,Brandt Snedeker,27,252.0,1279252.0,141
99,100,100,Justin Rose,18,252.1,1243390.0,137
100,T101,T101,Daniel Berger,26,252.2,1461576.0,161
101,T101,T101,Mark Wilson,21,252.2,599170.0,66
102,103,103,Peter Malnati,32,252.3,835538.0,92
103,T104,T104,Bronson Burgoon,27,252.4,1172097.0,129
104,T104,T104,Smylie Kaufman,28,252.4,1581154.0,174
105,T104,T104,Martin Piller,22,252.4,590685.0,65
106,T107,T107,Sung Kang,29,252.6,1309737.0,144
107,T107,T107,Chez Reavie,27,252.6,1281961.0,141
108,T109,T109,Brendon de Jonge,30,252.7,1037177.0,114
109,T109,T109,Rickie Fowler,23,252.7,1491997.0,164
110,T109,T109,Dicky Pride,21,252.7,400214.0,44
111,T112,T112,Scott Pinckney,29,252.8,1374257.0,151
112,T112,T112,Kevin Streelman,26,252.8,1055887.0,116
113,114,114,David Toms,19,252.9,364138.0,40
114,115,115,Adam Hadwin,27,253.0,1602913.0,176
115,116,116,Colt Knost,26,253.1,628769.0,69
116,117,117,J.J. Henry,24,253.2,911577.0,100
117,118,118,David Hearn,29,253.3,866368.0,95
118,T119,T119,Hideki Matsuyama,23,253.4,1131219.0,124
119,T119,T119,Ryan Moore,23,253.4,912399.0,100
120,T121,T121,Tony Finau,28,253.5,1935013.0,212
121,T121,T121,Patrick Reed,28,253.5,1533452.0,168
122,T121,T121,Jimmy Walker,25,253.5,1524044.0,167
123,T121,T121,Bubba Watson,19,253.5,1296128.0,142
124,T125,T125,Ángel Cabrera,22,253.6,1004064.0,110
125,T125,T125,Derek Ernst,20,253.6,821605.0,90
126,127,127,Louis Oosthuizen,17,253.8,667017.0,73
127,128,128,Jamie Lovemark,27,253.9,1782461.0,195
128,T129,T129,Fabián Gómez,26,254.0,1334994.0,146
129,T129,T129,Francesco Molinari,18,254.0,877814.0,96
130,T129,T129,Kyle Reifers,34,254.0,1563370.0,171
131,T132,T132,Zach Johnson,24,254.1,932922.0,102
132,T132,T132,Rob Oppenheim,21,254.1,640235.0,70
133,T132,T132,Webb Simpson,20,254.1,997085.0,109
134,T135,T135,John Senden,28,254.2,1244522.0,136
135,T135,T135,Johnson Wagner,26,254.2,1244414.0,136
136,137,137,Paul Casey,22,254.3,1117066.0,122
137,138,138,Andrew Loupe,27,254.4,1675716.0,183
138,139,139,James Hahn,26,254.5,1108509.0,121
139,140,140,George McNeill,23,254.6,660046.0,72
140,141,141,Tyrone Van Aswegen,31,254.7,1292956.0,141
141,142,142,Freddie Jacobson,26,254.8,954004.0,104
142,T143,T143,Marc Leishman,25,254.9,1183814.0,129
143,T143,T143,Hunter Mahan,22,254.9,963503.0,105
144,T145,T145,Zac Blair,31,255.0,1009605.0,110
145,T145,T145,Retief Goosen,16,255.0,789431.0,86
146,147,147,Brooks Koepka,21,255.1,1432829.0,156
147,148,148,Nick Taylor,26,255.2,1267846.0,138
148,T149,T149,Michael Kim,29,255.3,1158180.0,126
149,T149,T149,Scott Stallings,27,255.3,1176385.0,128
150,151,151,Chris Stroud,27,255.5,1131177.0,123
151,152,152,J.B. Holmes,22,255.7,1500182.0,163
152,153,153,Whee Kim,27,255.8,1169536.0,127
153,T154,T154,David Lingmerth,24,255.9,967349.0,105
154,T154,T154,Patrick Rodgers,28,255.9,1593915.0,173
155,156,156,Luke Guthrie,19,256.1,663716.0,72
156,T157,T157,Kevin Chappell,27,256.2,1448171.0,157
157,T157,T157,Bryce Molder,26,256.2,857768.0,93
158,T159,T159,Abraham Ancer,19,256.3,470506.0,51
159,T159,T159,Andres Gonzales,28,256.3,1079716.0,117
160,161,161,Brendon Todd,29,256.4,636971.0,69
161,162,162,Charl Schwartzel,19,256.6,1117783.0,121
162,163,163,Jon Curran,30,256.7,702329.0,76
163,T164,T164,Branden Grace,18,256.9,693656.0,75
164,T164,T164,Dawie van der Walt,25,256.9,934252.0,101
165,T166,T166,D.H. Lee,22,257.0,582932.0,63
166,T166,T166,Phil Mickelson,22,257.0,1221040.0,132
167,168,168,Aaron Baddeley,28,257.3,1296645.0,140
168,T169,T169,John Huh,28,257.4,1222996.0,132
169,T169,T169,Rory Sabbatini,20,257.4,796861.0,86
170,171,171,Roberto Castro,27,257.6,1419005.0,153
171,172,172,Tom Hoge,26,258.2,938870.0,101
172,T173,T173,Matt Jones,27,258.6,1163805.0,125
173,T173,T173,Daniel Summerhays,28,258.6,1498733.0,161
174,175,175,Sergio Garcia,15,258.7,828819.0,89
175,T176,T176,Jason Bohn,21,259.0,848329.0,91
176,T176,T176,Mark Hubbard,30,259.0,1305270.0,140
177,178,178,Steve Stricker,15,259.2,419927.0,45
178,179,179,Kevin Na,26,259.6,1046749.0,112
179,180,180,Chad Collins,26,259.7,803908.0,86
180,181,181,Scott Langley,22,260.2,936790.0,100
181,T182,T182,Padraig Harrington,16,261.0,845793.0,90
182,T182,T182,Charley Hoffman,26,261.0,1296832.0,138
183,184,184,Anirban Lahiri,21,261.1,883607.0,94
184,185,185,Jeff Overton,25,264.4,1037515.0,109
