,Average_Going_for_it_Shot_Distance_in_Yards_RANK THIS WEEK,Average_Going_for_it_Shot_Distance_in_Yards_RANK LAST WEEK,Average_Going_for_it_Shot_Distance_in_Yards_PLAYER NAME,Average_Going_for_it_Shot_Distance_in_Yards_EVENTS,Average_Going_for_it_Shot_Distance_in_Yards_AVG,Average_Going_for_it_Shot_Distance_in_Yards_DISTANCE (IN INCHES),Average_Going_for_it_Shot_Distance_in_Yards_ATTEMPTS
0,1,1,Ken Duke,20,236.6,596180.0,70
1,2,2,Dustin Johnson,22,236.8,1406357.0,165
2,3,3,Thomas Aiken,23,237.4,743460.0,87
3,4,4,Jim Furyk,14,241.9,478915.0,55
4,5,5,Stewart Cink,19,242.2,767232.0,88
5,6,6,Robert Allenby,23,242.6,524068.0,60
6,7,7,Rhein Gibson,20,242.7,803942.0,92
7,T8,T8,Jerry Kelly,23,244.2,782385.0,89
8,T8,T8,Robert Streb,27,244.2,967154.0,110
9,T8,T8,Camilo Villegas,27,244.2,984801.0,112
10,11,11,Sam Saunders,24,244.4,818234.0,93
11,12,12,Hudson Swafford,30,244.5,1716536.0,195
12,13,13,Michael Thompson,23,244.8,749183.0,85
13,14,14,Ryan Palmer,23,245.1,1579314.0,179
14,15,15,Kelly Kraft,20,245.5,733691.0,83
15,16,16,Ricky Barnes,29,245.6,1158066.0,131
16,T17,T17,Morgan Hoffmann,25,245.7,1043599.0,118
17,T17,T17,Geoff Ogilvy,22,245.7,857967.0,97
18,19,19,Russell Henley,25,245.9,1035724.0,117
19,T20,T20,K.J. Choi,22,246.1,673361.0,76
20,T20,T20,Kevin Kisner,27,246.1,1169304.0,132
21,T22,T22,Martin Laird,24,246.2,1240904.0,140
22,T22,T22,Rory McIlroy,18,246.2,1276122.0,144
23,24,24,Andrew Landry,18,246.3,496477.0,56
24,25,25,Jason Gore,27,246.5,834190.0,94
25,26,26,Jason Dufner,28,246.9,1128936.0,127
26,T27,T27,Tyler Aldridge,28,247.2,907743.0,102
27,T27,T27,Jason Day,20,247.2,1263461.0,142
28,T29,T29,Greg Owen,29,247.3,1300029.0,146
29,T29,T29,Cameron Smith,24,247.3,543088.0,61
30,T31,T31,Chad Campbell,28,247.5,1274293.0,143
31,T31,T31,Justin Thomas,28,247.5,1452169.0,163
32,T31,T31,Harold Varner III,28,247.5,1621554.0,182
33,T34,T34,Seung-Yul Noh,28,247.6,1051817.0,118
34,T34,T34,Brett Stegmaier,29,247.6,1248043.0,140
35,T36,T36,Luke Donald,23,247.8,677859.0,76
36,T36,T36,Lucas Glover,23,247.8,1240046.0,139
37,T36,T36,Jason Kokrak,28,247.8,1570318.0,176
38,T36,T36,Graeme McDowell,21,247.8,749495.0,84
39,40,40,Vaughn Taylor,24,247.9,820919.0,92
40,41,41,Russell Knox,25,248.1,973618.0,109
41,42,42,Gary Woodland,26,248.2,1670987.0,187
42,43,43,Harris English,27,248.5,1171852.0,131
43,44,44,Steve Marino,24,248.6,984466.0,110
44,45,45,Matt Kuchar,26,248.7,1199668.0,134
45,46,46,Jonas Blixt,26,248.8,1245068.0,139
46,T47,T47,Patton Kizzire,27,249.0,1236967.0,138
47,T47,T47,Carlos Ortiz,29,249.0,1174448.0,131
48,T49,T49,Erik Compton,24,249.2,753652.0,84
49,T49,T49,Chesson Hadley,27,249.2,1130172.0,126
50,T49,T49,William McGirt,28,249.2,1489174.0,166
51,T52,T52,Rod Pampling,18,249.3,556407.0,62
52,T52,T52,Adam Scott,20,249.3,1122023.0,125
53,T52,T52,Cameron Tringale,25,249.3,1023254.0,114
54,55,55,Wes Roach,21,249.5,655683.0,73
55,T56,T56,Ben Crane,27,249.7,791160.0,88
56,T56,T56,Charles Howell III,25,249.7,1420253.0,158
57,T56,T56,Chris Kirk,28,249.7,1096769.0,122
58,T59,T59,Keegan Bradley,26,249.8,1151254.0,128
59,T59,T59,Shane Lowry,17,249.8,530644.0,59
60,T59,T59,Jhonattan Vegas,27,249.8,1870161.0,208
61,T62,T62,Vijay Singh,22,249.9,1106604.0,123
62,T62,T62,Shawn Stefani,29,249.9,1205334.0,134
63,T64,T64,Bill Haas,24,250.0,1017044.0,113
64,T64,T64,Ben Martin,28,250.0,1340757.0,149
65,66,66,Danny Lee,28,250.2,1359966.0,151
66,T67,T67,Stuart Appleby,23,250.3,792844.0,88
67,T67,T67,Blayne Barber,27,250.3,1117219.0,124
68,T69,T69,Derek Fathauer,30,250.4,1144974.0,127
69,T69,T69,Brian Harman,31,250.4,1496467.0,166
70,T69,T69,Jim Herman,29,250.4,1117802.0,124
71,T69,T69,Spencer Levin,32,250.4,1144691.0,127
72,T69,T69,Will MacKenzie,26,250.4,856529.0,95
73,T69,T69,D.A. Points,18,250.4,504879.0,56
74,T75,T75,Si Woo Kim,34,250.5,1984003.0,220
75,T75,T75,Kyle Stanley,28,250.5,1073120.0,119
76,T75,T75,Steve Wheatcroft,26,250.5,1235332.0,137
77,78,78,Luke List,27,250.6,1524588.0,169
78,T79,T79,Emiliano Grillo,25,250.7,1434743.0,159
79,T79,T79,Sean O'Hair,27,250.7,1705681.0,189
80,81,81,Billy Horschel,20,250.8,1038430.0,115
81,T82,T82,Scott Brown,27,250.9,1074785.0,119
