,Approaches_from_175-200_yards_Rgh_RANK THIS WEEK,Approaches_from_175-200_yards_Rgh_RANK LAST WEEK,Approaches_from_175-200_yards_Rgh_PLAYER NAME,Approaches_from_175-200_yards_Rgh_ROUNDS,Approaches_from_175-200_yards_Rgh_AVG,Approaches_from_175-200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_Rgh_# OF ATTEMPTS,Approaches_from_175-200_yards_Rgh_RELATIVE TO PAR
0,1,1,Webb Simpson,70,"37' 3""",1117.25,30,+4
1,2,2,Anirban Lahiri,72,"40' 1""",1403.5829999999999,35,+2
2,3,3,Ryan Palmer,86,"42' 4""",1737.1670000000001,41,+4
3,4,4,Vaughn Taylor,72,"42' 7""",1745.9170000000001,41,+9
4,T5,T5,Shane Lowry,57,"42' 9""",855.75,20,+3
5,T5,T5,Charl Schwartzel,73,"42' 9""",1539.9170000000001,36,+8
6,7,7,Adam Scott,79,"42' 10""",1454.9170000000001,34,+4
7,8,8,Chez Reavie,90,"43' 9""",1663.8329999999999,38,+1
8,T9,T9,Jason Gore,78,"43' 10""",1622.8329999999999,37,+6
9,T9,T9,Dawie van der Walt,72,"43' 10""",1270.083,29,+5
10,11,11,Ricky Barnes,97,"44' 1""",2555.917,58,+1
11,12,12,Robert Streb,87,"44' 3""",2167.417,49,+6
12,T13,T13,Vijay Singh,72,"44' 6""",2002.5829999999999,45,+8
13,T13,T13,Willy Wilcox,67,"44' 6""",2092.75,47,+7
14,15,15,Kevin Na,96,"44' 7""",2185.667,49,+6
15,16,16,Brett Stegmaier,87,"45' 2""",2618.167,58,+13
16,T17,T17,Derek Fathauer,94,"45' 4""",3037.833,67,+12
17,T17,T17,Gary Woodland,95,"45' 4""",2267.0,50,+3
18,T19,T19,Chad Collins,73,"45' 5""",2225.417,49,+10
19,T19,T19,Dustin Johnson,87,"45' 5""",1633.75,36,-2
20,21,21,Billy Hurley III,66,"45' 7""",2006.6670000000001,44,+6
21,22,22,Bryce Molder,80,"45' 8""",2558.25,56,+11
22,23,23,Tyrone Van Aswegen,105,"45' 9""",3158.417,69,+6
23,24,24,Scott Piercy,87,"46' 0""",2207.75,48,+14
24,T25,T25,David Hearn,95,"46' 1""",2117.917,46,+11
25,T25,T25,Charley Hoffman,91,"46' 1""",1983.1670000000001,43,+5
26,T25,T25,Marc Leishman,89,"46' 1""",1706.0,37,+4
27,28,28,Kevin Chappell,93,"46' 2""",2260.75,49,+3
28,29,29,Danny Lee,93,"46' 3""",2357.333,51,+9
29,T30,T30,Thomas Aiken,70,"46' 4""",1344.3329999999999,29,+1
30,T30,T30,Andres Gonzales,80,"46' 4""",1759.5,38,+9
31,T30,T30,Kevin Streelman,82,"46' 4""",1482.5829999999999,32,+7
32,T33,T33,Jim Furyk,52,"47' 0""",1269.833,27,+6
33,T33,T33,Jerry Kelly,76,"47' 0""",1551.6670000000001,33,+8
34,T33,T33,D.A. Points,55,"47' 0""",1315.6670000000001,28,+5
35,T33,T33,Bubba Watson,72,"47' 0""",1410.8329999999999,30,+5
36,T37,T37,James Hahn,85,"47' 5""",2182.833,46,+14
37,T37,T37,Brandt Snedeker,93,"47' 5""",2465.0,52,+9
38,39,39,Mark Hubbard,101,"47' 10""",3206.917,67,+18
39,40,40,Freddie Jacobson,86,"47' 11""",2777.75,58,+13
40,41,41,Smylie Kaufman,91,"48' 1""",2067.833,43,+4
41,T42,T42,Rickie Fowler,80,"48' 3""",1544.9170000000001,32,+6
42,T42,T42,Chris Stroud,82,"48' 3""",1737.25,36,+6
43,T44,T44,Rhein Gibson,58,"48' 4""",1353.25,28,E
44,T44,T44,Patrick Reed,105,"48' 4""",2367.583,49,+3
45,T46,T46,Harris English,97,"48' 6""",2715.667,56,+1
46,T46,T46,Michael Kim,100,"48' 6""",2473.917,51,+7
47,48,48,Hudson Swafford,104,"48' 7""",2479.167,51,+7
48,49,49,John Senden,88,"48' 9""",3120.0,64,+18
49,T50,T50,Keegan Bradley,82,"49' 2""",1623.6670000000001,33,+7
50,T50,T50,Steve Stricker,53,"49' 2""",2063.917,42,+6
51,T52,T52,Daniel Berger,92,"49' 3""",3251.667,66,+14
52,T52,T52,Jason Bohn,67,"49' 3""",1821.5829999999999,37,+10
53,T52,T52,Ken Duke,58,"49' 3""",1478.6670000000001,30,+5
54,55,55,Ben Crane,80,"49' 4""",2566.417,52,+9
55,56,56,Jimmy Walker,85,"49' 5""",2670.583,54,+1
56,T57,T57,Tyler Aldridge,83,"49' 6""",2029.5,41,+14
57,T57,T57,J.J. Henry,68,"49' 6""",2176.75,44,+19
58,59,59,Luke Guthrie,57,"49' 7""",1835.5,37,+7
59,60,60,Patton Kizzire,93,"49' 9""",3284.833,66,+17
60,T61,T61,Will MacKenzie,84,"50' 0""",1951.0829999999999,39,+8
61,T61,T61,Geoff Ogilvy,63,"50' 0""",1651.0829999999999,33,+8
62,T63,T63,Ernie Els,66,"50' 1""",2202.25,44,+11
63,T63,T63,Luke List,79,"50' 1""",3004.333,60,+8
64,T63,T63,Boo Weekley,83,"50' 1""",1301.667,26,+7
65,T66,T66,Brendon de Jonge,83,"50' 4""",2666.167,53,+12
66,T66,T66,Johnson Wagner,86,"50' 4""",2265.833,45,+14
