,Approaches_150-175_yards-Rgh_RTP_RANK THIS WEEK,Approaches_150-175_yards-Rgh_RTP_RANK LAST WEEK,Approaches_150-175_yards-Rgh_RTP_PLAYER NAME,Approaches_150-175_yards-Rgh_RTP_ROUNDS,Approaches_150-175_yards-Rgh_RTP_AVG RTP
0,1,1,Ben Crane,80,-.095
1,2,2,Padraig Harrington,54,-.071
2,3,3,Jason Day,76,-.040
3,4,4,Chad Campbell,90,-.038
4,5,5,Bryce Molder,80,-.035
5,6,6,Rickie Fowler,80,-.020
6,7,7,Bubba Watson,72,-.017
7,T8,T8,Robert Garrigus,69,E
8,T8,T8,William McGirt,98,E
9,T8,T8,Kyle Stanley,92,E
10,T8,T8,Kevin Streelman,82,E
11,T8,T8,Michael Thompson,71,E
12,13,13,Kevin Chappell,93,+.015
13,14,14,Luke Donald,81,+.019
14,15,15,Robert Allenby,51,+.028
15,16,16,Louis Oosthuizen,63,+.029
16,17,17,Sam Saunders,69,+.031
17,18,18,Abraham Ancer,51,+.032
18,19,19,Phil Mickelson,75,+.034
19,20,20,Luke List,79,+.037
20,21,21,Rory Sabbatini,57,+.038
21,22,22,David Toms,62,+.044
22,23,23,Zac Blair,99,+.051
23,T24,T24,Hiroshi Iwata,85,+.054
24,T24,T24,Matt Kuchar,100,+.054
25,26,26,Rod Pampling,54,+.056
26,27,27,Vijay Singh,72,+.057
27,T28,T28,Alex Cejka,71,+.059
28,T28,T28,Zach Johnson,90,+.059
29,T30,T30,Graham DeLaet,70,+.060
30,T30,T30,Adam Scott,79,+.060
31,32,32,Cameron Smith,73,+.063
32,33,33,Hideki Matsuyama,76,+.064
33,T34,T34,Scott Langley,65,+.065
34,T34,T34,Vaughn Taylor,72,+.065
35,36,36,Shawn Stefani,91,+.068
36,T37,T37,Jason Dufner,105,+.069
37,T37,T37,Dustin Johnson,87,+.069
38,T37,T37,Patrick Reed,105,+.069
39,40,40,James Hahn,85,+.075
40,41,41,Russell Henley,76,+.078
41,42,42,Dicky Pride,55,+.083
42,T43,T43,K.J. Choi,73,+.086
43,T43,T43,Colt Knost,90,+.086
44,45,45,Mark Wilson,66,+.088
45,46,46,Chez Reavie,90,+.090
46,47,47,Ricky Barnes,97,+.093
47,48,48,Tim Wilkinson,72,+.094
48,49,49,Aaron Baddeley,93,+.097
49,50,50,Martin Laird,82,+.100
50,51,51,Jordan Spieth,80,+.102
51,T52,T52,Daniel Berger,92,+.103
52,T52,T52,Brendon de Jonge,83,+.103
53,T52,T52,Jhonattan Vegas,97,+.103
54,T55,T55,Branden Grace,63,+.108
55,T55,T55,Brandt Snedeker,93,+.108
56,T57,T57,Jonas Blixt,79,+.111
57,T57,T57,Jamie Lovemark,91,+.111
58,59,59,Brian Harman,104,+.113
59,T60,T60,Roberto Castro,97,+.114
60,T60,T60,Charley Hoffman,91,+.114
61,T62,T62,Chad Collins,73,+.115
62,T62,T62,Sergio Garcia,54,+.115
63,64,64,Derek Fathauer,94,+.116
64,65,65,Kevin Na,96,+.117
65,66,66,Gary Woodland,95,+.118
66,67,67,Ben Martin,92,+.119
67,T68,T68,Bill Haas,86,+.121
68,T68,T68,Tom Hoge,81,+.121
69,70,70,Derek Ernst,59,+.122
70,T71,T71,Stewart Cink,61,+.125
71,T71,T71,Billy Horschel,73,+.125
72,T71,T71,Patrick Rodgers,89,+.125
73,74,74,Matt Jones,83,+.127
74,T75,T75,Spencer Levin,104,+.129
75,T75,T75,John Senden,88,+.129
76,T77,T77,Morgan Hoffmann,71,+.132
77,T77,T77,Daniel Summerhays,99,+.132
78,79,79,Jerry Kelly,76,+.135
79,80,80,J.B. Holmes,77,+.136
80,81,81,Jason Kokrak,89,+.137
81,T82,T82,Carlos Ortiz,79,+.140
82,T82,T82,Willy Wilcox,67,+.140
83,T84,T84,David Hearn,95,+.141
84,T84,T84,Tyrone Van Aswegen,105,+.141
85,86,86,Peter Malnati,85,+.143
86,87,87,Camilo Villegas,83,+.145
87,T88,T88,Bronson Burgoon,83,+.146
88,T88,T88,Brian Stuard,66,+.146
89,T90,T90,Jim Herman,93,+.149
90,T90,T90,Brooks Koepka,75,+.149
91,T92,T92,Rob Oppenheim,67,+.150
92,T92,T92,Wes Roach,59,+.150
93,94,94,Ryan Moore,86,+.153
94,T95,T95,Chesson Hadley,81,+.154
95,T95,T95,Webb Simpson,70,+.154
96,97,97,Blayne Barber,84,+.155
97,98,98,George McNeill,51,+.156
98,T99,T99,Scott Brown,88,+.159
99,T99,T99,Chris Kirk,90,+.159
100,T99,T99,D.H. Lee,61,+.159
101,T99,T99,Cameron Tringale,81,+.159
102,103,103,J.J. Henry,68,+.160
103,T104,T104,Harris English,97,+.161
104,T104,T104,Tony Finau,95,+.161
105,T104,T104,Emiliano Grillo,93,+.161
106,T104,T104,Brendan Steele,88,+.161
107,108,108,Andrew Loupe,75,+.162
108,109,109,Scott Pinckney,87,+.164
109,110,110,Jimmy Walker,85,+.165
110,T111,T111,Andrew Landry,53,+.167
111,T111,T111,Boo Weekley,83,+.167
112,113,113,Marc Leishman,89,+.170
113,114,114,Nick Taylor,83,+.171
114,T115,T115,Freddie Jacobson,86,+.172
115,T115,T115,Si Woo Kim,113,+.172
116,T115,T115,D.A. Points,55,+.172
117,118,118,Seung-Yul Noh,85,+.174
118,119,119,Luke Guthrie,57,+.175
119,120,120,Sean O'Hair,89,+.178
120,121,121,Steve Stricker,53,+.179
121,122,122,Erik Compton,65,+.182
122,123,123,Mark Hubbard,101,+.183
123,124,124,Jeff Overton,69,+.184
124,125,125,Charles Howell III,91,+.187
125,126,126,Keegan Bradley,82,+.190
126,127,127,Steve Marino,72,+.191
127,128,128,Whee Kim,82,+.192
128,129,129,Lucas Glover,75,+.193
129,130,130,Steve Wheatcroft,85,+.194
130,131,131,Billy Hurley III,66,+.195
131,T132,T132,Stuart Appleby,71,+.196
132,T132,T132,Andres Gonzales,80,+.196
133,T134,T134,John Huh,86,+.197
134,T134,T134,Scott Stallings,74,+.197
135,136,136,Ryan Palmer,86,+.200
136,T137,T137,Tyler Aldridge,83,+.203
137,T137,T137,Harold Varner III,92,+.203
138,T139,T139,Kelly Kraft,63,+.205
139,T139,T139,Geoff Ogilvy,63,+.205
140,T141,T141,Thomas Aiken,70,+.206
141,T141,T141,Johnson Wagner,86,+.206
142,143,143,Sung Kang,89,+.208
143,144,144,Rory McIlroy,69,+.209
144,145,145,Greg Owen,85,+.210
145,146,146,Chris Stroud,82,+.212
146,147,147,Justin Thomas,99,+.213
147,148,148,Justin Rose,65,+.214
148,149,149,Fabián Gómez,82,+.217
149,150,150,Ángel Cabrera,62,+.218
150,151,151,Charl Schwartzel,73,+.230
151,T152,T152,Ernie Els,66,+.231
152,T152,T152,Martin Piller,59,+.231
153,T152,T152,Brett Stegmaier,87,+.231
154,T155,T155,Jon Curran,99,+.236
155,T155,T155,Patton Kizzire,93,+.236
156,T157,T157,David Lingmerth,84,+.239
