,Approach_125-150_yards_RTP_Score_RANK THIS WEEK,Approach_125-150_yards_RTP_Score_RANK LAST WEEK,Approach_125-150_yards_RTP_Score_PLAYER NAME,Approach_125-150_yards_RTP_Score_ROUNDS,Approach_125-150_yards_RTP_Score_AVG RTP
0,1,1,Tim Wilkinson,72,-.286
1,2,2,Kevin Na,96,-.270
2,3,3,Jordan Spieth,80,-.254
3,4,4,Billy Hurley III,66,-.252
4,5,5,Daniel Berger,92,-.241
5,6,6,Billy Horschel,73,-.240
6,7,7,Russell Henley,76,-.239
7,8,8,Adam Scott,79,-.221
8,9,9,Kevin Kisner,97,-.220
9,10,10,Steve Stricker,53,-.214
10,11,11,Jimmy Walker,85,-.212
11,12,12,Charles Howell III,91,-.210
12,T13,T13,Zach Johnson,90,-.208
13,T13,T13,Ryan Moore,86,-.208
14,15,15,Sam Saunders,69,-.204
15,16,16,Rory McIlroy,69,-.202
16,T17,T17,Stuart Appleby,71,-.201
17,T17,T17,Dustin Johnson,87,-.201
18,19,19,Cameron Tringale,81,-.197
19,20,20,Charl Schwartzel,73,-.196
20,21,21,Paul Casey,77,-.192
21,22,22,John Senden,88,-.190
22,T23,T23,Jason Dufner,105,-.189
23,T23,T23,Retief Goosen,55,-.189
24,T23,T23,David Hearn,95,-.189
25,T26,T26,Matt Kuchar,100,-.188
26,T26,T26,Jeff Overton,69,-.188
27,28,28,Rickie Fowler,80,-.187
28,29,29,Webb Simpson,70,-.185
29,T30,T30,Cameron Smith,73,-.183
30,T30,T30,Brandt Snedeker,93,-.183
31,T32,T32,Peter Malnati,85,-.177
32,T32,T32,Bryce Molder,80,-.177
33,34,34,Emiliano Grillo,93,-.176
34,35,35,Bubba Watson,72,-.175
35,36,36,Anirban Lahiri,72,-.173
36,37,37,Roberto Castro,97,-.172
37,38,38,D.A. Points,55,-.169
38,39,39,Russell Knox,92,-.168
39,40,40,Johnson Wagner,86,-.166
40,41,41,Aaron Baddeley,93,-.162
41,42,42,Si Woo Kim,113,-.161
42,43,43,Derek Fathauer,94,-.159
43,44,44,Jason Kokrak,89,-.155
44,T45,T45,Troy Merritt,77,-.154
45,T45,T45,Sean O'Hair,89,-.154
