,Approaches_from_125-150_yards_RANK THIS WEEK,Approaches_from_125-150_yards_RANK LAST WEEK,Approaches_from_125-150_yards_PLAYER NAME,Approaches_from_125-150_yards_ROUNDS,Approaches_from_125-150_yards_AVG,Approaches_from_125-150_yards_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_# OF ATTEMPTS,Approaches_from_125-150_yards_RELATIVE TO PAR
0,1,1,Adam Scott,79,"17' 4""",2268.333,131,-29
1,2,2,Kevin Na,96,"17' 8""",2682.083,152,-41
2,3,3,Tim Wilkinson,72,"18' 6""",2068.5,112,-32
3,4,4,J.B. Holmes,77,"18' 9""",2026.9170000000001,108,-14
4,5,5,Kevin Kisner,97,"18' 11""",3097.833,164,-36
5,6,6,Webb Simpson,70,"19' 0""",2052.583,108,-20
6,T7,T7,Russell Henley,76,"19' 3""",2983.583,155,-37
7,T7,T7,Billy Hurley III,66,"19' 3""",2134.75,111,-28
8,T7,T7,Jimmy Walker,85,"19' 3""",2640.417,137,-29
9,10,10,Cameron Tringale,81,"19' 5""",2756.917,142,-28
10,11,11,Jason Dufner,105,"19' 9""",3330.833,169,-32
11,12,12,Phil Mickelson,75,"20' 0""",1979.3329999999999,99,-11
12,13,13,Robert Garrigus,69,"20' 1""",2532.5,126,-16
13,T14,T14,Troy Merritt,77,"20' 2""",2363.917,117,-18
14,T14,T14,Vaughn Taylor,72,"20' 2""",3046.5,151,-14
15,16,16,Tyrone Van Aswegen,105,"20' 4""",3843.25,189,-28
16,T17,T17,Kevin Chappell,93,"20' 5""",3415.5,167,-23
17,T17,T17,Jim Furyk,52,"20' 5""",2490.333,122,-16
18,19,19,Henrik Norlander,71,"20' 8""",2688.75,130,-8
19,T20,T20,Alex Cejka,71,"20' 9""",2697.0,130,-18
20,T20,T20,Rickie Fowler,80,"20' 9""",2784.167,134,-25
21,T20,T20,Bubba Watson,72,"20' 9""",1661.1670000000001,80,-14
22,T23,T23,Roberto Castro,97,"20' 10""",3873.167,186,-32
23,T23,T23,David Hearn,95,"20' 10""",3856.833,185,-35
24,T23,T23,Billy Horschel,73,"20' 10""",2525.333,121,-29
25,26,26,Russell Knox,92,"21' 0""",3005.667,143,-24
26,T27,T27,Keegan Bradley,82,"21' 1""",3303.917,157,-20
27,T27,T27,Freddie Jacobson,86,"21' 1""",3460.25,164,-16
28,T27,T27,Rod Pampling,54,"21' 1""",2152.25,102,-12
29,T27,T27,Justin Rose,65,"21' 1""",2066.917,98,-11
30,T31,T31,Anirban Lahiri,72,"21' 2""",1585.25,75,-13
31,T31,T31,David Toms,62,"21' 2""",2218.917,105,-14
32,33,33,Graham DeLaet,70,"21' 3""",2743.0,129,-14
33,T34,T34,Daniel Berger,92,"21' 4""",3715.0,174,-42
34,T34,T34,Chesson Hadley,81,"21' 4""",3032.833,142,-19
35,T36,T36,Stuart Appleby,71,"21' 6""",2986.667,139,-28
36,T36,T36,Sergio Garcia,54,"21' 6""",1634.0,76,-9
37,T38,T38,K.J. Choi,73,"21' 7""",3198.333,148,-16
38,T38,T38,Chris Kirk,90,"21' 7""",3112.083,144,-22
39,T38,T38,Hideki Matsuyama,76,"21' 7""",2739.667,127,-15
40,T41,T41,Jon Curran,99,"21' 8""",3644.0,168,-16
41,T41,T41,Padraig Harrington,54,"21' 8""",2145.75,99,-6
42,T41,T41,Zach Johnson,90,"21' 8""",3643.917,168,-35
43,T44,T44,Smylie Kaufman,91,"21' 9""",2475.75,114,-6
44,T44,T44,Jeff Overton,69,"21' 9""",2084.583,96,-18
45,46,46,Jason Bohn,67,"21' 10""",3143.0,144,-13
46,47,47,Jordan Spieth,80,"21' 11""",2581.667,118,-30
47,T48,T48,Ben Martin,92,"22' 0""",3366.25,153,-14
48,T48,T48,Ryan Moore,86,"22' 0""",3276.0,149,-31
49,T48,T48,Rob Oppenheim,67,"22' 0""",2070.25,94,-14
50,T48,T48,Michael Thompson,71,"22' 0""",2970.167,135,-18
51,T52,T52,Luke Donald,81,"22' 1""",2362.583,107,-7
52,T52,T52,Charley Hoffman,91,"22' 1""",3065.25,139,-20
53,T52,T52,Ryan Palmer,86,"22' 1""",3912.083,177,-25
54,T52,T52,Kyle Stanley,92,"22' 1""",4218.75,191,-22
55,T56,T56,Matt Jones,83,"22' 2""",3018.583,136,-7
56,T56,T56,Graeme McDowell,63,"22' 2""",2193.333,99,-11
57,T56,T56,Greg Owen,85,"22' 2""",3548.833,160,-14
58,T56,T56,Hudson Swafford,104,"22' 2""",4638.917,209,-26
59,T56,T56,Justin Thomas,99,"22' 2""",2883.833,130,-13
60,T61,T61,Ken Duke,58,"22' 3""",2289.583,103,-8
61,T61,T61,Camilo Villegas,83,"22' 3""",3089.0,139,-12
62,T63,T63,Chad Campbell,90,"22' 4""",3936.75,176,-24
63,T63,T63,Derek Ernst,59,"22' 4""",2460.417,110,-9
64,T63,T63,Rory McIlroy,69,"22' 4""",2438.333,109,-22
65,T63,T63,Nick Taylor,83,"22' 4""",2833.083,127,-8
66,T63,T63,Harold Varner III,92,"22' 4""",3399.0,152,-14
67,T68,T68,Tony Finau,95,"22' 5""",3793.583,169,-21
68,T68,T68,Peter Malnati,85,"22' 5""",3298.667,147,-26
69,T70,T70,Martin Laird,82,"22' 6""",3459.833,154,-13
70,T70,T70,Brendan Steele,88,"22' 6""",3538.5,157,-16
71,T72,T72,Dustin Johnson,87,"22' 7""",3359.167,149,-30
72,T72,T72,Chez Reavie,90,"22' 7""",3972.5,176,-18
73,T74,T74,John Huh,86,"22' 8""",4177.583,184,-16
74,T74,T74,Brandt Snedeker,93,"22' 8""",4079.0,180,-33
75,T76,T76,Danny Lee,93,"22' 9""",3296.333,145,-14
76,T76,T76,Marc Leishman,89,"22' 9""",3020.333,133,-6
77,T76,T76,Sean O'Hair,89,"22' 9""",4577.083,201,-31
78,T76,T76,Kyle Reifers,115,"22' 9""",5024.417,221,-24
79,T80,T80,Paul Casey,77,"22' 10""",3331.5,146,-28
80,T80,T80,Martin Piller,59,"22' 10""",2464.917,108,-11
81,T80,T80,Charl Schwartzel,73,"22' 10""",2553.75,112,-22
82,T80,T80,Brian Stuard,66,"22' 10""",2994.083,131,-15
83,T80,T80,Jhonattan Vegas,97,"22' 10""",4319.083,189,-27
84,T85,T85,Tyler Aldridge,83,"22' 11""",3484.833,152,-6
85,T85,T85,Bronson Burgoon,83,"22' 11""",3212.833,140,-12
86,T85,T85,Morgan Hoffmann,71,"22' 11""",3028.083,132,-9
87,T85,T85,John Senden,88,"22' 11""",3848.583,168,-32
88,T89,T89,Tom Hoge,81,"23' 0""",3193.167,139,-10
89,T89,T89,Steve Marino,72,"23' 0""",2963.75,129,-19
90,T89,T89,Louis Oosthuizen,63,"23' 0""",1953.25,85,E
91,T89,T89,Patrick Reed,105,"23' 0""",3086.917,134,-11
92,T93,T93,Emiliano Grillo,93,"23' 1""",4056.083,176,-31
93,T93,T93,Shane Lowry,57,"23' 1""",1960.75,85,-4
94,T93,T93,George McNeill,51,"23' 1""",2011.0829999999999,87,-8
