,Approaches_125-150_yards-Rgh_RTP_RANK THIS WEEK,Approaches_125-150_yards-Rgh_RTP_RANK LAST WEEK,Approaches_125-150_yards-Rgh_RTP_PLAYER NAME,Approaches_125-150_yards-Rgh_RTP_ROUNDS,Approaches_125-150_yards-Rgh_RTP_AVG RTP
0,1,1,Bill Haas,86,-.116
1,2,2,Francesco Molinari,64,-.100
2,3,3,Charl Schwartzel,73,-.098
3,4,4,Billy Hurley III,66,-.091
4,5,5,Brian Stuard,66,-.086
5,6,6,William McGirt,98,-.071
6,7,7,Branden Grace,63,-.069
7,8,8,Ken Duke,58,-.067
8,9,9,Dustin Johnson,87,-.054
9,10,10,Jordan Spieth,80,-.053
10,11,11,Charles Howell III,91,-.048
11,12,12,Cameron Tringale,81,-.041
12,13,13,Ryan Palmer,86,-.033
13,14,14,Harris English,97,-.031
14,15,15,Rory McIlroy,69,-.029
15,16,16,Scott Langley,65,-.026
16,T17,T17,John Huh,86,-.021
17,T17,T17,Martin Laird,82,-.021
18,T19,T19,Patton Kizzire,93,-.020
19,T19,T19,Kyle Reifers,115,-.020
20,T19,T19,Brandt Snedeker,93,-.020
21,22,22,Andres Gonzales,80,-.016
22,23,23,Tyrone Van Aswegen,105,-.013
23,T24,T24,Jason Bohn,67,E
24,T24,T24,Lucas Glover,75,E
25,T24,T24,Colt Knost,90,E
26,T24,T24,Will MacKenzie,84,E
27,T24,T24,Graeme McDowell,63,E
28,T24,T24,Rob Oppenheim,67,E
29,T24,T24,D.A. Points,55,E
30,T24,T24,David Toms,62,E
31,T24,T24,Gary Woodland,95,E
32,33,33,Hudson Swafford,104,+.014
33,34,34,Tom Hoge,81,+.018
34,T35,T35,Freddie Jacobson,86,+.022
35,T35,T35,Marc Leishman,89,+.022
36,T35,T35,Webb Simpson,70,+.022
37,38,38,Tim Wilkinson,72,+.023
38,T39,T39,Andrew Landry,53,+.029
39,T39,T39,Ryan Moore,86,+.029
40,T39,T39,Patrick Reed,105,+.029
41,42,42,Johnson Wagner,86,+.030
42,T43,T43,David Lingmerth,84,+.031
43,T43,T43,Seung-Yul Noh,85,+.031
44,T45,T45,Patrick Rodgers,89,+.032
45,T45,T45,Camilo Villegas,83,+.032
46,47,47,James Hahn,85,+.037
47,48,48,Robert Garrigus,69,+.038
48,49,49,Aaron Baddeley,93,+.039
49,T50,T50,Matt Jones,83,+.043
50,T50,T50,Hunter Mahan,61,+.043
51,T50,T50,Vaughn Taylor,72,+.043
52,T53,T53,Jason Dufner,105,+.045
53,T53,T53,Emiliano Grillo,93,+.045
54,55,55,Smylie Kaufman,91,+.048
55,T56,T56,Luke Donald,81,+.056
56,T56,T56,Russell Knox,92,+.056
57,T56,T56,Phil Mickelson,75,+.056
58,59,59,Jason Kokrak,89,+.057
59,60,60,Scott Brown,88,+.059
60,61,61,Jeff Overton,69,+.060
61,62,62,Scott Pinckney,87,+.062
62,T63,T63,Roberto Castro,97,+.063
63,T63,T63,Adam Hadwin,93,+.063
64,T63,T63,Jerry Kelly,76,+.063
