,Right_Rough_Proximity_RANK THIS WEEK,Right_Rough_Proximity_RANK LAST WEEK,Right_Rough_Proximity_PLAYER NAME,Right_Rough_Proximity_ROUNDS,Right_Rough_Proximity_AVG,Right_Rough_Proximity_ATTEMPTS,Right_Rough_Proximity_TOTAL DISTANCE (FEET),Right_Rough_Proximity_RELATIVE TO PAR
109,T109,T109,Tyrone Van Aswegen,105,"45' 3""",173,7826.5,+19.00
110,111,111,Ben Crane,80,"45' 4""",109,4942.833,+8.00
111,112,112,Smylie Kaufman,91,"45' 5""",200,9089.917,+20.00
112,T113,T113,Bill Haas,86,"45' 6""",118,5370.9169999999995,+8.00
113,T113,T113,Camilo Villegas,83,"45' 6""",160,7283.6669999999995,+29.00
114,115,115,Stewart Cink,61,"45' 7""",94,4288.25,+9.00
115,116,116,Cameron Smith,73,"45' 8""",99,4517.833,+13.00
116,T117,T117,Chad Campbell,90,"45' 9""",129,5898.3330000000005,+19.00
117,T117,T117,Rod Pampling,54,"45' 9""",60,2746.583,+9.00
118,T119,T119,Charles Howell III,91,"45' 10""",208,9532.0,+6.00
119,T119,T119,Colt Knost,90,"45' 10""",88,4033.583,+6.00
120,T119,T119,Martin Piller,59,"45' 10""",78,3575.0,+14.00
121,T122,T122,Graham DeLaet,70,"46' 1""",120,5528.6669999999995,+13.00
122,T122,T122,Vijay Singh,72,"46' 1""",125,5764.9169999999995,E
123,T124,T124,Sung Kang,89,"46' 2""",131,6048.5,+21.00
124,T124,T124,William McGirt,98,"46' 2""",163,7521.4169999999995,+12.00
125,T124,T124,Hudson Swafford,104,"46' 2""",173,7992.8330000000005,+13.00
126,T127,T127,Seung-Yul Noh,85,"46' 3""",168,7775.3330000000005,+18.00
127,T127,T127,David Toms,62,"46' 3""",102,4721.333,+15.00
128,129,129,Shawn Stefani,91,"46' 4""",151,6995.25,+14.00
129,T130,T130,Rhein Gibson,58,"46' 6""",127,5908.0,+13.00
130,T130,T130,Adam Hadwin,93,"46' 6""",156,7248.0,+24.00
131,132,132,Kelly Kraft,63,"46' 7""",99,4608.167,+13.00
132,133,133,Bryce Molder,80,"46' 8""",168,7842.5830000000005,+25.00
133,T134,T134,Paul Casey,77,"46' 9""",95,4440.0,+10.00
134,T134,T134,Rory Sabbatini,57,"46' 9""",64,2989.833,+18.00
135,136,136,Jhonattan Vegas,97,"46' 10""",175,8193.417,+17.00
136,T137,T137,Jason Day,76,"46' 11""",125,5868.4169999999995,+2.00
137,T137,T137,Mark Hubbard,101,"46' 11""",171,8026.0830000000005,+27.00
138,T137,T137,Chris Kirk,90,"46' 11""",128,6010.4169999999995,+9.00
139,T137,T137,Sam Saunders,69,"46' 11""",93,4359.5,+11.00
140,141,141,Hunter Mahan,61,"47' 0""",107,5025.167,+20.00
141,T142,T142,Jonas Blixt,79,"47' 1""",150,7066.3330000000005,+14.00
142,T142,T142,Brendon de Jonge,83,"47' 1""",121,5700.6669999999995,+21.00
143,T142,T142,Fabián Gómez,82,"47' 1""",149,7015.1669999999995,+19.00
144,T142,T142,Troy Merritt,77,"47' 1""",130,6123.6669999999995,+25.00
145,T142,T142,Johnson Wagner,86,"47' 1""",140,6593.4169999999995,+13.00
146,T142,T142,Steve Wheatcroft,85,"47' 1""",149,7010.3330000000005,+15.00
147,148,148,Freddie Jacobson,86,"47' 2""",141,6651.0830000000005,+5.00
148,T149,T149,Ryan Moore,86,"47' 3""",114,5389.5830000000005,+12.00
149,T149,T149,Mark Wilson,66,"47' 3""",100,4721.333,+11.00
150,T151,T151,Blayne Barber,84,"47' 4""",127,6009.0830000000005,+23.00
151,T151,T151,Harold Varner III,92,"47' 4""",168,7951.75,+20.00
152,T153,T153,Aaron Baddeley,93,"47' 6""",178,8450.333,+22.00
153,T153,T153,Daniel Berger,92,"47' 6""",173,8213.25,+18.00
154,T153,T153,Jeff Overton,69,"47' 6""",152,7217.9169999999995,+17.00
155,T156,T156,Retief Goosen,55,"47' 8""",86,4101.917,+11.00
156,T156,T156,Chesson Hadley,81,"47' 8""",121,5771.0830000000005,+35.00
157,T156,T156,Cameron Tringale,81,"47' 8""",132,6293.25,+20.00
158,159,159,Chad Collins,73,"47' 9""",151,7211.6669999999995,+20.00
159,T160,T160,K.J. Choi,73,"47' 10""",113,5407.8330000000005,+18.00
160,T160,T160,Patton Kizzire,93,"47' 10""",175,8372.167,+12.00
161,162,162,Justin Rose,65,"47' 11""",120,5752.3330000000005,+9.00
162,163,163,Scott Brown,88,"48' 0""",114,5468.1669999999995,+19.00
163,164,164,Stuart Appleby,71,"48' 3""",140,6753.6669999999995,+33.00
164,165,165,D.H. Lee,61,"48' 4""",99,4787.583,+16.00
165,166,166,Willy Wilcox,67,"48' 5""",107,5183.833,+18.00
166,T167,T167,Billy Horschel,73,"48' 6""",82,3977.333,+9.00
167,T167,T167,Si Woo Kim,113,"48' 6""",192,9308.5,+35.00
168,169,169,Brendon Todd,66,"48' 7""",97,4714.167,+22.00
169,170,170,Jim Herman,93,"48' 8""",117,5689.1669999999995,+21.00
170,171,171,Scott Piercy,87,"48' 11""",149,7287.3330000000005,+25.00
171,172,172,Padraig Harrington,54,"49' 2""",71,3492.917,+3.00
172,173,173,Brian Harman,104,"49' 3""",172,8477.583,+16.00
173,174,174,Ernie Els,66,"49' 4""",139,6854.5,+33.00
174,T175,T175,Whee Kim,82,"49' 7""",150,7443.4169999999995,+16.00
175,T175,T175,Daniel Summerhays,99,"49' 7""",157,7788.8330000000005,+25.00
176,177,177,Steven Bowditch,71,"49' 8""",134,6651.4169999999995,+44.00
177,178,178,J.J. Henry,68,"49' 11""",107,5342.5830000000005,+38.00
178,T179,T179,Robert Allenby,51,"50' 1""",70,3504.417,+23.00
179,T179,T179,Francesco Molinari,64,"50' 1""",120,6011.75,+9.00
180,181,181,Matt Jones,83,"50' 2""",143,7170.4169999999995,+16.00
181,182,182,Jim Furyk,52,"50' 5""",69,3478.333,+17.00
182,183,183,Anirban Lahiri,72,"50' 10""",95,4825.25,+11.00
183,184,184,Kevin Kisner,97,"51' 0""",120,6118.6669999999995,+15.00
184,185,185,George McNeill,51,"51' 2""",93,4757.667,+20.00
