,Approaches_175-200_yards-Rgh_RTP_RANK THIS WEEK,Approaches_175-200_yards-Rgh_RTP_RANK LAST WEEK,Approaches_175-200_yards-Rgh_RTP_PLAYER NAME,Approaches_175-200_yards-Rgh_RTP_ROUNDS,Approaches_175-200_yards-Rgh_RTP_AVG RTP
0,1,1,Dustin Johnson,87,-.056
1,2,2,Rory McIlroy,69,-.048
2,3,3,Morgan Hoffmann,71,-.043
3,T4,T4,Jason Day,76,E
4,T4,T4,Rhein Gibson,58,E
5,T4,T4,David Toms,62,E
6,7,7,Ricky Barnes,97,+.017
7,8,8,Harris English,97,+.018
8,9,9,Jimmy Walker,85,+.019
9,10,10,Chez Reavie,90,+.026
10,11,11,Thomas Aiken,70,+.034
11,12,12,Anirban Lahiri,72,+.057
12,13,13,Gary Woodland,95,+.060
13,T14,T14,Kevin Chappell,93,+.061
14,T14,T14,Patrick Reed,105,+.061
15,16,16,Stewart Cink,61,+.080
16,17,17,Tyrone Van Aswegen,105,+.087
17,18,18,Smylie Kaufman,91,+.093
18,19,19,Zach Johnson,90,+.095
19,T20,T20,Ryan Palmer,86,+.098
20,T20,T20,Justin Rose,65,+.098
21,22,22,Justin Thomas,99,+.103
22,23,23,Chad Campbell,90,+.104
23,T24,T24,Billy Horschel,73,+.108
24,T24,T24,Marc Leishman,89,+.108
25,26,26,Brendon Todd,66,+.111
26,27,27,Derek Ernst,59,+.115
27,T28,T28,Charley Hoffman,91,+.116
28,T28,T28,Jamie Lovemark,91,+.116
29,30,30,Adam Scott,79,+.118
30,31,31,Tim Wilkinson,72,+.121
31,T32,T32,Kevin Na,96,+.122
32,T32,T32,Robert Streb,87,+.122
33,34,34,Steve Wheatcroft,85,+.128
34,35,35,Brian Harman,104,+.130
35,T36,T36,Luke List,79,+.133
36,T36,T36,Webb Simpson,70,+.133
37,38,38,Billy Hurley III,66,+.136
38,T39,T39,Michael Kim,100,+.137
39,T39,T39,Hudson Swafford,104,+.137
40,41,41,Seung-Yul Noh,85,+.138
41,42,42,Sean O'Hair,89,+.139
42,T43,T43,Luke Donald,81,+.143
43,T43,T43,Louis Oosthuizen,63,+.143
44,T43,T43,Steve Stricker,53,+.143
45,46,46,Chris Kirk,90,+.148
46,T47,T47,Willy Wilcox,67,+.149
47,T47,T47,Mark Wilson,66,+.149
48,49,49,Shane Lowry,57,+.150
49,T50,T50,Si Woo Kim,113,+.152
50,T50,T50,Jordan Spieth,80,+.152
51,52,52,Jason Gore,78,+.162
52,53,53,Adam Hadwin,93,+.164
53,T54,T54,Ken Duke,58,+.167
54,T54,T54,Russell Henley,76,+.167
55,T54,T54,Martin Laird,82,+.167
56,T54,T54,Chris Stroud,82,+.167
57,T54,T54,Bubba Watson,72,+.167
58,T59,T59,Shawn Stefani,91,+.172
59,T59,T59,Dawie van der Walt,72,+.172
60,T61,T61,Ben Crane,80,+.173
61,T61,T61,John Huh,86,+.173
62,T61,T61,Brandt Snedeker,93,+.173
63,64,64,Danny Lee,93,+.176
64,T65,T65,Paul Casey,77,+.178
65,T65,T65,Vijay Singh,72,+.178
66,T67,T67,Derek Fathauer,94,+.179
67,T67,T67,Whee Kim,82,+.179
68,T67,T67,Jeff Overton,69,+.179
69,T67,T67,D.A. Points,55,+.179
70,71,71,Rickie Fowler,80,+.188
71,72,72,Luke Guthrie,57,+.189
72,73,73,Tony Finau,95,+.190
73,T74,T74,Carlos Ortiz,79,+.191
74,T74,T74,Scott Stallings,74,+.191
75,76,76,Greg Owen,85,+.192
76,77,77,Bryce Molder,80,+.196
77,78,78,Cameron Smith,73,+.200
78,79,79,Chad Collins,73,+.204
79,T80,T80,Andrew Loupe,75,+.205
80,T80,T80,Will MacKenzie,84,+.205
81,T82,T82,Rod Pampling,54,+.211
82,T82,T82,Dicky Pride,55,+.211
83,T84,T84,Daniel Berger,92,+.212
84,T84,T84,Keegan Bradley,82,+.212
85,86,86,Charles Howell III,91,+.213
86,87,87,Jason Dufner,105,+.216
87,88,88,Sung Kang,89,+.218
88,89,89,Kevin Streelman,82,+.219
89,T90,T90,Scott Brown,88,+.220
90,T90,T90,Bronson Burgoon,83,+.220
91,T90,T90,Vaughn Taylor,72,+.220
92,T93,T93,Jim Furyk,52,+.222
93,T93,T93,Charl Schwartzel,73,+.222
94,T95,T95,Freddie Jacobson,86,+.224
95,T95,T95,Brett Stegmaier,87,+.224
96,T97,T97,Zac Blair,99,+.226
97,T97,T97,Brendon de Jonge,83,+.226
98,T99,T99,Chesson Hadley,81,+.231
99,T99,T99,Brooks Koepka,75,+.231
100,101,101,Bill Haas,86,+.233
101,T102,T102,Aaron Baddeley,93,+.237
102,T102,T102,Andres Gonzales,80,+.237
103,104,104,Martin Piller,59,+.238
104,T105,T105,K.J. Choi,73,+.239
105,T105,T105,David Hearn,95,+.239
106,107,107,Roberto Castro,97,+.241
107,T108,T108,Retief Goosen,55,+.242
108,T108,T108,Jerry Kelly,76,+.242
109,T108,T108,Geoff Ogilvy,63,+.242
110,111,111,Stuart Appleby,71,+.245
111,T112,T112,Graham DeLaet,70,+.250
112,T112,T112,Ernie Els,66,+.250
113,T112,T112,Jason Kokrak,89,+.250
114,T112,T112,Scott Pinckney,87,+.250
115,T112,T112,Nick Taylor,83,+.250
116,T117,T117,Matt Jones,83,+.256
117,T117,T117,Spencer Levin,104,+.256
118,119,119,Tom Hoge,81,+.257
119,120,120,Patton Kizzire,93,+.258
120,121,121,Troy Merritt,77,+.260
121,T122,T122,Lucas Glover,75,+.263
122,T122,T122,Andrew Landry,53,+.263
123,124,124,Graeme McDowell,63,+.265
124,T125,T125,Mark Hubbard,101,+.269
125,T125,T125,Boo Weekley,83,+.269
126,127,127,Jason Bohn,67,+.270
127,128,128,Rob Oppenheim,67,+.275
128,129,129,John Senden,88,+.281
129,130,130,Kyle Reifers,115,+.283
130,T131,T131,Jonas Blixt,79,+.286
131,T131,T131,Matt Kuchar,100,+.286
132,133,133,Sam Saunders,69,+.289
133,T134,T134,Scott Langley,65,+.292
134,T134,T134,Scott Piercy,87,+.292
135,T136,T136,Russell Knox,92,+.294
136,T136,T136,Francesco Molinari,64,+.294
137,138,138,Hideki Matsuyama,76,+.297
138,T139,T139,Blayne Barber,84,+.304
139,T139,T139,James Hahn,85,+.304
140,141,141,Kelly Kraft,63,+.308
141,142,142,Johnson Wagner,86,+.311
142,143,143,Peter Malnati,85,+.314
143,T144,T144,Emiliano Grillo,93,+.317
144,T144,T144,Phil Mickelson,75,+.317
145,146,146,Jhonattan Vegas,97,+.319
146,147,147,Branden Grace,63,+.324
147,T148,T148,Hiroshi Iwata,85,+.326
148,T148,T148,Ryan Moore,86,+.326
149,150,150,Daniel Summerhays,99,+.328
150,T151,T151,Abraham Ancer,51,+.333
151,T151,T151,Alex Cejka,71,+.333
152,T151,T151,Robert Garrigus,69,+.333
153,T151,T151,Colt Knost,90,+.333
154,T151,T151,Brian Stuard,66,+.333
155,156,156,William McGirt,98,+.339
156,157,157,Tyler Aldridge,83,+.341
157,T158,T158,Robert Allenby,51,+.343
158,T158,T158,Brendan Steele,88,+.343
159,160,160,Hunter Mahan,61,+.346
160,161,161,Fabián Gómez,82,+.349
161,162,162,Ben Martin,92,+.352
162,163,163,Jon Curran,99,+.365
163,164,164,Camilo Villegas,83,+.368
164,165,165,Ángel Cabrera,62,+.370
165,166,166,Patrick Rodgers,89,+.385
166,167,167,Erik Compton,65,+.387
167,168,168,J.B. Holmes,77,+.393
168,T169,T169,Jim Herman,93,+.400
169,T169,T169,Steve Marino,72,+.400
170,T169,T169,Rory Sabbatini,57,+.400
171,172,172,Kevin Kisner,97,+.404
172,173,173,Cameron Tringale,81,+.407
173,174,174,Michael Thompson,71,+.412
174,T175,T175,Sergio Garcia,54,+.417
175,T175,T175,D.H. Lee,61,+.417
176,177,177,David Lingmerth,84,+.424
177,178,178,J.J. Henry,68,+.432
178,179,179,Kyle Stanley,92,+.442
179,180,180,Padraig Harrington,54,+.448
180,181,181,George McNeill,51,+.455
181,182,182,Steven Bowditch,71,+.468
182,183,183,Henrik Norlander,71,+.474
183,184,184,Harold Varner III,92,+.489
184,185,185,Wes Roach,59,+.500
