,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Louis Oosthuizen,63,95.7,89,93,-0.61
1,2,2,J.J. Henry,68,94.4,118,125,-0.49
2,3,3,Tim Wilkinson,72,94.29,66,70,-0.62
3,4,4,David Toms,62,93.94,62,66,-0.52
4,5,5,Keegan Bradley,82,93.92,139,148,-0.59
5,6,6,Billy Horschel,73,93.85,122,130,-0.61
6,7,7,Tyler Aldridge,83,93.7,119,127,-0.6
7,8,8,Sergio Garcia,54,93.68,89,95,-0.6
8,9,9,Matt Jones,83,93.53,130,139,-0.59
9,10,10,Seung-Yul Noh,85,92.14,129,140,-0.71
10,11,11,Colt Knost,90,92.13,82,89,-0.68
11,12,12,Anirban Lahiri,72,92.08,93,101,-0.6
12,13,13,Jimmy Walker,85,92.02,173,188,-0.74
13,14,14,Jon Curran,99,91.74,100,109,-0.65
14,15,15,Cameron Tringale,81,91.73,122,133,-0.71
15,T16,T16,Emiliano Grillo,93,91.67,165,180,-0.62
16,T16,T16,Rory Sabbatini,57,91.67,88,96,-0.52
17,18,18,Justin Thomas,99,91.62,175,191,-0.59
18,19,19,Rickie Fowler,80,91.53,173,189,-0.68
19,20,20,Kyle Stanley,92,91.49,129,141,-0.59
20,21,21,Hudson Swafford,104,91.47,193,211,-0.63
21,22,22,Si Woo Kim,113,91.44,235,257,-0.64
22,23,23,Bill Haas,86,91.37,127,139,-0.55
23,24,24,Ryan Moore,86,91.3,105,115,-0.64
24,25,25,D.H. Lee,61,91.25,73,80,-0.59
25,T26,T26,Robert Allenby,51,91.18,62,68,-0.55
26,T26,T26,Brendon de Jonge,83,91.18,124,136,-0.56
27,28,28,John Senden,88,91.12,154,169,-0.53
28,29,29,Webb Simpson,70,91.06,112,123,-0.58
29,30,30,Troy Merritt,77,90.98,121,133,-0.64
30,31,31,Brandt Snedeker,93,90.91,150,165,-0.63
31,32,32,Paul Casey,77,90.84,119,131,-0.66
32,T33,T33,Roberto Castro,97,90.71,166,183,-0.64
33,T33,T33,Charl Schwartzel,73,90.71,127,140,-0.62
34,35,35,Jason Dufner,105,90.6,135,149,-0.62
35,36,36,Rory McIlroy,69,90.57,144,159,-0.69
36,37,37,Jhonattan Vegas,97,90.39,207,229,-0.63
37,T38,T38,Stewart Cink,61,90.38,94,104,-0.65
38,T38,T38,Lucas Glover,75,90.38,141,156,-0.62
39,40,40,Mark Wilson,66,90.36,75,83,-0.56
40,41,41,Jordan Spieth,80,90.3,121,134,-0.75
41,42,42,Gary Woodland,95,90.29,186,206,-0.68
42,43,43,Cameron Smith,73,90.24,74,82,-0.55
43,44,44,Daniel Summerhays,99,90.22,166,184,-0.64
44,45,45,Retief Goosen,55,90.2,92,102,-0.6
45,46,46,Brooks Koepka,75,90.16,165,183,-0.67
46,47,47,Brendan Steele,88,90.12,155,172,-0.61
47,48,48,Thomas Aiken,70,90.11,82,91,-0.71
48,49,49,Adam Hadwin,93,90.1,173,192,-0.71
49,50,50,Jason Day,76,90.06,163,181,-0.71
50,T51,T51,Ben Martin,92,90.0,153,170,-0.73
51,T51,T51,Henrik Norlander,71,90.0,108,120,-0.57
52,T51,T51,Geoff Ogilvy,63,90.0,108,120,-0.54
53,T51,T51,Dicky Pride,55,90.0,45,50,-0.53
54,55,55,Matt Kuchar,100,89.94,161,179,-0.67
55,56,56,Jerry Kelly,76,89.83,106,118,-0.62
56,57,57,Ricky Barnes,97,89.81,141,157,-0.62
57,58,58,Robert Garrigus,69,89.78,123,137,-0.66
58,T59,T59,Kyle Reifers,115,89.62,190,212,-0.53
59,T59,T59,Sam Saunders,69,89.62,95,106,-0.63
60,61,61,Charles Howell III,91,89.5,179,200,-0.66
61,62,62,Sung Kang,89,89.41,152,170,-0.64
62,63,63,Jim Furyk,52,89.39,59,66,-0.58
63,64,64,Will MacKenzie,84,89.38,101,113,-0.5
64,65,65,Kelly Kraft,63,89.32,92,103,-0.59
65,66,66,Carlos Ortiz,79,89.31,142,159,-0.54
66,T67,T67,Chad Campbell,90,89.29,150,168,-0.65
67,T67,T67,Brett Stegmaier,87,89.29,150,168,-0.61
68,T69,T69,Marc Leishman,89,89.26,133,149,-0.66
69,T69,T69,Steve Marino,72,89.26,108,121,-0.55
70,T71,T71,Mark Hubbard,101,89.24,141,158,-0.6
71,T71,T71,Spencer Levin,104,89.24,141,158,-0.65
72,73,73,Stuart Appleby,71,89.19,99,111,-0.6
73,74,74,Nick Taylor,83,89.16,148,166,-0.55
74,75,75,Harold Varner III,92,89.15,189,212,-0.67
75,76,76,Michael Thompson,71,89.11,90,101,-0.71
76,77,77,Hunter Mahan,61,89.08,106,119,-0.58
77,78,78,Dustin Johnson,87,89.0,186,209,-0.72
78,T79,T79,Ken Duke,58,88.89,72,81,-0.65
79,T79,T79,Adam Scott,79,88.89,128,144,-0.71
80,81,81,Ryan Palmer,86,88.84,199,224,-0.63
