,Approaches_from__275_yards_RANK THIS WEEK,Approaches_from__275_yards_RANK LAST WEEK,Approaches_from__275_yards_PLAYER NAME,Approaches_from__275_yards_ROUNDS,Approaches_from__275_yards_AVG,Approaches_from__275_yards_TOTAL DISTANCE (FEET),Approaches_from__275_yards_# OF ATTEMPTS,Approaches_from__275_yards_RELATIVE TO PAR
0,1,1,David Hearn,95,"41' 8""",208.333,5,-6
1,2,2,Dicky Pride,55,"62' 8""",250.5,4,-2
2,3,3,Luke List,79,"63' 0""",567.3330000000001,9,-4
3,4,4,Chad Campbell,90,"64' 3""",577.9169999999999,9,-7
4,5,5,Gary Woodland,95,"66' 1""",1256.167,19,-9
5,6,6,Morgan Hoffmann,71,"66' 11""",401.5,6,-2
6,7,7,Russell Henley,76,"67' 4""",471.5,7,-4
7,8,8,Sam Saunders,69,"67' 5""",472.0,7,E
8,9,9,Cameron Smith,73,"68' 0""",204.083,3,-2
9,10,10,J.B. Holmes,77,"68' 8""",823.8330000000001,12,-5
10,11,11,Shawn Stefani,91,"69' 4""",693.3330000000001,10,-7
11,12,12,Ricky Barnes,97,"71' 0""",638.6669999999999,9,-4
12,13,13,Tom Hoge,81,"71' 7""",644.5830000000001,9,-5
13,14,14,Derek Ernst,59,"72' 2""",432.833,6,-3
14,15,15,Brendan Steele,88,"72' 4""",868.3330000000001,12,-6
15,16,16,Tony Finau,95,"72' 5""",1375.9170000000001,19,-13
16,17,17,J.J. Henry,68,"72' 6""",652.5,9,-7
17,18,18,Andres Gonzales,80,"73' 8""",884.0,12,-7
18,19,19,Branden Grace,63,"74' 6""",670.3330000000001,9,-2
19,20,20,Tyrone Van Aswegen,105,"75' 6""",1283.417,17,-9
20,21,21,Justin Thomas,99,"76' 6""",1147.083,15,-5
21,22,22,Ken Duke,58,"76' 10""",230.583,3,E
22,23,23,Jason Day,76,"76' 11""",692.4169999999999,9,-5
23,24,24,Kevin Chappell,93,"78' 8""",1573.5829999999999,20,-8
24,25,25,Kevin Streelman,82,"78' 9""",1181.417,15,-10
25,26,26,Scott Stallings,74,"78' 10""",867.1669999999999,11,-8
26,27,27,D.H. Lee,61,"79' 5""",794.1669999999999,10,-8
27,T28,T28,Patrick Rodgers,89,"80' 3""",1364.1670000000001,17,-7
28,T28,T28,Adam Scott,79,"80' 3""",1123.583,14,-5
29,T28,T28,Steve Wheatcroft,85,"80' 3""",561.8330000000001,7,-6
30,T31,T31,Andrew Loupe,75,"80' 9""",968.75,12,-4
31,T31,T31,Steve Marino,72,"80' 9""",969.3330000000001,12,-7
32,33,33,Vaughn Taylor,72,"81' 3""",324.83299999999997,4,-2
33,34,34,Marc Leishman,89,"81' 5""",1627.8329999999999,20,-14
34,35,35,Rory McIlroy,69,"81' 9""",1062.75,13,-7
35,36,36,Shane Lowry,57,"81' 10""",409.333,5,-4
36,T37,T37,Robert Garrigus,69,"81' 11""",819.5,10,-5
37,T37,T37,Brett Stegmaier,87,"81' 11""",737.5,9,-2
38,39,39,Scott Pinckney,87,"82' 2""",1314.3329999999999,16,-5
39,40,40,Nick Taylor,83,"82' 6""",1402.25,17,-7
40,41,41,Justin Rose,65,"82' 7""",1321.9170000000001,16,-12
41,42,42,Bubba Watson,72,"82' 8""",826.8330000000001,10,-7
42,43,43,Jerry Kelly,76,"83' 0""",332.0,4,-4
43,44,44,Mark Hubbard,101,"83' 1""",2076.917,25,-10
44,45,45,Scott Piercy,87,"83' 4""",1417.1670000000001,17,-7
45,46,46,Sean O'Hair,89,"83' 11""",1090.5,13,-5
46,47,47,Kelly Kraft,63,"84' 2""",757.5830000000001,9,-5
47,48,48,Charl Schwartzel,73,"84' 3""",1685.0,20,-11
48,49,49,Harold Varner III,92,"84' 9""",1016.9169999999999,12,-5
49,50,50,Phil Mickelson,75,"84' 10""",1272.917,15,-11
50,51,51,James Hahn,85,"84' 11""",934.0,11,-5
51,T52,T52,Jason Gore,78,"85' 5""",512.6669999999999,6,-3
52,T52,T52,D.A. Points,55,"85' 5""",598.0830000000001,7,-1
53,54,54,Chad Collins,73,"85' 7""",1283.75,15,-11
54,55,55,Sergio Garcia,54,"85' 10""",1716.6670000000001,20,-12
55,T56,T56,Lucas Glover,75,"86' 2""",1206.167,14,-4
56,T56,T56,Ryan Palmer,86,"86' 2""",1550.25,18,-11
57,58,58,Daniel Summerhays,99,"86' 4""",1899.75,22,-13
58,59,59,Troy Merritt,77,"86' 11""",956.0,11,-7
59,60,60,Si Woo Kim,113,"87' 1""",2176.25,25,-14
60,61,61,Charley Hoffman,91,"87' 4""",2008.5,23,-12
61,62,62,Derek Fathauer,94,"87' 5""",1573.5,18,-11
62,63,63,Erik Compton,65,"87' 8""",525.9169999999999,6,-4
63,64,64,Rhein Gibson,58,"88' 0""",615.75,7,-2
64,65,65,Brian Harman,104,"88' 1""",1145.083,13,-8
65,T66,T66,Roberto Castro,97,"88' 7""",1947.9170000000001,22,-15
66,T66,T66,Jason Kokrak,89,"88' 7""",1151.917,13,-3
67,T68,T68,Zac Blair,99,"88' 11""",1423.0,16,-7
68,T68,T68,Cameron Tringale,81,"88' 11""",1422.9170000000001,16,-8
69,70,70,Jason Dufner,105,"89' 2""",802.8330000000001,9,-2
70,71,71,Martin Laird,82,"89' 3""",803.0,9,-5
71,72,72,Ángel Cabrera,62,"89' 4""",625.4169999999999,7,-1
72,73,73,Billy Horschel,73,"89' 5""",715.4169999999999,8,-3
73,T74,T74,Dustin Johnson,87,"89' 8""",1165.25,13,-5
74,T74,T74,Greg Owen,85,"89' 8""",1434.25,16,-10
75,76,76,Kyle Reifers,115,"89' 10""",2335.417,26,-14
76,77,77,Paul Casey,77,"90' 4""",1173.833,13,-4
77,78,78,Louis Oosthuizen,63,"90' 5""",994.8330000000001,11,-6
78,79,79,Graham DeLaet,70,"90' 6""",724.25,8,-3
79,80,80,Martin Piller,59,"90' 7""",543.25,6,-4
80,81,81,Henrik Norlander,71,"90' 10""",726.5,8,-2
81,T82,T82,Hideki Matsuyama,76,"91' 6""",823.1669999999999,9,-6
82,T82,T82,William McGirt,98,"91' 6""",1464.0,16,-10
83,T84,T84,Rickie Fowler,80,"91' 8""",1558.5829999999999,17,-13
84,T84,T84,Boo Weekley,83,"91' 8""",733.25,8,-4
85,T86,T86,Hunter Mahan,61,"91' 10""",1101.5,12,-5
86,T86,T86,Jimmy Walker,85,"91' 10""",2203.583,24,-13
87,88,88,Matt Kuchar,100,"91' 11""",919.25,10,-7
88,89,89,Luke Donald,81,"92' 0""",460.167,5,-2
89,90,90,Camilo Villegas,83,"92' 3""",830.25,9,-4
90,91,91,Charles Howell III,91,"92' 5""",1201.5,13,-9
91,92,92,Harris English,97,"93' 1""",1023.9169999999999,11,-7
92,93,93,Russell Knox,92,"93' 2""",838.3330000000001,9,-5
93,94,94,Robert Streb,87,"93' 3""",559.3330000000001,6,-3
94,T95,T95,Chesson Hadley,81,"93' 4""",1213.083,13,-4
95,T95,T95,Jamie Lovemark,91,"93' 4""",1399.4170000000001,15,-7
96,T97,T97,Aaron Baddeley,93,"93' 5""",1400.75,15,-3
97,T97,T97,Danny Lee,93,"93' 5""",1494.75,16,-9
98,99,99,Billy Hurley III,66,"93' 8""",843.25,9,-4
99,100,100,Brendon de Jonge,83,"93' 10""",1313.5,14,-7
100,101,101,Smylie Kaufman,91,"94' 0""",1315.6670000000001,14,-9
101,102,102,Keegan Bradley,82,"94' 1""",564.5,6,E
102,103,103,Kevin Na,96,"94' 9""",1989.9170000000001,21,-8
103,104,104,Jeff Overton,69,"94' 11""",1138.667,12,-4
104,105,105,John Senden,88,"95' 0""",1235.417,13,-4
105,T106,T106,Bronson Burgoon,83,"95' 1""",665.5,7,-1
106,T106,T106,Patton Kizzire,93,"95' 1""",1141.083,12,-7
107,T108,T108,Adam Hadwin,93,"95' 5""",1336.3329999999999,14,-7
108,T108,T108,Matt Jones,83,"95' 5""",953.8330000000001,10,-3
109,T110,T110,Sung Kang,89,"95' 6""",1336.9170000000001,14,-6
110,T110,T110,Patrick Reed,105,"95' 6""",1910.75,20,-12
111,T110,T110,Wes Roach,59,"95' 6""",764.1669999999999,8,-1
112,113,113,Brooks Koepka,75,"95' 7""",1433.5829999999999,15,-7
113,114,114,Fabián Gómez,82,"95' 10""",1437.6670000000001,15,-7
114,115,115,Ryan Moore,86,"96' 0""",480.0,5,-3
115,116,116,Tyler Aldridge,83,"97' 2""",1166.167,12,-1
116,117,117,David Toms,62,"97' 3""",194.5,2,-1
117,118,118,Kevin Kisner,97,"97' 6""",682.5830000000001,7,-3
118,T119,T119,Jim Herman,93,"97' 10""",880.5830000000001,9,-6
119,T119,T119,Spencer Levin,104,"97' 10""",1174.083,12,-8
120,121,121,Rod Pampling,54,"97' 11""",979.4169999999999,10,-4
121,122,122,George McNeill,51,"98' 1""",980.75,10,-1
122,123,123,Michael Thompson,71,"98' 2""",490.833,5,-2
123,T124,T124,Michael Kim,100,"98' 6""",1576.1670000000001,16,-6
124,T124,T124,Webb Simpson,70,"98' 6""",1083.917,11,-1
125,126,126,Jhonattan Vegas,97,"98' 8""",1282.75,13,-3
126,127,127,Emiliano Grillo,93,"99' 4""",1490.0,15,-9
127,128,128,Jordan Spieth,80,"99' 6""",1492.0829999999999,15,-7
128,T129,T129,Daniel Berger,92,"99' 8""",1195.833,12,-5
