,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Stewart Cink,61,88.24,210,238,-0.45
1,2,2,Tim Wilkinson,72,87.5,196,224,-0.41
2,3,3,Billy Horschel,73,86.42,229,265,-0.48
3,4,4,John Senden,88,86.35,329,381,-0.39
4,5,5,J.J. Henry,68,86.3,252,292,-0.35
5,6,6,Keegan Bradley,82,86.11,248,288,-0.45
6,7,7,Rickie Fowler,80,85.91,317,369,-0.5
7,8,8,Lucas Glover,75,85.87,316,368,-0.43
8,9,9,Seung-Yul Noh,85,85.85,279,325,-0.52
9,T10,T10,Jim Furyk,52,85.63,137,160,-0.42
10,T10,T10,Sergio Garcia,54,85.63,143,167,-0.45
11,12,12,Adam Scott,79,85.51,242,283,-0.49
12,13,13,Rod Pampling,54,85.48,159,186,-0.34
13,14,14,Rob Oppenheim,67,85.47,200,234,-0.37
14,15,15,Will MacKenzie,84,85.31,273,320,-0.37
15,16,16,Morgan Hoffmann,71,85.16,264,310,-0.48
16,17,17,Brendon de Jonge,83,85.09,274,322,-0.4
17,18,18,Roberto Castro,97,84.9,388,457,-0.45
18,19,19,Brendan Steele,88,84.66,309,365,-0.44
19,20,20,Kevin Na,96,84.53,235,278,-0.43
20,21,21,Jon Curran,99,84.52,284,336,-0.45
21,22,22,Hideki Matsuyama,76,84.51,251,297,-0.51
22,23,23,Alex Cejka,71,84.45,239,283,-0.44
23,24,24,Matt Kuchar,100,84.38,324,384,-0.52
24,25,25,Emiliano Grillo,93,84.36,302,358,-0.49
25,26,26,Cameron Tringale,81,84.31,274,325,-0.46
26,T27,T27,Chad Campbell,90,84.27,300,356,-0.46
27,T27,T27,K.J. Choi,73,84.27,241,286,-0.41
28,29,29,Rory Sabbatini,57,84.19,181,215,-0.38
29,30,30,Hudson Swafford,104,84.17,420,499,-0.45
30,31,31,Jamie Lovemark,91,84.16,425,505,-0.47
31,32,32,Robert Allenby,51,84.15,154,183,-0.34
32,33,33,Hunter Mahan,61,84.1,238,283,-0.44
33,34,34,Ben Martin,92,84.02,326,388,-0.49
34,35,35,Boo Weekley,83,83.86,317,378,-0.49
35,36,36,Fabián Gómez,82,83.78,310,370,-0.46
36,37,37,Zach Johnson,90,83.74,273,326,-0.44
37,38,38,Daniel Berger,92,83.72,288,344,-0.47
38,39,39,Rory McIlroy,69,83.65,266,318,-0.48
39,40,40,Gary Woodland,95,83.58,336,402,-0.5
40,41,41,David Toms,62,83.54,198,237,-0.36
41,42,42,Bubba Watson,72,83.52,294,352,-0.46
42,43,43,Jimmy Walker,85,83.47,313,375,-0.58
43,T44,T44,Thomas Aiken,70,83.33,190,228,-0.46
44,T44,T44,Jason Bohn,67,83.33,225,270,-0.5
45,46,46,Kyle Reifers,115,83.26,393,472,-0.39
46,T47,T47,Blayne Barber,84,83.19,282,339,-0.49
47,T47,T47,Jason Day,76,83.19,282,339,-0.56
48,49,49,Charles Howell III,91,83.18,351,422,-0.48
49,50,50,Sean O'Hair,89,83.08,383,461,-0.46
50,51,51,Jhonattan Vegas,97,83.03,367,442,-0.46
51,52,52,Scott Piercy,87,83.0,293,353,-0.49
52,53,53,Jason Dufner,105,82.96,331,399,-0.44
53,54,54,Danny Lee,93,82.94,282,340,-0.5
54,55,55,Ryan Moore,86,82.92,233,281,-0.5
55,T56,T56,Greg Owen,85,82.91,291,351,-0.38
56,T56,T56,Scott Stallings,74,82.91,262,316,-0.43
57,58,58,Johnson Wagner,86,82.85,314,379,-0.4
58,59,59,Robert Streb,87,82.81,265,320,-0.37
59,60,60,Brandt Snedeker,93,82.8,313,378,-0.47
60,61,61,Graeme McDowell,63,82.76,168,203,-0.43
61,62,62,Brett Stegmaier,87,82.63,314,380,-0.43
62,63,63,Francesco Molinari,64,82.59,223,270,-0.47
63,64,64,Charl Schwartzel,73,82.58,237,287,-0.47
64,65,65,Tyrone Van Aswegen,105,82.56,303,367,-0.41
65,66,66,Bill Haas,86,82.54,279,338,-0.38
66,67,67,Ricky Barnes,97,82.4,309,375,-0.45
67,68,68,Dustin Johnson,87,82.28,353,429,-0.54
68,T69,T69,Ben Crane,80,82.25,227,276,-0.43
69,T69,T69,Mark Wilson,66,82.25,190,231,-0.34
70,71,71,Louis Oosthuizen,63,82.24,176,214,-0.41
71,72,72,Kelly Kraft,63,82.2,194,236,-0.44
72,73,73,Harris English,97,82.19,263,320,-0.51
73,74,74,Justin Thomas,99,82.07,357,435,-0.45
74,75,75,Camilo Villegas,83,82.01,269,328,-0.43
75,T76,T76,Si Woo Kim,113,81.95,454,554,-0.46
76,T76,T76,George McNeill,51,81.95,168,205,-0.43
77,78,78,Sam Saunders,69,81.93,204,249,-0.44
78,T79,T79,Tyler Aldridge,83,81.9,276,337,-0.42
79,T79,T79,Colt Knost,90,81.9,258,315,-0.42
80,81,81,Chris Kirk,90,81.89,303,370,-0.46
81,82,82,Henrik Norlander,71,81.85,212,259,-0.48
82,83,83,Harold Varner III,92,81.74,367,449,-0.45
83,T84,T84,Whee Kim,82,81.65,258,316,-0.4
84,T84,T84,Peter Malnati,85,81.65,316,387,-0.37
85,T84,T84,Patrick Rodgers,89,81.65,356,436,-0.45
86,87,87,Anirban Lahiri,72,81.62,191,234,-0.45
87,88,88,Brooks Koepka,75,81.57,301,369,-0.5
88,89,89,Geoff Ogilvy,63,81.54,212,260,-0.44
89,90,90,Kevin Streelman,82,81.51,291,357,-0.37
90,91,91,Adam Hadwin,93,81.49,339,416,-0.49
91,92,92,Troy Merritt,77,81.47,277,340,-0.45
92,93,93,Russell Knox,92,81.44,272,334,-0.39
93,94,94,David Hearn,95,81.4,302,371,-0.43
94,T95,T95,Paul Casey,77,81.39,223,274,-0.5
95,T95,T95,Martin Laird,82,81.39,293,360,-0.46
96,97,97,Patton Kizzire,93,81.34,279,343,-0.51
97,T98,T98,Russell Henley,76,81.28,304,374,-0.37
98,T98,T98,Daniel Summerhays,99,81.28,317,390,-0.51
99,100,100,John Huh,86,81.17,250,308,-0.39
100,101,101,Sung Kang,89,81.11,292,360,-0.46
101,102,102,Robert Garrigus,69,81.1,236,291,-0.47
102,103,103,Webb Simpson,70,81.08,240,296,-0.41
103,104,104,Tony Finau,95,80.97,366,452,-0.49
104,105,105,Kevin Chappell,93,80.92,318,393,-0.45
105,106,106,Marc Leishman,89,80.89,254,314,-0.48
106,107,107,Vijay Singh,72,80.85,266,329,-0.45
107,T108,T108,Luke Donald,81,80.8,202,250,-0.4
108,T108,T108,Scott Pinckney,87,80.8,303,375,-0.45
109,110,110,Retief Goosen,55,80.72,180,223,-0.48
110,111,111,Justin Rose,65,80.66,246,305,-0.48
111,112,112,Spencer Levin,104,80.65,300,372,-0.46
112,113,113,Stuart Appleby,71,80.57,253,314,-0.45
113,114,114,Abraham Ancer,51,80.54,149,185,-0.39
114,T115,T115,Derek Fathauer,94,80.45,288,358,-0.43
115,T115,T115,Bryce Molder,80,80.45,251,312,-0.44
116,117,117,Kyle Stanley,92,80.43,296,368,-0.41
117,118,118,Dawie van der Walt,72,80.42,267,332,-0.42
118,T119,T119,Andres Gonzales,80,80.35,274,341,-0.39
119,T119,T119,James Hahn,85,80.35,274,341,-0.42
120,T119,T119,Chris Stroud,82,80.35,274,341,-0.43
121,122,122,Chad Collins,73,80.29,224,279,-0.42
122,123,123,Jordan Spieth,80,80.24,264,329,-0.54
123,124,124,Graham DeLaet,70,80.2,239,298,-0.48
124,125,125,Kevin Kisner,97,80.06,281,351,-0.49
125,126,126,Nick Taylor,83,79.95,303,379,-0.41
126,127,127,Brian Harman,104,79.88,397,497,-0.47
127,128,128,Jeff Overton,69,79.86,234,293,-0.37
128,129,129,Erik Compton,65,79.84,202,253,-0.42
129,130,130,Derek Ernst,59,79.83,190,238,-0.36
130,T131,T131,Matt Jones,83,79.82,261,327,-0.44
131,T131,T131,Smylie Kaufman,91,79.82,360,451,-0.5
132,133,133,Jerry Kelly,76,79.79,229,287,-0.41
133,T134,T134,Steve Stricker,53,79.78,146,183,-0.45
