,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
37,T36,T36,Wes Roach,59,"31' 4""",16395.833,523,-0.07
38,T36,T36,Bubba Watson,72,"31' 4""",16202.917,517,-0.15
39,40,40,Ryan Palmer,86,"31' 5""",28299.75,901,-0.1
40,T41,T41,Kevin Chappell,93,"31' 6""",29777.0,946,-0.09
41,T41,T41,Emiliano Grillo,93,"31' 6""",28904.833,918,-0.11
42,T41,T41,Jason Kokrak,89,"31' 6""",26789.833,851,-0.09
43,T41,T41,Scott Stallings,74,"31' 6""",22610.5,717,-0.09
44,45,45,D.A. Points,55,"31' 7""",14748.333,467,-0.04
45,T46,T46,Lucas Glover,75,"31' 8""",26397.833,834,-0.11
46,T46,T46,Andres Gonzales,80,"31' 8""",23293.667,735,-0.08
47,T46,T46,Kevin Na,96,"31' 8""",26990.167,852,-0.1
48,T46,T46,Brian Stuard,66,"31' 8""",25081.583,792,-0.05
49,T50,T50,Paul Casey,77,"31' 9""",22934.5,723,-0.14
50,T50,T50,Russell Henley,76,"31' 9""",26460.833,834,-0.11
51,T50,T50,Chris Kirk,90,"31' 9""",28044.75,883,-0.09
52,T50,T50,Greg Owen,85,"31' 9""",24561.25,774,-0.06
53,T50,T50,Brett Stegmaier,87,"31' 9""",28383.833,893,-0.06
54,55,55,Branden Grace,63,"31' 10""",14945.417,470,-0.06
55,56,56,Patton Kizzire,93,"31' 11""",27725.25,868,-0.09
56,T57,T57,Blayne Barber,84,"32' 0""",29309.583,917,-0.09
57,T57,T57,Luke Guthrie,57,"32' 0""",16078.167,503,-0.08
58,T57,T57,Zach Johnson,90,"32' 0""",28684.083,896,-0.1
59,T57,T57,Francesco Molinari,64,"32' 0""",22393.75,699,-0.06
60,T57,T57,Louis Oosthuizen,63,"32' 0""",16058.5,502,-0.09
61,T62,T62,Robert Allenby,51,"32' 1""",15463.917,482,0.03
62,T62,T62,Charley Hoffman,91,"32' 1""",24778.417,772,-0.11
63,T62,T62,George McNeill,51,"32' 1""",18322.333,571,-0.03
64,T65,T65,Thomas Aiken,70,"32' 2""",20482.25,637,-0.08
65,T65,T65,Tyler Aldridge,83,"32' 2""",24361.5,757,-0.06
66,T65,T65,Rob Oppenheim,67,"32' 2""",18025.0,561,-0.07
67,T65,T65,Sam Saunders,69,"32' 2""",19558.167,608,-0.09
68,T65,T65,Jhonattan Vegas,97,"32' 2""",30068.083,934,-0.12
69,T65,T65,Gary Woodland,95,"32' 2""",28992.75,902,-0.1
70,T71,T71,Rickie Fowler,80,"32' 3""",24040.583,745,-0.14
71,T71,T71,Will MacKenzie,84,"32' 3""",25032.083,776,-0.04
72,T71,T71,Ben Martin,92,"32' 3""",31261.167,970,-0.1
73,T71,T71,Willy Wilcox,67,"32' 3""",21540.417,668,-0.07
74,T75,T75,Abraham Ancer,51,"32' 4""",14856.333,460,-0.03
75,T75,T75,Ricky Barnes,97,"32' 4""",29276.417,905,-0.11
76,T75,T75,Bronson Burgoon,83,"32' 4""",24133.5,746,-0.06
77,T75,T75,Graham DeLaet,70,"32' 4""",22768.25,704,-0.04
78,T75,T75,Troy Merritt,77,"32' 4""",23780.833,735,-0.1
79,T75,T75,Seung-Yul Noh,85,"32' 4""",24136.833,746,-0.05
80,T75,T75,Shawn Stefani,91,"32' 4""",28474.0,881,-0.07
81,T75,T75,Boo Weekley,83,"32' 4""",28824.583,892,-0.05
82,T83,T83,Spencer Levin,104,"32' 5""",34127.667,1053,-0.1
83,T83,T83,Jordan Spieth,80,"32' 5""",21548.333,664,-0.14
84,T83,T83,Nick Taylor,83,"32' 5""",23961.417,739,-0.11
85,T83,T83,Dawie van der Walt,72,"32' 5""",20464.0,631,-0.08
86,T83,T83,Camilo Villegas,83,"32' 5""",25350.5,782,-0.07
87,T88,T88,Chad Campbell,90,"32' 6""",32920.833,1014,-0.08
88,T88,T88,Alex Cejka,71,"32' 6""",20480.0,630,-0.12
89,T88,T88,Marc Leishman,89,"32' 6""",25076.25,772,-0.09
90,T88,T88,Chris Stroud,82,"32' 6""",26598.333,819,-0.08
91,T88,T88,Harold Varner III,92,"32' 6""",29490.167,907,-0.09
92,T93,T93,Jason Bohn,67,"32' 7""",23866.25,732,-0.04
93,T93,T93,Matt Jones,83,"32' 7""",23186.5,712,-0.07
94,T93,T93,Martin Laird,82,"32' 7""",26290.5,806,-0.09
95,T93,T93,D.H. Lee,61,"32' 7""",17890.667,549,-0.03
96,T93,T93,Jimmy Walker,85,"32' 7""",22977.333,705,-0.13
97,T98,T98,John Huh,86,"32' 8""",33117.833,1013,-0.08
98,T98,T98,Matt Kuchar,100,"32' 8""",30705.917,939,-0.12
99,T98,T98,Graeme McDowell,63,"32' 8""",18815.25,576,-0.07
100,T98,T98,William McGirt,98,"32' 8""",36188.917,1107,-0.1
101,T98,T98,Martin Piller,59,"32' 8""",17284.583,529,-0.05
102,T98,T98,Patrick Rodgers,89,"32' 8""",26208.333,803,-0.1
103,T98,T98,David Toms,62,"32' 8""",21770.583,666,-0.03
104,T105,T105,Luke Donald,81,"32' 9""",22409.333,684,-0.07
105,T105,T105,Harris English,97,"32' 9""",26663.25,815,-0.07
106,T105,T105,Michael Kim,100,"32' 9""",32809.5,1002,-0.07
107,T108,T108,Smylie Kaufman,91,"32' 10""",24119.667,734,-0.11
108,T108,T108,Johnson Wagner,86,"32' 10""",30075.583,916,-0.1
109,T110,T110,Roberto Castro,97,"32' 11""",36896.917,1121,-0.09
110,T110,T110,Adam Hadwin,93,"32' 11""",35616.75,1081,-0.12
111,T110,T110,Freddie Jacobson,86,"32' 11""",27604.0,838,-0.08
112,T110,T110,Carlos Ortiz,79,"32' 11""",21768.583,662,-0.04
113,T114,T114,Stewart Cink,61,"33' 0""",18661.917,566,-0.05
114,T114,T114,Scott Piercy,87,"33' 0""",24714.167,749,-0.06
115,T116,T116,Jon Curran,99,"33' 1""",34076.833,1030,-0.07
116,T116,T116,Tony Finau,95,"33' 1""",27257.917,824,-0.06
117,T116,T116,Jim Herman,93,"33' 1""",28546.917,863,-0.04
118,T116,T116,Billy Horschel,73,"33' 1""",23041.0,696,-0.08
119,T116,T116,Mark Hubbard,101,"33' 1""",33089.083,1001,-0.07
120,T116,T116,Colt Knost,90,"33' 1""",30448.833,920,-0.02
121,T116,T116,Andrew Landry,53,"33' 1""",13598.667,411,-0.07
122,T116,T116,Patrick Reed,105,"33' 1""",26908.833,813,-0.13
123,T124,T124,Derek Fathauer,94,"33' 2""",26581.417,801,-0.05
124,T124,T124,Rhein Gibson,58,"33' 2""",15433.583,465,-0.06
125,T124,T124,Danny Lee,93,"33' 2""",28781.333,867,-0.1
126,T124,T124,Geoff Ogilvy,63,"33' 2""",19345.417,583,-0.04
127,T124,T124,Charl Schwartzel,73,"33' 2""",20965.333,632,-0.13
128,T124,T124,Steve Stricker,53,"33' 2""",17558.167,530,-0.11
129,T124,T124,Mark Wilson,66,"33' 2""",23111.75,696,-0.01
130,T131,T131,James Hahn,85,"33' 3""",27024.917,812,-0.05
131,T131,T131,Charles Howell III,91,"33' 3""",27560.25,828,-0.11
132,T131,T131,David Lingmerth,84,"33' 3""",24615.75,741,-0.09
133,T131,T131,Justin Rose,65,"33' 3""",18593.833,559,-0.13
134,T131,T131,Vijay Singh,72,"33' 3""",24559.5,738,-0.04
135,T136,T136,Stuart Appleby,71,"33' 4""",26183.167,785,-0.08
136,T136,T136,Scott Brown,88,"33' 4""",28049.5,841,-0.05
137,T136,T136,Ken Duke,58,"33' 4""",19432.583,583,0.01
138,T136,T136,Andrew Loupe,75,"33' 4""",21046.417,631,-0.11
139,T140,T140,Erik Compton,65,"33' 5""",19072.333,571,-0.02
140,T140,T140,Luke List,79,"33' 5""",22705.417,680,-0.05
141,T140,T140,Dicky Pride,55,"33' 5""",16375.333,490,-0.05
142,143,143,Cameron Smith,73,"33' 6""",17398.75,519,-0.02
143,T144,T144,Chad Collins,73,"33' 7""",24945.25,742,-0.06
144,T144,T144,Jason Day,76,"33' 7""",18481.583,550,-0.18
145,T144,T144,Shane Lowry,57,"33' 7""",14140.583,421,-0.08
146,T144,T144,Sean O'Hair,89,"33' 7""",32734.083,974,-0.09
147,T148,T148,Brendon de Jonge,83,"33' 8""",26229.0,779,-0.07
148,T148,T148,Si Woo Kim,113,"33' 8""",39304.917,1167,-0.11
149,T150,T150,Sung Kang,89,"33' 9""",29127.0,864,-0.07
150,T150,T150,John Senden,88,"33' 9""",30477.417,902,-0.07
151,T152,T152,Anirban Lahiri,72,"33' 10""",18145.917,536,-0.07
152,T152,T152,Brandt Snedeker,93,"33' 10""",28677.167,848,-0.12
153,T154,T154,Kevin Streelman,82,"33' 11""",25565.417,753,-0.05
154,T154,T154,Steve Wheatcroft,85,"33' 11""",27272.25,805,-0.06
155,T156,T156,Bill Haas,86,"34' 0""",26242.667,772,-0.08
156,T156,T156,Kyle Reifers,115,"34' 0""",40742.167,1197,-0.08
157,T156,T156,Cameron Tringale,81,"34' 0""",27244.917,802,-0.06
158,T159,T159,Retief Goosen,55,"34' 1""",18558.917,545,-0.12
159,T159,T159,Morgan Hoffmann,71,"34' 1""",23091.0,677,-0.06
160,T159,T159,Bryce Molder,80,"34' 1""",26158.75,768,-0.11
161,T162,T162,Aaron Baddeley,93,"34' 2""",28645.667,838,-0.1
162,T162,T162,Brian Harman,104,"34' 2""",36649.333,1072,-0.07
163,T164,T164,Ben Crane,80,"34' 4""",27050.333,787,-0.04
164,T164,T164,Hiroshi Iwata,85,"34' 4""",26440.417,771,-0.05
165,166,166,Scott Pinckney,87,"34' 5""",29875.333,868,-0.04
166,T167,T167,Fabián Gómez,82,"34' 8""",30456.5,879,-0.09
167,T167,T167,Steve Marino,72,"34' 8""",21704.083,626,-0.08
168,169,169,Ángel Cabrera,62,"34' 9""",19378.833,557,-0.02
169,170,170,Whee Kim,82,"34' 10""",27040.667,776,-0.06
170,171,171,Padraig Harrington,54,"34' 11""",18030.417,517,-0.05
171,T172,T172,Jonas Blixt,79,"35' 1""",27385.0,780,-0.07
172,T172,T172,Ernie Els,66,"35' 1""",20874.333,595,-0.08
173,T172,T172,J.J. Henry,68,"35' 1""",25300.667,722,-0.04
174,T172,T172,Jeff Overton,69,"35' 1""",22674.333,646,-0.06
175,T176,T176,Zac Blair,99,"35' 5""",35972.833,1016,-0.03
176,T176,T176,Daniel Summerhays,99,"35' 5""",32725.417,923,-0.07
177,178,178,Peter Malnati,85,"35' 9""",29382.25,822,-0.04
178,179,179,Steven Bowditch,71,"36' 0""",18732.25,520,0.01
179,180,180,Rory Sabbatini,57,"36' 1""",16707.833,463,0.06
180,181,181,Sergio Garcia,54,"36' 2""",13768.417,381,-0.09
181,182,182,Jamie Lovemark,91,"37' 0""",34590.5,934,-0.07
182,183,183,Hunter Mahan,61,"38' 1""",20722.5,544,-0.01
183,184,184,Brendon Todd,66,"38' 2""",23173.417,607,0.02
184,185,185,Scott Langley,65,"38' 5""",24732.583,644,-0.04
