,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
84,T84,T84,Spencer Levin,104,"16' 10""",1445.8329999999999,86,-0.14
85,T84,T84,D.A. Points,55,"16' 10""",604.9169999999999,36,-0.08
86,T84,T84,Camilo Villegas,83,"16' 10""",1226.167,73,-0.10
87,88,88,Freddie Jacobson,86,"16' 11""",1218.333,72,-0.11
88,T89,T89,Morgan Hoffmann,71,"17' 0""",1190.25,70,-0.01
89,T89,T89,Smylie Kaufman,91,"17' 0""",1595.25,94,-0.11
90,T91,T91,Luke Donald,81,"17' 1""",1111.25,65,-0.17
91,T91,T91,Bubba Watson,72,"17' 1""",1262.417,74,-0.09
92,T93,T93,Zac Blair,99,"17' 2""",1701.4170000000001,99,-0.18
93,T93,T93,J.J. Henry,68,"17' 2""",1306.917,76,-0.13
94,T93,T93,Charles Howell III,91,"17' 2""",1615.75,94,-0.18
95,96,96,Scott Piercy,87,"17' 3""",1241.583,72,-0.33
96,T97,T97,Keegan Bradley,82,"17' 4""",1181.333,68,+0.01
97,T97,T97,Adam Hadwin,93,"17' 4""",1437.5,83,-0.20
98,T97,T97,Michael Kim,100,"17' 4""",1735.0,100,-0.07
99,T97,T97,Brian Stuard,66,"17' 4""",1038.833,60,-0.10
100,T101,T101,Ricky Barnes,97,"17' 5""",1483.6670000000001,85,-0.09
101,T101,T101,Russell Knox,92,"17' 5""",1619.3329999999999,93,-0.05
102,T101,T101,David Lingmerth,84,"17' 5""",1412.1670000000001,81,-0.14
103,T101,T101,Chris Stroud,82,"17' 5""",1235.417,71,-0.04
104,T101,T101,Willy Wilcox,67,"17' 5""",957.8330000000001,55,-0.11
105,T106,T106,Kelly Kraft,63,"17' 6""",1065.167,61,-0.10
106,T106,T106,Rory Sabbatini,57,"17' 6""",734.6669999999999,42,-0.17
107,T106,T106,Boo Weekley,83,"17' 6""",1437.6670000000001,82,-0.24
108,T106,T106,Mark Wilson,66,"17' 6""",1015.3330000000001,58,-0.10
109,T110,T110,Luke List,79,"17' 7""",842.0,48,-0.08
110,T110,T110,Gary Woodland,95,"17' 7""",1211.5,69,-0.12
111,T112,T112,Russell Henley,76,"17' 8""",1463.6670000000001,83,-0.07
112,T112,T112,Daniel Summerhays,99,"17' 8""",1093.333,62,-0.18
113,T112,T112,Nick Taylor,83,"17' 8""",1466.9170000000001,83,+0.06
114,T112,T112,Michael Thompson,71,"17' 8""",989.5830000000001,56,-0.18
115,T112,T112,Johnson Wagner,86,"17' 8""",1304.833,74,-0.14
116,T117,T117,Robert Garrigus,69,"17' 10""",908.6669999999999,51,-0.08
117,T117,T117,Jason Gore,78,"17' 10""",1373.0,77,-0.08
118,T117,T117,David Hearn,95,"17' 10""",1695.75,95,-0.07
119,T117,T117,Wes Roach,59,"17' 10""",732.6669999999999,41,-0.07
120,T121,T121,Charley Hoffman,91,"17' 11""",1487.4170000000001,83,-0.13
121,T121,T121,Hunter Mahan,61,"17' 11""",1274.667,71,-0.13
122,T121,T121,Ryan Palmer,86,"17' 11""",1489.0,83,-0.18
123,T121,T121,Martin Piller,59,"17' 11""",965.5830000000001,54,-0.17
124,T125,T125,Aaron Baddeley,93,"18' 0""",1151.25,64,-0.16
125,T125,T125,Graham DeLaet,70,"18' 0""",952.75,53,-0.09
126,T125,T125,Matt Jones,83,"18' 0""",1132.583,63,+0.13
127,T125,T125,Brett Stegmaier,87,"18' 0""",1586.25,88,-0.13
128,T129,T129,Steve Marino,72,"18' 1""",1174.333,65,-0.02
129,T129,T129,Dawie van der Walt,72,"18' 1""",1139.333,63,-0.16
130,T131,T131,Robert Allenby,51,"18' 2""",600.8330000000001,33,-0.06
131,T131,T131,Anirban Lahiri,72,"18' 2""",927.8330000000001,51,-0.10
132,T131,T131,Rod Pampling,54,"18' 2""",834.0830000000001,46,-0.20
133,T131,T131,Kyle Stanley,92,"18' 2""",1468.3329999999999,81,-0.06
134,T135,T135,Paul Casey,77,"18' 3""",803.1669999999999,44,-0.09
135,T135,T135,Sung Kang,89,"18' 3""",987.3330000000001,54,-0.19
136,T135,T135,Ben Martin,92,"18' 3""",1620.8329999999999,89,-0.04
137,T135,T135,Sam Saunders,69,"18' 3""",839.0830000000001,46,+0.15
138,T139,T139,Alex Cejka,71,"18' 4""",1119.917,61,-0.18
139,T139,T139,James Hahn,85,"18' 4""",1522.6670000000001,83,-0.02
140,T139,T139,Andrew Landry,53,"18' 4""",752.75,41,-0.05
141,T142,T142,Ben Crane,80,"18' 5""",1525.5,83,-0.22
142,T142,T142,Bill Haas,86,"18' 5""",1199.5,65,-0.23
143,T142,T142,Marc Leishman,89,"18' 5""",1029.25,56,-0.04
144,T142,T142,Brendan Steele,88,"18' 5""",1382.25,75,+0.03
145,T142,T142,Justin Thomas,99,"18' 5""",1583.8329999999999,86,-0.08
146,T147,T147,Scott Brown,88,"18' 6""",1535.8329999999999,83,-0.20
147,T147,T147,Rhein Gibson,58,"18' 6""",887.4169999999999,48,-0.13
148,T147,T147,Patton Kizzire,93,"18' 6""",1183.667,64,-0.14
149,T150,T150,Shane Lowry,57,"18' 7""",797.4169999999999,43,-0.12
150,T150,T150,Steve Wheatcroft,85,"18' 7""",1636.1670000000001,88,-0.07
151,T152,T152,Tony Finau,95,"18' 8""",970.5830000000001,52,E
152,T152,T152,D.H. Lee,61,"18' 8""",857.5830000000001,46,-0.04
153,T152,T152,Webb Simpson,70,"18' 8""",1176.833,63,-0.13
154,T152,T152,Harold Varner III,92,"18' 8""",1626.1670000000001,87,-0.01
155,T156,T156,Hiroshi Iwata,85,"18' 9""",880.3330000000001,47,-0.11
156,T156,T156,William McGirt,98,"18' 9""",1311.6670000000001,70,-0.24
157,T156,T156,Scott Pinckney,87,"18' 9""",1179.833,63,-0.10
158,T159,T159,Bronson Burgoon,83,"18' 10""",1035.667,55,-0.04
159,T159,T159,Billy Hurley III,66,"18' 10""",1617.5,86,-0.23
160,T159,T159,Carlos Ortiz,79,"18' 10""",1072.333,57,+0.02
161,T159,T159,Vijay Singh,72,"18' 10""",1375.9170000000001,73,-0.16
162,163,163,Mark Hubbard,101,"19' 0""",1802.8329999999999,95,-0.12
163,T164,T164,Tyler Aldridge,83,"19' 2""",1497.9170000000001,78,-0.04
164,T164,T164,Fabián Gómez,82,"19' 2""",1224.5,64,-0.05
165,T166,T166,Derek Ernst,59,"19' 5""",738.8330000000001,38,+0.03
166,T166,T166,Andrew Loupe,75,"19' 5""",1768.1670000000001,91,-0.01
167,168,168,Steven Bowditch,71,"19' 6""",1363.5829999999999,70,+0.13
168,169,169,Kevin Chappell,93,"19' 7""",1290.917,66,-0.05
169,170,170,Daniel Berger,92,"19' 8""",1474.0829999999999,75,-0.05
170,T171,T171,Andres Gonzales,80,"19' 10""",1428.3329999999999,72,+0.03
171,T171,T171,Jason Kokrak,89,"19' 10""",1208.25,61,-0.13
172,T173,T173,Ángel Cabrera,62,"20' 0""",978.1669999999999,49,-0.02
173,T173,T173,Scott Langley,65,"20' 0""",1038.083,52,-0.02
174,T173,T173,Sean O'Hair,89,"20' 0""",1976.6670000000001,99,-0.07
175,T173,T173,Shawn Stefani,91,"20' 0""",1660.5,83,+0.04
176,T177,T177,Thomas Aiken,70,"20' 2""",928.0,46,+0.02
177,T177,T177,John Huh,86,"20' 2""",1474.5829999999999,73,+0.01
178,179,179,Chesson Hadley,81,"20' 5""",1349.1670000000001,66,E
179,180,180,Justin Rose,65,"20' 6""",1064.583,52,-0.13
180,181,181,Jhonattan Vegas,97,"20' 7""",1216.333,59,-0.02
181,182,182,Patrick Rodgers,89,"20' 8""",1487.75,72,-0.06
182,183,183,Abraham Ancer,51,"20' 9""",1078.25,52,-0.19
183,184,184,Branden Grace,63,"20' 10""",895.8330000000001,43,-0.02
184,185,185,Graeme McDowell,63,"21' 6""",969.25,45,-0.04
