,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
0,1,1,Webb Simpson,70,"55' 3""",2043.4170000000001,37,-7
1,T2,T2,Erik Compton,65,"58' 7""",2754.75,47,-2
2,T2,T2,Steve Stricker,53,"58' 7""",2344.667,40,E
3,4,4,Jerry Kelly,76,"59' 1""",1773.4170000000001,30,-1
4,5,5,Zac Blair,99,"59' 4""",1779.6670000000001,30,+2
5,6,6,Rob Oppenheim,67,"59' 6""",2497.75,42,+4
6,7,7,Jason Kokrak,89,"60' 3""",2773.0,46,-19
7,8,8,Jason Gore,78,"61' 0""",2073.083,34,-2
8,9,9,Charley Hoffman,91,"61' 7""",2277.583,37,+6
9,10,10,Mark Wilson,66,"61' 9""",2222.5,36,+7
10,11,11,Luke Donald,81,"61' 10""",3030.833,49,+5
11,12,12,Thomas Aiken,70,"62' 9""",1944.5,31,-1
12,13,13,Shane Lowry,57,"63' 4""",1266.583,20,-2
13,14,14,D.A. Points,55,"63' 9""",2102.833,33,+2
14,15,15,Boo Weekley,83,"63' 11""",2364.0,37,-6
15,T16,T16,Aaron Baddeley,93,"64' 3""",3920.083,61,-4
16,T16,T16,Henrik Norlander,71,"64' 3""",2440.417,38,+2
17,T18,T18,Andrew Loupe,75,"64' 9""",3170.833,49,-14
18,T18,T18,William McGirt,98,"64' 9""",3754.333,58,-2
19,20,20,Retief Goosen,55,"64' 10""",3046.583,47,E
20,21,21,Colt Knost,90,"65' 1""",2146.75,33,-2
21,22,22,Kevin Na,96,"65' 2""",3976.833,61,-3
22,T23,T23,Wes Roach,59,"65' 4""",1763.6670000000001,27,-2
23,T23,T23,Brendon Todd,66,"65' 4""",2351.0,36,+3
24,25,25,Branden Grace,63,"65' 7""",2034.1670000000001,31,-11
25,T26,T26,Rickie Fowler,80,"65' 10""",3292.75,50,-16
26,T26,T26,J.J. Henry,68,"65' 10""",2238.583,34,+1
27,T26,T26,Russell Knox,92,"65' 10""",2106.583,32,+2
28,T29,T29,Danny Lee,93,"65' 11""",2307.667,35,-3
29,T29,T29,Scott Stallings,74,"65' 11""",2768.75,42,-11
30,31,31,Martin Laird,82,"66' 0""",2838.667,43,-8
31,T32,T32,Bronson Burgoon,83,"66' 1""",3438.167,52,-9
32,T32,T32,Brian Stuard,66,"66' 1""",1719.1670000000001,26,+3
33,34,34,Johnson Wagner,86,"66' 3""",3444.167,52,-12
34,35,35,Lucas Glover,75,"66' 4""",1857.8329999999999,28,-7
35,36,36,Alex Cejka,71,"66' 7""",1530.8329999999999,23,-3
36,37,37,Matt Kuchar,100,"66' 8""",2132.5,32,-3
37,38,38,Bill Haas,86,"66' 11""",2878.5,43,-2
38,39,39,Jon Curran,99,"67' 3""",3700.75,55,+13
39,40,40,Ken Duke,58,"67' 4""",2086.25,31,+5
40,41,41,Jim Furyk,52,"67' 5""",1821.1670000000001,27,+2
41,T42,T42,Jason Dufner,105,"67' 6""",3440.833,51,-10
42,T42,T42,Spencer Levin,104,"67' 6""",3373.417,50,+8
43,T42,T42,Ryan Palmer,86,"67' 6""",3241.25,48,-5
44,45,45,Stuart Appleby,71,"67' 8""",2774.5,41,+4
45,46,46,Phil Mickelson,75,"68' 0""",3874.75,57,-14
46,47,47,Steven Bowditch,71,"68' 3""",2934.5,43,+7
47,48,48,Hideki Matsuyama,76,"68' 5""",2395.667,35,-4
48,49,49,Jimmy Walker,85,"68' 7""",3293.167,48,-23
49,50,50,Billy Hurley III,66,"68' 9""",2269.417,33,+2
50,51,51,K.J. Choi,73,"68' 10""",2890.583,42,+15
51,T52,T52,Luke Guthrie,57,"68' 11""",2274.25,33,+1
52,T52,T52,Brooks Koepka,75,"68' 11""",3171.25,46,-12
53,54,54,Chesson Hadley,81,"69' 2""",2903.917,42,E
54,55,55,Mark Hubbard,101,"69' 3""",3737.333,54,+1
55,56,56,Dustin Johnson,87,"69' 5""",2083.0,30,-15
56,T57,T57,Graeme McDowell,63,"69' 7""",1391.3329999999999,20,-1
57,T57,T57,Adam Scott,79,"69' 7""",2644.667,38,-4
58,59,59,Kyle Reifers,115,"69' 10""",4257.917,61,+7
59,60,60,Vaughn Taylor,72,"70' 0""",2589.833,37,+2
60,T61,T61,Greg Owen,85,"70' 1""",3152.75,45,-3
61,T61,T61,Cameron Smith,73,"70' 1""",2102.5,30,+6
62,T63,T63,Jonas Blixt,79,"70' 2""",3578.833,51,-4
63,T63,T63,Roberto Castro,97,"70' 2""",2665.25,38,+1
64,65,65,Tim Wilkinson,72,"70' 3""",2809.083,40,+6
65,66,66,Jeff Overton,69,"70' 5""",2674.833,38,+8
66,67,67,Michael Kim,100,"70' 7""",3740.167,53,E
67,T68,T68,Geoff Ogilvy,63,"70' 8""",2048.25,29,-7
68,T68,T68,Rod Pampling,54,"70' 8""",989.8330000000001,14,+4
69,T70,T70,Tyler Aldridge,83,"70' 10""",2691.583,38,-2
70,T70,T70,James Hahn,85,"70' 10""",3399.75,48,+1
71,72,72,Patrick Rodgers,89,"70' 11""",3049.583,43,-12
72,73,73,Robert Garrigus,69,"71' 0""",2770.5,39,-3
73,74,74,Chad Campbell,90,"71' 3""",3208.0,45,+8
74,75,75,Ben Martin,92,"71' 4""",3068.083,43,+8
75,76,76,Shawn Stefani,91,"71' 5""",3284.0,46,-1
76,T77,T77,Brian Harman,104,"71' 7""",3508.333,49,E
77,T77,T77,D.H. Lee,61,"71' 7""",1575.1670000000001,22,+3
78,79,79,Brandt Snedeker,93,"71' 8""",2867.75,40,-2
79,T80,T80,Brendan Steele,88,"71' 9""",3012.75,42,-9
80,T80,T80,Gary Woodland,95,"71' 9""",4017.417,56,-18
81,82,82,Hudson Swafford,104,"71' 11""",3595.083,50,-1
82,T83,T83,Robert Allenby,51,"72' 0""",1799.8329999999999,25,+6
83,T83,T83,Ben Crane,80,"72' 0""",3095.167,43,+1
84,85,85,Freddie Jacobson,86,"72' 2""",3392.833,47,-7
85,T86,T86,Brett Stegmaier,87,"72' 3""",2457.75,34,-5
86,T86,T86,Bubba Watson,72,"72' 3""",2240.5,31,-9
87,T88,T88,Kevin Chappell,93,"72' 6""",3550.5,49,-15
88,T88,T88,Tony Finau,95,"72' 6""",4276.667,59,-16
89,90,90,Luke List,79,"72' 7""",4135.833,57,-20
90,91,91,Francesco Molinari,64,"72' 8""",2908.25,40,-9
91,T92,T92,Adam Hadwin,93,"72' 10""",3788.25,52,+6
92,T92,T92,John Huh,86,"72' 10""",2986.417,41,-5
93,94,94,Emiliano Grillo,93,"73' 0""",2263.583,31,+3
94,95,95,David Toms,62,"73' 2""",2122.0,29,+9
95,96,96,Jason Day,76,"73' 4""",2787.333,38,-6
96,97,97,Harris English,97,"73' 6""",3306.083,45,-1
97,98,98,Cameron Tringale,81,"73' 7""",4045.417,55,+5
98,99,99,Sung Kang,89,"73' 9""",3982.583,54,-1
99,100,100,Derek Fathauer,94,"73' 10""",3840.833,52,+1
100,101,101,Steve Wheatcroft,85,"73' 11""",4211.5,57,-7
101,102,102,Rory Sabbatini,57,"74' 0""",1924.5829999999999,26,-2
102,103,103,Paul Casey,77,"74' 1""",2221.5,30,-4
103,T104,T104,Rhein Gibson,58,"74' 2""",2817.833,38,+3
104,T104,T104,Charles Howell III,91,"74' 2""",4449.167,60,-8
105,T104,T104,Tyrone Van Aswegen,105,"74' 2""",4820.667,65,+16
106,T104,T104,Jhonattan Vegas,97,"74' 2""",5268.0830000000005,71,-25
107,108,108,John Senden,88,"74' 3""",4380.417,59,-7
108,T109,T109,Keegan Bradley,82,"74' 4""",2229.25,30,-6
109,T109,T109,Tom Hoge,81,"74' 4""",2749.75,37,+3
110,111,111,Chris Kirk,90,"74' 6""",3426.5,46,+2
111,112,112,Chez Reavie,90,"74' 7""",2686.333,36,+8
112,113,113,Jason Bohn,67,"74' 9""",2466.667,33,+8
113,114,114,Russell Henley,76,"74' 10""",2543.083,34,-2
114,115,115,Peter Malnati,85,"75' 0""",3750.833,50,+5
115,T116,T116,Kelly Kraft,63,"75' 1""",2327.917,31,+2
116,T116,T116,Marc Leishman,89,"75' 1""",3677.25,49,-8
117,118,118,Hiroshi Iwata,85,"75' 3""",3612.333,48,-7
118,T119,T119,Graham DeLaet,70,"75' 5""",3319.167,44,-2
119,T119,T119,Patton Kizzire,93,"75' 5""",3919.917,52,E
120,T121,T121,Padraig Harrington,54,"75' 7""",3248.333,43,-1
121,T121,T121,Will MacKenzie,84,"75' 7""",3099.417,41,+1
122,123,123,Carlos Ortiz,79,"75' 8""",4163.25,55,-4
123,124,124,Chris Stroud,82,"75' 9""",3939.0,52,+10
124,T125,T125,Ricky Barnes,97,"75' 10""",4171.0,55,+4
125,T125,T125,Derek Ernst,59,"75' 10""",1971.25,26,+1
126,127,127,Ángel Cabrera,62,"76' 0""",2810.75,37,-12
127,128,128,Daniel Summerhays,99,"76' 2""",4724.833,62,E
128,129,129,Stewart Cink,61,"76' 3""",2440.667,32,-2
