,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
0,1,1,Jason Day,76,-.305
1,2,2,Charl Schwartzel,73,-.204
2,3,3,Retief Goosen,55,-.184
3,4,4,Adam Scott,79,-.165
4,5,5,Sergio Garcia,54,-.157
5,6,6,Louis Oosthuizen,63,-.156
6,7,7,Patrick Reed,105,-.145
7,8,8,Smylie Kaufman,91,-.143
8,T9,T9,Ryan Palmer,86,-.135
9,T9,T9,Hudson Swafford,104,-.135
10,11,11,Ricky Barnes,97,-.126
11,12,12,Henrik Norlander,71,-.125
12,13,13,Patton Kizzire,93,-.123
13,T14,T14,Andrew Loupe,75,-.120
14,T14,T14,Phil Mickelson,75,-.120
15,16,16,Hideki Matsuyama,76,-.119
16,17,17,Rhein Gibson,58,-.118
17,18,18,Camilo Villegas,83,-.115
18,T19,T19,Padraig Harrington,54,-.113
19,T19,T19,Sean O'Hair,89,-.113
20,21,21,Dustin Johnson,87,-.111
21,22,22,Jordan Spieth,80,-.110
22,T23,T23,Robert Garrigus,69,-.105
23,T23,T23,Cameron Tringale,81,-.105
24,T25,T25,Rory McIlroy,69,-.103
25,T25,T25,Jhonattan Vegas,97,-.103
26,27,27,Emiliano Grillo,93,-.102
27,28,28,Blayne Barber,84,-.094
28,29,29,Luke List,79,-.093
29,30,30,Justin Thomas,99,-.091
30,31,31,Kevin Kisner,97,-.089
31,32,32,Brooks Koepka,75,-.086
32,T33,T33,Graham DeLaet,70,-.083
33,T33,T33,J.B. Holmes,77,-.083
34,35,35,Kelly Kraft,63,-.082
35,36,36,Jason Kokrak,89,-.081
36,37,37,Justin Rose,65,-.075
37,38,38,Luke Guthrie,57,-.074
38,T39,T39,Geoff Ogilvy,63,-.072
39,T39,T39,Patrick Rodgers,89,-.072
40,41,41,Tony Finau,95,-.071
41,42,42,William McGirt,98,-.069
42,T43,T43,Fabián Gómez,82,-.068
43,T43,T43,Charles Howell III,91,-.068
44,T45,T45,Robert Streb,87,-.067
45,T45,T45,Chris Stroud,82,-.067
46,47,47,Charley Hoffman,91,-.065
47,T48,T48,Alex Cejka,71,-.062
48,T48,T48,Gary Woodland,95,-.062
49,T50,T50,Russell Knox,92,-.061
50,T50,T50,Brendan Steele,88,-.061
51,T52,T52,Danny Lee,93,-.056
52,T52,T52,Harold Varner III,92,-.056
53,54,54,Ben Martin,92,-.054
54,T55,T55,Branden Grace,63,-.053
55,T55,T55,Chesson Hadley,81,-.053
56,57,57,Harris English,97,-.052
57,58,58,Matt Kuchar,100,-.050
58,59,59,Martin Laird,82,-.048
59,60,60,James Hahn,85,-.047
60,61,61,Andres Gonzales,80,-.046
61,T62,T62,Tyler Aldridge,83,-.045
62,T62,T62,Jerry Kelly,76,-.045
63,64,64,Marc Leishman,89,-.043
64,65,65,Keegan Bradley,82,-.042
65,66,66,Adam Hadwin,93,-.040
66,T67,T67,Scott Piercy,87,-.039
67,T67,T67,Johnson Wagner,86,-.039
68,69,69,Kyle Reifers,115,-.038
69,70,70,Bill Haas,86,-.037
70,71,71,Wes Roach,59,-.036
71,72,72,Rickie Fowler,80,-.035
72,73,73,Russell Henley,76,-.028
73,T74,T74,Carlos Ortiz,79,-.025
74,T74,T74,David Toms,62,-.025
75,T76,T76,Ángel Cabrera,62,-.023
76,T76,T76,Nick Taylor,83,-.023
77,78,78,Spencer Levin,104,-.022
78,79,79,Paul Casey,77,-.019
79,80,80,Roberto Castro,97,-.018
80,T81,T81,Lucas Glover,75,-.017
81,T81,T81,John Senden,88,-.017
82,T81,T81,Brett Stegmaier,87,-.017
83,84,84,John Huh,86,-.015
84,85,85,Graeme McDowell,63,-.011
85,86,86,Troy Merritt,77,-.010
86,87,87,Bryce Molder,80,-.009
87,T88,T88,Daniel Berger,92,-.008
88,T88,T88,Zach Johnson,90,-.008
89,T88,T88,David Lingmerth,84,-.008
90,91,91,Si Woo Kim,113,-.006
91,T92,T92,Stuart Appleby,71,E
92,T92,T92,Scott Brown,88,E
93,T92,T92,K.J. Choi,73,E
94,T92,T92,Stewart Cink,61,E
95,T92,T92,Chris Kirk,90,E
96,T92,T92,Jamie Lovemark,91,E
97,T92,T92,Francesco Molinari,64,E
98,T92,T92,Rod Pampling,54,E
99,T92,T92,Cameron Smith,73,E
100,T92,T92,Scott Stallings,74,E
101,T92,T92,Michael Thompson,71,E
102,T92,T92,Dawie van der Walt,72,E
103,104,104,Jonas Blixt,79,+.009
104,105,105,Webb Simpson,70,+.010
105,T106,T106,Jim Furyk,52,+.011
106,T106,T106,Seung-Yul Noh,85,+.011
107,T106,T106,Greg Owen,85,+.011
108,109,109,Steve Stricker,53,+.013
109,110,110,Derek Ernst,59,+.015
110,T111,T111,Jason Dufner,105,+.016
111,T111,T111,Billy Hurley III,66,+.016
112,T113,T113,Michael Kim,100,+.017
113,T113,T113,Daniel Summerhays,99,+.017
114,115,115,Jimmy Walker,85,+.018
115,116,116,Shawn Stefani,91,+.021
116,117,117,Willy Wilcox,67,+.022
117,118,118,Jason Gore,78,+.023
118,T119,T119,Thomas Aiken,70,+.024
119,T119,T119,Ernie Els,66,+.024
120,121,121,Martin Piller,59,+.031
121,T122,T122,Luke Donald,81,+.032
122,T122,T122,Steve Wheatcroft,85,+.032
123,124,124,Brandt Snedeker,93,+.033
124,125,125,Aaron Baddeley,93,+.035
125,126,126,Vaughn Taylor,72,+.038
126,127,127,Chad Campbell,90,+.040
127,128,128,Hunter Mahan,61,+.042
128,T129,T129,Sung Kang,89,+.046
129,T129,T129,D.A. Points,55,+.046
130,T131,T131,Morgan Hoffmann,71,+.047
131,T131,T131,Sam Saunders,69,+.047
132,133,133,Tim Wilkinson,72,+.048
133,134,134,Bubba Watson,72,+.051
134,T135,T135,Brendon de Jonge,83,+.053
135,T135,T135,Scott Pinckney,87,+.053
136,137,137,Robert Allenby,51,+.056
137,138,138,Brian Harman,104,+.057
138,T139,T139,Ben Crane,80,+.058
139,T139,T139,Colt Knost,90,+.058
140,141,141,David Hearn,95,+.059
141,142,142,Brian Stuard,66,+.062
142,143,143,Erik Compton,65,+.066
143,144,144,Vijay Singh,72,+.067
144,T145,T145,Kevin Na,96,+.068
