,GIR_Percentage_-_100_yards_RANK THIS WEEK,GIR_Percentage_-_100_yards_RANK LAST WEEK,GIR_Percentage_-_100_yards_PLAYER NAME,GIR_Percentage_-_100_yards_ROUNDS,GIR_Percentage_-_100_yards_%,GIR_Percentage_-_100_yards_GREENS HIT,GIR_Percentage_-_100_yards_TOTAL HOLES,GIR_Percentage_-_100_yards_RELATIVE TO PAR
0,1,1,Adam Scott,79,69.63,571,820,-0.19
1,2,2,Paul Casey,77,68.79,582,846,-0.16
2,3,3,Lucas Glover,75,68.17,666,977,-0.19
3,4,4,Jim Furyk,52,67.68,469,693,-0.18
4,5,5,Robert Garrigus,69,67.61,524,775,-0.22
5,6,6,Greg Owen,85,67.55,660,977,-0.16
6,7,7,Rickie Fowler,80,67.53,603,893,-0.17
7,8,8,Jason Kokrak,89,66.57,703,1056,-0.16
8,9,9,Jason Dufner,105,66.47,795,1196,-0.18
9,10,10,Patrick Rodgers,89,66.46,658,990,-0.16
10,11,11,Thomas Aiken,70,66.44,481,724,-0.16
11,12,12,Russell Henley,76,66.34,676,1019,-0.19
12,T13,T13,Keegan Bradley,82,66.19,607,917,-0.17
13,T13,T13,Johnson Wagner,86,66.19,748,1130,-0.18
14,15,15,Billy Horschel,73,66.18,548,828,-0.2
15,16,16,Jhonattan Vegas,97,65.97,758,1149,-0.18
16,17,17,Stewart Cink,61,65.89,481,730,-0.13
17,18,18,David Hearn,95,65.75,835,1270,-0.2
18,19,19,Louis Oosthuizen,63,65.54,409,624,-0.17
19,20,20,Bill Haas,86,65.37,623,953,-0.14
20,21,21,Hideki Matsuyama,76,65.29,553,847,-0.21
21,22,22,Webb Simpson,70,65.25,552,846,-0.2
22,23,23,Michael Thompson,71,65.22,512,785,-0.19
23,24,24,Bubba Watson,72,65.18,438,672,-0.18
24,25,25,Martin Laird,82,65.13,650,998,-0.16
25,T26,T26,Sergio Garcia,54,65.12,280,430,-0.15
26,T26,T26,Chez Reavie,90,65.12,732,1124,-0.18
27,28,28,Rory McIlroy,69,65.08,423,650,-0.21
28,29,29,John Senden,88,65.07,745,1145,-0.19
29,30,30,Hudson Swafford,104,65.04,854,1313,-0.19
30,31,31,Russell Knox,92,64.99,622,957,-0.17
31,32,32,Emiliano Grillo,93,64.93,687,1058,-0.18
32,33,33,Rhein Gibson,58,64.92,409,630,-0.15
33,34,34,Kevin Streelman,82,64.85,583,899,-0.19
34,35,35,Graham DeLaet,70,64.83,540,833,-0.19
35,36,36,Gary Woodland,95,64.82,713,1100,-0.16
36,37,37,Scott Pinckney,87,64.81,674,1040,-0.15
37,38,38,William McGirt,98,64.67,855,1322,-0.19
38,39,39,Andres Gonzales,80,64.66,602,931,-0.16
39,40,40,Alex Cejka,71,64.49,474,735,-0.17
40,41,41,Charl Schwartzel,73,64.46,515,799,-0.19
41,42,42,Kyle Stanley,92,64.44,761,1181,-0.2
42,43,43,Chad Campbell,90,64.3,769,1196,-0.17
43,44,44,Blayne Barber,84,64.28,709,1103,-0.16
44,45,45,Sean O'Hair,89,64.19,753,1173,-0.18
45,46,46,J.J. Henry,68,64.11,577,900,-0.12
46,47,47,Boo Weekley,83,64.09,655,1022,-0.16
47,48,48,Shawn Stefani,91,64.08,719,1122,-0.15
48,T49,T49,Roberto Castro,97,63.97,829,1296,-0.17
49,T49,T49,Brendan Steele,88,63.97,625,977,-0.16
50,51,51,Henrik Norlander,71,63.78,493,773,-0.18
51,52,52,Kevin Na,96,63.71,674,1058,-0.23
52,53,53,John Huh,86,63.54,746,1174,-0.18
53,54,54,Dawie van der Walt,72,63.5,508,800,-0.18
54,55,55,Ryan Palmer,86,63.49,694,1093,-0.19
55,56,56,Kevin Chappell,93,63.48,737,1161,-0.18
56,57,57,Scott Stallings,74,63.44,576,908,-0.16
57,58,58,Scott Piercy,87,63.4,582,918,-0.14
58,59,59,Matt Kuchar,100,63.34,710,1121,-0.2
59,60,60,Jason Day,76,63.32,454,717,-0.23
60,61,61,Kyle Reifers,115,63.22,875,1384,-0.19
61,62,62,Smylie Kaufman,91,63.21,610,965,-0.19
62,63,63,Chris Stroud,82,63.2,639,1011,-0.21
63,64,64,Daniel Berger,92,63.16,655,1037,-0.22
64,65,65,Brooks Koepka,75,63.14,519,822,-0.21
65,66,66,Kelly Kraft,63,63.04,394,625,-0.22
66,67,67,Derek Ernst,59,63.02,397,630,-0.14
67,68,68,Robert Streb,87,62.94,603,958,-0.15
68,69,69,Ryan Moore,86,62.85,614,977,-0.22
69,70,70,Ben Martin,92,62.8,741,1180,-0.19
70,71,71,Phil Mickelson,75,62.77,521,830,-0.2
71,72,72,Dustin Johnson,87,62.73,520,829,-0.27
72,73,73,Spencer Levin,104,62.68,776,1238,-0.19
73,74,74,Charles Howell III,91,62.67,700,1117,-0.18
74,75,75,Will MacKenzie,84,62.61,618,987,-0.16
75,76,76,Kevin Kisner,97,62.59,681,1088,-0.22
76,77,77,Chesson Hadley,81,62.53,604,966,-0.21
77,78,78,Charley Hoffman,91,62.5,625,1000,-0.18
78,T79,T79,Adam Hadwin,93,62.48,801,1282,-0.2
79,T79,T79,Justin Rose,65,62.48,418,669,-0.17
80,81,81,Jerry Kelly,76,62.44,562,900,-0.16
81,82,82,Luke List,79,62.35,563,903,-0.14
82,83,83,Tim Wilkinson,72,62.27,477,766,-0.21
83,84,84,K.J. Choi,73,62.23,631,1014,-0.22
84,T85,T85,Harris English,97,62.22,662,1064,-0.17
85,T85,T85,Branden Grace,63,62.22,387,622,-0.19
86,87,87,Zach Johnson,90,62.19,676,1087,-0.2
87,88,88,Brandt Snedeker,93,62.14,668,1075,-0.22
88,89,89,Patton Kizzire,93,62.09,688,1108,-0.18
89,90,90,Freddie Jacobson,86,62.02,668,1077,-0.2
90,91,91,Justin Thomas,99,61.99,654,1055,-0.19
91,92,92,Bronson Burgoon,83,61.98,582,939,-0.15
92,93,93,Vaughn Taylor,72,61.96,619,999,-0.19
93,94,94,Jason Bohn,67,61.9,541,874,-0.19
94,95,95,Harold Varner III,92,61.87,688,1112,-0.14
95,96,96,Martin Piller,59,61.83,426,689,-0.18
96,97,97,Brendon de Jonge,83,61.74,602,975,-0.17
97,98,98,Jim Herman,93,61.72,640,1037,-0.15
98,99,99,Jason Gore,78,61.63,530,860,-0.19
99,100,100,David Toms,62,61.59,518,841,-0.17
100,101,101,Shane Lowry,57,61.55,325,528,-0.18
101,102,102,Brett Stegmaier,87,61.5,674,1096,-0.16
102,103,103,Ricky Barnes,97,61.49,733,1192,-0.22
103,104,104,George McNeill,51,61.48,431,701,-0.17
104,105,105,D.A. Points,55,61.28,364,594,-0.21
105,106,106,James Hahn,85,61.27,617,1007,-0.17
106,107,107,Steve Marino,72,61.21,486,794,-0.19
107,108,108,Wes Roach,59,61.15,392,641,-0.21
108,109,109,Tyrone Van Aswegen,105,61.13,802,1312,-0.18
109,110,110,Sung Kang,89,61.11,663,1085,-0.16
110,T111,T111,Cameron Tringale,81,61.08,631,1033,-0.17
111,T111,T111,Mark Wilson,66,61.08,521,853,-0.13
112,113,113,Seung-Yul Noh,85,61.05,619,1014,-0.16
113,114,114,Marc Leishman,89,61.03,578,947,-0.18
114,115,115,Colt Knost,90,60.97,656,1076,-0.17
