,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Paul Casey,77,73.2,142,194,-0.14
1,2,2,Kyle Stanley,92,72.19,231,320,-0.26
2,3,3,Kevin Streelman,82,72.02,157,218,-0.25
3,4,4,Lucas Glover,75,71.37,187,262,-0.16
4,5,5,David Hearn,95,71.33,214,300,-0.14
5,6,6,Greg Owen,85,70.99,186,262,-0.17
6,7,7,Jim Furyk,52,70.97,110,155,-0.18
7,8,8,J.J. Henry,68,70.69,164,232,-0.11
8,9,9,Sergio Garcia,54,70.54,79,112,-0.13
9,10,10,Scott Pinckney,87,70.51,208,295,-0.13
10,11,11,Jason Kokrak,89,70.21,198,282,-0.2
11,12,12,Rickie Fowler,80,69.86,146,209,-0.16
12,13,13,Adam Scott,79,69.77,150,215,-0.17
13,14,14,Hideki Matsuyama,76,69.76,143,205,-0.2
14,15,15,Billy Horschel,73,69.17,166,240,-0.16
15,16,16,Michael Thompson,71,69.09,152,220,-0.23
16,17,17,Abraham Ancer,51,69.06,96,139,-0.15
17,18,18,Robert Garrigus,69,68.98,149,216,-0.21
18,19,19,David Toms,62,68.93,142,206,-0.19
19,20,20,Boo Weekley,83,68.89,186,270,-0.14
20,21,21,Spencer Levin,104,68.69,204,297,-0.15
21,22,22,Roberto Castro,97,68.67,228,332,-0.16
22,23,23,Louis Oosthuizen,63,68.64,116,169,-0.16
23,24,24,Danny Lee,93,68.53,172,251,-0.2
24,25,25,Kevin Na,96,68.5,187,273,-0.25
25,26,26,Bubba Watson,72,68.45,115,168,-0.17
26,27,27,Russell Knox,92,68.37,147,215,-0.15
27,28,28,Cameron Smith,73,68.32,110,161,-0.15
28,29,29,Keegan Bradley,82,68.28,183,268,-0.15
29,30,30,Phil Mickelson,75,68.12,141,207,-0.23
30,31,31,Chad Campbell,90,68.07,243,357,-0.16
31,32,32,Branden Grace,63,67.95,106,156,-0.19
32,33,33,Webb Simpson,70,67.93,161,237,-0.23
33,34,34,Kevin Kisner,97,67.84,192,283,-0.17
34,35,35,Jerry Kelly,76,67.8,160,236,-0.17
35,36,36,Daniel Berger,92,67.77,185,273,-0.21
36,37,37,Patrick Rodgers,89,67.62,165,244,-0.07
37,38,38,Emiliano Grillo,93,67.58,198,293,-0.11
38,39,39,Shane Lowry,57,67.46,85,126,-0.13
39,40,40,Martin Laird,82,67.25,191,284,-0.15
40,41,41,Thomas Aiken,70,67.14,143,213,-0.18
41,42,42,Shawn Stefani,91,67.1,208,310,-0.13
42,43,43,Graham DeLaet,70,67.09,157,234,-0.22
43,44,44,Andres Gonzales,80,67.08,161,240,-0.21
44,45,45,Stewart Cink,61,66.99,138,206,-0.07
45,T46,T46,Matt Kuchar,100,66.88,210,314,-0.17
46,T46,T46,Gary Woodland,95,66.88,208,311,-0.19
47,48,48,Chris Stroud,82,66.79,183,274,-0.2
48,49,49,Jim Herman,93,66.78,195,292,-0.13
49,50,50,Johnson Wagner,86,66.55,195,293,-0.16
50,51,51,Smylie Kaufman,91,66.38,154,232,-0.15
51,52,52,Scott Brown,88,66.17,178,269,-0.17
52,53,53,Retief Goosen,55,66.1,117,177,-0.17
53,54,54,Alex Cejka,71,66.09,115,174,-0.13
54,55,55,Mark Wilson,66,66.08,150,227,-0.15
55,56,56,Kevin Chappell,93,65.93,209,317,-0.19
56,57,57,Patton Kizzire,93,65.91,203,308,-0.23
57,T58,T58,Aaron Baddeley,93,65.9,201,305,-0.14
58,T58,T58,Ryan Moore,86,65.9,172,261,-0.23
59,60,60,Bill Haas,86,65.86,164,249,-0.13
60,61,61,John Senden,88,65.82,208,316,-0.18
61,62,62,Brooks Koepka,75,65.71,138,210,-0.21
62,63,63,K.J. Choi,73,65.63,168,256,-0.22
63,64,64,Ben Martin,92,65.56,217,331,-0.2
64,65,65,Jon Curran,99,65.5,205,313,-0.22
65,66,66,Chez Reavie,90,65.47,201,307,-0.22
66,67,67,Derek Ernst,59,65.45,108,165,-0.09
67,68,68,Jason Dufner,105,65.41,208,318,-0.17
68,69,69,Luke Guthrie,57,65.38,119,182,-0.17
69,70,70,Brendan Steele,88,65.36,183,280,-0.23
70,71,71,Kyle Reifers,115,65.34,247,378,-0.21
71,72,72,Ben Crane,80,65.33,179,274,-0.2
72,73,73,John Huh,86,65.19,221,339,-0.22
73,74,74,Robert Streb,87,65.18,161,247,-0.13
74,75,75,Luke Donald,81,65.15,157,241,-0.19
75,76,76,Cameron Tringale,81,65.13,170,261,-0.15
76,77,77,Colt Knost,90,65.08,164,252,-0.16
77,78,78,Russell Henley,76,65.07,177,272,-0.22
78,79,79,Scott Piercy,87,65.02,158,243,-0.06
79,80,80,Ricky Barnes,97,64.94,213,328,-0.25
80,81,81,George McNeill,51,64.88,133,205,-0.17
81,82,82,Scott Stallings,74,64.84,166,256,-0.11
82,83,83,Ryan Palmer,86,64.6,188,291,-0.13
83,84,84,Nick Taylor,83,64.52,160,248,-0.18
84,85,85,Carlos Ortiz,79,64.41,143,222,-0.16
85,86,86,Brandt Snedeker,93,64.37,168,261,-0.19
86,87,87,Zach Johnson,90,64.34,175,272,-0.17
87,88,88,Harris English,97,64.24,203,316,-0.16
88,89,89,Marc Leishman,89,64.23,167,260,-0.16
89,90,90,Stuart Appleby,71,64.2,165,257,-0.19
90,91,91,Rhein Gibson,58,64.15,102,159,-0.18
91,92,92,Peter Malnati,85,64.05,155,242,-0.17
92,93,93,Padraig Harrington,54,64.02,105,164,-0.12
93,94,94,Dawie van der Walt,72,64.0,128,200,-0.09
94,95,95,Tyrone Van Aswegen,105,63.98,238,372,-0.2
95,96,96,Blayne Barber,84,63.96,197,308,-0.15
96,97,97,Vijay Singh,72,63.64,140,220,-0.16
97,98,98,Henrik Norlander,71,63.59,138,217,-0.15
98,99,99,William McGirt,98,63.58,206,324,-0.19
99,100,100,Hudson Swafford,104,63.49,233,367,-0.18
100,101,101,Whee Kim,82,63.37,173,273,-0.18
101,102,102,Seung-Yul Noh,85,63.18,187,296,-0.08
102,103,103,Jason Gore,78,63.16,144,228,-0.17
103,104,104,Freddie Jacobson,86,63.1,171,271,-0.15
104,105,105,Chad Collins,73,63.04,174,276,-0.15
105,T106,T106,Sam Saunders,69,63.0,126,200,-0.18
106,T106,T106,Jhonattan Vegas,97,63.0,189,300,-0.19
107,108,108,Andrew Landry,53,62.94,90,143,-0.23
108,109,109,Jason Bohn,67,62.86,132,210,-0.21
109,110,110,Tom Hoge,81,62.83,169,269,-0.21
110,111,111,Bronson Burgoon,83,62.81,152,242,-0.18
111,112,112,Brendon de Jonge,83,62.75,160,255,-0.19
112,T113,T113,Jason Day,76,62.57,107,171,-0.2
113,T113,T113,Michael Kim,100,62.57,214,342,-0.15
114,T113,T113,Kelly Kraft,63,62.57,112,179,-0.28
115,T113,T113,Dicky Pride,55,62.57,107,171,-0.23
116,117,117,Charles Howell III,91,62.5,180,288,-0.13
117,118,118,Ángel Cabrera,62,62.37,116,186,-0.24
118,119,119,Daniel Summerhays,99,62.34,192,308,-0.22
119,120,120,Steve Stricker,53,62.29,109,175,-0.19
120,121,121,Charl Schwartzel,73,62.26,132,212,-0.11
121,122,122,Luke List,79,62.2,153,246,-0.14
122,123,123,Rory McIlroy,69,62.11,100,161,-0.25
123,124,124,Steve Marino,72,62.09,131,211,-0.25
124,125,125,James Hahn,85,62.08,149,240,-0.18
125,126,126,Troy Merritt,77,61.98,150,242,-0.25
126,127,127,Willy Wilcox,67,61.97,132,213,-0.2
127,128,128,Justin Thomas,99,61.96,171,276,-0.2
128,129,129,Graeme McDowell,63,61.93,109,176,-0.14
129,130,130,Robert Allenby,51,61.87,86,139,-0.09
130,T131,T131,Derek Fathauer,94,61.86,180,291,-0.21
131,T131,T131,Sean O'Hair,89,61.86,193,312,-0.14
132,133,133,Patrick Reed,105,61.68,169,274,-0.15
133,134,134,Mark Hubbard,101,61.64,196,318,-0.19
134,135,135,Billy Hurley III,66,61.47,134,218,-0.19
135,136,136,Harold Varner III,92,61.39,186,303,-0.15
136,137,137,David Lingmerth,84,61.36,135,220,-0.17
137,138,138,Charley Hoffman,91,61.33,157,256,-0.17
138,139,139,Adam Hadwin,93,61.32,214,349,-0.19
139,140,140,Vaughn Taylor,72,61.29,152,248,-0.26
140,141,141,Rory Sabbatini,57,61.27,87,142,-0.1
141,142,142,Rob Oppenheim,67,61.26,117,191,-0.2
142,143,143,Sung Kang,89,61.24,188,307,-0.19
143,144,144,Will MacKenzie,84,61.17,167,273,-0.15
144,145,145,Jordan Spieth,80,61.06,127,208,-0.18
145,146,146,D.A. Points,55,60.76,96,158,-0.2
146,147,147,Fabián Gómez,82,60.74,164,270,-0.21
147,148,148,Camilo Villegas,83,60.56,172,284,-0.17
148,149,149,J.B. Holmes,77,60.47,104,172,-0.23
149,150,150,Jimmy Walker,85,60.38,157,260,-0.17
150,151,151,Jeff Overton,69,60.27,135,224,-0.1
151,152,152,Tyler Aldridge,83,60.15,160,266,-0.12
152,153,153,Anirban Lahiri,72,60.1,119,198,-0.16
153,T154,T154,Morgan Hoffmann,71,60.09,134,223,-0.19
154,T154,T154,Brian Stuard,66,60.09,134,223,-0.09
155,T156,T156,Chesson Hadley,81,60.0,153,255,-0.18
156,T156,T156,Bryce Molder,80,60.0,162,270,-0.22
157,T158,T158,Brian Harman,104,59.94,202,337,-0.18
158,T158,T158,Si Woo Kim,113,59.94,217,362,-0.13
159,160,160,Francesco Molinari,64,59.75,141,236,-0.21
160,161,161,Scott Langley,65,59.69,117,196,-0.15
161,162,162,Martin Piller,59,59.67,108,181,-0.18
162,163,163,Tim Wilkinson,72,59.51,122,205,-0.2
163,164,164,Zac Blair,99,59.42,164,276,-0.2
164,165,165,Chris Kirk,90,59.34,162,273,-0.17
165,166,166,Geoff Ogilvy,63,59.2,119,201,-0.1
166,167,167,Brett Stegmaier,87,58.9,192,326,-0.17
167,168,168,Steve Wheatcroft,85,58.85,153,260,-0.21
168,169,169,Tony Finau,95,58.8,167,284,-0.14
169,170,170,Ken Duke,58,58.79,107,182,-0.11
170,171,171,Rod Pampling,54,58.44,90,154,-0.09
171,172,172,D.H. Lee,61,58.38,101,173,-0.15
172,173,173,Hiroshi Iwata,85,58.27,162,278,-0.18
173,174,174,Jonas Blixt,79,58.24,159,273,-0.2
174,175,175,Dustin Johnson,87,57.58,114,198,-0.29
175,176,176,Justin Rose,65,57.5,92,160,-0.2
176,177,177,Jamie Lovemark,91,57.33,172,300,-0.2
177,178,178,Wes Roach,59,57.22,103,180,-0.13
178,179,179,Erik Compton,65,57.06,101,177,-0.17
179,180,180,Ernie Els,66,56.52,117,207,-0.2
180,181,181,Andrew Loupe,75,55.45,112,202,-0.16
181,182,182,Steven Bowditch,71,55.26,105,190,-0.17
