,Approaches_from_50-75_yards_RANK THIS WEEK,Approaches_from_50-75_yards_RANK LAST WEEK,Approaches_from_50-75_yards_PLAYER NAME,Approaches_from_50-75_yards_ROUNDS,Approaches_from_50-75_yards_AVG,Approaches_from_50-75_yards_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_# OF ATTEMPTS,Approaches_from_50-75_yards_RELATIVE TO PAR
0,1,1,Hunter Mahan,61,"8' 11""",133.917,15,-4
1,2,2,Colt Knost,90,"9' 4""",149.667,16,-9
2,3,3,Steve Stricker,53,"9' 6""",152.583,16,-3
3,4,4,Sergio Garcia,54,"9' 10""",88.583,9,E
4,5,5,Stewart Cink,61,"9' 11""",119.333,12,-4
5,T6,T6,Blayne Barber,84,"10' 6""",188.417,18,-3
6,T6,T6,Ryan Moore,86,"10' 6""",126.417,12,-2
7,8,8,Jordan Spieth,80,"10' 10""",141.167,13,-1
8,T9,T9,Billy Horschel,73,"10' 11""",142.417,13,E
9,T9,T9,Adam Scott,79,"10' 11""",175.083,16,-6
10,T11,T11,Chad Collins,73,"11' 1""",177.583,16,+4
11,T11,T11,Seung-Yul Noh,85,"11' 1""",166.667,15,-5
12,T11,T11,Camilo Villegas,83,"11' 1""",110.667,10,-1
13,T14,T14,Zac Blair,99,"11' 2""",155.833,14,-3
14,T14,T14,Brendon de Jonge,83,"11' 2""",89.25,8,-4
15,T14,T14,Will MacKenzie,84,"11' 2""",134.417,12,-5
16,T17,T17,Roberto Castro,97,"11' 4""",249.083,22,-5
17,T17,T17,Luke Donald,81,"11' 4""",147.833,13,-2
18,T17,T17,Cameron Tringale,81,"11' 4""",203.25,18,-9
19,T20,T20,Dustin Johnson,87,"11' 7""",381.333,33,-3
20,T20,T20,Jimmy Walker,85,"11' 7""",197.0,17,-1
21,22,22,K.J. Choi,73,"11' 8""",152.0,13,-4
22,23,23,Jim Furyk,52,"12' 0""",83.75,7,-3
23,T24,T24,Brandt Snedeker,93,"12' 1""",205.417,17,-4
24,T24,T24,Tim Wilkinson,72,"12' 1""",254.25,21,-2
25,26,26,Chris Kirk,90,"12' 3""",135.083,11,-5
26,T27,T27,Bronson Burgoon,83,"12' 4""",159.833,13,-4
27,T27,T27,Jon Curran,99,"12' 4""",417.917,34,-9
28,T27,T27,Troy Merritt,77,"12' 4""",74.167,6,-2
29,30,30,Jeff Overton,69,"12' 5""",224.0,18,+4
30,T31,T31,Mark Hubbard,101,"12' 7""",138.083,11,-2
31,T31,T31,John Senden,88,"12' 7""",314.33299999999997,25,-8
32,T33,T33,Kevin Na,96,"12' 9""",178.917,14,+1
33,T33,T33,Chris Stroud,82,"12' 9""",242.0,19,-3
34,T35,T35,Zach Johnson,90,"12' 10""",205.083,16,-4
35,T35,T35,Smylie Kaufman,91,"12' 10""",345.583,27,-5
36,T37,T37,Rod Pampling,54,"13' 3""",159.0,12,-4
37,T37,T37,Tyrone Van Aswegen,105,"13' 3""",372.0,28,-5
38,39,39,Geoff Ogilvy,63,"13' 4""",253.75,19,-4
39,T40,T40,Graham DeLaet,70,"13' 5""",80.417,6,-2
40,T40,T40,Rory McIlroy,69,"13' 5""",214.75,16,-4
41,T40,T40,Cameron Smith,73,"13' 5""",268.83299999999997,20,-3
42,T43,T43,Stuart Appleby,71,"13' 6""",175.5,13,-6
43,T43,T43,Derek Fathauer,94,"13' 6""",229.333,17,-7
44,T43,T43,Luke Guthrie,57,"13' 6""",175.333,13,-5
45,46,46,Adam Hadwin,93,"13' 7""",243.75,18,-4
46,T47,T47,Si Woo Kim,113,"13' 8""",479.667,35,-8
47,T47,T47,Mark Wilson,66,"13' 8""",205.167,15,-2
48,49,49,Hiroshi Iwata,85,"13' 10""",110.833,8,-3
49,T50,T50,Billy Hurley III,66,"13' 11""",249.75,18,-7
50,T50,T50,Matt Kuchar,100,"13' 11""",444.0,32,-9
51,T50,T50,Jamie Lovemark,91,"13' 11""",516.25,37,-12
52,T50,T50,Wes Roach,59,"13' 11""",69.667,5,-1
53,T50,T50,Kevin Streelman,82,"13' 11""",292.16700000000003,21,-2
54,T50,T50,Brendon Todd,66,"13' 11""",208.417,15,-1
55,T50,T50,Bubba Watson,72,"13' 11""",320.33299999999997,23,-3
56,57,57,Ryan Palmer,86,"14' 0""",336.333,24,-11
57,T58,T58,J.B. Holmes,77,"14' 1""",423.583,30,-4
58,T58,T58,David Toms,62,"14' 1""",254.167,18,-9
59,T60,T60,Rickie Fowler,80,"14' 2""",382.5,27,-3
60,T60,T60,Hideki Matsuyama,76,"14' 2""",311.16700000000003,22,-9
61,T62,T62,Bill Haas,86,"14' 3""",213.75,15,-5
62,T62,T62,Marc Leishman,89,"14' 3""",242.25,17,+2
63,T62,T62,Justin Thomas,99,"14' 3""",255.833,18,-2
64,T65,T65,Jason Bohn,67,"14' 4""",387.417,27,-8
65,T65,T65,Emiliano Grillo,93,"14' 4""",386.417,27,+1
66,T65,T65,Hudson Swafford,104,"14' 4""",272.5,19,-8
67,68,68,Henrik Norlander,71,"14' 5""",230.667,16,-2
68,T69,T69,Kevin Kisner,97,"14' 6""",232.25,16,+2
69,T69,T69,Webb Simpson,70,"14' 6""",130.25,9,-2
70,T71,T71,Jonas Blixt,79,"14' 7""",232.833,16,-4
71,T71,T71,Kyle Reifers,115,"14' 7""",509.583,35,+4
72,73,73,Harris English,97,"14' 9""",250.667,17,+3
73,T74,T74,David Hearn,95,"14' 10""",251.667,17,-2
74,T74,T74,William McGirt,98,"14' 10""",251.75,17,-6
