,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Rory McIlroy,69,-0.094
1,2,2,Dustin Johnson,87,-0.051
2,3,3,Rickie Fowler,80,-0.031
3,4,4,Luke List,79,-0.027999999999999997
4,5,5,Gary Woodland,95,-0.019
5,6,6,Branden Grace,63,-0.006
6,7,7,Jason Day,76,-0.005
7,8,8,Jimmy Walker,85,-0.003
8,T9,T9,Jordan Spieth,80,0.015
9,T9,T9,Bubba Watson,72,0.015
10,11,11,Ryan Palmer,86,0.016
11,12,12,Jamie Lovemark,91,0.018000000000000002
12,13,13,Kevin Chappell,93,0.022000000000000002
13,14,14,Phil Mickelson,75,0.025
14,T15,T15,Jason Dufner,105,0.027000000000000003
15,T15,T15,Jhonattan Vegas,97,0.027000000000000003
16,T17,T17,Patrick Reed,105,0.032
17,T17,T17,Webb Simpson,70,0.032
18,19,19,Marc Leishman,89,0.033
19,20,20,Adam Scott,79,0.035
20,T21,T21,Tony Finau,95,0.037000000000000005
21,T21,T21,Sean O'Hair,89,0.037000000000000005
22,23,23,Vijay Singh,72,0.038
23,T24,T24,Billy Horschel,73,0.043
24,T24,T24,Charles Howell III,91,0.043
25,T26,T26,Smylie Kaufman,91,0.048
26,T26,T26,Brandt Snedeker,93,0.048
27,28,28,Ben Crane,80,0.05
28,T29,T29,Charl Schwartzel,73,0.053
29,T29,T29,David Toms,62,0.053
30,31,31,Brian Harman,104,0.055
31,T32,T32,Harris English,97,0.055999999999999994
32,T32,T32,Bill Haas,86,0.055999999999999994
33,34,34,Jason Kokrak,89,0.057999999999999996
34,T35,T35,Freddie Jacobson,86,0.061
35,T35,T35,Scott Stallings,74,0.061
36,T37,T37,Lucas Glover,75,0.062
37,T37,T37,Francesco Molinari,64,0.062
38,39,39,Vaughn Taylor,72,0.063
39,40,40,Robert Garrigus,69,0.065
40,T41,T41,Stewart Cink,61,0.068
41,T41,T41,Brooks Koepka,75,0.068
42,T43,T43,Martin Laird,82,0.069
43,T43,T43,Seung-Yul Noh,85,0.069
44,T45,T45,John Huh,86,0.07
45,T45,T45,Steve Wheatcroft,85,0.07
46,47,47,Carlos Ortiz,79,0.07400000000000001
47,T48,T48,Ricky Barnes,97,0.075
48,T48,T48,Jonas Blixt,79,0.075
49,T50,T50,Chad Campbell,90,0.077
50,T50,T50,Morgan Hoffmann,71,0.077
51,T50,T50,Kevin Streelman,82,0.077
52,53,53,Charley Hoffman,91,0.078
53,T54,T54,Sergio Garcia,54,0.079
