,Approaches_from_250-275_yards_RANK THIS WEEK,Approaches_from_250-275_yards_RANK LAST WEEK,Approaches_from_250-275_yards_PLAYER NAME,Approaches_from_250-275_yards_ROUNDS,Approaches_from_250-275_yards_AVG,Approaches_from_250-275_yards_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_# OF ATTEMPTS,Approaches_from_250-275_yards_RELATIVE TO PAR
0,1,1,Jim Furyk,52,"46' 10""",421.5,9,-3
1,2,2,Phil Mickelson,75,"50' 2""",1355.0829999999999,27,-17
2,3,3,Jason Gore,78,"51' 0""",1275.083,25,-14
3,4,4,Seung-Yul Noh,85,"51' 1""",969.9169999999999,19,-16
4,5,5,Robert Streb,87,"52' 3""",1254.667,24,-14
5,6,6,Tyler Aldridge,83,"53' 0""",1112.75,21,-13
6,7,7,Justin Rose,65,"53' 3""",1490.4170000000001,28,-16
7,8,8,Daniel Berger,92,"53' 6""",1337.75,25,-12
8,9,9,Henrik Norlander,71,"53' 10""",1507.4170000000001,28,-13
9,10,10,Jason Day,76,"54' 0""",810.0830000000001,15,-11
10,11,11,Patrick Rodgers,89,"54' 1""",1189.25,22,-19
11,12,12,Thomas Aiken,70,"54' 2""",812.5830000000001,15,-10
12,13,13,Willy Wilcox,67,"55' 0""",1209.417,22,-11
13,14,14,Tony Finau,95,"55' 5""",1052.417,19,-11
14,15,15,Matt Jones,83,"55' 6""",1498.25,27,-19
15,16,16,Martin Laird,82,"56' 4""",1408.1670000000001,25,-16
16,17,17,George McNeill,51,"56' 5""",845.75,15,-7
17,T18,T18,Jason Dufner,105,"57' 2""",1544.5,27,-18
18,T18,T18,Adam Scott,79,"57' 2""",914.1669999999999,16,-6
19,20,20,Kevin Chappell,93,"57' 8""",1672.0,29,-18
20,21,21,Bubba Watson,72,"57' 9""",923.9169999999999,16,-13
21,T22,T22,Troy Merritt,77,"58' 3""",1339.25,23,-14
22,T22,T22,Bryce Molder,80,"58' 3""",1106.833,19,-11
23,24,24,Mark Hubbard,101,"58' 4""",1925.5,33,-19
