,Approaches_225-250_yards-Rgh_RTP_RANK THIS WEEK,Approaches_225-250_yards-Rgh_RTP_RANK LAST WEEK,Approaches_225-250_yards-Rgh_RTP_PLAYER NAME,Approaches_225-250_yards-Rgh_RTP_ROUNDS,Approaches_225-250_yards-Rgh_RTP_AVG RTP
0,1,1,Webb Simpson,70,-1.000
1,2,2,Bronson Burgoon,83,-.727
2,T3,T3,Keegan Bradley,82,-.714
3,T3,T3,Branden Grace,63,-.714
4,5,5,Jason Day,76,-.692
5,6,6,Rory Sabbatini,57,-.667
6,7,7,Scott Piercy,87,-.625
7,8,8,Jamie Lovemark,91,-.611
8,T9,T9,Jason Kokrak,89,-.600
9,T9,T9,Jimmy Walker,85,-.600
10,11,11,John Huh,86,-.556
11,12,12,Sean O'Hair,89,-.550
12,13,13,Marc Leishman,89,-.545
13,14,14,Dustin Johnson,87,-.538
14,T15,T15,Blayne Barber,84,-.500
15,T15,T15,Stewart Cink,61,-.500
16,T15,T15,Lucas Glover,75,-.500
17,T15,T15,Luke Guthrie,57,-.500
18,T15,T15,J.J. Henry,68,-.500
19,T15,T15,William McGirt,98,-.500
20,T15,T15,Rory McIlroy,69,-.500
21,T15,T15,Ryan Palmer,86,-.500
22,T15,T15,Jhonattan Vegas,97,-.500
23,T24,T24,J.B. Holmes,77,-.462
24,T24,T24,Smylie Kaufman,91,-.462
25,T24,T24,Brendan Steele,88,-.462
26,T27,T27,Charles Howell III,91,-.444
27,T27,T27,Patrick Rodgers,89,-.444
28,T29,T29,Rickie Fowler,80,-.429
29,T29,T29,Boo Weekley,83,-.429
30,T31,T31,Geoff Ogilvy,63,-.417
31,T31,T31,Johnson Wagner,86,-.417
32,T33,T33,Ken Duke,58,-.400
33,T33,T33,Billy Horschel,73,-.400
34,T33,T33,Brooks Koepka,75,-.400
35,T33,T33,Wes Roach,59,-.400
36,T33,T33,Shawn Stefani,91,-.400
37,T33,T33,Chris Stroud,82,-.400
38,T33,T33,Bubba Watson,72,-.400
39,T33,T33,Gary Woodland,95,-.400
40,41,41,Tony Finau,95,-.393
41,T42,T42,Jim Furyk,52,-.375
42,T42,T42,Scott Langley,65,-.375
43,T42,T42,Hunter Mahan,61,-.375
44,T42,T42,John Senden,88,-.375
45,T46,T46,Hideki Matsuyama,76,-.364
46,T46,T46,Greg Owen,85,-.364
47,T46,T46,Adam Scott,79,-.364
48,49,49,Jason Dufner,105,-.357
49,T50,T50,Aaron Baddeley,93,-.333
50,T50,T50,Daniel Berger,92,-.333
51,T50,T50,Scott Brown,88,-.333
52,T50,T50,Graeme McDowell,63,-.333
53,T50,T50,Francesco Molinari,64,-.333
54,T50,T50,Louis Oosthuizen,63,-.333
55,T50,T50,Carlos Ortiz,79,-.333
56,57,57,Hiroshi Iwata,85,-.313
57,T58,T58,Jonas Blixt,79,-.300
58,T58,T58,Kevin Chappell,93,-.300
59,T58,T58,Fabián Gómez,82,-.300
60,T58,T58,Martin Laird,82,-.300
61,T62,T62,Robert Streb,87,-.294
62,T62,T62,Justin Thomas,99,-.294
63,T64,T64,Emiliano Grillo,93,-.286
64,T64,T64,Willy Wilcox,67,-.286
65,66,66,Harold Varner III,92,-.273
66,T67,T67,Zac Blair,99,-.250
67,T67,T67,Jason Gore,78,-.250
68,T67,T67,Brian Harman,104,-.250
69,T67,T67,Andrew Landry,53,-.250
70,T67,T67,Phil Mickelson,75,-.250
71,T67,T67,Scott Stallings,74,-.250
72,T67,T67,Nick Taylor,83,-.250
73,74,74,Camilo Villegas,83,-.231
74,T75,T75,Spencer Levin,104,-.222
75,T75,T75,Scott Pinckney,87,-.222
76,T75,T75,Kevin Streelman,82,-.222
77,T78,T78,James Hahn,85,-.214
78,T78,T78,Tom Hoge,81,-.214
79,80,80,Derek Fathauer,94,-.211
80,T81,T81,Robert Garrigus,69,-.200
81,T81,T81,Anirban Lahiri,72,-.200
82,T81,T81,David Lingmerth,84,-.200
83,T81,T81,Ben Martin,92,-.200
84,T81,T81,Justin Rose,65,-.200
85,86,86,Si Woo Kim,113,-.190
86,87,87,Kyle Reifers,115,-.188
87,88,88,Patrick Reed,105,-.176
88,T89,T89,Steven Bowditch,71,-.167
89,T89,T89,Alex Cejka,71,-.167
90,T89,T89,Shane Lowry,57,-.167
91,T92,T92,Retief Goosen,55,-.154
92,T92,T92,Freddie Jacobson,86,-.154
93,T92,T92,Steve Wheatcroft,85,-.154
94,T95,T95,Andres Gonzales,80,-.143
95,T95,T95,Jerry Kelly,76,-.143
96,T95,T95,Matt Kuchar,100,-.143
97,T95,T95,George McNeill,51,-.143
98,T95,T95,Brett Stegmaier,87,-.143
99,100,100,Bill Haas,86,-.125
100,T101,T101,Russell Knox,92,-.111
101,T101,T101,Kevin Na,96,-.111
102,T101,T101,Jordan Spieth,80,-.111
103,104,104,Vaughn Taylor,72,-.100
104,T105,T105,Tyler Aldridge,83,-.091
105,T105,T105,Ben Crane,80,-.091
106,T107,T107,Matt Jones,83,-.083
107,T107,T107,Patton Kizzire,93,-.083
108,T107,T107,Troy Merritt,77,-.083
109,110,110,Michael Kim,100,-.077
110,111,111,Andrew Loupe,75,-.063
111,T112,T112,Stuart Appleby,71,E
112,T112,T112,Ricky Barnes,97,E
113,T112,T112,Jason Bohn,67,E
114,T112,T112,Ángel Cabrera,62,E
115,T112,T112,Paul Casey,77,E
116,T112,T112,Brendon de Jonge,83,E
117,T112,T112,Ernie Els,66,E
118,T112,T112,Derek Ernst,59,E
119,T112,T112,Sergio Garcia,54,E
120,T112,T112,Chesson Hadley,81,E
121,T112,T112,Charley Hoffman,91,E
122,T112,T112,Billy Hurley III,66,E
123,T112,T112,Zach Johnson,90,E
124,T112,T112,Sung Kang,89,E
125,T112,T112,Chris Kirk,90,E
126,T112,T112,Colt Knost,90,E
