,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Patrick Reed,105,-.284
1,2,2,Hideki Matsuyama,76,-.276
2,3,3,Jason Day,76,-.260
3,4,4,Jason Bohn,67,-.248
4,5,5,Dustin Johnson,87,-.247
5,6,6,David Toms,62,-.238
6,7,7,Chris Kirk,90,-.234
7,8,8,Zach Johnson,90,-.232
8,9,9,Ryan Moore,86,-.227
9,10,10,Dawie van der Walt,72,-.226
10,11,11,Scott Piercy,87,-.225
11,12,12,Stuart Appleby,71,-.222
12,13,13,Ernie Els,66,-.218
13,14,14,Rickie Fowler,80,-.217
14,15,15,Ben Crane,80,-.216
15,16,16,Roberto Castro,97,-.210
16,T17,T17,Kevin Kisner,97,-.209
17,T17,T17,Boo Weekley,83,-.209
18,19,19,Matt Kuchar,100,-.208
19,20,20,Padraig Harrington,54,-.204
20,T21,T21,Tim Wilkinson,72,-.201
21,T21,T21,Gary Woodland,95,-.201
22,23,23,Brandt Snedeker,93,-.200
23,24,24,Will MacKenzie,84,-.199
24,25,25,Steve Stricker,53,-.198
25,T26,T26,Aaron Baddeley,93,-.195
26,T26,T26,Troy Merritt,77,-.195
27,28,28,Stewart Cink,61,-.194
28,T29,T29,Abraham Ancer,51,-.193
29,T29,T29,Jon Curran,99,-.193
30,31,31,Si Woo Kim,113,-.192
31,T32,T32,Hiroshi Iwata,85,-.186
32,T32,T32,Justin Rose,65,-.186
33,34,34,Patrick Rodgers,89,-.185
34,35,35,Bubba Watson,72,-.184
35,T36,T36,Jim Furyk,52,-.183
36,T36,T36,Jim Herman,93,-.183
37,T36,T36,Jamie Lovemark,91,-.183
38,T36,T36,Peter Malnati,85,-.183
39,T36,T36,John Senden,88,-.183
40,T36,T36,Cameron Smith,73,-.183
41,T42,T42,Zac Blair,99,-.182
42,T42,T42,Seung-Yul Noh,85,-.182
43,T42,T42,Brian Stuard,66,-.182
44,45,45,Bill Haas,86,-.181
45,T46,T46,William McGirt,98,-.180
46,T46,T46,Bryce Molder,80,-.180
47,T46,T46,Hudson Swafford,104,-.180
48,49,49,Jimmy Walker,85,-.179
