,GIR_Pct._-_Fairway_Bunker_RANK THIS WEEK,GIR_Pct._-_Fairway_Bunker_RANK LAST WEEK,GIR_Pct._-_Fairway_Bunker_PLAYER NAME,GIR_Pct._-_Fairway_Bunker_ROUNDS,GIR_Pct._-_Fairway_Bunker_%,GIR_Pct._-_Fairway_Bunker_GREENS HIT,GIR_Pct._-_Fairway_Bunker_# HOLES,GIR_Pct._-_Fairway_Bunker_RELATIVE/PAR
0,1,1,Sean O'Hair,89,66.7,52,78,-10.00
1,2,2,Seung-Yul Noh,85,62.5,40,64,-10.00
2,3,3,Brian Harman,104,62.4,53,85,-3.00
3,4,4,Luke List,79,62.3,33,53,-2.00
4,5,5,Bronson Burgoon,83,60.7,37,61,-5.00
5,6,6,Luke Guthrie,57,60.6,20,33,-7.00
6,7,7,Paul Casey,77,59.1,26,44,-2.00
7,8,8,Patton Kizzire,93,58.6,34,58,-9.00
8,9,9,Jordan Spieth,80,57.7,41,71,-11.00
9,10,10,Charl Schwartzel,73,57.4,31,54,-6.00
10,T11,T11,Jason Day,76,57.1,32,56,-10.00
11,T11,T11,Kevin Na,96,57.1,28,49,-3.00
12,13,13,Jason Kokrak,89,56.9,37,65,-13.00
13,14,14,Michael Thompson,71,56.8,25,44,-3.00
14,15,15,Brooks Koepka,75,56.7,34,60,-8.00
15,16,16,Matt Kuchar,100,56.5,35,62,-7.00
16,17,17,Martin Piller,59,56.4,31,55,-4.00
17,T18,T18,Billy Hurley III,66,56.3,27,48,-8.00
18,T18,T18,Patrick Rodgers,89,56.3,36,64,-7.00
19,20,20,Brendon de Jonge,83,56.1,32,57,-4.00
20,21,21,Keegan Bradley,82,56.0,28,50,-3.00
21,22,22,Adam Scott,79,55.8,29,52,-1.00
22,T23,T23,Billy Horschel,73,55.6,25,45,-7.00
23,T23,T23,Mark Wilson,66,55.6,20,36,-2.00
24,25,25,Ryan Palmer,86,55.4,46,83,-7.00
25,26,26,Alex Cejka,71,55.0,22,40,-5.00
26,T27,T27,Harris English,97,54.7,35,64,-9.00
27,T27,T27,Michael Kim,100,54.7,58,106,-15.00
28,T27,T27,Justin Thomas,99,54.7,35,64,-3.00
29,T30,T30,Tony Finau,95,54.4,37,68,-8.00
30,T30,T30,Si Woo Kim,113,54.4,49,90,-12.00
31,T30,T30,Shawn Stefani,91,54.4,37,68,-9.00
32,T33,T33,Chad Campbell,90,54.1,33,61,-12.00
33,T33,T33,Phil Mickelson,75,54.1,33,61,-11.00
34,T35,T35,Kevin Chappell,93,54.0,34,63,-5.00
35,T35,T35,Kevin Streelman,82,54.0,27,50,-5.00
36,37,37,Justin Rose,65,53.8,14,26,-3.00
37,38,38,Dawie van der Walt,72,53.7,29,54,-4.00
38,T39,T39,Ben Crane,80,53.6,30,56,-8.00
39,T39,T39,Brendan Steele,88,53.6,30,56,-6.00
40,T39,T39,Hudson Swafford,104,53.6,45,84,-15.00
41,T42,T42,Charles Howell III,91,53.5,38,71,-6.00
42,T42,T42,Rory McIlroy,69,53.5,23,43,-7.00
43,T42,T42,Jhonattan Vegas,97,53.5,46,86,-7.00
44,45,45,Hideki Matsuyama,76,53.2,25,47,-7.00
45,46,46,Padraig Harrington,54,52.9,18,34,E
46,T47,T47,Sung Kang,89,52.8,28,53,-7.00
47,T47,T47,D.A. Points,55,52.8,19,36,-7.00
48,T49,T49,Adam Hadwin,93,52.6,30,57,-7.00
49,T49,T49,Greg Owen,85,52.6,30,57,-7.00
50,T51,T51,Scott Pinckney,87,52.5,31,59,-4.00
51,T51,T51,Chez Reavie,90,52.5,32,61,-6.00
52,53,53,Daniel Summerhays,99,52.4,44,84,-7.00
53,T54,T54,Stewart Cink,61,52.2,24,46,-3.00
54,T54,T54,Shane Lowry,57,52.2,24,46,-4.00
55,T54,T54,Vijay Singh,72,52.2,36,69,-5.00
56,57,57,John Senden,88,52.1,37,71,-8.00
57,58,58,Morgan Hoffmann,71,52.0,26,50,-11.00
58,T59,T59,Bill Haas,86,51.9,27,52,-1.00
59,T59,T59,Kevin Kisner,97,51.9,28,54,-10.00
60,T59,T59,Brett Stegmaier,87,51.9,27,52,-10.00
61,T62,T62,Robert Allenby,51,51.6,16,31,-3.00
62,T62,T62,Patrick Reed,105,51.6,48,93,-9.00
63,T64,T64,Robert Garrigus,69,51.2,22,43,-5.00
64,T64,T64,Charley Hoffman,91,51.2,42,82,-5.00
65,T66,T66,Graham DeLaet,70,51.0,25,49,-6.00
66,T66,T66,Rory Sabbatini,57,51.0,25,49,-7.00
67,68,68,Steven Bowditch,71,50.9,27,53,-1.00
68,T69,T69,Jeff Overton,69,50.8,32,63,-2.00
69,T69,T69,Willy Wilcox,67,50.8,31,61,-8.00
70,71,71,William McGirt,98,50.7,34,67,-8.00
71,72,72,Gary Woodland,95,50.6,42,83,-7.00
72,T73,T73,Stuart Appleby,71,50.0,27,54,-3.00
73,T73,T73,Aaron Baddeley,93,50.0,24,48,-7.00
74,T73,T73,Rickie Fowler,80,50.0,26,52,-4.00
75,T73,T73,David Hearn,95,50.0,30,60,-8.00
76,T73,T73,Russell Knox,92,50.0,25,50,-7.00
77,T73,T73,Scott Piercy,87,50.0,26,52,-1.00
78,T73,T73,Cameron Tringale,81,50.0,33,66,-11.00
79,80,80,Zac Blair,99,49.4,40,81,-11.00
80,81,81,Harold Varner III,92,49.3,34,69,-10.00
81,82,82,Webb Simpson,70,49.2,30,61,-9.00
82,T83,T83,K.J. Choi,73,49.1,28,57,-9.00
83,T83,T83,Will MacKenzie,84,49.1,28,57,-2.00
84,85,85,David Toms,62,49.0,24,49,-1.00
85,T86,T86,Lucas Glover,75,48.6,34,70,-7.00
86,T86,T86,Graeme McDowell,63,48.6,18,37,-5.00
87,T86,T86,Camilo Villegas,83,48.6,35,72,-2.00
88,89,89,Ernie Els,66,48.3,29,60,-11.00
89,90,90,Whee Kim,82,48.2,27,56,-8.00
90,91,91,Geoff Ogilvy,63,48.1,25,52,-6.00
91,92,92,Rhein Gibson,58,47.8,22,46,-4.00
92,93,93,Martin Laird,82,47.7,31,65,-1.00
93,T94,T94,Blayne Barber,84,47.5,28,59,-6.00
94,T94,T94,Ricky Barnes,97,47.5,38,80,-6.00
95,T94,T94,Derek Ernst,59,47.5,19,40,-4.00
96,T94,T94,Francesco Molinari,64,47.5,28,59,-5.00
97,98,98,Russell Henley,76,47.4,27,57,-4.00
98,99,99,Scott Langley,65,47.2,17,36,-2.00
99,T100,T100,Jonas Blixt,79,47.1,32,68,-2.00
100,T100,T100,Jon Curran,99,47.1,33,70,-14.00
101,T100,T100,Jimmy Walker,85,47.1,33,70,-6.00
102,103,103,Derek Fathauer,94,46.9,30,64,-4.00
103,104,104,Johnson Wagner,86,46.5,33,71,-1.00
104,105,105,Kyle Stanley,92,46.4,32,69,-3.00
105,106,106,Chris Kirk,90,46.2,24,52,-3.00
106,107,107,Freddie Jacobson,86,45.9,28,61,-5.00
107,108,108,Jerry Kelly,76,45.7,21,46,E
108,T109,T109,Sergio Garcia,54,45.5,10,22,-3.00
109,T109,T109,John Huh,86,45.5,25,55,+1.00
110,111,111,Emiliano Grillo,93,45.2,28,62,-8.00
111,112,112,Brendon Todd,66,45.1,23,51,-7.00
112,113,113,Rob Oppenheim,67,44.7,21,47,-3.00
113,T114,T114,Jason Bohn,67,44.4,20,45,-2.00
114,T114,T114,Brandt Snedeker,93,44.4,32,72,-3.00
115,T116,T116,Henrik Norlander,71,44.2,23,52,-2.00
116,T116,T116,Cameron Smith,73,44.2,23,52,-8.00
117,118,118,Fabián Gómez,82,44.1,26,59,-6.00
118,T119,T119,David Lingmerth,84,44.0,22,50,-6.00
119,T119,T119,Hunter Mahan,61,44.0,22,50,-4.00
120,T121,T121,Jamie Lovemark,91,43.9,25,57,-8.00
121,T121,T121,Ryan Moore,86,43.9,18,41,-4.00
122,123,123,Bubba Watson,72,43.8,21,48,-5.00
123,124,124,Mark Hubbard,101,43.7,31,71,-5.00
124,T125,T125,Smylie Kaufman,91,43.5,30,69,-7.00
125,T125,T125,Chris Stroud,82,43.5,27,62,-7.00
126,T127,T127,Jason Dufner,105,43.4,33,76,-5.00
127,T127,T127,Jim Herman,93,43.4,23,53,-3.00
128,129,129,Roberto Castro,97,43.3,26,60,-6.00
129,130,130,Troy Merritt,77,43.2,32,74,-4.00
130,T131,T131,J.J. Henry,68,43.1,28,65,+1.00
131,T131,T131,Carlos Ortiz,79,43.1,22,51,-2.00
132,T133,T133,Branden Grace,63,42.9,15,35,E
133,T133,T133,Nick Taylor,83,42.9,27,63,-1.00
134,135,135,Kyle Reifers,115,42.7,38,89,-2.00
135,136,136,Vaughn Taylor,72,42.6,26,61,-7.00
136,137,137,Andres Gonzales,80,42.3,22,52,-2.00
137,138,138,Peter Malnati,85,41.9,26,62,-5.00
138,T139,T139,James Hahn,85,41.8,23,55,-5.00
139,T139,T139,Anirban Lahiri,72,41.8,23,55,-8.00
140,T139,T139,Robert Streb,87,41.8,33,79,-3.00
141,142,142,Bryce Molder,80,41.7,25,60,-5.00
142,143,143,Ben Martin,92,41.3,31,75,-8.00
143,144,144,George McNeill,51,41.2,14,34,-3.00
144,145,145,Spencer Levin,104,40.7,24,59,-5.00
145,T146,T146,Erik Compton,65,40.4,19,47,-3.00
146,T146,T146,Tim Wilkinson,72,40.4,19,47,-4.00
147,T148,T148,Luke Donald,81,40.0,12,30,-2.00
148,T148,T148,J.B. Holmes,77,40.0,18,45,-3.00
149,T148,T148,Marc Leishman,89,40.0,24,60,-8.00
150,T151,T151,Zach Johnson,90,39.7,23,58,-4.00
151,T151,T151,Danny Lee,93,39.7,25,63,-5.00
152,153,153,Ken Duke,58,39.5,17,43,-6.00
153,154,154,Chad Collins,73,39.2,20,51,E
