,Approach__200_yards_RTP_Score_RANK THIS WEEK,Approach__200_yards_RTP_Score_RANK LAST WEEK,Approach__200_yards_RTP_Score_PLAYER NAME,Approach__200_yards_RTP_Score_ROUNDS,Approach__200_yards_RTP_Score_AVG RTP
0,1,1,Jason Day,76,-0.335
1,2,2,Phil Mickelson,75,-0.316
2,3,3,Charl Schwartzel,73,-0.3
3,4,4,Robert Garrigus,69,-0.297
4,5,5,Retief Goosen,55,-0.27899999999999997
5,6,6,Harold Varner III,92,-0.278
6,7,7,Adam Hadwin,93,-0.276
7,8,8,Rory McIlroy,69,-0.275
8,9,9,Sergio Garcia,54,-0.26899999999999996
9,10,10,Patrick Reed,105,-0.268
10,11,11,Louis Oosthuizen,63,-0.256
11,12,12,Henrik Norlander,71,-0.255
12,13,13,Adam Scott,79,-0.253
13,14,14,Smylie Kaufman,91,-0.252
14,15,15,Brooks Koepka,75,-0.249
15,16,16,Blayne Barber,84,-0.248
16,17,17,Jordan Spieth,80,-0.247
17,18,18,Kelly Kraft,63,-0.24600000000000002
18,19,19,Ryan Palmer,86,-0.24
19,20,20,Charley Hoffman,91,-0.239
20,21,21,Justin Rose,65,-0.23399999999999999
21,22,22,Paul Casey,77,-0.23
22,T23,T23,Emiliano Grillo,93,-0.22899999999999998
23,T23,T23,Martin Laird,82,-0.22899999999999998
24,25,25,Rickie Fowler,80,-0.228
25,26,26,Wes Roach,59,-0.22699999999999998
26,T27,T27,Andrew Loupe,75,-0.225
27,T27,T27,Ben Martin,92,-0.225
28,29,29,Scott Stallings,74,-0.223
29,30,30,Jhonattan Vegas,97,-0.22
30,T31,T31,Danny Lee,93,-0.217
31,T31,T31,Brendan Steele,88,-0.217
32,33,33,Charles Howell III,91,-0.215
33,34,34,Scott Piercy,87,-0.212
34,35,35,William McGirt,98,-0.21100000000000002
35,36,36,Luke List,79,-0.21
36,37,37,Alex Cejka,71,-0.209
37,38,38,Camilo Villegas,83,-0.20600000000000002
38,39,39,Patton Kizzire,93,-0.205
39,40,40,Nick Taylor,83,-0.203
40,41,41,Chris Stroud,82,-0.201
41,42,42,Chesson Hadley,81,-0.19899999999999998
42,43,43,Patrick Rodgers,89,-0.198
43,44,44,Dustin Johnson,87,-0.19699999999999998
44,45,45,Russell Knox,92,-0.195
45,46,46,Daniel Summerhays,99,-0.19399999999999998
46,T47,T47,Si Woo Kim,113,-0.193
47,T47,T47,Kevin Kisner,97,-0.193
48,49,49,Jamie Lovemark,91,-0.192
49,T50,T50,Sean O'Hair,89,-0.19
50,T50,T50,Kyle Reifers,115,-0.19
51,T52,T52,Tony Finau,95,-0.18899999999999997
52,T52,T52,Andres Gonzales,80,-0.18899999999999997
53,T54,T54,Geoff Ogilvy,63,-0.188
54,T54,T54,Dawie van der Walt,72,-0.188
55,T56,T56,Matt Kuchar,100,-0.187
56,T56,T56,Gary Woodland,95,-0.187
57,T58,T58,Marc Leishman,89,-0.185
58,T58,T58,Carlos Ortiz,79,-0.185
59,T58,T58,Hudson Swafford,104,-0.185
60,61,61,Roberto Castro,97,-0.182
61,62,62,Luke Guthrie,57,-0.18100000000000002
62,T63,T63,Hideki Matsuyama,76,-0.179
63,T63,T63,Troy Merritt,77,-0.179
64,T65,T65,Chad Campbell,90,-0.177
65,T65,T65,Jason Kokrak,89,-0.177
66,T65,T65,Jimmy Walker,85,-0.177
67,68,68,J.B. Holmes,77,-0.17600000000000002
68,69,69,Tyler Aldridge,83,-0.175
69,T70,T70,Spencer Levin,104,-0.174
70,T70,T70,Seung-Yul Noh,85,-0.174
71,T70,T70,Brandt Snedeker,93,-0.174
72,T73,T73,Lucas Glover,75,-0.17300000000000001
73,T73,T73,Padraig Harrington,54,-0.17300000000000001
74,T75,T75,Jonas Blixt,79,-0.172
75,T75,T75,Brett Stegmaier,87,-0.172
76,77,77,Fabián Gómez,82,-0.171
77,78,78,Justin Thomas,99,-0.16899999999999998
78,T79,T79,Bill Haas,86,-0.16699999999999998
79,T79,T79,Jerry Kelly,76,-0.16699999999999998
80,T81,T81,Keegan Bradley,82,-0.165
81,T81,T81,Ángel Cabrera,62,-0.165
82,T83,T83,John Huh,86,-0.16399999999999998
83,T83,T83,Rod Pampling,54,-0.16399999999999998
84,T83,T83,Bubba Watson,72,-0.16399999999999998
85,86,86,Cameron Tringale,81,-0.163
86,T87,T87,Ricky Barnes,97,-0.159
87,T87,T87,Scott Brown,88,-0.159
88,89,89,Derek Ernst,59,-0.158
89,T90,T90,Harris English,97,-0.157
90,T90,T90,Graeme McDowell,63,-0.157
91,T92,T92,Aaron Baddeley,93,-0.156
92,T92,T92,Matt Jones,83,-0.156
93,T94,T94,Kevin Chappell,93,-0.155
94,T94,T94,Michael Thompson,71,-0.155
95,96,96,Brian Harman,104,-0.154
96,T97,T97,Chris Kirk,90,-0.151
97,T97,T97,Johnson Wagner,86,-0.151
98,T97,T97,Willy Wilcox,67,-0.151
99,T100,T100,Daniel Berger,92,-0.14800000000000002
100,T100,T100,Russell Henley,76,-0.14800000000000002
101,T100,T100,Francesco Molinari,64,-0.14800000000000002
102,T100,T100,Chez Reavie,90,-0.14800000000000002
103,104,104,Scott Langley,65,-0.145
104,T105,T105,Sung Kang,89,-0.14300000000000002
105,T105,T105,David Lingmerth,84,-0.14300000000000002
106,T105,T105,Scott Pinckney,87,-0.14300000000000002
107,108,108,Thomas Aiken,70,-0.142
108,109,109,Robert Streb,87,-0.136
109,110,110,Bryce Molder,80,-0.135
110,111,111,Martin Piller,59,-0.129
111,112,112,Stuart Appleby,71,-0.128
112,T113,T113,Billy Hurley III,66,-0.127
113,T113,T113,Freddie Jacobson,86,-0.127
114,T115,T115,K.J. Choi,73,-0.126
115,T115,T115,Sam Saunders,69,-0.126
116,117,117,Stewart Cink,61,-0.125
117,118,118,Graham DeLaet,70,-0.12300000000000001
118,119,119,John Senden,88,-0.122
119,T120,T120,David Hearn,95,-0.121
120,T120,T120,Morgan Hoffmann,71,-0.121
121,122,122,Tom Hoge,81,-0.12
122,123,123,Brendon de Jonge,83,-0.11900000000000001
