,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Rory McIlroy,69,-.583
1,2,2,Dustin Johnson,87,-.500
2,3,3,Jimmy Walker,85,-.479
3,4,4,Jason Kokrak,89,-.413
4,5,5,J.B. Holmes,77,-.383
5,6,6,Branden Grace,63,-.355
6,7,7,Jhonattan Vegas,97,-.352
7,8,8,Luke List,79,-.351
8,9,9,Jamie Lovemark,91,-.333
9,10,10,Ángel Cabrera,62,-.324
10,11,11,Gary Woodland,95,-.321
11,12,12,Rickie Fowler,80,-.320
12,T13,T13,Kevin Chappell,93,-.306
13,T13,T13,Smylie Kaufman,91,-.306
14,15,15,Bubba Watson,72,-.290
15,16,16,Andrew Loupe,75,-.286
16,17,17,Patrick Rodgers,89,-.279
17,18,18,Tony Finau,95,-.271
18,19,19,Sean O'Hair,89,-.264
19,20,20,Scott Stallings,74,-.262
20,21,21,Brooks Koepka,75,-.261
21,22,22,Lucas Glover,75,-.250
22,23,23,Phil Mickelson,75,-.246
23,24,24,Geoff Ogilvy,63,-.241
24,25,25,Johnson Wagner,86,-.231
25,26,26,Francesco Molinari,64,-.225
26,27,27,Daniel Berger,92,-.217
27,28,28,Brendan Steele,88,-.214
28,T29,T29,Keegan Bradley,82,-.200
29,T29,T29,Scott Piercy,87,-.200
30,31,31,Jason Dufner,105,-.196
31,32,32,Webb Simpson,70,-.189
32,33,33,Martin Laird,82,-.186
33,34,34,Harold Varner III,92,-.180
34,35,35,Robert Streb,87,-.179
35,36,36,Bronson Burgoon,83,-.173
36,37,37,Justin Thomas,99,-.164
37,38,38,Marc Leishman,89,-.163
38,39,39,Boo Weekley,83,-.162
39,T40,T40,Blayne Barber,84,-.160
40,T40,T40,Sergio Garcia,54,-.160
41,42,42,Jason Day,76,-.158
42,43,43,Freddie Jacobson,86,-.149
43,44,44,Brett Stegmaier,87,-.147
44,45,45,Hiroshi Iwata,85,-.146
45,46,46,Justin Rose,65,-.139
46,T47,T47,Paul Casey,77,-.133
47,T47,T47,Charles Howell III,91,-.133
48,T47,T47,Scott Pinckney,87,-.133
49,50,50,Alex Cejka,71,-.130
50,51,51,Steve Wheatcroft,85,-.123
51,52,52,John Huh,86,-.122
52,53,53,John Senden,88,-.119
53,54,54,Vijay Singh,72,-.118
54,55,55,Hideki Matsuyama,76,-.114
55,56,56,Adam Scott,79,-.105
56,57,57,Ryan Palmer,86,-.104
57,58,58,Shane Lowry,57,-.100
58,59,59,Matt Kuchar,100,-.094
59,60,60,Billy Horschel,73,-.091
60,61,61,Willy Wilcox,67,-.089
61,62,62,Danny Lee,93,-.086
62,63,63,Jonas Blixt,79,-.078
63,T64,T64,Robert Garrigus,69,-.077
64,T64,T64,Rory Sabbatini,57,-.077
65,66,66,Wes Roach,59,-.074
66,67,67,Carlos Ortiz,79,-.073
67,68,68,Patrick Reed,105,-.070
68,69,69,Greg Owen,85,-.067
69,70,70,Aaron Baddeley,93,-.066
70,71,71,Stewart Cink,61,-.063
71,72,72,Colt Knost,90,-.061
72,T73,T73,Jason Gore,78,-.059
73,T73,T73,Russell Henley,76,-.059
74,75,75,Fabián Gómez,82,-.057
75,76,76,Seung-Yul Noh,85,-.056
76,77,77,Tyler Aldridge,83,-.053
77,T78,T78,Graeme McDowell,63,-.050
78,T78,T78,Brandt Snedeker,93,-.050
79,80,80,Kevin Na,96,-.049
80,81,81,Bill Haas,86,-.047
81,82,82,Graham DeLaet,70,-.045
82,83,83,Erik Compton,65,-.043
83,84,84,William McGirt,98,-.034
84,85,85,Jerry Kelly,76,-.033
85,86,86,Thomas Aiken,70,-.032
86,87,87,Steve Marino,72,-.031
87,T88,T88,Sam Saunders,69,-.029
88,T88,T88,Jordan Spieth,80,-.029
89,90,90,Charl Schwartzel,73,-.026
90,91,91,Scott Brown,88,-.025
91,92,92,Padraig Harrington,54,-.023
92,T93,T93,Harris English,97,-.022
93,T93,T93,Shawn Stefani,91,-.022
94,95,95,Hudson Swafford,104,-.020
95,96,96,Sung Kang,89,-.019
96,T97,T97,Retief Goosen,55,E
97,T97,T97,Chesson Hadley,81,E
98,T97,T97,Brian Harman,104,E
99,T97,T97,Jim Herman,93,E
100,T97,T97,Michael Kim,100,E
101,T97,T97,Patton Kizzire,93,E
102,T97,T97,Troy Merritt,77,E
103,T97,T97,Steve Stricker,53,E
104,T97,T97,Daniel Summerhays,99,E
105,T106,T106,Derek Fathauer,94,+.019
106,T106,T106,Mark Hubbard,101,+.019
107,T108,T108,Ernie Els,66,+.021
108,T108,T108,James Hahn,85,+.021
109,110,110,Ben Crane,80,+.023
110,111,111,Will MacKenzie,84,+.024
111,T112,T112,Roberto Castro,97,+.026
112,T112,T112,Morgan Hoffmann,71,+.026
113,T112,T112,Zach Johnson,90,+.026
114,115,115,J.J. Henry,68,+.029
115,T116,T116,Luke Guthrie,57,+.030
116,T116,T116,Kevin Streelman,82,+.030
117,118,118,Nick Taylor,83,+.037
118,119,119,Derek Ernst,59,+.038
119,120,120,Si Woo Kim,113,+.042
120,121,121,Chris Kirk,90,+.043
121,122,122,Henrik Norlander,71,+.053
122,123,123,Vaughn Taylor,72,+.054
123,124,124,Camilo Villegas,83,+.056
124,T125,T125,Billy Hurley III,66,+.061
125,T125,T125,D.A. Points,55,+.061
126,127,127,Russell Knox,92,+.063
127,128,128,Matt Jones,83,+.064
128,129,129,Kelly Kraft,63,+.065
129,130,130,Zac Blair,99,+.067
130,T131,T131,Brendon de Jonge,83,+.068
131,T131,T131,Anirban Lahiri,72,+.068
132,133,133,Ricky Barnes,97,+.073
133,134,134,Jim Furyk,52,+.074
134,135,135,Scott Langley,65,+.077
135,136,136,Rhein Gibson,58,+.079
136,137,137,Tom Hoge,81,+.081
137,138,138,Brendon Todd,66,+.083
138,139,139,Michael Thompson,71,+.087
139,T140,T140,David Lingmerth,84,+.091
140,T140,T140,Cameron Tringale,81,+.091
141,142,142,Rob Oppenheim,67,+.095
142,143,143,Emiliano Grillo,93,+.097
143,T144,T144,Stuart Appleby,71,+.098
144,T144,T144,Andres Gonzales,80,+.098
145,T146,T146,Hunter Mahan,61,+.100
146,T146,T146,Peter Malnati,85,+.100
147,148,148,Luke Donald,81,+.102
148,T149,T149,Adam Hadwin,93,+.115
149,T149,T149,Kyle Reifers,115,+.115
150,T149,T149,Brian Stuard,66,+.115
151,152,152,D.H. Lee,61,+.136
152,153,153,Tim Wilkinson,72,+.150
153,154,154,George McNeill,51,+.152
154,155,155,Louis Oosthuizen,63,+.154
155,T156,T156,Whee Kim,82,+.158
156,T156,T156,Dicky Pride,55,+.158
157,158,158,Spencer Levin,104,+.160
158,159,159,Ken Duke,58,+.161
159,160,160,Charley Hoffman,91,+.162
160,161,161,Steven Bowditch,71,+.163
161,T162,T162,Andrew Landry,53,+.167
162,T162,T162,Martin Piller,59,+.167
163,164,164,Chad Campbell,90,+.178
164,165,165,Ben Martin,92,+.186
165,166,166,Chris Stroud,82,+.192
166,167,167,Mark Wilson,66,+.194
