,Approach_225-250_yards_RTP_RANK THIS WEEK,Approach_225-250_yards_RTP_RANK LAST WEEK,Approach_225-250_yards_RTP_PLAYER NAME,Approach_225-250_yards_RTP_ROUNDS,Approach_225-250_yards_RTP_AVG RTP
0,1,1,Brad Fritsch,50,-.484
1,2,2,Willy Wilcox,51,-.412
2,3,3,Dustin Johnson,58,-.400
3,4,4,Brendan Steele,89,-.394
4,5,5,Andrew Svoboda,77,-.360
5,6,6,Adam Scott,68,-.357
6,T7,T7,Rory Sabbatini,82,-.356
7,T7,T7,Michael Thompson,74,-.356
8,9,9,Bubba Watson,76,-.354
9,10,10,Billy Horschel,92,-.348
10,11,11,J.B. Holmes,86,-.328
11,T12,T12,Briny Baird,50,-.324
12,T12,T12,Paul Casey,56,-.324
13,T12,T12,Kevin Na,94,-.324
14,15,15,Josh Teater,90,-.323
15,16,16,Kevin Kisner,85,-.320
16,T17,T17,Rickie Fowler,91,-.317
17,T17,T17,Matt Kuchar,91,-.317
18,19,19,Jamie Lovemark,64,-.313
19,20,20,John Senden,99,-.307
20,21,21,Matt Every,85,-.306
21,22,22,Trevor Immelman,84,-.304
22,23,23,Luke Donald,57,-.294
23,24,24,Martin Flores,85,-.288
24,T25,T25,Steven Bowditch,93,-.283
25,T25,T25,David Hearn,97,-.283
26,27,27,Ernie Els,85,-.281
27,28,28,Bryce Molder,77,-.278
28,29,29,Graham DeLaet,80,-.275
29,T30,T30,Andres Romero,81,-.273
30,T30,T30,Jordan Spieth,102,-.273
31,32,32,Brice Garnett,92,-.270
32,33,33,Sean O'Hair,77,-.269
33,34,34,Brian Harman,111,-.268
34,35,35,Tim Clark,75,-.267
35,T36,T36,Scott Brown,100,-.264
36,T36,T36,Kevin Stadler,90,-.264
37,T38,T38,Robert Garrigus,80,-.262
38,T38,T38,Rory McIlroy,66,-.262
39,40,40,Cameron Tringale,111,-.259
40,41,41,Kevin Tway,64,-.258
41,42,42,John Peterson,62,-.255
42,T43,T43,Jim Furyk,84,-.254
43,T43,T43,Ryan Moore,86,-.254
44,45,45,Camilo Villegas,95,-.250
45,T46,T46,Ricky Barnes,92,-.245
46,T46,T46,Charl Schwartzel,64,-.245
47,T48,T48,Jason Day,54,-.243
48,T48,T48,Wes Roach,67,-.243
49,50,50,Troy Matteson,62,-.235
50,T51,T51,Woody Austin,63,-.233
51,T51,T51,Lucas Glover,68,-.233
52,53,53,James Driscoll,71,-.231
53,54,54,Charles Howell III,106,-.229
54,T55,T55,Hunter Mahan,88,-.225
55,T55,T55,Troy Merritt,62,-.225
56,57,57,Martin Laird,66,-.224
57,58,58,Charlie Wi,72,-.222
58,59,59,Zach Johnson,97,-.221
59,60,60,Jerry Kelly,80,-.217
60,61,61,Justin Rose,70,-.214
61,62,62,Harris English,95,-.209
62,63,63,Martin Kaymer,65,-.208
63,64,64,Sangmoon Bae,76,-.207
64,65,65,George McNeill,79,-.206
65,66,66,Tommy Gainey,73,-.205
66,T67,T67,Bud Cauley,56,-.200
67,T67,T67,J.J. Henry,91,-.200
68,T67,T67,Bronson La'Cassie,51,-.200
69,T67,T67,Jim Renner,61,-.200
70,71,71,Chris Stroud,88,-.197
71,72,72,Nicholas Thompson,85,-.196
72,73,73,Seung-Yul Noh,92,-.194
73,74,74,Bo Van Pelt,83,-.192
74,75,75,Carl Pettersson,91,-.189
75,76,76,Jim Herman,62,-.188
76,T77,T77,Nick Watney,80,-.182
77,T77,T77,Lee Westwood,57,-.182
78,T79,T79,Brian Davis,93,-.179
79,T79,T79,John Rollins,84,-.179
80,T79,T79,Shawn Stefani,60,-.179
81,T82,T82,Robert Allenby,83,-.173
82,T82,T82,Bill Haas,107,-.173
83,84,84,Scott Langley,95,-.170
84,T85,T85,Jason Dufner,57,-.167
85,T85,T85,Derek Ernst,80,-.167
86,T85,T85,Russell Henley,92,-.167
87,T85,T85,Hideki Matsuyama,82,-.167
88,T85,T85,Ryan Palmer,85,-.167
89,90,90,Boo Weekley,73,-.163
90,T91,T91,Jonas Blixt,64,-.162
91,T91,T91,Brendon de Jonge,109,-.162
92,93,93,Kyle Stanley,87,-.161
93,94,94,Jimmy Walker,98,-.159
94,T95,T95,Kevin Chappell,100,-.158
95,T95,T95,Y.E. Yang,79,-.158
96,97,97,Graeme McDowell,66,-.157
97,T98,T98,Jason Bohn,81,-.155
98,T98,T98,Webb Simpson,87,-.155
99,100,100,Ryo Ishikawa,75,-.154
100,T101,T101,Freddie Jacobson,91,-.151
101,T101,T101,Chris Kirk,105,-.151
102,T101,T101,Jeff Overton,80,-.151
103,T101,T101,Kevin Streelman,79,-.151
104,105,105,Jhonattan Vegas,77,-.148
105,T106,T106,Gonzalo Fernandez-Castaño,83,-.145
106,T106,T106,Brian Stuard,91,-.145
107,T108,T108,Jason Kokrak,65,-.143
108,T108,T108,Mike Weir,69,-.143
109,110,110,Tyrone Van Aswegen,79,-.140
110,111,111,Aaron Baddeley,74,-.135
111,112,112,Jonathan Byrd,76,-.132
112,113,113,Daniel Summerhays,98,-.131
113,T114,T114,Luke Guthrie,85,-.129
114,T114,T114,Russell Knox,92,-.129
115,116,116,Brandt Snedeker,89,-.127
116,T117,T117,K.J. Choi,80,-.125
117,T117,T117,Danny Lee,84,-.125
118,T117,T117,Patrick Reed,92,-.125
119,T117,T117,Robert Streb,75,-.125
120,121,121,Will MacKenzie,82,-.123
121,T122,T122,"Ted Potter, Jr.",68,-.122
122,T122,T122,Tim Wilkinson,86,-.122
123,124,124,Ben Martin,80,-.120
124,125,125,Spencer Levin,59,-.118
125,126,126,Stewart Cink,91,-.115
126,127,127,Richard Lee,80,-.114
127,128,128,Morgan Hoffmann,103,-.111
128,129,129,Keegan Bradley,89,-.109
129,130,130,Ian Poulter,57,-.103
130,131,131,Michael Putnam,106,-.096
131,132,132,Andrew Loupe,65,-.094
132,133,133,Scott Stallings,77,-.091
133,T134,T134,Chesson Hadley,84,-.089
134,T134,T134,Matt Jones,83,-.089
135,136,136,Pat Perez,84,-.086
136,T137,T137,Erik Compton,88,-.085
137,T137,T137,Billy Hurley III,86,-.085
138,139,139,Chad Campbell,57,-.083
139,T140,T140,Sergio Garcia,61,-.081
140,T140,T140,Mark Wilson,69,-.081
141,T142,T142,Ben Curtis,77,-.080
142,T142,T142,Marc Leishman,81,-.080
143,T144,T144,James Hahn,82,-.068
144,T144,T144,Johnson Wagner,69,-.068
145,146,146,Roberto Castro,76,-.067
146,147,147,Gary Woodland,93,-.061
147,148,148,Ken Duke,80,-.060
148,149,149,Justin Hicks,103,-.058
149,150,150,Davis Love III,74,-.055
150,151,151,Heath Slocum,71,-.051
151,152,152,John Merrick,87,-.043
152,153,153,Stuart Appleby,92,-.042
153,154,154,Charley Hoffman,93,-.033
154,T155,T155,William McGirt,96,-.027
155,T155,T155,Phil Mickelson,71,-.027
156,T155,T155,Henrik Stenson,56,-.027
157,T155,T155,Brendon Todd,108,-.027
158,T159,T159,D.A. Points,75,-.026
159,T159,T159,David Toms,64,-.026
160,161,161,Hudson Swafford,75,-.023
161,162,162,Ángel Cabrera,69,-.019
162,T163,T163,Charlie Beljan,76,E
163,T163,T163,D.H. Lee,54,E
164,T163,T163,David Lingmerth,80,E
165,T163,T163,Jeff Maggert,54,E
166,T163,T163,Louis Oosthuizen,50,E
167,168,168,Ben Crane,81,+.017
168,169,169,Retief Goosen,94,+.020
169,170,170,Justin Leonard,75,+.024
170,171,171,Brian Gay,81,+.042
171,172,172,Greg Chalmers,85,+.049
172,173,173,Chad Collins,78,+.057
173,174,174,Vijay Singh,83,+.078
174,175,175,John Huh,87,+.088
175,176,176,Brooks Koepka,56,+.094
176,177,177,Geoff Ogilvy,84,+.145
