,Approaches_from_250-275_yards_RANK THIS WEEK,Approaches_from_250-275_yards_RANK LAST WEEK,Approaches_from_250-275_yards_PLAYER NAME,Approaches_from_250-275_yards_ROUNDS,Approaches_from_250-275_yards_AVG,Approaches_from_250-275_yards_TOTAL DISTANCE (FEET),Approaches_from_250-275_yards_# OF ATTEMPTS,Approaches_from_250-275_yards_RELATIVE TO PAR
0,1,1,Lucas Glover,68,"47' 5""",663.5,14,-5
1,2,2,Jordan Spieth,102,"47' 10""",1244.667,26,-14
2,3,3,Marc Leishman,81,"51' 0""",1224.417,24,-15
3,4,4,Charlie Beljan,76,"53' 1""",902.4169999999999,17,-12
4,5,5,Brendan Steele,89,"53' 5""",1174.917,22,-11
5,6,6,Robert Allenby,83,"53' 8""",1342.0,25,-11
6,7,7,Keegan Bradley,89,"53' 9""",1505.5,28,-18
7,8,8,James Hahn,82,"54' 2""",1408.1670000000001,26,-20
8,9,9,Graham DeLaet,80,"54' 5""",1196.25,22,-9
9,10,10,Paul Casey,56,"54' 11""",768.25,14,-9
10,11,11,John Peterson,62,"55' 0""",1209.583,22,-8
11,12,12,Michael Putnam,106,"55' 2""",2042.6670000000001,37,-17
12,13,13,Harris English,95,"55' 3""",1271.25,23,-14
13,14,14,Martin Laird,66,"55' 7""",1556.6670000000001,28,-16
14,15,15,Charl Schwartzel,64,"56' 2""",1235.75,22,-11
15,T16,T16,Danny Lee,84,"56' 4""",1465.5,26,-18
16,T16,T16,Hideki Matsuyama,82,"56' 4""",1577.0,28,-12
17,T18,T18,Brad Fritsch,50,"56' 6""",678.3330000000001,12,-6
18,T18,T18,Ben Martin,80,"56' 6""",1016.3330000000001,18,-10
19,20,20,Chris Kirk,105,"56' 10""",1819.3329999999999,32,-17
20,21,21,Charlie Wi,72,"57' 2""",1257.917,22,-13
21,22,22,Jason Dufner,57,"57' 3""",1087.25,19,-8
22,T23,T23,Jim Renner,61,"57' 7""",863.3330000000001,15,-7
23,T23,T23,Andrew Svoboda,77,"57' 7""",1325.1670000000001,23,-10
24,25,25,Willy Wilcox,51,"58' 8""",586.4169999999999,10,-7
25,26,26,Brian Davis,93,"58' 9""",1881.25,32,-26
26,T27,T27,Bud Cauley,56,"58' 11""",1002.0,17,-8
27,T27,T27,Zach Johnson,97,"58' 11""",2122.167,36,-13
28,29,29,Sangmoon Bae,76,"59' 0""",1829.6670000000001,31,-16
29,30,30,Henrik Stenson,56,"59' 2""",1183.167,20,-6
30,T31,T31,Josh Teater,90,"59' 4""",1365.25,23,-11
31,T31,T31,Camilo Villegas,95,"59' 4""",1364.0,23,-9
