,GIR_Percentage_-__75_yards_RANK THIS WEEK,GIR_Percentage_-__75_yards_RANK LAST WEEK,GIR_Percentage_-__75_yards_PLAYER NAME,GIR_Percentage_-__75_yards_ROUNDS,GIR_Percentage_-__75_yards_%,GIR_Percentage_-__75_yards_GREENS HIT,GIR_Percentage_-__75_yards_TOTAL HOLES,GIR_Percentage_-__75_yards_RELATIVE TO PAR
0,1,1,Chad Campbell,57,97.22,70,72,-0.41
1,2,2,K.J. Choi,80,96.23,102,106,-0.68
2,3,3,Bryce Molder,77,95.51,85,89,-0.65
3,4,4,Jason Dufner,57,94.44,85,90,-0.62
4,5,5,Mike Weir,69,94.05,79,84,-0.57
5,6,6,Brendon Todd,108,93.02,120,129,-0.55
6,7,7,Tim Wilkinson,86,93.0,93,100,-0.59
7,8,8,Luke Donald,57,92.65,63,68,-0.7
8,9,9,Josh Teater,90,92.41,146,158,-0.58
9,10,10,Bubba Watson,76,92.26,155,168,-0.6
10,11,11,Kevin Stadler,90,91.91,159,173,-0.58
11,12,12,Roberto Castro,76,91.82,101,110,-0.6
12,13,13,Andrew Svoboda,77,91.79,123,134,-0.52
13,14,14,Cameron Tringale,111,91.58,185,202,-0.63
14,15,15,Brice Garnett,92,91.46,150,164,-0.59
15,T16,T16,Ryan Moore,86,91.43,128,140,-0.59
16,T16,T16,Gary Woodland,93,91.43,192,210,-0.55
17,18,18,Ken Duke,80,91.34,116,127,-0.6
18,T19,T19,Adam Scott,68,91.08,143,157,-0.71
19,T19,T19,Jhonattan Vegas,77,91.08,143,157,-0.63
20,21,21,Bill Haas,107,91.05,173,190,-0.63
21,22,22,Patrick Reed,92,91.02,152,167,-0.7
22,23,23,George McNeill,79,90.98,121,133,-0.6
23,24,24,Tim Clark,75,90.91,80,88,-0.59
24,25,25,Rory McIlroy,66,90.73,137,151,-0.7
25,T26,T26,Hudson Swafford,75,90.68,107,118,-0.58
26,T26,T26,Boo Weekley,73,90.68,107,118,-0.53
27,28,28,Heath Slocum,71,90.59,77,85,-0.57
28,29,29,Martin Flores,85,90.58,125,138,-0.58
29,30,30,Jimmy Walker,98,90.5,181,200,-0.7
30,31,31,Troy Merritt,62,90.48,76,84,-0.57
31,32,32,Y.E. Yang,79,90.38,94,104,-0.6
32,T33,T33,Zach Johnson,97,90.2,138,153,-0.7
33,T33,T33,Wes Roach,67,90.2,92,102,-0.58
