,Approaches_from__100_yards_RANK THIS WEEK,Approaches_from__100_yards_RANK LAST WEEK,Approaches_from__100_yards_PLAYER NAME,Approaches_from__100_yards_ROUNDS,Approaches_from__100_yards_AVG,Approaches_from__100_yards_TOTAL DISTANCE (FEET),Approaches_from__100_yards_# OF ATTEMPTS,Approaches_from__100_yards_RELATIVE TO PAR
0,1,1,Dustin Johnson,58,"28' 10""",13336.5,463,-0.13
1,2,2,Hideki Matsuyama,82,"29' 1""",22203.167,763,-0.12
2,3,3,Graham DeLaet,80,"29' 5""",22996.75,781,-0.10
3,4,4,Chad Campbell,57,"29' 9""",16905.333,569,-0.10
4,T5,T5,Rory McIlroy,66,"29' 11""",16650.25,557,-0.18
5,T5,T5,Nick Watney,80,"29' 11""",20934.667,700,-0.09
6,7,7,Paul Casey,56,"30' 1""",16495.917,549,-0.13
7,8,8,Russell Knox,92,"30' 3""",31535.083,1042,-0.09
8,9,9,Bo Van Pelt,83,"30' 4""",24893.0,820,-0.10
9,T10,T10,Kevin Chappell,100,"30' 9""",32773.0,1067,-0.10
10,T10,T10,Tyrone Van Aswegen,79,"30' 9""",22731.75,739,-0.08
11,T12,T12,Robert Garrigus,80,"30' 10""",26391.667,855,-0.11
12,T12,T12,Zach Johnson,97,"30' 10""",33122.167,1075,-0.11
13,14,14,Jim Furyk,84,"31' 0""",27498.083,887,-0.11
14,15,15,Troy Merritt,62,"31' 1""",20114.5,647,-0.07
15,16,16,Charlie Beljan,76,"31' 2""",23994.333,770,-0.06
16,T17,T17,Lucas Glover,68,"31' 3""",18818.5,602,-0.02
17,T17,T17,Camilo Villegas,95,"31' 3""",31071.583,995,-0.09
18,19,19,Brooks Koepka,56,"31' 4""",14709.917,470,-0.09
19,T20,T20,Robert Allenby,83,"31' 5""",27484.667,876,-0.05
20,T20,T20,Brad Fritsch,50,"31' 5""",14880.833,474,-0.07
21,T22,T22,Tim Clark,75,"31' 6""",25229.25,800,-0.03
22,T22,T22,Matt Every,85,"31' 6""",23793.0,755,-0.10
23,T22,T22,Sergio Garcia,61,"31' 6""",14799.917,470,-0.13
24,T22,T22,Brian Harman,111,"31' 6""",37564.667,1194,-0.08
25,T22,T22,Willy Wilcox,51,"31' 6""",15265.833,485,-0.11
26,T27,T27,Ricky Barnes,92,"31' 7""",28166.583,891,-0.08
27,T27,T27,Chesson Hadley,84,"31' 7""",26975.083,854,-0.03
28,T27,T27,Ryo Ishikawa,75,"31' 7""",21428.583,679,-0.10
29,T27,T27,Bryce Molder,77,"31' 7""",23808.083,753,-0.04
30,T27,T27,John Peterson,62,"31' 7""",21228.25,673,-0.03
31,T32,T32,Keegan Bradley,89,"31' 8""",26121.25,824,-0.11
32,T32,T32,Ryan Moore,86,"31' 8""",25307.167,800,-0.12
33,T32,T32,Jim Renner,61,"31' 8""",18785.667,594,-0.01
34,T35,T35,Charley Hoffman,93,"31' 9""",27380.167,863,-0.08
35,T35,T35,Marc Leishman,81,"31' 9""",25423.833,800,-0.09
36,T35,T35,Ben Martin,80,"31' 9""",25642.417,807,-0.09
37,T35,T35,Heath Slocum,71,"31' 9""",26066.5,820,-0.05
38,T35,T35,Kyle Stanley,87,"31' 9""",27864.667,878,-0.01
39,T40,T40,Kevin Stadler,90,"31' 10""",24871.333,781,-0.09
40,T40,T40,Brendan Steele,89,"31' 10""",26521.667,834,-0.08
41,T42,T42,Stewart Cink,91,"31' 11""",26949.167,845,-0.07
42,T42,T42,Martin Kaymer,65,"31' 11""",18687.333,586,-0.10
43,T42,T42,Graeme McDowell,66,"31' 11""",18867.25,591,-0.11
44,T42,T42,Adam Scott,68,"31' 11""",21428.75,672,-0.16
45,T42,T42,Andrew Svoboda,77,"31' 11""",26477.917,829,-0.07
46,T47,T47,Harris English,95,"32' 0""",27761.25,868,-0.11
47,T47,T47,Jeff Maggert,54,"32' 0""",17083.25,534,E
48,T47,T47,Justin Rose,70,"32' 0""",18772.333,586,-0.12
49,T47,T47,Jordan Spieth,102,"32' 0""",27590.25,862,-0.11
50,51,51,Scott Stallings,77,"32' 1""",23768.167,740,-0.03
51,52,52,Justin Hicks,103,"32' 2""",38447.417,1196,-0.02
52,T53,T53,Jason Bohn,81,"32' 3""",29258.25,907,-0.03
53,T53,T53,Jerry Kelly,80,"32' 3""",26167.667,811,-0.07
54,T53,T53,Jason Kokrak,65,"32' 3""",22181.917,687,-0.09
55,T56,T56,Jim Herman,62,"32' 4""",18832.667,582,-0.01
56,T56,T56,George McNeill,79,"32' 4""",27894.667,862,-0.10
57,T56,T56,Robert Streb,75,"32' 4""",23957.75,741,-0.06
58,T56,T56,Jimmy Walker,98,"32' 4""",24819.833,768,-0.11
59,T56,T56,Bubba Watson,76,"32' 4""",20398.25,631,-0.13
60,T61,T61,Ángel Cabrera,69,"32' 5""",22824.5,705,-0.03
61,T61,T61,Seung-Yul Noh,92,"32' 5""",28114.417,868,-0.07
62,T61,T61,Webb Simpson,87,"32' 5""",28540.25,881,-0.12
63,T61,T61,Brian Stuard,91,"32' 5""",30797.583,951,-0.07
64,T65,T65,Jason Dufner,57,"32' 6""",16755.0,516,-0.08
65,T65,T65,David Hearn,97,"32' 6""",34240.917,1053,-0.09
66,67,67,David Toms,64,"32' 7""",22956.417,705,-0.06
67,T68,T68,Scott Langley,95,"32' 8""",29987.417,919,-0.08
68,T68,T68,Kevin Na,94,"32' 8""",31171.917,954,-0.10
69,T70,T70,Ken Duke,80,"32' 9""",27688.833,846,-0.07
70,T70,T70,Tommy Gainey,73,"32' 9""",23003.167,702,-0.05
71,T70,T70,Chris Kirk,105,"32' 9""",33576.5,1025,-0.10
72,T70,T70,Hudson Swafford,75,"32' 9""",23355.333,714,-0.05
73,T74,T74,Steven Bowditch,93,"32' 10""",28343.75,863,-0.05
74,T74,T74,Ben Crane,81,"32' 10""",31706.25,965,-0.03
75,T74,T74,Rickie Fowler,91,"32' 10""",24060.583,733,-0.11
76,T74,T74,Jeff Overton,80,"32' 10""",24439.917,744,-0.09
77,T74,T74,Ryan Palmer,85,"32' 10""",25444.167,775,-0.08
78,T74,T74,"Ted Potter, Jr.",68,"32' 10""",24870.0,758,-0.03
79,80,80,Carl Pettersson,91,"32' 11""",32299.667,981,-0.05
80,T81,T81,Scott Brown,100,"33' 0""",33931.583,1027,-0.08
81,T81,T81,Brendon de Jonge,109,"33' 0""",38859.417,1177,-0.06
82,T81,T81,Ernie Els,85,"33' 0""",21849.583,662,-0.10
83,T81,T81,Brice Garnett,92,"33' 0""",30133.583,914,-0.08
84,T81,T81,James Hahn,82,"33' 0""",28703.417,869,-0.03
85,T81,T81,Kevin Kisner,85,"33' 0""",27907.583,845,-0.08
86,T81,T81,Pat Perez,84,"33' 0""",29665.083,899,-0.02
87,T81,T81,Patrick Reed,92,"33' 0""",25366.417,769,-0.10
88,T81,T81,Mark Wilson,69,"33' 0""",23864.417,724,-0.02
89,T90,T90,Luke Donald,57,"33' 1""",18140.167,548,-0.09
90,T90,T90,Matt Kuchar,91,"33' 1""",30844.583,932,-0.11
91,T90,T90,Gary Woodland,93,"33' 1""",28108.833,849,-0.09
92,T93,T93,K.J. Choi,80,"33' 2""",27529.917,831,-0.04
93,T93,T93,Billy Hurley III,86,"33' 2""",30244.0,911,-0.04
94,T93,T93,David Lingmerth,80,"33' 2""",25924.833,781,-0.05
95,T96,T96,Jason Day,54,"33' 3""",12010.0,361,-0.15
96,T96,T96,Billy Horschel,92,"33' 3""",28500.583,857,-0.12
97,T96,T96,John Huh,87,"33' 3""",29872.25,898,-0.05
98,T96,T96,Brendon Todd,108,"33' 3""",37089.333,1116,-0.08
99,T96,T96,Johnson Wagner,69,"33' 3""",22802.833,686,-0.08
100,T101,T101,Bud Cauley,56,"33' 4""",17345.5,520,-0.09
101,T101,T101,Josh Teater,90,"33' 4""",29932.583,897,-0.05
102,T103,T103,Gonzalo Fernandez-Castaño,83,"33' 5""",27132.583,812,-0.07
103,T103,T103,Freddie Jacobson,91,"33' 5""",31398.75,940,-0.06
104,T103,T103,Davis Love III,74,"33' 5""",25332.083,759,-0.01
105,T103,T103,Michael Putnam,106,"33' 5""",37417.667,1120,-0.08
106,T103,T103,Wes Roach,67,"33' 5""",20640.833,617,-0.04
107,T103,T103,Rory Sabbatini,82,"33' 5""",23974.667,717,-0.02
108,T109,T109,J.B. Holmes,86,"33' 6""",27885.583,833,-0.07
109,T109,T109,Spencer Levin,59,"33' 6""",20486.583,612,-0.04
110,T109,T109,Ian Poulter,57,"33' 6""",15860.583,474,-0.06
111,T109,T109,Kevin Streelman,79,"33' 6""",24773.0,740,-0.07
112,T113,T113,J.J. Henry,91,"33' 7""",33465.917,996,-0.03
113,T113,T113,John Merrick,87,"33' 7""",31040.75,924,-0.01
114,T113,T113,Louis Oosthuizen,50,"33' 7""",11583.667,345,-0.04
115,T113,T113,John Senden,99,"33' 7""",33596.75,1001,-0.11
116,T113,T113,Shawn Stefani,60,"33' 7""",23144.167,689,-0.08
117,T118,T118,Luke Guthrie,85,"33' 8""",29690.417,881,-0.06
118,T118,T118,Brandt Snedeker,89,"33' 8""",27464.333,816,-0.07
119,T118,T118,Nicholas Thompson,85,"33' 8""",30125.167,894,-0.01
120,T121,T121,Morgan Hoffmann,103,"33' 9""",32617.833,966,-0.10
121,T121,T121,Will MacKenzie,82,"33' 9""",30095.667,891,-0.08
122,T121,T121,Cameron Tringale,111,"33' 9""",40950.75,1213,-0.08
123,T121,T121,Tim Wilkinson,86,"33' 9""",27656.917,820,-0.03
124,T125,T125,Bill Haas,107,"33' 10""",33032.917,976,-0.10
125,T125,T125,Boo Weekley,73,"33' 10""",23561.833,696,+0.01
126,127,127,Vijay Singh,83,"33' 11""",30011.167,884,-0.05
127,T128,T128,Retief Goosen,94,"34' 0""",29444.833,867,-0.09
128,T128,T128,Charles Howell III,106,"34' 0""",34028.0,1002,-0.08
129,T128,T128,Michael Thompson,74,"34' 0""",24485.5,720,-0.09
130,T131,T131,Danny Lee,84,"34' 1""",28641.75,841,-0.04
131,T131,T131,Phil Mickelson,71,"34' 1""",18558.167,545,-0.08
132,T131,T131,John Rollins,84,"34' 1""",27135.583,796,+0.03
133,T131,T131,Charlie Wi,72,"34' 1""",26317.0,772,-0.03
134,T135,T135,Martin Flores,85,"34' 2""",26202.75,766,-0.07
135,T135,T135,Martin Laird,66,"34' 2""",22434.083,656,-0.06
136,T135,T135,Jhonattan Vegas,77,"34' 2""",26288.833,770,-0.05
137,T138,T138,Henrik Stenson,56,"34' 3""",16368.25,478,-0.09
138,T138,T138,Daniel Summerhays,98,"34' 3""",38588.833,1126,-0.07
139,T140,T140,Stuart Appleby,92,"34' 4""",34330.167,1000,-0.04
140,T140,T140,Justin Leonard,75,"34' 4""",26850.583,783,-0.04
141,T142,T142,Woody Austin,63,"34' 5""",22581.917,656,-0.02
142,T142,T142,Andrew Loupe,65,"34' 5""",18148.917,527,-0.03
143,T142,T142,Sean O'Hair,77,"34' 5""",26177.083,761,-0.05
144,T142,T142,D.A. Points,75,"34' 5""",22730.0,661,-0.02
145,T142,T142,Y.E. Yang,79,"34' 5""",25964.083,754,-0.04
146,T147,T147,Jonathan Byrd,76,"34' 6""",27787.833,806,-0.01
147,T147,T147,Chris Stroud,88,"34' 6""",30488.667,884,-0.10
148,T149,T149,Erik Compton,88,"34' 7""",29924.833,866,-0.06
149,T149,T149,Jamie Lovemark,64,"34' 7""",17187.583,497,-0.05
150,151,151,Briny Baird,50,"34' 8""",18835.083,543,-0.02
151,T152,T152,Roberto Castro,76,"34' 10""",24972.667,717,-0.03
152,T152,T152,Troy Matteson,62,"34' 10""",19191.083,551,-0.02
153,T154,T154,Chad Collins,78,"34' 11""",25025.583,716,-0.03
154,T154,T154,Bronson La'Cassie,51,"34' 11""",14579.333,418,E
155,T154,T154,Charl Schwartzel,64,"34' 11""",21558.417,617,-0.11
156,157,157,Russell Henley,92,"35' 1""",31552.167,900,-0.05
157,T158,T158,Sangmoon Bae,76,"35' 2""",27385.167,779,-0.05
158,T158,T158,William McGirt,96,"35' 2""",35746.5,1016,-0.06
159,T160,T160,James Driscoll,71,"35' 3""",22257.25,631,-0.03
160,T160,T160,Mike Weir,69,"35' 3""",20648.417,586,+0.02
161,T160,T160,Lee Westwood,57,"35' 3""",17965.333,510,-0.05
162,T163,T163,Hunter Mahan,88,"35' 4""",30750.0,871,-0.05
163,T163,T163,Geoff Ogilvy,84,"35' 4""",29464.417,833,-0.01
