,Approaches__275_yards-Rgh_RTP_RANK THIS WEEK,Approaches__275_yards-Rgh_RTP_RANK LAST WEEK,Approaches__275_yards-Rgh_RTP_PLAYER NAME,Approaches__275_yards-Rgh_RTP_ROUNDS,Approaches__275_yards-Rgh_RTP_AVG RTP
0,1,1,Kevin Na,94,-1.167
1,T2,T2,Bud Cauley,56,-1.000
2,T2,T2,Derek Ernst,80,-1.000
3,T2,T2,Matt Every,85,-1.000
4,T2,T2,Brian Gay,81,-1.000
5,T2,T2,Lucas Glover,68,-1.000
6,T2,T2,Billy Horschel,92,-1.000
7,T2,T2,Freddie Jacobson,91,-1.000
8,T2,T2,Zach Johnson,97,-1.000
9,T2,T2,Kevin Kisner,85,-1.000
10,T2,T2,Martin Laird,66,-1.000
11,T2,T2,William McGirt,96,-1.000
12,T2,T2,Troy Merritt,62,-1.000
13,T2,T2,Ryan Palmer,85,-1.000
14,T2,T2,Patrick Reed,92,-1.000
15,T2,T2,Wes Roach,67,-1.000
16,T2,T2,John Rollins,84,-1.000
17,T2,T2,Justin Rose,70,-1.000
18,T2,T2,Rory Sabbatini,82,-1.000
19,T2,T2,Shawn Stefani,60,-1.000
20,T2,T2,Robert Streb,75,-1.000
21,T2,T2,Chris Stroud,88,-1.000
22,T2,T2,Nicholas Thompson,85,-1.000
23,T2,T2,Bo Van Pelt,83,-1.000
24,T25,T25,Charley Hoffman,93,-.833
25,T25,T25,Charl Schwartzel,64,-.833
26,T27,T27,Robert Allenby,83,-.750
27,T27,T27,James Driscoll,71,-.750
28,T27,T27,Martin Kaymer,65,-.750
29,T30,T30,Jimmy Walker,98,-.714
30,T30,T30,Gary Woodland,93,-.714
31,T32,T32,Ricky Barnes,92,-.667
32,T32,T32,Scott Brown,100,-.667
33,T32,T32,Ángel Cabrera,69,-.667
34,T32,T32,Roberto Castro,76,-.667
35,T32,T32,Kevin Chappell,100,-.667
36,T32,T32,Stewart Cink,91,-.667
37,T32,T32,Russell Henley,92,-.667
38,T32,T32,Brooks Koepka,56,-.667
39,T32,T32,Davis Love III,74,-.667
40,T32,T32,Phil Mickelson,71,-.667
41,T32,T32,Seung-Yul Noh,92,-.667
42,T32,T32,Michael Putnam,106,-.667
43,T32,T32,Josh Teater,90,-.667
44,T45,T45,Chesson Hadley,84,-.600
45,T45,T45,Daniel Summerhays,98,-.600
46,47,47,Morgan Hoffmann,103,-.571
47,T48,T48,Jonas Blixt,64,-.500
48,T48,T48,K.J. Choi,80,-.500
49,T48,T48,Brian Harman,111,-.500
50,T48,T48,Jim Herman,62,-.500
51,T48,T48,Ryo Ishikawa,75,-.500
52,T48,T48,Matt Jones,83,-.500
53,T48,T48,Danny Lee,84,-.500
54,T48,T48,Marc Leishman,81,-.500
55,T48,T48,Spencer Levin,59,-.500
56,T48,T48,Jamie Lovemark,64,-.500
57,T48,T48,Hunter Mahan,88,-.500
58,T48,T48,Pat Perez,84,-.500
59,T48,T48,John Senden,99,-.500
60,T48,T48,Henrik Stenson,56,-.500
61,T48,T48,Kevin Streelman,79,-.500
62,T48,T48,Hudson Swafford,75,-.500
63,T48,T48,Jhonattan Vegas,77,-.500
64,T48,T48,Camilo Villegas,95,-.500
65,T66,T66,Charles Howell III,106,-.400
66,T66,T66,Jason Kokrak,65,-.400
67,T66,T66,George McNeill,79,-.400
68,T66,T66,Jeff Overton,80,-.400
69,70,70,Rory McIlroy,66,-.375
70,T71,T71,Steven Bowditch,93,-.333
71,T71,T71,Retief Goosen,94,-.333
72,T71,T71,Bill Haas,107,-.333
73,T71,T71,J.J. Henry,91,-.333
74,T71,T71,Matt Kuchar,91,-.333
75,T71,T71,Jeff Maggert,54,-.333
76,T71,T71,Hideki Matsuyama,82,-.333
77,T71,T71,John Merrick,87,-.333
78,T71,T71,Louis Oosthuizen,50,-.333
79,T71,T71,Carl Pettersson,91,-.333
80,T71,T71,Kevin Stadler,90,-.333
81,T71,T71,Brendan Steele,89,-.333
82,T71,T71,Mike Weir,69,-.333
83,84,84,Chris Kirk,105,-.286
84,T85,T85,Erik Compton,88,-.250
85,T85,T85,Trevor Immelman,84,-.250
86,T85,T85,Sean O'Hair,77,-.250
87,T85,T85,Kyle Stanley,87,-.250
88,T89,T89,Sangmoon Bae,76,-.200
89,T89,T89,Andrew Loupe,65,-.200
90,91,91,Brendon de Jonge,109,-.143
91,T92,T92,Stuart Appleby,92,E
92,T92,T92,Woody Austin,63,E
93,T92,T92,Aaron Baddeley,74,E
94,T92,T92,Briny Baird,50,E
95,T92,T92,Keegan Bradley,89,E
96,T92,T92,Jonathan Byrd,76,E
97,T92,T92,Paul Casey,56,E
98,T92,T92,Greg Chalmers,85,E
99,T92,T92,Chad Collins,78,E
100,T92,T92,Brian Davis,93,E
101,T92,T92,Graham DeLaet,80,E
102,T92,T92,Luke Donald,57,E
103,T92,T92,Jason Dufner,57,E
104,T92,T92,Ken Duke,80,E
105,T92,T92,Ernie Els,85,E
106,T92,T92,Harris English,95,E
107,T92,T92,Martin Flores,85,E
108,T92,T92,Rickie Fowler,91,E
109,T92,T92,Tommy Gainey,73,E
110,T92,T92,Sergio Garcia,61,E
111,T92,T92,Brice Garnett,92,E
112,T92,T92,David Hearn,97,E
113,T92,T92,Justin Hicks,103,E
114,T92,T92,J.B. Holmes,86,E
115,T92,T92,Dustin Johnson,58,E
116,T92,T92,Russell Knox,92,E
117,T92,T92,Scott Langley,95,E
118,T92,T92,Richard Lee,80,E
119,T92,T92,Justin Leonard,75,E
120,T92,T92,Will MacKenzie,82,E
121,T92,T92,Ben Martin,80,E
122,T92,T92,Troy Matteson,62,E
123,T92,T92,D.A. Points,75,E
124,T92,T92,"Ted Potter, Jr.",68,E
125,T92,T92,Jim Renner,61,E
126,T92,T92,Andres Romero,81,E
127,T92,T92,Vijay Singh,83,E
128,T92,T92,Jordan Spieth,102,E
129,T92,T92,Brian Stuard,91,E
130,T92,T92,David Toms,64,E
131,T92,T92,Kevin Tway,64,E
132,T92,T92,Johnson Wagner,69,E
133,T92,T92,Bubba Watson,76,E
134,T92,T92,Charlie Wi,72,E
135,T92,T92,Tim Wilkinson,86,E
136,137,137,Cameron Tringale,111,+.167
137,138,138,Jason Day,54,+.250
138,T139,T139,Robert Garrigus,80,+.333
139,T139,T139,John Peterson,62,+.333
140,T139,T139,Webb Simpson,87,+.333
141,T139,T139,Lee Westwood,57,+.333
142,143,143,James Hahn,82,+.500
143,144,144,Scott Stallings,77,+1.000
