,GIR_Percentage_-_175-200_yards_RANK THIS WEEK,GIR_Percentage_-_175-200_yards_RANK LAST WEEK,GIR_Percentage_-_175-200_yards_PLAYER NAME,GIR_Percentage_-_175-200_yards_ROUNDS,GIR_Percentage_-_175-200_yards_%,GIR_Percentage_-_175-200_yards_GREENS HIT,GIR_Percentage_-_175-200_yards_TOTAL HOLES,GIR_Percentage_-_175-200_yards_RELATIVE TO PAR
0,1,1,Chad Campbell,57,70.25,111,158,-0.09
1,2,2,Keegan Bradley,89,66.18,137,207,-0.15
2,3,3,Nick Watney,80,65.1,125,192,-0.15
3,4,4,Kyle Stanley,87,65.0,143,220,-0.04
4,5,5,Ryan Palmer,85,63.81,134,210,-0.11
5,6,6,Sergio Garcia,61,63.5,87,137,-0.24
6,7,7,Henrik Stenson,56,63.2,79,125,-0.18
7,8,8,Graham DeLaet,80,63.08,123,195,-0.11
8,9,9,Kevin Stadler,90,62.67,141,225,-0.17
9,10,10,Billy Horschel,92,62.07,144,232,-0.15
10,11,11,Jim Furyk,84,61.65,172,279,-0.10
11,12,12,Carl Pettersson,91,61.62,175,284,-0.03
12,13,13,Heath Slocum,71,61.54,128,208,-0.10
13,14,14,Justin Rose,70,61.41,113,184,-0.16
14,15,15,J.J. Henry,91,61.29,171,279,-0.10
15,16,16,Webb Simpson,87,60.85,157,258,-0.13
16,17,17,Ryan Moore,86,60.63,134,221,-0.16
17,18,18,Kevin Chappell,100,60.42,171,283,-0.16
18,19,19,Justin Hicks,103,60.33,184,305,-0.11
19,20,20,Bud Cauley,56,60.31,79,131,-0.11
20,21,21,Jim Herman,62,60.0,90,150,-0.08
21,22,22,Willy Wilcox,51,59.66,71,119,-0.18
22,23,23,Harris English,95,59.65,136,228,-0.17
23,24,24,Charley Hoffman,93,59.47,135,227,-0.22
24,25,25,Bubba Watson,76,59.26,80,135,-0.13
25,26,26,Dustin Johnson,58,59.22,61,103,-0.26
26,27,27,Daniel Summerhays,98,59.16,184,311,-0.16
27,28,28,Andrew Loupe,65,59.15,84,142,-0.20
28,29,29,Cameron Tringale,111,58.97,217,368,-0.12
29,30,30,Zach Johnson,97,58.86,186,316,-0.16
30,31,31,Ben Martin,80,58.82,140,238,-0.18
31,32,32,John Senden,99,58.62,170,290,-0.18
32,33,33,Ángel Cabrera,69,58.52,103,176,-0.20
33,34,34,Stewart Cink,91,58.51,141,241,-0.10
34,35,35,John Peterson,62,58.46,114,195,-0.14
35,36,36,Brooks Koepka,56,58.21,78,134,-0.22
36,37,37,Paul Casey,56,58.1,104,179,-0.19
37,38,38,Lucas Glover,68,57.93,84,145,-0.17
38,39,39,Brendon de Jonge,109,57.82,207,358,-0.17
39,40,40,Jason Bohn,81,57.79,152,263,-0.08
40,41,41,Robert Allenby,83,57.71,161,279,-0.03
41,T42,T42,Bill Haas,107,57.69,165,286,-0.13
42,T42,T42,Mark Wilson,69,57.69,135,234,-0.07
43,44,44,Vijay Singh,83,57.52,153,266,-0.08
44,45,45,Jhonattan Vegas,77,57.46,104,181,-0.02
45,46,46,Matt Kuchar,91,57.41,155,270,-0.11
46,47,47,Tommy Gainey,73,57.23,99,173,-0.15
47,48,48,Retief Goosen,94,56.98,151,265,-0.15
48,49,49,John Merrick,87,56.96,135,237,-0.11
49,50,50,Johnson Wagner,69,56.87,120,211,-0.12
50,51,51,Seung-Yul Noh,92,56.85,141,248,-0.11
51,T52,T52,Shawn Stefani,60,56.83,104,183,-0.13
52,T52,T52,Camilo Villegas,95,56.83,154,271,-0.24
53,54,54,Tim Clark,75,56.79,138,243,-0.14
54,55,55,Louis Oosthuizen,50,56.67,51,90,-0.12
55,56,56,Billy Hurley III,86,56.57,155,274,-0.11
56,57,57,Bo Van Pelt,83,56.5,139,246,-0.17
57,58,58,Gary Woodland,93,56.48,122,216,-0.17
58,59,59,Boo Weekley,73,56.41,110,195,-0.01
59,60,60,Jeff Maggert,54,56.29,85,151,-0.02
60,61,61,James Hahn,82,56.27,157,279,-0.12
61,62,62,Hudson Swafford,75,56.25,99,176,+0.02
62,T63,T63,Jerry Kelly,80,56.22,131,233,-0.17
63,T63,T63,Jimmy Walker,98,56.22,122,217,-0.09
64,65,65,Davis Love III,74,56.19,127,226,-0.09
65,66,66,Michael Thompson,74,56.13,119,212,-0.20
66,67,67,Rickie Fowler,91,56.06,111,198,-0.19
67,68,68,Rory McIlroy,66,56.0,70,125,-0.20
68,T69,T69,Ricky Barnes,92,55.99,159,284,-0.14
69,T69,T69,Ben Crane,81,55.99,173,309,-0.14
70,71,71,Jeff Overton,80,55.95,127,227,-0.06
71,72,72,Russell Knox,92,55.93,165,295,-0.08
72,73,73,Adam Scott,68,55.81,96,172,-0.11
73,74,74,Patrick Reed,92,55.69,137,246,-0.07
74,75,75,Kevin Kisner,85,55.65,138,248,-0.10
75,76,76,David Toms,64,55.61,109,196,-0.12
76,77,77,Jason Kokrak,65,55.44,107,193,-0.18
77,T78,T78,George McNeill,79,55.39,149,269,-0.26
78,T78,T78,Josh Teater,90,55.39,149,269,-0.12
79,80,80,Rory Sabbatini,82,55.31,125,226,-0.02
80,81,81,Matt Jones,83,55.08,103,187,-0.17
81,82,82,Chris Kirk,105,55.02,148,269,-0.14
82,83,83,Ben Curtis,77,54.88,135,246,-0.12
83,T84,T84,Robert Garrigus,80,54.82,125,228,-0.06
84,T84,T84,Michael Putnam,106,54.82,182,332,-0.08
85,86,86,Kevin Na,94,54.79,160,292,-0.13
86,87,87,Trevor Immelman,84,54.73,133,243,-0.11
87,88,88,Troy Merritt,62,54.5,109,200,-0.19
88,89,89,Ken Duke,80,54.35,125,230,-0.08
89,90,90,Scott Brown,100,54.29,152,280,-0.20
90,91,91,Luke Donald,57,54.14,98,181,-0.11
