,Average_Approach_Shot_Distance_RANK THIS WEEK,Average_Approach_Shot_Distance_RANK LAST WEEK,Average_Approach_Shot_Distance_PLAYER NAME,Average_Approach_Shot_Distance_ROUNDS,Average_Approach_Shot_Distance_AVG,Average_Approach_Shot_Distance_TOTAL DIST OF APPR SHOT,Average_Approach_Shot_Distance_TOTAL HOLES
77,T77,T77,Kevin Chappell,100,165.0,9241366.0,1556
78,T77,T77,Chris Kirk,105,165.0,9159191.0,1542
79,T77,T77,Carl Pettersson,91,165.0,9017555.0,1518
80,T77,T77,Vijay Singh,83,165.0,8083766.0,1361
81,T77,T77,Hudson Swafford,75,165.0,6140656.0,1034
82,T77,T77,Nick Watney,80,165.0,5946615.0,1001
83,T84,T84,K.J. Choi,80,165.1,7134345.0,1200
84,T84,T84,Russell Henley,92,165.1,7947283.0,1337
85,T84,T84,D.A. Points,75,165.1,5848247.0,984
86,T87,T87,Spencer Levin,59,165.3,5338470.0,897
87,T87,T87,Ben Martin,80,165.3,6700128.0,1126
88,T89,T89,Ben Curtis,77,165.4,6849487.0,1150
89,T89,T89,Jason Dufner,57,165.4,4465814.0,750
90,T91,T91,Derek Ernst,80,165.5,6725495.0,1129
91,T91,T91,James Hahn,82,165.5,7779372.0,1306
92,T91,T91,J.B. Holmes,86,165.5,8223421.0,1380
93,T91,T91,Brooks Koepka,56,165.5,4487132.0,753
94,T91,T91,Brendan Steele,89,165.5,7470647.0,1254
95,T91,T91,Mark Wilson,69,165.5,6083374.0,1021
96,T97,T97,Jonathan Byrd,76,165.7,6919972.0,1160
97,T97,T97,Andres Romero,81,165.7,7687088.0,1289
98,T97,T97,Jordan Spieth,102,165.7,8439796.0,1415
99,T97,T97,Charlie Wi,72,165.7,6954322.0,1166
100,T101,T101,Ben Crane,81,165.8,8358066.0,1400
101,T101,T101,Jeff Overton,80,165.8,7047840.0,1181
102,T101,T101,Shawn Stefani,60,165.8,6081266.0,1019
103,104,104,Ken Duke,80,165.9,7081351.0,1186
104,T105,T105,Brandt Snedeker,89,166.0,7033310.0,1177
105,T105,T105,Andrew Svoboda,77,166.0,7071230.0,1183
106,107,107,Scott Brown,100,166.1,8902204.0,1489
107,T108,T108,Hunter Mahan,88,166.3,7694029.0,1285
108,T108,T108,Kevin Streelman,79,166.3,6411559.0,1071
109,T108,T108,Johnson Wagner,69,166.3,6184637.0,1033
110,T111,T111,Kyle Stanley,87,166.4,7752504.0,1294
111,T111,T111,Nicholas Thompson,85,166.4,7516672.0,1255
112,T111,T111,Mike Weir,69,166.4,5680253.0,948
113,T114,T114,Paul Casey,56,166.5,4710862.0,786
114,T114,T114,Chesson Hadley,84,166.5,7632100.0,1273
115,T114,T114,Martin Laird,66,166.5,5890879.0,983
116,T114,T114,Jhonattan Vegas,77,166.5,6874199.0,1147
117,118,118,Y.E. Yang,79,166.6,6543921.0,1091
118,T119,T119,Steven Bowditch,93,166.7,8361095.0,1393
119,T119,T119,Bill Haas,107,166.7,8834038.0,1472
120,T119,T119,Billy Horschel,92,166.7,7376132.0,1229
121,T119,T119,Zach Johnson,97,166.7,8964076.0,1494
122,T119,T119,Will MacKenzie,82,166.7,7868055.0,1311
123,T124,T124,Ricky Barnes,92,166.8,8395485.0,1398
124,T124,T124,Jim Furyk,84,166.8,7123022.0,1186
125,T124,T124,Seung-Yul Noh,92,166.8,8063353.0,1343
126,T124,T124,John Peterson,62,166.8,5915851.0,985
127,T128,T128,D.H. Lee,54,166.9,4835474.0,805
128,T128,T128,Webb Simpson,87,166.9,7932186.0,1320
129,130,130,Brian Stuard,91,167.0,7990577.0,1329
130,T131,T131,Robert Allenby,83,167.1,7571390.0,1259
131,T131,T131,Sangmoon Bae,76,167.1,6986030.0,1161
132,T131,T131,James Driscoll,71,167.1,6263765.0,1041
133,T131,T131,John Merrick,87,167.1,7765869.0,1291
134,T131,T131,Phil Mickelson,71,167.1,5335387.0,887
135,T131,T131,Ian Poulter,57,167.1,4386375.0,729
136,T131,T131,Kevin Stadler,90,167.1,7000736.0,1164
137,138,138,Jason Kokrak,65,167.2,6574099.0,1092
138,139,139,John Senden,99,167.4,8750188.0,1452
139,140,140,William McGirt,96,167.5,9064288.0,1503
140,141,141,Matt Every,85,167.6,7018741.0,1163
141,T142,T142,Aaron Baddeley,74,167.7,6376772.0,1056
142,T142,T142,Erik Compton,88,167.7,8111650.0,1344
143,T142,T142,Harris English,95,167.7,7994782.0,1324
144,T145,T145,Ryan Palmer,85,167.8,7217533.0,1195
145,T145,T145,Cameron Tringale,111,167.8,10599025.0,1755
146,147,147,Brendon de Jonge,109,167.9,9937569.0,1644
147,148,148,Ángel Cabrera,69,168.0,6581779.0,1088
148,T149,T149,Luke Donald,57,168.1,4751734.0,785
149,T149,T149,Robert Garrigus,80,168.1,7902999.0,1306
150,T151,T151,Gonzalo Fernandez-Castaño,83,168.2,7435385.0,1228
151,T151,T151,Danny Lee,84,168.2,7470057.0,1234
152,T153,T153,Keegan Bradley,89,168.3,7251949.0,1197
153,T153,T153,Marc Leishman,81,168.3,7476627.0,1234
154,T155,T155,Graham DeLaet,80,168.4,6952820.0,1147
155,T155,T155,Matt Jones,83,168.4,6517335.0,1075
156,T155,T155,Willy Wilcox,51,168.4,4346698.0,717
157,158,158,Chris Stroud,88,168.6,7824057.0,1289
158,159,159,John Huh,87,168.7,7621130.0,1255
159,T160,T160,George McNeill,79,168.8,7602837.0,1251
160,T160,T160,Jimmy Walker,98,168.8,7931962.0,1305
161,162,162,Ernie Els,85,168.9,6853996.0,1127
162,163,163,Charl Schwartzel,64,169.1,5885813.0,967
163,T164,T164,Rickie Fowler,91,169.2,6767712.0,1111
164,T164,T164,Ryan Moore,86,169.2,6779255.0,1113
165,166,166,Hideki Matsuyama,82,169.3,6980550.0,1145
166,T167,T167,Justin Rose,70,169.4,5684534.0,932
167,T167,T167,Adam Scott,68,169.4,6121248.0,1004
168,169,169,Sergio Garcia,61,169.9,4385937.0,717
169,170,170,Daniel Summerhays,98,170.2,9648488.0,1575
170,171,171,Rory McIlroy,66,170.6,5256421.0,856
171,172,172,Martin Kaymer,65,170.8,5276311.0,858
172,T173,T173,Kevin Na,94,170.9,8608102.0,1399
173,T173,T173,Gary Woodland,93,170.9,8040377.0,1307
174,175,175,Michael Putnam,106,171.0,10021253.0,1628
175,176,176,Lee Westwood,57,172.0,4762733.0,769
176,177,177,Henrik Stenson,56,174.8,4272848.0,679
