,GIR_Percentage_-_100-125_yards_RANK THIS WEEK,GIR_Percentage_-_100-125_yards_RANK LAST WEEK,GIR_Percentage_-_100-125_yards_PLAYER NAME,GIR_Percentage_-_100-125_yards_ROUNDS,GIR_Percentage_-_100-125_yards_%,GIR_Percentage_-_100-125_yards_GREENS HIT,GIR_Percentage_-_100-125_yards_TOTAL HOLES,GIR_Percentage_-_100-125_yards_RELATIVE TO PAR
0,1,1,"Ted Potter, Jr.",68,86.67,91,105,-0.24
1,2,2,Boo Weekley,73,84.82,95,112,-0.22
2,3,3,Seung-Yul Noh,92,84.73,111,131,-0.24
3,T4,T4,John Huh,87,83.93,94,112,-0.24
4,T4,T4,Y.E. Yang,79,83.93,94,112,-0.3
5,6,6,Billy Hurley III,86,83.61,102,122,-0.24
6,7,7,Robert Allenby,83,83.59,107,128,-0.21
7,8,8,Greg Chalmers,85,83.2,104,125,-0.28
8,T9,T9,Jerry Kelly,80,83.19,94,113,-0.3
9,T9,T9,George McNeill,79,83.19,99,119,-0.35
10,11,11,D.A. Points,75,83.16,79,95,-0.19
11,12,12,Scott Langley,95,83.11,123,148,-0.32
12,13,13,John Rollins,84,82.91,97,117,-0.22
13,14,14,Ben Martin,80,82.81,106,128,-0.35
14,15,15,Jeff Maggert,54,82.56,71,86,-0.28
15,16,16,Stuart Appleby,92,82.52,118,143,-0.31
16,17,17,Justin Hicks,103,82.49,146,177,-0.25
17,T18,T18,Chad Campbell,57,82.35,70,85,-0.3
18,T18,T18,Cameron Tringale,111,82.35,126,153,-0.29
19,T20,T20,Hideki Matsuyama,82,82.14,92,112,-0.29
20,T20,T20,Kevin Stadler,90,82.14,115,140,-0.16
21,T22,T22,Luke Donald,57,81.94,59,72,-0.36
22,T22,T22,Russell Henley,92,81.94,118,144,-0.28
23,24,24,Hudson Swafford,75,81.9,86,105,-0.22
24,25,25,Harris English,95,81.89,104,127,-0.29
25,26,26,Michael Thompson,74,81.75,103,126,-0.3
26,27,27,David Hearn,97,81.65,129,158,-0.29
27,28,28,Louis Oosthuizen,50,81.63,40,49,-0.33
28,29,29,Adam Scott,68,81.52,75,92,-0.31
29,T30,T30,Ben Curtis,77,81.37,83,102,-0.33
30,T30,T30,Charles Howell III,106,81.37,166,204,-0.27
31,32,32,Jim Furyk,84,80.95,85,105,-0.31
32,33,33,Justin Leonard,75,80.7,92,114,-0.34
33,34,34,Webb Simpson,87,80.54,120,149,-0.32
34,35,35,Charlie Beljan,76,80.52,124,154,-0.17
35,36,36,Nicholas Thompson,85,80.49,99,123,-0.2
36,37,37,Brandt Snedeker,89,80.45,107,133,-0.28
37,38,38,Dustin Johnson,58,80.43,74,92,-0.2
38,39,39,Michael Putnam,106,80.41,119,148,-0.24
39,40,40,Jason Day,54,80.39,41,51,-0.29
40,41,41,Hunter Mahan,88,80.17,97,121,-0.27
41,42,42,William McGirt,96,80.0,116,145,-0.28
42,43,43,Martin Kaymer,65,79.79,75,94,-0.23
43,44,44,Kevin Na,94,79.46,89,112,-0.24
44,45,45,Jhonattan Vegas,77,79.39,104,131,-0.3
45,46,46,Johnson Wagner,69,79.38,77,97,-0.25
46,47,47,Camilo Villegas,95,79.31,138,174,-0.36
47,48,48,Daniel Summerhays,98,79.26,149,188,-0.28
48,49,49,Kyle Stanley,87,79.19,118,149,-0.24
49,50,50,Kevin Streelman,79,79.17,95,120,-0.39
50,51,51,Heath Slocum,71,79.13,91,115,-0.25
51,52,52,Phil Mickelson,71,79.07,68,86,-0.26
52,53,53,J.J. Henry,91,79.01,128,162,-0.23
53,54,54,Brian Davis,93,78.99,109,138,-0.3
54,55,55,Brice Garnett,92,78.91,116,147,-0.29
55,56,56,Nick Watney,80,78.9,86,109,-0.24
56,57,57,Charley Hoffman,93,78.88,127,161,-0.23
57,58,58,Brian Harman,111,78.38,174,222,-0.28
58,59,59,Geoff Ogilvy,84,78.36,105,134,-0.36
59,60,60,John Merrick,87,78.33,94,120,-0.26
60,61,61,Russell Knox,92,78.26,126,161,-0.22
61,62,62,Zach Johnson,97,78.11,132,169,-0.3
62,63,63,Ryo Ishikawa,75,77.97,92,118,-0.33
63,64,64,Ryan Moore,86,77.67,80,103,-0.36
64,65,65,Graeme McDowell,66,77.65,66,85,-0.33
65,66,66,Jim Renner,61,77.45,79,102,-0.27
66,67,67,Chesson Hadley,84,77.27,102,132,-0.3
67,68,68,Will MacKenzie,82,77.1,101,131,-0.34
68,69,69,Henrik Stenson,56,77.08,37,48,-0.35
69,70,70,Tyrone Van Aswegen,79,76.92,80,104,-0.26
70,71,71,Jonathan Byrd,76,76.87,103,134,-0.25
71,72,72,Lucas Glover,68,76.85,83,108,-0.2
72,73,73,James Driscoll,71,76.84,73,95,-0.23
73,74,74,Carl Pettersson,91,76.83,126,164,-0.28
74,75,75,Billy Horschel,92,76.81,106,138,-0.23
75,76,76,Tim Wilkinson,86,76.8,96,125,-0.26
76,77,77,Ángel Cabrera,69,76.69,102,133,-0.29
77,T78,T78,Tim Clark,75,76.47,78,102,-0.33
78,T78,T78,Bubba Watson,76,76.47,104,136,-0.4
79,80,80,John Senden,99,76.43,107,140,-0.17
80,81,81,Ricky Barnes,92,76.13,118,155,-0.3
81,82,82,Paul Casey,56,76.12,51,67,-0.35
82,83,83,Troy Matteson,62,76.11,86,113,-0.28
83,84,84,Jason Bohn,81,76.09,105,138,-0.29
84,85,85,Ian Poulter,57,76.06,54,71,-0.37
85,86,86,Jimmy Walker,98,75.97,98,129,-0.34
86,87,87,Matt Every,85,75.89,85,112,-0.44
87,88,88,Bryce Molder,77,75.65,87,115,-0.33
88,89,89,Keegan Bradley,89,75.63,90,119,-0.31
89,90,90,Ben Crane,81,75.44,86,114,-0.27
90,T91,T91,Erik Compton,88,75.4,95,126,-0.19
91,T91,T91,Gary Woodland,93,75.4,95,126,-0.27
92,93,93,Kevin Chappell,100,75.32,119,158,-0.24
93,94,94,Brendon de Jonge,109,75.31,122,162,-0.33
94,95,95,Mike Weir,69,75.29,64,85,-0.2
95,96,96,Jason Dufner,57,75.28,67,89,-0.25
96,97,97,Bo Van Pelt,83,75.21,91,121,-0.29
97,T98,T98,Jordan Spieth,102,75.0,105,140,-0.21
98,T98,T98,Brendon Todd,108,75.0,123,164,-0.27
99,100,100,Matt Kuchar,91,74.83,107,143,-0.29
100,101,101,Andrew Svoboda,77,74.78,86,115,-0.3
101,102,102,Kevin Kisner,85,74.68,118,158,-0.25
102,103,103,Luke Guthrie,85,74.45,102,137,-0.24
103,104,104,Spencer Levin,59,74.44,67,90,-0.22
104,105,105,Sergio Garcia,61,74.32,55,74,-0.27
105,106,106,Chad Collins,78,74.29,78,105,-0.22
106,107,107,James Hahn,82,74.19,92,124,-0.17
107,T108,T108,Richard Lee,80,74.14,86,116,-0.34
108,T108,T108,Robert Streb,75,74.14,86,116,-0.34
109,110,110,Sangmoon Bae,76,74.02,94,127,-0.32
110,111,111,Rory Sabbatini,82,73.98,91,123,-0.27
