,Approach_250-275_yards_RTP_RANK THIS WEEK,Approach_250-275_yards_RTP_RANK LAST WEEK,Approach_250-275_yards_RTP_PLAYER NAME,Approach_250-275_yards_RTP_ROUNDS,Approach_250-275_yards_RTP_AVG RTP
0,1,1,Brian Davis,93,-0.813
1,2,2,David Lingmerth,80,-0.7829999999999999
2,T3,T3,Luke Guthrie,85,-0.773
3,T3,T3,Ryo Ishikawa,75,-0.773
4,5,5,James Hahn,82,-0.769
5,6,6,K.J. Choi,80,-0.75
6,7,7,Shawn Stefani,60,-0.731
7,8,8,Mike Weir,69,-0.727
8,9,9,Steven Bowditch,93,-0.7240000000000001
9,10,10,Ian Poulter,57,-0.7140000000000001
10,11,11,Kevin Chappell,100,-0.711
11,12,12,Charlie Beljan,76,-0.706
12,T13,T13,Justin Leonard,75,-0.7
13,T13,T13,Willy Wilcox,51,-0.7
14,T15,T15,Roberto Castro,76,-0.6920000000000001
15,T15,T15,Danny Lee,84,-0.6920000000000001
16,17,17,Ken Duke,80,-0.684
17,18,18,James Driscoll,71,-0.667
18,19,19,Morgan Hoffmann,103,-0.647
19,T20,T20,Keegan Bradley,89,-0.643
20,T20,T20,Paul Casey,56,-0.643
21,22,22,Scott Langley,95,-0.639
22,23,23,Marc Leishman,81,-0.625
23,24,24,Charles Howell III,106,-0.621
24,25,25,Ben Curtis,77,-0.619
25,T26,T26,Jason Bohn,81,-0.615
26,T26,T26,Graeme McDowell,66,-0.615
27,28,28,Robert Garrigus,80,-0.613
28,29,29,Brendon de Jonge,109,-0.611
29,T30,T30,Harris English,95,-0.609
30,T30,T30,George McNeill,79,-0.609
31,32,32,Retief Goosen,94,-0.607
32,T33,T33,Brooks Koepka,56,-0.6
33,T33,T33,Webb Simpson,87,-0.6
34,T33,T33,David Toms,64,-0.6
35,36,36,Cameron Tringale,111,-0.595
36,37,37,Vijay Singh,83,-0.594
37,38,38,Charlie Wi,72,-0.591
38,39,39,Jerry Kelly,80,-0.588
39,40,40,Chris Stroud,88,-0.581
40,41,41,Brian Stuard,91,-0.579
41,T42,T42,Trevor Immelman,84,-0.5770000000000001
42,T42,T42,Hudson Swafford,75,-0.5770000000000001
43,T44,T44,Tommy Gainey,73,-0.5710000000000001
44,T44,T44,Martin Laird,66,-0.5710000000000001
45,46,46,Y.E. Yang,79,-0.5670000000000001
46,T47,T47,Matt Every,85,-0.565
47,T47,T47,David Hearn,97,-0.565
48,49,49,Jonathan Byrd,76,-0.563
49,50,50,Billy Horschel,92,-0.56
50,T51,T51,Ben Martin,80,-0.556
51,T51,T51,Michael Thompson,74,-0.556
52,T51,T51,Tyrone Van Aswegen,79,-0.556
53,54,54,Jason Kokrak,65,-0.55
54,55,55,Kevin Na,94,-0.545
55,T56,T56,Troy Matteson,62,-0.5379999999999999
56,T56,T56,Justin Rose,70,-0.5379999999999999
57,T56,T56,Heath Slocum,71,-0.5379999999999999
58,T56,T56,Jordan Spieth,102,-0.5379999999999999
59,60,60,Kevin Stadler,90,-0.536
60,61,61,Brendon Todd,108,-0.5329999999999999
61,62,62,Chris Kirk,105,-0.531
62,T63,T63,Brice Garnett,92,-0.524
63,T63,T63,Chesson Hadley,84,-0.524
64,T63,T63,Pat Perez,84,-0.524
65,66,66,Hunter Mahan,88,-0.519
66,67,67,Nicholas Thompson,85,-0.517
67,68,68,Sangmoon Bae,76,-0.516
68,T69,T69,Briny Baird,50,-0.5
69,T69,T69,Jonas Blixt,64,-0.5
70,T69,T69,Tim Clark,75,-0.5
71,T69,T69,Jason Day,54,-0.5
72,T69,T69,Luke Donald,57,-0.5
73,T69,T69,Brad Fritsch,50,-0.5
74,T69,T69,Charley Hoffman,93,-0.5
75,T69,T69,Richard Lee,80,-0.5
76,T69,T69,Charl Schwartzel,64,-0.5
77,T69,T69,Brendan Steele,89,-0.5
78,T69,T69,Bo Van Pelt,83,-0.5
79,T69,T69,Jimmy Walker,98,-0.5
80,T69,T69,Nick Watney,80,-0.5
81,T82,T82,Russell Knox,92,-0.478
82,T82,T82,Josh Teater,90,-0.478
83,T84,T84,Adam Scott,68,-0.47600000000000003
84,T84,T84,Lee Westwood,57,-0.47600000000000003
85,86,86,Sean O'Hair,77,-0.474
86,T87,T87,Bud Cauley,56,-0.47100000000000003
87,T87,T87,Jhonattan Vegas,77,-0.47100000000000003
88,T89,T89,Greg Chalmers,85,-0.467
89,T89,T89,Jim Renner,61,-0.467
90,91,91,Martin Kaymer,65,-0.462
91,92,92,Michael Putnam,106,-0.45899999999999996
92,93,93,Will MacKenzie,82,-0.455
93,T94,T94,Daniel Summerhays,98,-0.452
94,T94,T94,Mark Wilson,69,-0.452
95,96,96,Ernie Els,85,-0.44799999999999995
96,97,97,Kyle Stanley,87,-0.447
97,98,98,John Huh,87,-0.444
98,T99,T99,Robert Allenby,83,-0.44
99,T99,T99,Stewart Cink,91,-0.44
100,101,101,Matt Kuchar,91,-0.43799999999999994
101,102,102,Bill Haas,107,-0.436
102,T103,T103,Wes Roach,67,-0.435
103,T103,T103,Robert Streb,75,-0.435
104,T103,T103,Andrew Svoboda,77,-0.435
105,106,106,J.J. Henry,91,-0.433
106,T107,T107,Billy Hurley III,86,-0.429
107,T107,T107,Dustin Johnson,58,-0.429
108,T107,T107,Hideki Matsuyama,82,-0.429
109,T107,T107,Louis Oosthuizen,50,-0.429
110,T107,T107,Tim Wilkinson,86,-0.429
111,112,112,Ángel Cabrera,69,-0.423
112,T113,T113,Ricky Barnes,92,-0.42100000000000004
113,T113,T113,Jason Dufner,57,-0.42100000000000004
114,115,115,Brian Harman,111,-0.419
115,116,116,Jeff Overton,80,-0.41200000000000003
116,117,117,Graham DeLaet,80,-0.409
117,118,118,William McGirt,96,-0.40700000000000003
118,T119,T119,Woody Austin,63,-0.4
119,T119,T119,Aaron Baddeley,74,-0.4
120,T119,T119,Matt Jones,83,-0.4
121,T119,T119,Jamie Lovemark,64,-0.4
122,T119,T119,Phil Mickelson,71,-0.4
123,T119,T119,Seung-Yul Noh,92,-0.4
124,T119,T119,Geoff Ogilvy,84,-0.4
125,126,126,John Merrick,87,-0.39399999999999996
126,127,127,Derek Ernst,80,-0.39299999999999996
127,T128,T128,Brandt Snedeker,89,-0.391
128,T128,T128,Camilo Villegas,95,-0.391
129,T130,T130,Stuart Appleby,92,-0.389
130,T130,T130,Johnson Wagner,69,-0.389
131,T132,T132,Erik Compton,88,-0.387
132,T132,T132,Justin Hicks,103,-0.387
133,T132,T132,John Senden,99,-0.387
134,T135,T135,Rickie Fowler,91,-0.385
135,T135,T135,Kevin Kisner,85,-0.385
136,T135,T135,Jeff Maggert,54,-0.385
137,T135,T135,Bryce Molder,77,-0.385
138,139,139,Boo Weekley,73,-0.381
139,T140,T140,Chad Collins,78,-0.368
140,T140,T140,Bubba Watson,76,-0.368
141,142,142,John Peterson,62,-0.364
142,143,143,Zach Johnson,97,-0.361
143,144,144,Ryan Palmer,85,-0.36
144,T145,T145,Lucas Glover,68,-0.35700000000000004
145,T145,T145,Andrew Loupe,65,-0.35700000000000004
146,T147,T147,Rory McIlroy,66,-0.353
147,T147,T147,John Rollins,84,-0.353
148,149,149,Scott Stallings,77,-0.348
149,T150,T150,"Ted Potter, Jr.",68,-0.34600000000000003
150,T150,T150,Gary Woodland,93,-0.34600000000000003
151,152,152,Gonzalo Fernandez-Castaño,83,-0.34299999999999997
152,T153,T153,Scott Brown,100,-0.33299999999999996
153,T153,T153,Sergio Garcia,61,-0.33299999999999996
154,T153,T153,Ryan Moore,86,-0.33299999999999996
155,T153,T153,Rory Sabbatini,82,-0.33299999999999996
156,157,157,Kevin Streelman,79,-0.32299999999999995
157,158,158,Ben Crane,81,-0.32
158,T159,T159,Russell Henley,92,-0.318
159,T159,T159,Patrick Reed,92,-0.318
160,161,161,Spencer Levin,59,-0.313
161,162,162,Davis Love III,74,-0.308
162,T163,T163,D.H. Lee,54,-0.3
163,T163,T163,Carl Pettersson,91,-0.3
164,T163,T163,Henrik Stenson,56,-0.3
165,T166,T166,J.B. Holmes,86,-0.292
166,T166,T166,Andres Romero,81,-0.292
167,168,168,Brian Gay,81,-0.278
168,169,169,Kevin Tway,64,-0.25
169,170,170,Jim Herman,62,-0.23800000000000002
170,171,171,Troy Merritt,62,-0.231
171,172,172,Martin Flores,85,-0.20800000000000002
172,173,173,Chad Campbell,57,-0.2
173,174,174,Freddie Jacobson,91,-0.192
174,175,175,Jim Furyk,84,-0.136
175,176,176,D.A. Points,75,-0.125
176,177,177,Bronson La'Cassie,51,-0.077
