,Approach__125_yards_RTP_Score_RANK THIS WEEK,Approach__125_yards_RTP_Score_RANK LAST WEEK,Approach__125_yards_RTP_Score_PLAYER NAME,Approach__125_yards_RTP_Score_ROUNDS,Approach__125_yards_RTP_Score_AVG RTP
0,1,1,Jimmy Walker,98,-0.265
1,2,2,Charl Schwartzel,64,-0.24100000000000002
2,3,3,Webb Simpson,87,-0.23199999999999998
3,4,4,Jason Day,54,-0.22899999999999998
4,5,5,Ian Poulter,57,-0.223
5,6,6,Justin Leonard,75,-0.21899999999999997
6,7,7,Kevin Streelman,79,-0.218
7,8,8,Jason Dufner,57,-0.21100000000000002
8,9,9,Jim Furyk,84,-0.209
9,10,10,Billy Hurley III,86,-0.20800000000000002
10,T11,T11,Jerry Kelly,80,-0.207
11,T11,T11,Hideki Matsuyama,82,-0.207
12,T13,T13,Matt Every,85,-0.19899999999999998
13,T13,T13,Charles Howell III,106,-0.19899999999999998
14,T13,T13,Danny Lee,84,-0.19899999999999998
15,16,16,Kevin Kisner,85,-0.19399999999999998
16,17,17,David Hearn,97,-0.193
17,18,18,Keegan Bradley,89,-0.192
18,19,19,Brad Fritsch,50,-0.191
19,20,20,Zach Johnson,97,-0.18600000000000003
20,21,21,Shawn Stefani,60,-0.182
21,T22,T22,Greg Chalmers,85,-0.18100000000000002
22,T22,T22,Jeff Overton,80,-0.18100000000000002
23,24,24,Tim Clark,75,-0.179
24,25,25,Rory McIlroy,66,-0.177
25,26,26,Brian Davis,93,-0.174
26,T27,T27,Steven Bowditch,93,-0.17300000000000001
27,T27,T27,Geoff Ogilvy,84,-0.17300000000000001
28,T27,T27,Brian Stuard,91,-0.17300000000000001
29,T30,T30,Matt Kuchar,91,-0.171
30,T30,T30,Richard Lee,80,-0.171
31,T30,T30,Ben Martin,80,-0.171
32,T30,T30,Brendan Steele,89,-0.171
33,34,34,Bubba Watson,76,-0.16899999999999998
34,35,35,Ben Curtis,77,-0.168
35,T36,T36,Hunter Mahan,88,-0.165
36,T36,T36,Tim Wilkinson,86,-0.165
37,38,38,Jim Renner,61,-0.16399999999999998
38,T39,T39,Erik Compton,88,-0.162
39,T39,T39,Rickie Fowler,91,-0.162
40,T39,T39,Bill Haas,107,-0.162
41,T39,T39,Cameron Tringale,111,-0.162
42,T43,T43,Scott Langley,95,-0.161
43,T43,T43,William McGirt,96,-0.161
44,T45,T45,Woody Austin,63,-0.159
45,T45,T45,Graeme McDowell,66,-0.159
46,T45,T45,Brendon Todd,108,-0.159
47,48,48,David Lingmerth,80,-0.158
48,T49,T49,Stuart Appleby,92,-0.154
49,T49,T49,Daniel Summerhays,98,-0.154
50,T51,T51,Brian Harman,111,-0.153
51,T51,T51,Patrick Reed,92,-0.153
52,53,53,Luke Donald,57,-0.15
53,54,54,Jordan Spieth,102,-0.149
54,T55,T55,Russell Henley,92,-0.147
55,T55,T55,Camilo Villegas,95,-0.147
56,T57,T57,Justin Hicks,103,-0.145
57,T57,T57,Ryo Ishikawa,75,-0.145
58,T57,T57,Martin Laird,66,-0.145
59,T60,T60,Will MacKenzie,82,-0.14400000000000002
60,T60,T60,Ryan Moore,86,-0.14400000000000002
61,T60,T60,Boo Weekley,73,-0.14400000000000002
62,63,63,Spencer Levin,59,-0.14300000000000002
63,T64,T64,Robert Garrigus,80,-0.14
64,T64,T64,Robert Streb,75,-0.14
65,66,66,Freddie Jacobson,91,-0.138
66,67,67,Kevin Na,94,-0.13699999999999998
67,T68,T68,Rory Sabbatini,82,-0.136
68,T68,T68,David Toms,64,-0.136
69,T70,T70,Jim Herman,62,-0.135
70,T70,T70,Brandt Snedeker,89,-0.135
71,72,72,Vijay Singh,83,-0.134
72,T73,T73,Charley Hoffman,93,-0.133
73,T73,T73,Johnson Wagner,69,-0.133
74,75,75,Pat Perez,84,-0.132
75,76,76,Henrik Stenson,56,-0.131
76,T77,T77,Bud Cauley,56,-0.13
77,T77,T77,Luke Guthrie,85,-0.13
78,T77,T77,Chris Stroud,88,-0.13
79,T80,T80,Retief Goosen,94,-0.129
80,T80,T80,Andrew Svoboda,77,-0.129
81,82,82,Ricky Barnes,92,-0.128
82,83,83,Kevin Chappell,100,-0.127
83,84,84,Josh Teater,90,-0.126
84,85,85,Louis Oosthuizen,50,-0.125
85,T86,T86,Kevin Stadler,90,-0.124
86,T86,T86,Gary Woodland,93,-0.124
87,T88,T88,Russell Knox,92,-0.12300000000000001
88,T88,T88,Troy Matteson,62,-0.12300000000000001
89,T90,T90,Bryce Molder,77,-0.122
90,T90,T90,Y.E. Yang,79,-0.122
91,T92,T92,Jamie Lovemark,64,-0.121
92,T92,T92,Troy Merritt,62,-0.121
93,T92,T92,Carl Pettersson,91,-0.121
94,T95,T95,Chad Campbell,57,-0.11900000000000001
95,T95,T95,K.J. Choi,80,-0.11900000000000001
96,T95,T95,Chris Kirk,105,-0.11900000000000001
97,T95,T95,Adam Scott,68,-0.11900000000000001
98,T99,T99,Sean O'Hair,77,-0.11800000000000001
99,T99,T99,Heath Slocum,71,-0.11800000000000001
100,101,101,Jhonattan Vegas,77,-0.115
101,T102,T102,Jason Kokrak,65,-0.114
102,T102,T102,George McNeill,79,-0.114
103,104,104,Michael Putnam,106,-0.113
104,T105,T105,Ken Duke,80,-0.11199999999999999
105,T105,T105,John Senden,99,-0.11199999999999999
106,T107,T107,Marc Leishman,81,-0.111
107,T107,T107,Nicholas Thompson,85,-0.111
108,T109,T109,Tommy Gainey,73,-0.11
109,T109,T109,Charlie Wi,72,-0.11
110,T111,T111,Scott Brown,100,-0.109
111,T111,T111,Justin Rose,70,-0.109
112,T113,T113,Aaron Baddeley,74,-0.10800000000000001
113,T113,T113,J.B. Holmes,86,-0.10800000000000001
114,T115,T115,Ángel Cabrera,69,-0.106
115,T115,T115,Paul Casey,56,-0.106
116,T115,T115,Harris English,95,-0.106
117,T115,T115,Martin Flores,85,-0.106
118,T115,T115,Brice Garnett,92,-0.106
119,T115,T115,Andres Romero,81,-0.106
120,T121,T121,Jonathan Byrd,76,-0.105
121,T121,T121,Stewart Cink,91,-0.105
122,T123,T123,Jason Bohn,81,-0.10400000000000001
123,T123,T123,Chad Collins,78,-0.10400000000000001
124,T123,T123,Andrew Loupe,65,-0.10400000000000001
125,126,126,Robert Allenby,83,-0.10300000000000001
126,127,127,Lee Westwood,57,-0.1
127,T128,T128,Chesson Hadley,84,-0.098
128,T128,T128,Billy Horschel,92,-0.098
129,T128,T128,John Merrick,87,-0.098
130,T131,T131,Ben Crane,81,-0.09300000000000001
131,T131,T131,Brian Gay,81,-0.09300000000000001
132,T131,T131,Brooks Koepka,56,-0.09300000000000001
133,134,134,"Ted Potter, Jr.",68,-0.08900000000000001
134,T135,T135,Sangmoon Bae,76,-0.087
135,T135,T135,Jonas Blixt,64,-0.087
136,T137,T137,James Driscoll,71,-0.086
137,T137,T137,Sergio Garcia,61,-0.086
138,139,139,Jeff Maggert,54,-0.084
139,140,140,John Peterson,62,-0.083
140,T141,T141,Graham DeLaet,80,-0.081
