,Average_Approach_Distance_-_Bogey_or_Worse_RANK THIS WEEK,Average_Approach_Distance_-_Bogey_or_Worse_RANK LAST WEEK,Average_Approach_Distance_-_Bogey_or_Worse_PLAYER NAME,Average_Approach_Distance_-_Bogey_or_Worse_ROUNDS,Average_Approach_Distance_-_Bogey_or_Worse_AVG (YARDS),Average_Approach_Distance_-_Bogey_or_Worse_TOTAL DISTANCE (INCHES),Average_Approach_Distance_-_Bogey_or_Worse_NUMBER OF APPROACH SHOTS
72,T72,T72,James Driscoll,71,1624,13216090.0,2.26
73,T72,T72,Ryan Palmer,85,1624,10463300.0,1.79
74,75,75,Charles Howell III,106,1625,15209950.0,2.6
75,76,76,Kevin Kisner,85,1626,11767070.0,2.01
76,77,77,Graham DeLaet,80,1627,9431060.0,1.61
77,T78,T78,Zach Johnson,97,1628,11488530.0,1.96
78,T78,T78,Adam Scott,68,1628,7912090.0,1.35
79,T80,T80,Matt Every,85,1629,11433860.0,1.95
80,T80,T80,Bryce Molder,77,1629,10967210.0,1.87
81,T80,T80,Mike Weir,69,1629,10205980.0,1.74
82,T83,T83,Jason Dufner,57,1630,7687070.0,1.31
83,T83,T83,Retief Goosen,94,1630,12323400.0,2.1
84,T83,T83,Russell Henley,92,1630,14432380.0,2.46
85,T83,T83,Jason Kokrak,65,1630,9978240.0,1.7
86,T83,T83,Marc Leishman,81,1630,11677590.0,1.99
87,T83,T83,Davis Love III,74,1630,12145840.0,2.07
88,T83,T83,Ryan Moore,86,1630,10093720.0,1.72
89,T90,T90,Ángel Cabrera,69,1631,11744070.0,2.0
90,T90,T90,Will MacKenzie,82,1631,14029510.0,2.39
91,T90,T90,Josh Teater,90,1631,12509960.0,2.13
92,93,93,Gary Woodland,93,1632,11400490.0,1.94
93,94,94,Tim Clark,75,1633,10994340.0,1.87
94,T95,T95,David Lingmerth,80,1634,13704500.0,2.33
95,T95,T95,Robert Streb,75,1634,11586870.0,1.97
96,97,97,Brendan Steele,89,1635,12302350.0,2.09
97,98,98,Chris Stroud,88,1636,11780810.0,2.0
98,T99,T99,Aaron Baddeley,74,1637,11431210.0,1.94
99,T99,T99,Greg Chalmers,85,1637,13670510.0,2.32
100,T99,T99,Bill Haas,107,1637,12138170.0,2.06
101,T99,T99,Chesson Hadley,84,1637,14736190.0,2.5
102,T99,T99,Freddie Jacobson,91,1637,13380800.0,2.27
103,104,104,Nicholas Thompson,85,1639,14337580.0,2.43
104,105,105,Steven Bowditch,93,1640,15820600.0,2.68
105,T106,T106,Luke Guthrie,85,1641,12702920.0,2.15
106,T106,T106,Brooks Koepka,56,1641,6911640.0,1.17
107,T106,T106,Shawn Stefani,60,1641,9393570.0,1.59
108,109,109,Seung-Yul Noh,92,1643,12541980.0,2.12
109,T110,T110,Stuart Appleby,92,1644,14910150.0,2.52
110,T110,T110,Trevor Immelman,84,1644,13372920.0,2.26
111,112,112,Scott Langley,95,1645,12670920.0,2.14
112,113,113,Martin Flores,85,1646,11790000.0,1.99
113,T114,T114,Chad Collins,78,1647,11624440.0,1.96
114,T114,T114,Graeme McDowell,66,1647,7291930.0,1.23
115,116,116,Ben Crane,81,1648,14238070.0,2.4
116,T117,T117,Chad Campbell,57,1649,6529120.0,1.1
117,T117,T117,James Hahn,82,1649,14244340.0,2.4
118,T117,T117,Matt Jones,83,1649,11340460.0,1.91
119,T120,T120,John Rollins,84,1652,12789280.0,2.15
120,T120,T120,Andrew Svoboda,77,1652,10941690.0,1.84
121,T122,T122,Stewart Cink,91,1653,13267510.0,2.23
122,T122,T122,Justin Rose,70,1653,7674990.0,1.29
123,T124,T124,Gonzalo Fernandez-Castaño,83,1655,13227380.0,2.22
124,T124,T124,Matt Kuchar,91,1655,10843560.0,1.82
125,T124,T124,Jim Renner,61,1655,12752720.0,2.14
126,127,127,Camilo Villegas,95,1656,14907010.0,2.5
127,T128,T128,Jonathan Byrd,76,1657,11694110.0,1.96
128,T128,T128,Ian Poulter,57,1657,7753230.0,1.3
129,T128,T128,Johnson Wagner,69,1657,10257350.0,1.72
130,131,131,David Hearn,97,1658,12894480.0,2.16
131,132,132,Cameron Tringale,111,1659,15293620.0,2.56
132,133,133,"Ted Potter, Jr.",68,1661,9449930.0,1.58
133,T134,T134,Tommy Gainey,73,1662,12866440.0,2.15
134,T134,T134,Vijay Singh,83,1662,13279040.0,2.22
135,T136,T136,Robert Garrigus,80,1665,13847630.0,2.31
136,T136,T136,Brendon Todd,108,1665,14388550.0,2.4
137,T138,T138,Woody Austin,63,1667,12425320.0,2.07
138,T138,T138,Luke Donald,57,1667,7379630.0,1.23
139,T138,T138,David Toms,64,1667,8642330.0,1.44
140,141,141,Brian Gay,81,1668,11769070.0,1.96
141,142,142,K.J. Choi,80,1670,12442170.0,2.07
142,143,143,Sangmoon Bae,76,1672,12036640.0,2.0
143,T144,T144,Kevin Na,94,1673,11563680.0,1.92
144,T144,T144,Carl Pettersson,91,1673,15356090.0,2.55
145,146,146,Bronson La'Cassie,51,1675,6994850.0,1.16
146,147,147,Tim Wilkinson,86,1677,12616320.0,2.09
147,148,148,George McNeill,79,1680,11851800.0,1.96
148,T149,T149,Ernie Els,85,1682,11445440.0,1.89
149,T149,T149,Danny Lee,84,1682,13380060.0,2.21
150,T151,T151,Geoff Ogilvy,84,1683,14301940.0,2.36
151,T151,T151,Jimmy Walker,98,1683,11450800.0,1.89
152,T153,T153,Ben Curtis,77,1685,12919870.0,2.13
153,T153,T153,Michael Putnam,106,1685,17348430.0,2.86
154,155,155,John Merrick,87,1686,14387680.0,2.37
155,T156,T156,Robert Allenby,83,1688,12884710.0,2.12
156,T156,T156,Boo Weekley,73,1688,10453820.0,1.72
157,158,158,Charl Schwartzel,64,1689,9000820.0,1.48
158,159,159,Heath Slocum,71,1690,10282330.0,1.69
159,160,160,Jerry Kelly,80,1692,10175130.0,1.67
160,161,161,John Huh,87,1695,12932730.0,2.12
161,T162,T162,Webb Simpson,87,1697,12403480.0,2.03
162,T162,T162,Henrik Stenson,56,1697,7026510.0,1.15
163,164,164,Martin Laird,66,1699,10766840.0,1.76
164,165,165,Justin Leonard,75,1701,11208760.0,1.83
165,166,166,William McGirt,96,1708,15007080.0,2.44
166,167,167,Justin Hicks,103,1709,15877110.0,2.58
167,T168,T168,Erik Compton,88,1710,14160830.0,2.3
168,T168,T168,Hideki Matsuyama,82,1710,11201940.0,1.82
169,170,170,Spencer Levin,59,1712,9370520.0,1.52
170,T171,T171,Ricky Barnes,92,1716,13469470.0,2.18
171,T171,T171,Lee Westwood,57,1716,8648610.0,1.4
172,173,173,D.H. Lee,54,1719,9408520.0,1.52
173,174,174,Brian Stuard,91,1729,13944350.0,2.24
174,175,175,Billy Hurley III,86,1735,11677890.0,1.87
175,176,176,Jim Furyk,84,1737,8255820.0,1.32
176,177,177,Daniel Summerhays,98,1771,15238670.0,2.39
