,Approaches__200_yards-Rgh_RTP_RANK THIS WEEK,Approaches__200_yards-Rgh_RTP_RANK LAST WEEK,Approaches__200_yards-Rgh_RTP_PLAYER NAME,Approaches__200_yards-Rgh_RTP_ROUNDS,Approaches__200_yards-Rgh_RTP_AVG RTP
0,1,1,Boo Weekley,73,-.476
1,2,2,Rory McIlroy,66,-.316
2,3,3,Charley Hoffman,93,-.310
3,4,4,Adam Scott,68,-.296
4,5,5,Jason Dufner,57,-.273
5,6,6,Bo Van Pelt,83,-.258
6,7,7,Ryan Palmer,85,-.257
7,T8,T8,Kevin Chappell,100,-.231
8,T8,T8,Hudson Swafford,75,-.231
9,10,10,Sangmoon Bae,76,-.227
10,11,11,John Merrick,87,-.216
11,12,12,Brooks Koepka,56,-.208
12,13,13,Phil Mickelson,71,-.206
13,14,14,Chris Kirk,105,-.205
14,T15,T15,Bill Haas,107,-.200
15,T15,T15,Gary Woodland,93,-.200
16,17,17,Ángel Cabrera,69,-.194
17,18,18,Willy Wilcox,51,-.188
18,19,19,Patrick Reed,92,-.178
19,T20,T20,Jhonattan Vegas,77,-.175
20,T20,T20,Jimmy Walker,98,-.175
21,22,22,Bubba Watson,76,-.167
22,T23,T23,Jamie Lovemark,64,-.156
23,T23,T23,Andres Romero,81,-.156
24,25,25,Nicholas Thompson,85,-.154
25,T26,T26,Freddie Jacobson,91,-.143
26,T26,T26,Dustin Johnson,58,-.143
27,28,28,Vijay Singh,83,-.140
28,29,29,Kevin Na,94,-.136
29,30,30,Rory Sabbatini,82,-.135
30,T31,T31,Jason Kokrak,65,-.125
31,T31,T31,Davis Love III,74,-.125
32,33,33,Robert Streb,75,-.119
33,34,34,Charlie Wi,72,-.116
34,35,35,Jeff Overton,80,-.115
35,36,36,Charlie Beljan,76,-.111
36,37,37,John Senden,99,-.105
37,T38,T38,Kevin Kisner,85,-.100
38,T38,T38,Charl Schwartzel,64,-.100
39,T38,T38,Brandt Snedeker,89,-.100
40,41,41,Nick Watney,80,-.097
41,42,42,Hunter Mahan,88,-.095
42,T43,T43,Matt Every,85,-.091
43,T43,T43,Henrik Stenson,56,-.091
44,45,45,Kyle Stanley,87,-.088
45,46,46,Kevin Tway,64,-.083
46,47,47,Brendon de Jonge,109,-.074
47,48,48,Graham DeLaet,80,-.068
48,49,49,Louis Oosthuizen,50,-.063
49,50,50,Charles Howell III,106,-.062
50,51,51,Ricky Barnes,92,-.059
51,T52,T52,Harris English,95,-.044
52,T52,T52,Trevor Immelman,84,-.044
53,54,54,Marc Leishman,81,-.043
54,55,55,Jim Herman,62,-.040
55,56,56,Shawn Stefani,60,-.038
56,57,57,Bronson La'Cassie,51,-.036
57,58,58,Bud Cauley,56,-.034
58,T59,T59,John Rollins,84,-.032
59,T59,T59,Lee Westwood,57,-.032
60,61,61,Andrew Loupe,65,-.031
61,62,62,Danny Lee,84,-.027
62,63,63,Martin Flores,85,-.024
63,T64,T64,Robert Allenby,83,-.023
64,T64,T64,Scott Brown,100,-.023
65,66,66,Aaron Baddeley,74,-.021
66,T67,T67,Morgan Hoffmann,103,-.019
67,T67,T67,Michael Putnam,106,-.019
68,T69,T69,Jonathan Byrd,76,E
69,T69,T69,Greg Chalmers,85,E
70,T69,T69,Ernie Els,85,E
71,T69,T69,Brad Fritsch,50,E
72,T69,T69,Lucas Glover,68,E
73,T69,T69,Russell Henley,92,E
74,T69,T69,J.B. Holmes,86,E
75,T69,T69,Ryo Ishikawa,75,E
76,T69,T69,Matt Kuchar,91,E
77,T69,T69,Sean O'Hair,77,E
78,T69,T69,Geoff Ogilvy,84,E
79,T69,T69,Justin Rose,70,E
80,T69,T69,Jordan Spieth,102,E
81,T69,T69,Scott Stallings,77,E
82,T69,T69,Josh Teater,90,E
83,84,84,Hideki Matsuyama,82,+.024
84,85,85,"Ted Potter, Jr.",68,+.025
85,86,86,Derek Ernst,80,+.027
86,87,87,Mike Weir,69,+.032
87,88,88,Cameron Tringale,111,+.036
88,89,89,Martin Kaymer,65,+.037
89,90,90,Seung-Yul Noh,92,+.042
90,91,91,Jim Furyk,84,+.043
91,T92,T92,Jeff Maggert,54,+.048
92,T92,T92,John Peterson,62,+.048
93,94,94,Retief Goosen,94,+.049
94,95,95,William McGirt,96,+.051
95,96,96,David Hearn,97,+.056
96,97,97,Jonas Blixt,64,+.057
97,T98,T98,Steven Bowditch,93,+.058
98,T98,T98,Brian Harman,111,+.058
99,T100,T100,Jason Day,54,+.059
100,T100,T100,D.A. Points,75,+.059
101,102,102,Zach Johnson,97,+.061
102,T103,T103,Matt Jones,83,+.063
103,T103,T103,Russell Knox,92,+.063
104,T103,T103,Kevin Stadler,90,+.063
105,106,106,Brian Gay,81,+.065
106,107,107,Scott Langley,95,+.067
107,108,108,Y.E. Yang,79,+.071
108,109,109,David Lingmerth,80,+.073
109,110,110,Brice Garnett,92,+.074
110,111,111,Pat Perez,84,+.080
111,T112,T112,Paul Casey,56,+.083
112,T112,T112,Richard Lee,80,+.083
113,T112,T112,Brendon Todd,108,+.083
114,115,115,Brendan Steele,89,+.091
115,116,116,Heath Slocum,71,+.094
116,117,117,J.J. Henry,91,+.097
117,T118,T118,Woody Austin,63,+.098
118,T118,T118,James Hahn,82,+.098
119,T118,T118,Johnson Wagner,69,+.098
120,121,121,Robert Garrigus,80,+.102
121,T122,T122,Troy Matteson,62,+.103
122,T122,T122,Carl Pettersson,91,+.103
123,T122,T122,Michael Thompson,74,+.103
124,125,125,Erik Compton,88,+.107
125,126,126,Brian Davis,93,+.109
126,T127,T127,James Driscoll,71,+.114
127,T127,T127,Martin Laird,66,+.114
128,T127,T127,Ben Martin,80,+.114
129,130,130,Daniel Summerhays,98,+.117
130,131,131,Billy Horschel,92,+.118
131,132,132,Ian Poulter,57,+.120
132,133,133,Stewart Cink,91,+.122
133,134,134,Tyrone Van Aswegen,79,+.128
134,135,135,Rickie Fowler,91,+.129
135,136,136,Mark Wilson,69,+.133
136,137,137,Luke Guthrie,85,+.136
137,138,138,Ken Duke,80,+.138
138,139,139,Roberto Castro,76,+.143
139,140,140,Chesson Hadley,84,+.146
140,141,141,Sergio Garcia,61,+.154
141,142,142,Chad Collins,78,+.160
142,143,143,George McNeill,79,+.163
143,144,144,Kevin Streelman,79,+.172
144,145,145,Will MacKenzie,82,+.179
145,T146,T146,Keegan Bradley,89,+.184
146,T146,T146,Webb Simpson,87,+.184
147,148,148,Brian Stuard,91,+.188
148,T149,T149,Tommy Gainey,73,+.190
149,T149,T149,Graeme McDowell,66,+.190
150,151,151,Justin Hicks,103,+.200
151,152,152,Billy Hurley III,86,+.206
152,153,153,Chad Campbell,57,+.208
153,154,154,Camilo Villegas,95,+.212
154,155,155,Ben Curtis,77,+.214
155,156,156,Jim Renner,61,+.216
156,T157,T157,Stuart Appleby,92,+.220
157,T157,T157,K.J. Choi,80,+.220
158,159,159,Gonzalo Fernandez-Castaño,83,+.233
159,160,160,Ben Crane,81,+.238
160,161,161,Andrew Svoboda,77,+.244
161,162,162,Chris Stroud,88,+.250
162,T163,T163,Briny Baird,50,+.261
163,T163,T163,Jerry Kelly,80,+.261
