,Approaches_from_50-125_yards_Rgh_RANK THIS WEEK,Approaches_from_50-125_yards_Rgh_RANK LAST WEEK,Approaches_from_50-125_yards_Rgh_PLAYER NAME,Approaches_from_50-125_yards_Rgh_ROUNDS,Approaches_from_50-125_yards_Rgh_AVG,Approaches_from_50-125_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-125_yards_Rgh_RELATIVE TO PAR
0,1,1,Scott Langley,95,"19' 6""",973.9169999999999,50,-6
1,2,2,Charl Schwartzel,64,"20' 6""",1126.667,55,-8
2,3,3,William McGirt,96,"21' 5""",1305.333,61,-6
3,4,4,David Hearn,97,"21' 8""",846.1669999999999,39,+7
4,5,5,Luke Donald,57,"21' 10""",634.25,29,E
5,6,6,Phil Mickelson,71,"22' 1""",1059.583,48,-5
6,7,7,Brian Harman,111,"22' 5""",1952.0,87,+2
7,8,8,Gary Woodland,93,"22' 7""",1285.667,57,E
8,9,9,David Toms,64,"22' 10""",662.0,29,-3
9,10,10,Michael Putnam,106,"22' 11""",1212.417,53,+2
10,11,11,Ángel Cabrera,69,"23' 0""",1585.5829999999999,69,-4
11,12,12,George McNeill,79,"23' 2""",1043.333,45,-4
12,13,13,Brian Davis,93,"23' 3""",1722.4170000000001,74,+5
13,14,14,Bill Haas,107,"23' 4""",1586.8329999999999,68,+6
14,T15,T15,Stuart Appleby,92,"23' 5""",1383.9170000000001,59,-3
15,T15,T15,Y.E. Yang,79,"23' 5""",1005.4169999999999,43,+10
16,17,17,Ben Curtis,77,"23' 6""",774.25,33,+1
17,18,18,Marc Leishman,81,"23' 7""",1251.25,53,+4
18,T19,T19,Ian Poulter,57,"23' 10""",596.6669999999999,25,+7
19,T19,T19,Boo Weekley,73,"23' 10""",954.8330000000001,40,+5
20,T21,T21,Chad Campbell,57,"23' 11""",549.75,23,-3
21,T21,T21,Justin Leonard,75,"23' 11""",909.1669999999999,38,+8
22,23,23,Sangmoon Bae,76,"24' 0""",1246.167,52,-1
23,24,24,Tommy Gainey,73,"24' 2""",1496.8329999999999,62,-7
24,25,25,Hunter Mahan,88,"24' 4""",1558.0829999999999,64,E
25,26,26,Hideki Matsuyama,82,"24' 5""",780.25,32,+2
26,27,27,Camilo Villegas,95,"24' 6""",1592.5,65,+5
27,28,28,Ryan Moore,86,"24' 7""",714.0830000000001,29,+7
28,29,29,John Rollins,84,"24' 8""",1457.5,59,E
29,T30,T30,Erik Compton,88,"24' 9""",1632.5,66,+10
30,T30,T30,Dustin Johnson,58,"24' 9""",1138.083,46,-9
31,T32,T32,Jason Day,54,"24' 10""",819.3330000000001,33,+1
32,T32,T32,Justin Hicks,103,"24' 10""",1116.167,45,E
33,T32,T32,Zach Johnson,97,"24' 10""",1415.3329999999999,57,+6
34,T32,T32,Matt Jones,83,"24' 10""",1239.833,50,+2
35,T32,T32,Kevin Tway,64,"24' 10""",1041.667,42,+5
36,37,37,Justin Rose,70,"24' 11""",1122.917,45,E
37,38,38,Jonathan Byrd,76,"25' 0""",1073.5,43,+2
38,T39,T39,Rickie Fowler,91,"25' 1""",1303.667,52,+11
39,T39,T39,Bryce Molder,77,"25' 1""",1052.25,42,+3
40,T41,T41,Jonas Blixt,64,"25' 4""",1189.917,47,+2
41,T41,T41,Vijay Singh,83,"25' 4""",1596.0829999999999,63,+1
42,T43,T43,Tim Clark,75,"25' 7""",1047.667,41,+7
43,T43,T43,Jim Furyk,84,"25' 7""",843.5,33,-2
44,T43,T43,Chesson Hadley,84,"25' 7""",1405.5,55,+7
45,T43,T43,Cameron Tringale,111,"25' 7""",1972.5,77,+13
46,T43,T43,Tim Wilkinson,86,"25' 7""",1535.4170000000001,60,E
47,48,48,Seung-Yul Noh,92,"25' 10""",1446.5,56,+2
48,T49,T49,Harris English,95,"25' 11""",1269.667,49,+3
49,T49,T49,Troy Matteson,62,"25' 11""",1270.333,49,+11
50,51,51,Tyrone Van Aswegen,79,"26' 0""",1507.25,58,+13
51,52,52,Charley Hoffman,93,"26' 1""",2010.5829999999999,77,+5
52,53,53,Ryo Ishikawa,75,"26' 2""",1542.5829999999999,59,+7
53,T54,T54,Kevin Na,94,"26' 3""",1235.5,47,+1
54,T54,T54,Geoff Ogilvy,84,"26' 3""",2204.167,84,+4
55,T56,T56,Danny Lee,84,"26' 4""",1028.167,39,+3
56,T56,T56,Rory Sabbatini,82,"26' 4""",1553.1670000000001,59,+6
57,58,58,Robert Allenby,83,"26' 5""",1031.833,39,-1
58,T59,T59,Retief Goosen,94,"26' 6""",1881.4170000000001,71,+8
59,T59,T59,Daniel Summerhays,98,"26' 6""",1564.1670000000001,59,-1
60,61,61,K.J. Choi,80,"26' 7""",1115.75,42,-1
