,Approaches_from_50-75_yards_Rgh_RANK THIS WEEK,Approaches_from_50-75_yards_Rgh_RANK LAST WEEK,Approaches_from_50-75_yards_Rgh_PLAYER NAME,Approaches_from_50-75_yards_Rgh_ROUNDS,Approaches_from_50-75_yards_Rgh_AVG,Approaches_from_50-75_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_50-75_yards_Rgh_# OF ATTEMPTS,Approaches_from_50-75_yards_Rgh_RELATIVE TO PAR
0,1,1,Hideki Matsuyama,82,"10' 10""",86.667,8,+2
1,2,2,Chad Campbell,57,"11' 2""",44.5,4,E
2,3,3,Lucas Glover,68,"11' 6""",34.417,3,E
3,4,4,Rory McIlroy,66,"11' 7""",69.5,6,E
4,5,5,Bryce Molder,77,"12' 11""",90.417,7,+2
5,6,6,Sangmoon Bae,76,"13' 3""",132.833,10,-1
6,7,7,Gary Woodland,93,"13' 4""",53.167,4,+1
7,8,8,Boo Weekley,73,"14' 6""",87.167,6,+1
8,T9,T9,Retief Goosen,94,"14' 7""",189.5,13,E
9,T9,T9,Y.E. Yang,79,"14' 7""",116.5,8,+3
10,11,11,Jonathan Byrd,76,"15' 0""",120.0,8,+1
11,12,12,Jamie Lovemark,64,"15' 7""",187.0,12,+3
12,T13,T13,Tim Clark,75,"15' 10""",174.0,11,+3
13,T13,T13,Troy Merritt,62,"15' 10""",94.833,6,+4
14,T13,T13,Ryan Moore,86,"15' 10""",79.333,5,E
15,16,16,Sergio Garcia,61,"15' 11""",95.25,6,+2
16,T17,T17,Erik Compton,88,"16' 2""",241.917,15,+3
17,T17,T17,Brian Stuard,91,"16' 2""",48.417,3,+1
18,19,19,Tommy Gainey,73,"16' 5""",82.0,5,+1
19,20,20,William McGirt,96,"16' 6""",115.25,7,+1
20,T21,T21,Jonas Blixt,64,"16' 9""",217.833,13,-3
21,T21,T21,Justin Leonard,75,"16' 9""",100.25,6,+1
22,T23,T23,George McNeill,79,"16' 10""",100.833,6,+5
23,T23,T23,Mark Wilson,69,"16' 10""",50.417,3,E
24,25,25,Ben Curtis,77,"17' 0""",119.0,7,+2
25,26,26,Scott Langley,95,"17' 2""",103.083,6,+2
26,27,27,Matt Jones,83,"17' 6""",157.5,9,+2
27,28,28,Josh Teater,90,"17' 7""",123.0,7,+1
28,29,29,Dustin Johnson,58,"17' 10""",321.66700000000003,18,-6
29,T30,T30,Aaron Baddeley,74,"18' 0""",162.0,9,+1
30,T30,T30,Ernie Els,85,"18' 0""",252.333,14,+3
31,T32,T32,Billy Hurley III,86,"18' 1""",181.0,10,+1
32,T32,T32,Adam Scott,68,"18' 1""",126.333,7,E
