,Approaches__100_yards-Rgh_RTP_RANK THIS WEEK,Approaches__100_yards-Rgh_RTP_RANK LAST WEEK,Approaches__100_yards-Rgh_RTP_PLAYER NAME,Approaches__100_yards-Rgh_RTP_ROUNDS,Approaches__100_yards-Rgh_RTP_AVG RTP
0,1,1,Sergio Garcia,61,-0.04
1,2,2,Ryan Palmer,85,-0.021
2,3,3,Bubba Watson,76,-0.017
3,4,4,Rory McIlroy,66,-0.012
4,5,5,Brooks Koepka,56,0.006999999999999999
5,6,6,Adam Scott,68,0.018000000000000002
6,7,7,Jimmy Walker,98,0.022000000000000002
7,T8,T8,Ángel Cabrera,69,0.032
8,T8,T8,Jason Kokrak,65,0.032
9,10,10,Charlie Wi,72,0.033
10,11,11,Charley Hoffman,93,0.037000000000000005
11,12,12,Chris Kirk,105,0.039
12,13,13,Daniel Summerhays,98,0.048
13,14,14,Patrick Reed,92,0.054000000000000006
14,15,15,Phil Mickelson,71,0.055999999999999994
15,T16,T16,Charles Howell III,106,0.057999999999999996
16,T16,T16,Robert Streb,75,0.057999999999999996
17,18,18,Jhonattan Vegas,77,0.059000000000000004
18,19,19,Freddie Jacobson,91,0.063
19,20,20,John Merrick,87,0.064
20,21,21,J.J. Henry,91,0.065
21,22,22,Boo Weekley,73,0.066
22,T23,T23,Kevin Na,94,0.068
23,T23,T23,Justin Rose,70,0.068
24,T25,T25,Brendon de Jonge,109,0.069
25,T25,T25,Jamie Lovemark,64,0.069
26,27,27,Charl Schwartzel,64,0.071
27,28,28,Ricky Barnes,92,0.07200000000000001
28,29,29,Matt Kuchar,91,0.073
29,30,30,Scott Langley,95,0.078
30,31,31,Matt Every,85,0.079
31,32,32,Greg Chalmers,85,0.08
32,33,33,Brendon Todd,108,0.084
33,T34,T34,Bill Haas,107,0.087
34,T34,T34,Jerry Kelly,80,0.087
35,36,36,Brad Fritsch,50,0.08800000000000001
36,T37,T37,Bronson La'Cassie,51,0.09
37,T37,T37,Hideki Matsuyama,82,0.09
38,39,39,Geoff Ogilvy,84,0.09300000000000001
39,T40,T40,Jason Bohn,81,0.094
40,T40,T40,Carl Pettersson,91,0.094
41,42,42,Graham DeLaet,80,0.095
42,T43,T43,Brice Garnett,92,0.09699999999999999
43,T43,T43,Mike Weir,69,0.09699999999999999
44,T45,T45,George McNeill,79,0.098
45,T45,T45,Brandt Snedeker,89,0.098
46,T47,T47,Aaron Baddeley,74,0.099
47,T47,T47,Dustin Johnson,58,0.099
48,T47,T47,Jeff Maggert,54,0.099
49,T50,T50,Sangmoon Bae,76,0.1
50,T50,T50,Zach Johnson,97,0.1
51,T50,T50,Shawn Stefani,60,0.1
52,T53,T53,Paul Casey,56,0.10099999999999999
53,T53,T53,Brian Stuard,91,0.10099999999999999
54,55,55,Davis Love III,74,0.102
55,56,56,Ben Martin,80,0.10300000000000001
56,T57,T57,Harris English,95,0.10400000000000001
57,T57,T57,Brian Gay,81,0.10400000000000001
58,T59,T59,Scott Brown,100,0.105
59,T59,T59,Martin Flores,85,0.105
60,T61,T61,Jonathan Byrd,76,0.106
61,T61,T61,Webb Simpson,87,0.106
62,63,63,Graeme McDowell,66,0.107
63,64,64,Stewart Cink,91,0.10800000000000001
64,65,65,John Peterson,62,0.109
65,T66,T66,Trevor Immelman,84,0.11
66,T66,T66,Josh Teater,90,0.11
67,T66,T66,David Toms,64,0.11
68,T69,T69,Jason Dufner,57,0.11199999999999999
69,T69,T69,"Ted Potter, Jr.",68,0.11199999999999999
70,T71,T71,James Hahn,82,0.113
71,T71,T71,Hunter Mahan,88,0.113
72,T73,T73,Marc Leishman,81,0.114
73,T73,T73,Heath Slocum,71,0.114
74,T75,T75,Retief Goosen,94,0.115
75,T75,T75,John Rollins,84,0.115
76,77,77,Jeff Overton,80,0.11699999999999999
77,78,78,Seung-Yul Noh,92,0.11800000000000001
78,79,79,Robert Allenby,83,0.11900000000000001
79,T80,T80,Luke Guthrie,85,0.12
80,T80,T80,Willy Wilcox,51,0.12
81,T82,T82,Brian Harman,111,0.122
82,T82,T82,Richard Lee,80,0.122
83,T82,T82,Andres Romero,81,0.122
84,T85,T85,J.B. Holmes,86,0.124
85,T85,T85,Vijay Singh,83,0.124
86,T87,T87,Andrew Loupe,65,0.125
87,T87,T87,Pat Perez,84,0.125
88,T87,T87,Tim Wilkinson,86,0.125
89,90,90,Lee Westwood,57,0.126
90,91,91,Bo Van Pelt,83,0.128
91,92,92,Brendan Steele,89,0.129
92,93,93,Hudson Swafford,75,0.13
93,94,94,John Senden,99,0.131
94,T95,T95,Stuart Appleby,92,0.132
95,T95,T95,Keegan Bradley,89,0.132
96,T95,T95,Jason Day,54,0.132
97,T95,T95,William McGirt,96,0.132
98,T99,T99,Danny Lee,84,0.133
99,T99,T99,Henrik Stenson,56,0.133
100,T101,T101,Billy Hurley III,86,0.134
101,T101,T101,Nick Watney,80,0.134
102,T103,T103,Ryo Ishikawa,75,0.139
103,T103,T103,Rory Sabbatini,82,0.139
104,T105,T105,Ernie Els,85,0.14
105,T105,T105,Jim Herman,62,0.14
106,T105,T105,Jordan Spieth,102,0.14
107,T105,T105,Cameron Tringale,111,0.14
108,T109,T109,Kevin Kisner,85,0.14300000000000002
109,T109,T109,Sean O'Hair,77,0.14300000000000002
110,111,111,Jim Furyk,84,0.14400000000000002
111,T112,T112,Roberto Castro,76,0.147
112,T112,T112,Chad Collins,78,0.147
113,T112,T112,Derek Ernst,80,0.147
114,T115,T115,Bud Cauley,56,0.151
115,T115,T115,Gary Woodland,93,0.151
116,T117,T117,Brian Davis,93,0.152
117,T117,T117,Matt Jones,83,0.152
118,T117,T117,Ryan Moore,86,0.152
119,120,120,Bryce Molder,77,0.153
120,121,121,Y.E. Yang,79,0.154
121,122,122,David Lingmerth,80,0.155
122,T123,T123,Kevin Chappell,100,0.156
123,T123,T123,Chesson Hadley,84,0.156
124,T123,T123,Justin Hicks,103,0.156
125,126,126,Scott Stallings,77,0.159
126,T127,T127,Rickie Fowler,91,0.16
127,T127,T127,Tommy Gainey,73,0.16
128,T127,T127,Robert Garrigus,80,0.16
129,T127,T127,Michael Thompson,74,0.16
130,131,131,Ian Poulter,57,0.161
131,132,132,Andrew Svoboda,77,0.162
132,T133,T133,Steven Bowditch,93,0.163
133,T133,T133,Ken Duke,80,0.163
134,T133,T133,Kevin Stadler,90,0.163
135,136,136,Camilo Villegas,95,0.165
136,T137,T137,Russell Henley,92,0.16699999999999998
137,T137,T137,Kyle Stanley,87,0.16699999999999998
138,139,139,Russell Knox,92,0.168
139,140,140,Martin Laird,66,0.171
140,141,141,Charlie Beljan,76,0.172
141,T142,T142,Tim Clark,75,0.17600000000000002
142,T142,T142,Michael Putnam,106,0.17600000000000002
143,144,144,Briny Baird,50,0.17800000000000002
144,T145,T145,K.J. Choi,80,0.179
145,T145,T145,Luke Donald,57,0.179
146,T147,T147,Chad Campbell,57,0.18100000000000002
147,T147,T147,Gonzalo Fernandez-Castaño,83,0.18100000000000002
148,T147,T147,Billy Horschel,92,0.18100000000000002
149,150,150,Will MacKenzie,82,0.182
150,151,151,Jonas Blixt,64,0.183
151,152,152,Tyrone Van Aswegen,79,0.184
152,153,153,Morgan Hoffmann,103,0.185
153,154,154,Kevin Tway,64,0.188
154,155,155,Chris Stroud,88,0.18899999999999997
155,156,156,Ben Curtis,77,0.19
156,157,157,Ben Crane,81,0.193
157,158,158,Mark Wilson,69,0.201
158,159,159,Martin Kaymer,65,0.205
159,160,160,Wes Roach,67,0.207
160,T161,T161,Troy Matteson,62,0.20800000000000002
161,T161,T161,Louis Oosthuizen,50,0.20800000000000002
162,T163,T163,Lucas Glover,68,0.21100000000000002
163,T163,T163,D.A. Points,75,0.21100000000000002
164,165,165,Spencer Levin,59,0.213
165,166,166,Nicholas Thompson,85,0.215
166,167,167,Erik Compton,88,0.21600000000000003
167,T168,T168,Woody Austin,63,0.22399999999999998
168,T168,T168,James Driscoll,71,0.22399999999999998
169,T168,T168,D.H. Lee,54,0.22399999999999998
170,171,171,Johnson Wagner,69,0.226
171,172,172,Kevin Streelman,79,0.23199999999999998
172,173,173,David Hearn,97,0.233
173,174,174,Troy Merritt,62,0.23600000000000002
174,175,175,John Huh,87,0.243
175,176,176,Jim Renner,61,0.264
176,177,177,Justin Leonard,75,0.306
