,Approaches_from_200-225_yards_RANK THIS WEEK,Approaches_from_200-225_yards_RANK LAST WEEK,Approaches_from_200-225_yards_PLAYER NAME,Approaches_from_200-225_yards_ROUNDS,Approaches_from_200-225_yards_AVG,Approaches_from_200-225_yards_TOTAL DISTANCE (FEET),Approaches_from_200-225_yards_# OF ATTEMPTS,Approaches_from_200-225_yards_RELATIVE TO PAR
0,1,1,Graham DeLaet,80,"32' 10""",3709.0,113,-15
1,2,2,Justin Rose,70,"34' 5""",3301.667,96,-3
2,3,3,Hideki Matsuyama,82,"36' 1""",3682.25,102,+6
3,4,4,Zach Johnson,97,"36' 2""",5708.0830000000005,158,-9
4,T5,T5,Jason Bohn,81,"36' 3""",5040.5,139,+3
5,T5,T5,Sergio Garcia,61,"36' 3""",2608.583,72,-10
6,7,7,Keegan Bradley,89,"36' 9""",4339.333,118,-9
7,8,8,Stewart Cink,91,"36' 10""",4534.917,123,-4
8,T9,T9,Charl Schwartzel,64,"36' 11""",3285.25,89,-5
9,T9,T9,Adam Scott,68,"36' 11""",3583.917,97,-9
10,T11,T11,Ángel Cabrera,69,"37' 1""",3630.833,98,+7
11,T11,T11,Billy Horschel,92,"37' 1""",4556.583,123,-7
12,T11,T11,John Senden,99,"37' 1""",5118.75,138,-5
13,14,14,Martin Kaymer,65,"37' 3""",2796.833,75,+2
14,T15,T15,Jim Furyk,84,"37' 7""",4926.833,131,+2
15,T15,T15,Russell Knox,92,"37' 7""",5375.0830000000005,143,+5
16,T15,T15,Rory McIlroy,66,"37' 7""",3531.583,94,-22
17,18,18,Bo Van Pelt,83,"37' 10""",3821.5,101,-10
18,19,19,Chad Campbell,57,"37' 11""",2844.75,75,-2
19,20,20,Luke Donald,57,"38' 0""",3877.0,102,+6
20,T21,T21,Charlie Beljan,76,"38' 3""",3822.667,100,-4
21,T21,T21,Paul Casey,56,"38' 3""",3063.167,80,+4
22,T21,T21,Jason Day,54,"38' 3""",2331.667,61,+2
23,24,24,Harris English,95,"38' 4""",4712.917,123,-13
24,T25,T25,Vijay Singh,83,"38' 5""",4837.5,126,+6
25,T25,T25,Hudson Swafford,75,"38' 5""",4074.417,106,-9
26,T25,T25,Nick Watney,80,"38' 5""",3884.25,101,-5
27,28,28,Brooks Koepka,56,"38' 6""",3153.833,82,-10
28,T29,T29,Brian Harman,111,"38' 7""",6481.5,168,-7
