,Approaches_from_50-125_yards_RANK THIS WEEK,Approaches_from_50-125_yards_RANK LAST WEEK,Approaches_from_50-125_yards_PLAYER NAME,Approaches_from_50-125_yards_ROUNDS,Approaches_from_50-125_yards_AVG,Approaches_from_50-125_yards_TOTAL DISTANCE (FEET),Approaches_from_50-125_yards_# OF ATTEMPTS,Approaches_from_50-125_yards_RELATIVE TO PAR
0,T1,T1,Justin Leonard,75,"15' 7""",2848.5,183,-40
1,T1,T1,Webb Simpson,87,"15' 7""",3086.75,198,-46
2,3,3,Tim Clark,75,"15' 10""",3002.167,190,-34
3,4,4,Hideki Matsuyama,82,"16' 0""",2320.083,145,-30
4,5,5,Zach Johnson,97,"16' 1""",3801.667,236,-44
5,6,6,Jim Furyk,84,"16' 2""",2936.417,182,-38
6,T7,T7,Justin Rose,70,"16' 5""",2100.083,128,-14
7,T7,T7,Charl Schwartzel,64,"16' 5""",1839.6670000000001,112,-27
8,T9,T9,Bryce Molder,77,"16' 7""",2990.083,180,-22
9,T9,T9,Adam Scott,68,"16' 7""",2089.833,126,-15
10,T11,T11,Stewart Cink,91,"16' 8""",2848.5,171,-18
11,T11,T11,Jason Day,54,"16' 8""",1380.5829999999999,83,-19
12,T11,T11,Ryo Ishikawa,75,"16' 8""",2305.25,138,-20
13,T11,T11,Ben Martin,80,"16' 8""",2740.083,164,-28
14,15,15,Keegan Bradley,89,"16' 9""",2442.083,146,-28
15,16,16,Jimmy Walker,98,"16' 10""",2539.667,151,-40
16,T17,T17,Kevin Chappell,100,"16' 11""",4123.5,244,-31
17,T17,T17,Tim Wilkinson,86,"16' 11""",3079.0,182,-30
18,19,19,Stuart Appleby,92,"17' 0""",3871.583,228,-35
19,20,20,Bubba Watson,76,"17' 1""",3028.417,177,-30
20,21,21,Brian Stuard,91,"17' 2""",3174.833,185,-32
21,T22,T22,Cameron Tringale,111,"17' 3""",4370.667,253,-41
22,T22,T22,Y.E. Yang,79,"17' 3""",2401.5,139,-17
23,24,24,Jason Dufner,57,"17' 4""",1972.0,114,-24
24,T25,T25,Chesson Hadley,84,"17' 5""",3026.833,174,-17
25,T25,T25,Marc Leishman,81,"17' 5""",2351.917,135,-15
26,T25,T25,Jordan Spieth,102,"17' 5""",3495.583,201,-30
27,T25,T25,Bo Van Pelt,83,"17' 5""",3494.417,201,-14
28,T25,T25,Nick Watney,80,"17' 5""",2803.0,161,-13
29,T30,T30,Brooks Koepka,56,"17' 6""",1872.8329999999999,107,-10
30,T30,T30,John Rollins,84,"17' 6""",2885.5,165,-13
31,T30,T30,Chris Stroud,88,"17' 6""",2834.167,162,-21
32,T33,T33,Roberto Castro,76,"17' 7""",3029.417,172,-11
33,T33,T33,Rory McIlroy,66,"17' 7""",1985.0829999999999,113,-20
34,T33,T33,Brandt Snedeker,89,"17' 7""",3131.667,178,-24
35,T36,T36,Bill Haas,107,"17' 8""",3705.667,210,-34
