,GIR_Percentage_-_150-175_yards_RANK THIS WEEK,GIR_Percentage_-_150-175_yards_RANK LAST WEEK,GIR_Percentage_-_150-175_yards_PLAYER NAME,GIR_Percentage_-_150-175_yards_ROUNDS,GIR_Percentage_-_150-175_yards_%,GIR_Percentage_-_150-175_yards_GREENS HIT,GIR_Percentage_-_150-175_yards_TOTAL HOLES,GIR_Percentage_-_150-175_yards_RELATIVE TO PAR
0,1,1,Bo Van Pelt,83,74.51,190,255,-0.16
1,2,2,Russell Knox,92,73.87,229,310,-0.2
2,3,3,Nicholas Thompson,85,72.37,186,257,-0.16
3,4,4,Ken Duke,80,72.31,188,260,-0.2
4,5,5,Bill Haas,107,71.96,213,296,-0.14
5,6,6,Hunter Mahan,88,71.88,207,288,-0.12
6,7,7,Jim Furyk,84,71.72,175,244,-0.14
7,8,8,Nick Watney,80,71.3,154,216,-0.18
8,9,9,Stewart Cink,91,71.19,210,295,-0.17
9,10,10,John Merrick,87,70.77,201,284,-0.11
10,11,11,Jerry Kelly,80,70.68,188,266,-0.2
11,12,12,Billy Horschel,92,70.61,185,262,-0.1
12,13,13,Graeme McDowell,66,70.59,120,170,-0.26
13,14,14,Jason Kokrak,65,70.46,167,237,-0.16
14,15,15,Jonathan Byrd,76,70.11,183,261,-0.16
15,16,16,Tim Clark,75,69.95,149,213,-0.13
16,17,17,Robert Allenby,83,69.82,199,285,-0.1
17,18,18,Henrik Stenson,56,69.77,90,129,-0.24
18,19,19,Kevin Chappell,100,69.57,224,322,-0.19
19,20,20,Cameron Tringale,111,69.48,239,344,-0.18
20,21,21,David Hearn,97,69.47,223,321,-0.18
21,22,22,Willy Wilcox,51,69.44,125,180,-0.14
22,23,23,Brendon de Jonge,109,69.3,237,342,-0.14
23,24,24,Heath Slocum,71,69.26,169,244,-0.15
24,25,25,Sergio Garcia,61,69.23,90,130,-0.22
25,26,26,Billy Hurley III,86,69.2,191,276,-0.15
26,T27,T27,Justin Hicks,103,69.12,244,353,-0.15
27,T27,T27,Webb Simpson,87,69.12,188,272,-0.2
28,29,29,Ben Crane,81,69.04,194,281,-0.24
29,30,30,Michael Putnam,106,68.98,258,374,-0.13
30,31,31,Adam Scott,68,68.86,157,228,-0.22
31,32,32,Brad Fritsch,50,68.75,121,176,-0.17
32,33,33,George McNeill,79,68.7,180,262,-0.19
33,34,34,J.J. Henry,91,68.61,212,309,-0.14
34,35,35,Camilo Villegas,95,68.39,225,329,-0.16
35,36,36,Dustin Johnson,58,68.31,97,142,-0.26
36,37,37,Kyle Stanley,87,68.3,181,265,-0.1
37,38,38,Daniel Summerhays,98,68.2,208,305,-0.21
38,39,39,Trevor Immelman,84,68.18,180,264,-0.17
39,40,40,William McGirt,96,67.92,216,318,-0.21
40,41,41,Matt Kuchar,91,67.88,186,274,-0.17
41,42,42,Hudson Swafford,75,67.77,164,242,-0.16
42,43,43,Jason Dufner,57,67.68,111,164,-0.19
43,44,44,Retief Goosen,94,67.66,205,303,-0.23
44,45,45,Ernie Els,85,67.58,148,219,-0.22
45,46,46,Chad Campbell,57,67.54,129,191,-0.16
46,47,47,Luke Donald,57,67.53,104,154,-0.2
47,48,48,Chris Kirk,105,67.43,207,307,-0.21
48,49,49,Chris Stroud,88,67.38,188,279,-0.2
49,50,50,John Huh,87,67.29,181,269,-0.25
50,51,51,Freddie Jacobson,91,67.25,193,287,-0.22
51,52,52,Bryce Molder,77,67.23,160,238,-0.19
52,53,53,Shawn Stefani,60,66.96,154,230,-0.18
53,54,54,Graham DeLaet,80,66.93,170,254,-0.18
54,55,55,Bronson La'Cassie,51,66.92,89,133,-0.12
55,56,56,Will MacKenzie,82,66.8,167,250,-0.2
56,T57,T57,John Senden,99,66.67,204,306,-0.18
57,T57,T57,Brendon Todd,108,66.67,224,336,-0.24
58,59,59,Kevin Kisner,85,66.54,177,266,-0.24
59,60,60,Kevin Stadler,90,66.52,147,221,-0.18
60,61,61,Rory McIlroy,66,66.46,109,164,-0.23
61,62,62,Brendan Steele,89,66.42,176,265,-0.07
62,63,63,Woody Austin,63,66.34,136,205,-0.13
63,64,64,"Ted Potter, Jr.",68,66.23,151,228,-0.14
64,65,65,Chad Collins,78,66.22,147,222,-0.14
65,66,66,Kevin Na,94,66.19,186,281,-0.15
66,67,67,Jhonattan Vegas,77,66.06,183,277,-0.08
67,68,68,John Peterson,62,65.97,126,191,-0.19
68,69,69,Harris English,95,65.9,201,305,-0.18
69,70,70,D.H. Lee,54,65.81,102,155,-0.14
70,71,71,David Toms,64,65.8,127,193,-0.22
71,72,72,Martin Flores,85,65.71,184,280,-0.14
72,73,73,Zach Johnson,97,65.64,191,291,-0.15
73,74,74,Geoff Ogilvy,84,65.52,171,261,-0.21
74,75,75,Lee Westwood,57,65.5,112,171,-0.21
75,76,76,Jason Bohn,81,65.49,167,255,-0.16
76,77,77,Brian Harman,111,65.32,226,346,-0.23
77,78,78,Danny Lee,84,65.27,171,262,-0.18
