,Approach__275_yards_RTP_RANK THIS WEEK,Approach__275_yards_RTP_RANK LAST WEEK,Approach__275_yards_RTP_PLAYER NAME,Approach__275_yards_RTP_ROUNDS,Approach__275_yards_RTP_AVG RTP
0,1,1,Heath Slocum,71,-1.000
1,2,2,Robert Garrigus,80,-.833
2,T3,T3,Briny Baird,50,-.800
3,T3,T3,Martin Laird,66,-.800
4,T3,T3,Jeff Maggert,54,-.800
5,6,6,Hideki Matsuyama,82,-.769
6,7,7,Brice Garnett,92,-.765
7,T8,T8,Ben Curtis,77,-.750
8,T8,T8,Andrew Loupe,65,-.750
9,T8,T8,Sean O'Hair,77,-.750
10,T11,T11,Jonas Blixt,64,-.714
11,T11,T11,Jason Kokrak,65,-.714
12,13,13,Brian Davis,93,-.706
13,14,14,Jordan Spieth,102,-.692
14,15,15,Russell Henley,92,-.684
15,T16,T16,James Driscoll,71,-.667
16,T16,T16,Bryce Molder,77,-.667
17,T16,T16,Louis Oosthuizen,50,-.667
18,T16,T16,Pat Perez,84,-.667
19,T20,T20,Martin Flores,85,-.643
20,T20,T20,James Hahn,82,-.643
21,T22,T22,Davis Love III,74,-.636
22,T22,T22,Tyrone Van Aswegen,79,-.636
23,T24,T24,Bronson La'Cassie,51,-.625
24,T24,T24,Jimmy Walker,98,-.625
25,26,26,Michael Putnam,106,-.613
26,27,27,Ricky Barnes,92,-.611
27,T28,T28,Charlie Beljan,76,-.600
28,T28,T28,Retief Goosen,94,-.600
29,T28,T28,Charles Howell III,106,-.600
30,T28,T28,Ian Poulter,57,-.600
31,T28,T28,Andrew Svoboda,77,-.600
32,33,33,Ernie Els,85,-.588
33,T34,T34,Jim Renner,61,-.583
34,T34,T34,Wes Roach,67,-.583
35,T36,T36,Erik Compton,88,-.571
36,T36,T36,Luke Donald,57,-.571
37,T36,T36,Brooks Koepka,56,-.571
38,T36,T36,Scott Langley,95,-.571
39,T36,T36,Carl Pettersson,91,-.571
40,T36,T36,Shawn Stefani,60,-.571
41,T42,T42,Sangmoon Bae,76,-.563
42,T42,T42,Kevin Kisner,85,-.563
43,T44,T44,Stewart Cink,91,-.556
44,T44,T44,Dustin Johnson,58,-.556
45,T44,T44,Lee Westwood,57,-.556
46,T47,T47,Stuart Appleby,92,-.545
47,T47,T47,Aaron Baddeley,74,-.545
48,T47,T47,Justin Hicks,103,-.545
49,T47,T47,Rory McIlroy,66,-.545
50,51,51,Martin Kaymer,65,-.538
51,T52,T52,Billy Horschel,92,-.533
52,T52,T52,Bubba Watson,76,-.533
53,T54,T54,Chad Campbell,57,-.500
54,T54,T54,Paul Casey,56,-.500
55,T54,T54,Kevin Chappell,100,-.500
56,T54,T54,Lucas Glover,68,-.500
57,T54,T54,Zach Johnson,97,-.500
58,T54,T54,Danny Lee,84,-.500
59,T54,T54,Jamie Lovemark,64,-.500
60,T54,T54,Will MacKenzie,82,-.500
61,T54,T54,Ben Martin,80,-.500
62,T54,T54,Troy Merritt,62,-.500
63,T54,T54,John Peterson,62,-.500
64,T54,T54,"Ted Potter, Jr.",68,-.500
65,T54,T54,Justin Rose,70,-.500
66,T54,T54,Vijay Singh,83,-.500
67,T54,T54,Brendan Steele,89,-.500
68,T54,T54,Nick Watney,80,-.500
69,70,70,Gary Woodland,93,-.478
70,71,71,Charl Schwartzel,64,-.476
71,72,72,Matt Kuchar,91,-.474
72,T73,T73,Luke Guthrie,85,-.471
73,T73,T73,Kyle Stanley,87,-.471
74,75,75,Scott Stallings,77,-.467
75,76,76,Jeff Overton,80,-.462
76,T77,T77,David Lingmerth,80,-.455
77,T77,T77,Boo Weekley,73,-.455
78,T79,T79,Jim Furyk,84,-.444
79,T79,T79,Freddie Jacobson,91,-.444
80,T79,T79,Kevin Na,94,-.444
81,T79,T79,Tim Wilkinson,86,-.444
82,T83,T83,Jonathan Byrd,76,-.438
83,T83,T83,Charley Hoffman,93,-.438
84,T83,T83,Morgan Hoffmann,103,-.438
85,T83,T83,Adam Scott,68,-.438
86,87,87,Andres Romero,81,-.435
87,T88,T88,Roberto Castro,76,-.429
88,T88,T88,Justin Leonard,75,-.429
89,90,90,Daniel Summerhays,98,-.423
90,91,91,Brendon de Jonge,109,-.421
91,T92,T92,Bud Cauley,56,-.417
92,T92,T92,Kevin Streelman,79,-.417
93,T94,T94,Ángel Cabrera,69,-.412
94,T94,T94,John Huh,87,-.412
95,96,96,Steven Bowditch,93,-.409
96,T97,T97,Ken Duke,80,-.400
97,T97,T97,Ryo Ishikawa,75,-.400
98,T97,T97,Phil Mickelson,71,-.400
99,T97,T97,Ryan Moore,86,-.400
100,T97,T97,Brandt Snedeker,89,-.400
101,T97,T97,Kevin Stadler,90,-.400
102,T97,T97,Michael Thompson,74,-.400
103,T104,T104,Harris English,95,-.389
104,T104,T104,Henrik Stenson,56,-.389
105,106,106,Richard Lee,80,-.385
106,107,107,Matt Every,85,-.375
107,T108,T108,Russell Knox,92,-.364
108,T108,T108,Brian Stuard,91,-.364
109,T108,T108,Josh Teater,90,-.364
110,T111,T111,Greg Chalmers,85,-.357
111,T111,T111,Chad Collins,78,-.357
112,113,113,Sergio Garcia,61,-.353
113,114,114,Hunter Mahan,88,-.350
114,115,115,Rickie Fowler,91,-.348
115,T116,T116,Spencer Levin,59,-.333
116,T116,T116,William McGirt,96,-.333
117,T116,T116,George McNeill,79,-.333
118,T116,T116,Patrick Reed,92,-.333
119,T116,T116,Hudson Swafford,75,-.333
120,T116,T116,Camilo Villegas,95,-.333
121,T116,T116,Willy Wilcox,51,-.333
122,T116,T116,Mark Wilson,69,-.333
123,124,124,Geoff Ogilvy,84,-.316
124,T125,T125,David Hearn,97,-.313
125,T125,T125,Webb Simpson,87,-.313
126,127,127,Troy Matteson,62,-.308
127,T128,T128,Jason Dufner,57,-.300
128,T128,T128,Chesson Hadley,84,-.300
129,T128,T128,John Senden,99,-.300
130,T131,T131,Matt Jones,83,-.294
131,T131,T131,Brendon Todd,108,-.294
132,133,133,Chris Stroud,88,-.292
133,T134,T134,Robert Allenby,83,-.286
134,T134,T134,Ben Crane,81,-.286
135,T134,T134,Jerry Kelly,80,-.286
136,T134,T134,Rory Sabbatini,82,-.286
137,T134,T134,Cameron Tringale,111,-.286
138,T139,T139,John Rollins,84,-.273
139,T139,T139,Mike Weir,69,-.273
140,141,141,Marc Leishman,81,-.263
141,T142,T142,K.J. Choi,80,-.250
142,T142,T142,Brad Fritsch,50,-.250
143,T142,T142,Brian Gay,81,-.250
144,T142,T142,Ryan Palmer,85,-.250
145,T142,T142,Jhonattan Vegas,77,-.250
146,T142,T142,Y.E. Yang,79,-.250
147,T148,T148,Scott Brown,100,-.231
148,T148,T148,Graham DeLaet,80,-.231
149,T148,T148,J.B. Holmes,86,-.231
150,T148,T148,Johnson Wagner,69,-.231
151,T152,T152,Robert Streb,75,-.222
152,T152,T152,Kevin Tway,64,-.222
153,T152,T152,Bo Van Pelt,83,-.222
154,T155,T155,Jason Bohn,81,-.214
155,T155,T155,Bill Haas,107,-.214
156,157,157,Chris Kirk,105,-.211
157,T158,T158,Derek Ernst,80,-.200
158,T158,T158,Tommy Gainey,73,-.200
159,T158,T158,Trevor Immelman,84,-.200
160,T158,T158,David Toms,64,-.200
161,162,162,D.A. Points,75,-.182
162,163,163,Brian Harman,111,-.176
163,T164,T164,Jim Herman,62,-.167
164,T164,T164,John Merrick,87,-.167
165,T164,T164,Nicholas Thompson,85,-.167
166,167,167,Gonzalo Fernandez-Castaño,83,-.143
167,168,168,Woody Austin,63,-.125
168,169,169,Keegan Bradley,89,-.118
169,170,170,Seung-Yul Noh,92,-.111
170,171,171,D.H. Lee,54,-.100
171,T172,T172,Tim Clark,75,E
172,T172,T172,Jason Day,54,E
173,T172,T172,J.J. Henry,91,E
174,T172,T172,Billy Hurley III,86,E
175,T172,T172,Charlie Wi,72,E
176,177,177,Graeme McDowell,66,+.125
