,Approaches_from_175-200_yards_RANK THIS WEEK,Approaches_from_175-200_yards_RANK LAST WEEK,Approaches_from_175-200_yards_PLAYER NAME,Approaches_from_175-200_yards_ROUNDS,Approaches_from_175-200_yards_AVG,Approaches_from_175-200_yards_TOTAL DISTANCE (FEET),Approaches_from_175-200_yards_# OF ATTEMPTS,Approaches_from_175-200_yards_RELATIVE TO PAR
0,1,1,Ángel Cabrera,69,"28' 7""",3833.167,134,-3
1,2,2,Paul Casey,56,"29' 0""",4142.0,143,-11
2,T3,T3,Kevin Chappell,100,"29' 1""",6230.8330000000005,214,-9
3,T3,T3,Justin Rose,70,"29' 1""",3693.167,127,-9
4,T5,T5,Chad Campbell,57,"29' 2""",3642.75,125,+1
5,T5,T5,John Peterson,62,"29' 2""",4487.167,154,+1
6,T7,T7,Harris English,95,"29' 4""",5187.583,177,-9
7,T7,T7,Ryan Moore,86,"29' 4""",5372.0,183,-15
8,T9,T9,Robert Garrigus,80,"29' 8""",5425.75,183,+9
9,T9,T9,Dustin Johnson,58,"29' 8""",2547.75,86,-11
10,T9,T9,Kyle Stanley,87,"29' 8""",5303.1669999999995,179,+11
11,12,12,Willy Wilcox,51,"29' 9""",2737.667,92,-11
12,13,13,Sergio Garcia,61,"29' 10""",3136.5,105,-12
13,T14,T14,Rory McIlroy,66,"29' 11""",3052.167,102,E
14,T14,T14,Henrik Stenson,56,"29' 11""",3108.333,104,E
15,16,16,Lucas Glover,68,"30' 3""",3633.417,120,E
16,T17,T17,Louis Oosthuizen,50,"30' 4""",2274.25,75,+6
17,T17,T17,Gary Woodland,93,"30' 4""",5063.917,167,+2
18,19,19,Nick Watney,80,"30' 9""",4271.833,139,E
19,T20,T20,Charley Hoffman,93,"31' 0""",5610.75,181,-15
20,T20,T20,Zach Johnson,97,"31' 0""",7254.5830000000005,234,-12
21,T22,T22,Ryo Ishikawa,75,"31' 2""",4518.417,145,-2
22,T22,T22,Kevin Stadler,90,"31' 2""",5421.4169999999995,174,-8
23,T24,T24,Hideki Matsuyama,82,"31' 3""",5092.917,163,-4
24,T24,T24,Adam Scott,68,"31' 3""",4185.083,134,-11
25,26,26,Brooks Koepka,56,"31' 4""",3320.5,106,-5
26,T27,T27,Jim Renner,61,"31' 5""",4057.167,129,+21
27,T27,T27,Lee Westwood,57,"31' 5""",3263.75,104,+3
28,T29,T29,Rickie Fowler,91,"31' 6""",4911.0,156,-11
29,T29,T29,George McNeill,79,"31' 6""",6234.9169999999995,198,-11
30,T29,T29,Seung-Yul Noh,92,"31' 6""",5446.1669999999995,173,-4
31,32,32,Bo Van Pelt,83,"31' 7""",6000.75,190,+1
32,T33,T33,Ricky Barnes,92,"31' 8""",6518.4169999999995,206,-1
33,T33,T33,Jordan Spieth,102,"31' 8""",6551.75,207,+7
34,T33,T33,Jimmy Walker,98,"31' 8""",4843.333,153,+1
35,T36,T36,Matt Every,85,"31' 9""",5647.5830000000005,178,+2
36,T36,T36,Scott Stallings,77,"31' 9""",4894.333,154,+7
37,T36,T36,Tyrone Van Aswegen,79,"31' 9""",5273.75,166,+6
38,39,39,Bubba Watson,76,"31' 10""",3406.083,107,-7
39,T40,T40,Keegan Bradley,89,"32' 0""",5369.5,168,-13
40,T40,T40,Graham DeLaet,80,"32' 0""",5020.0,157,+4
41,T40,T40,Billy Horschel,92,"32' 0""",6113.8330000000005,191,-10
42,T40,T40,Troy Merritt,62,"32' 0""",4575.833,143,-4
43,T40,T40,Webb Simpson,87,"32' 0""",6149.6669999999995,192,-6
