,Approach_200-225_yards_RTP_RANK THIS WEEK,Approach_200-225_yards_RTP_RANK LAST WEEK,Approach_200-225_yards_RTP_PLAYER NAME,Approach_200-225_yards_RTP_ROUNDS,Approach_200-225_yards_RTP_AVG RTP
75,T75,T75,Kevin Tway,64,+.027
76,77,77,David Toms,64,+.028
77,78,78,Sangmoon Bae,76,+.030
78,79,79,Ernie Els,85,+.032
79,80,80,Jason Day,54,+.033
80,T81,T81,Robert Garrigus,80,+.035
81,T81,T81,Russell Knox,92,+.035
82,T83,T83,J.B. Holmes,86,+.036
83,T83,T83,Ryan Moore,86,+.036
84,85,85,Gonzalo Fernandez-Castaño,83,+.037
85,T86,T86,Brendon de Jonge,109,+.038
86,T86,T86,Charlie Wi,72,+.038
87,T88,T88,Kevin Chappell,100,+.039
88,T88,T88,J.J. Henry,91,+.039
89,90,90,Brendan Steele,89,+.040
90,91,91,Jhonattan Vegas,77,+.041
91,T92,T92,Marc Leishman,81,+.042
92,T92,T92,Hunter Mahan,88,+.042
93,94,94,Chris Stroud,88,+.043
94,95,95,Willy Wilcox,51,+.045
95,96,96,Webb Simpson,87,+.047
96,97,97,Vijay Singh,83,+.048
97,T98,T98,Jonas Blixt,64,+.049
98,T98,T98,Jim Herman,62,+.049
99,T100,T100,Paul Casey,56,+.050
100,T100,T100,David Hearn,97,+.050
101,T100,T100,Justin Leonard,75,+.050
102,103,103,Freddie Jacobson,91,+.051
103,T104,T104,Aaron Baddeley,74,+.052
104,T104,T104,Ricky Barnes,92,+.052
105,T104,T104,Mark Wilson,69,+.052
106,T107,T107,Kevin Na,94,+.054
107,T107,T107,Michael Thompson,74,+.054
108,109,109,Bryce Molder,77,+.056
109,110,110,Charles Howell III,106,+.058
110,T111,T111,Luke Donald,57,+.059
111,T111,T111,Hideki Matsuyama,82,+.059
112,113,113,Trevor Immelman,84,+.060
113,114,114,Camilo Villegas,95,+.061
114,T115,T115,Chad Collins,78,+.063
115,T115,T115,James Hahn,82,+.063
116,T115,T115,Pat Perez,84,+.063
117,118,118,Shawn Stefani,60,+.067
118,119,119,Cameron Tringale,111,+.068
119,T120,T120,Kevin Kisner,85,+.070
120,T120,T120,George McNeill,79,+.070
121,T122,T122,Ángel Cabrera,69,+.071
122,T122,T122,Jerry Kelly,80,+.071
123,T122,T122,Brendon Todd,108,+.071
124,125,125,Johnson Wagner,69,+.072
125,T126,T126,Luke Guthrie,85,+.073
126,T126,T126,John Huh,87,+.073
127,T126,T126,Sean O'Hair,77,+.073
128,T129,T129,Ben Crane,81,+.075
129,T129,T129,Russell Henley,92,+.075
130,T131,T131,Steven Bowditch,93,+.077
131,T131,T131,Jonathan Byrd,76,+.077
132,133,133,Nicholas Thompson,85,+.079
133,134,134,Tommy Gainey,73,+.084
134,135,135,Graeme McDowell,66,+.089
135,136,136,Tim Clark,75,+.090
136,137,137,Brian Davis,93,+.092
137,T138,T138,Jeff Maggert,54,+.093
138,T138,T138,Ian Poulter,57,+.093
139,140,140,Scott Langley,95,+.095
140,141,141,Mike Weir,69,+.096
141,142,142,Stuart Appleby,92,+.099
142,T143,T143,Greg Chalmers,85,+.104
143,T143,T143,Billy Hurley III,86,+.104
144,145,145,David Lingmerth,80,+.105
145,146,146,Rory Sabbatini,82,+.109
146,147,147,James Driscoll,71,+.110
147,148,148,Kyle Stanley,87,+.111
148,T149,T149,Roberto Castro,76,+.114
149,T149,T149,"Ted Potter, Jr.",68,+.114
150,151,151,Daniel Summerhays,98,+.115
151,152,152,Bronson La'Cassie,51,+.116
152,153,153,Lee Westwood,57,+.122
153,T154,T154,K.J. Choi,80,+.123
154,T154,T154,Tim Wilkinson,86,+.123
155,156,156,Brice Garnett,92,+.124
156,157,157,Ken Duke,80,+.127
157,T158,T158,Carl Pettersson,91,+.128
158,T158,T158,Andres Romero,81,+.128
159,160,160,Chesson Hadley,84,+.132
160,161,161,Spencer Levin,59,+.135
161,162,162,Andrew Svoboda,77,+.136
162,163,163,Richard Lee,80,+.138
163,T164,T164,John Peterson,62,+.141
164,T164,T164,Scott Stallings,77,+.141
165,166,166,Wes Roach,67,+.146
166,167,167,Jim Renner,61,+.154
167,168,168,D.H. Lee,54,+.160
168,169,169,Justin Hicks,103,+.174
169,170,170,Boo Weekley,73,+.176
170,171,171,Ben Curtis,77,+.182
171,172,172,Geoff Ogilvy,84,+.198
172,173,173,Brian Gay,81,+.215
173,174,174,John Rollins,84,+.231
174,175,175,Woody Austin,63,+.239
175,176,176,Troy Matteson,62,+.247
176,177,177,Danny Lee,84,+.250
