,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
0,1,1,Zach Johnson,97,"13' 5""",1312.0829999999999,98,-0.21
1,T2,T2,Bud Cauley,56,"13' 8""",791.1669999999999,58,-0.14
2,T2,T2,Webb Simpson,87,"13' 8""",1151.083,84,-0.26
3,4,4,Ryo Ishikawa,75,"13' 10""",762.0830000000001,55,-0.15
4,5,5,Justin Leonard,75,"13' 11""",1015.4169999999999,73,-0.36
5,6,6,Tim Clark,75,"14' 0""",1621.5829999999999,116,-0.12
6,T7,T7,Jason Day,54,"14' 1""",719.9169999999999,51,-0.18
7,T7,T7,Jason Dufner,57,"14' 1""",621.4169999999999,44,-0.34
8,9,9,Jonathan Byrd,76,"14' 2""",865.25,61,-0.23
9,10,10,Spencer Levin,59,"14' 4""",759.9169999999999,53,-0.21
10,T11,T11,Troy Merritt,62,"14' 6""",1045.833,72,-0.19
11,T11,T11,Chris Stroud,88,"14' 6""",986.9169999999999,68,-0.01
12,13,13,Michael Putnam,106,"14' 8""",1023.75,70,-0.11
13,14,14,Matt Kuchar,91,"14' 9""",1611.9170000000001,109,-0.29
14,T15,T15,Erik Compton,88,"14' 11""",1326.0,89,-0.17
15,T15,T15,Rickie Fowler,91,"14' 11""",986.5,66,-0.20
16,T15,T15,Bryce Molder,77,"14' 11""",1313.1670000000001,88,-0.11
17,T15,T15,Scott Stallings,77,"14' 11""",941.3330000000001,63,-0.03
18,T15,T15,Cameron Tringale,111,"14' 11""",1866.8329999999999,125,-0.16
19,20,20,Kevin Chappell,100,"15' 0""",1833.1670000000001,122,-0.11
20,T21,T21,Keegan Bradley,89,"15' 1""",888.8330000000001,59,-0.22
21,T21,T21,K.J. Choi,80,"15' 1""",1481.0,98,-0.17
22,T21,T21,Jason Kokrak,65,"15' 1""",844.25,56,-0.18
23,T21,T21,Justin Rose,70,"15' 1""",1023.25,68,-0.10
24,T25,T25,Brandt Snedeker,89,"15' 2""",1199.417,79,-0.03
25,T25,T25,Tim Wilkinson,86,"15' 2""",1288.917,85,-0.20
26,27,27,Mike Weir,69,"15' 3""",962.0830000000001,63,-0.05
27,T28,T28,Jim Furyk,84,"15' 4""",1331.5,87,-0.20
28,T28,T28,Jimmy Walker,98,"15' 4""",1073.833,70,-0.24
29,T30,T30,Vijay Singh,83,"15' 5""",1600.0829999999999,104,-0.12
30,T30,T30,Nick Watney,80,"15' 5""",1017.6669999999999,66,-0.02
31,T32,T32,Stewart Cink,91,"15' 6""",1394.1670000000001,90,-0.02
32,T32,T32,D.A. Points,75,"15' 6""",1144.083,74,-0.04
33,T34,T34,Stuart Appleby,92,"15' 7""",1999.5829999999999,128,-0.15
34,T34,T34,John Rollins,84,"15' 7""",1181.583,76,-0.20
35,T36,T36,Hunter Mahan,88,"15' 8""",1281.917,82,-0.20
36,T36,T36,Jordan Spieth,102,"15' 8""",1741.0829999999999,111,-0.20
37,T38,T38,Briny Baird,50,"15' 9""",915.5,58,-0.14
38,T38,T38,Trevor Immelman,84,"15' 9""",1227.417,78,-0.08
39,T40,T40,Martin Laird,66,"15' 10""",1043.25,66,-0.15
40,T40,T40,Kevin Na,94,"15' 10""",1220.0,77,-0.18
41,T40,T40,Charl Schwartzel,64,"15' 10""",1013.0,64,-0.20
42,T43,T43,Freddie Jacobson,91,"15' 11""",1558.25,98,-0.21
43,T43,T43,David Lingmerth,80,"15' 11""",1352.0829999999999,85,-0.09
44,T45,T45,Russell Henley,92,"16' 0""",1516.0829999999999,95,-0.13
45,T45,T45,Marc Leishman,81,"16' 0""",1102.25,69,-0.13
46,T45,T45,Jim Renner,61,"16' 0""",943.6669999999999,59,-0.17
47,T48,T48,Brian Gay,81,"16' 1""",1593.6670000000001,99,-0.13
48,T48,T48,Jerry Kelly,80,"16' 1""",1284.167,80,-0.23
49,T50,T50,Chad Collins,78,"16' 2""",1000.75,62,-0.11
50,T50,T50,Chesson Hadley,84,"16' 2""",986.1669999999999,61,-0.11
51,T50,T50,Geoff Ogilvy,84,"16' 2""",1406.25,87,-0.15
52,T50,T50,Josh Teater,90,"16' 2""",1388.75,86,-0.08
53,T54,T54,Greg Chalmers,85,"16' 3""",1412.6670000000001,87,-0.23
54,T54,T54,Harris English,95,"16' 3""",1317.0829999999999,81,-0.07
55,T54,T54,Retief Goosen,94,"16' 3""",1788.9170000000001,110,-0.08
56,T54,T54,Brian Harman,111,"16' 3""",2062.917,127,-0.19
57,T54,T54,Kevin Kisner,85,"16' 3""",1300.083,80,-0.19
58,T54,T54,Brooks Koepka,56,"16' 3""",830.1669999999999,51,-0.16
59,T54,T54,Andrew Loupe,65,"16' 3""",895.5830000000001,55,-0.05
60,T54,T54,Kevin Stadler,90,"16' 3""",1269.167,78,-0.21
61,T62,T62,Steven Bowditch,93,"16' 4""",1221.917,75,-0.19
62,T62,T62,Graham DeLaet,80,"16' 4""",1309.917,80,-0.06
63,T62,T62,Luke Guthrie,85,"16' 4""",1517.75,93,-0.16
64,T62,T62,Danny Lee,84,"16' 4""",1418.5829999999999,87,-0.18
65,66,66,Ben Martin,80,"16' 5""",969.75,59,+0.03
66,67,67,Rory McIlroy,66,"16' 6""",726.25,44,-0.16
67,T68,T68,Roberto Castro,76,"16' 7""",1423.3329999999999,86,-0.01
68,T68,T68,Ben Curtis,77,"16' 7""",1044.083,63,-0.21
69,T68,T68,George McNeill,79,"16' 7""",1309.667,79,-0.06
70,T68,T68,John Merrick,87,"16' 7""",1539.5829999999999,93,-0.06
71,T68,T68,Ian Poulter,57,"16' 7""",796.5830000000001,48,-0.17
72,T68,T68,Brian Stuard,91,"16' 7""",1207.667,73,-0.14
73,T68,T68,David Toms,64,"16' 7""",1329.0829999999999,80,-0.26
74,T68,T68,Kevin Tway,64,"16' 7""",877.3330000000001,53,+0.02
75,T76,T76,Ben Crane,81,"16' 8""",1835.25,110,-0.14
76,T76,T76,Ernie Els,85,"16' 8""",1365.75,82,-0.06
77,T76,T76,Charles Howell III,106,"16' 8""",1879.1670000000001,113,-0.22
78,T76,T76,Sean O'Hair,77,"16' 8""",1065.917,64,-0.13
79,T76,T76,Gary Woodland,93,"16' 8""",1351.6670000000001,81,-0.10
80,T81,T81,Woody Austin,63,"16' 9""",1355.9170000000001,81,-0.16
81,T81,T81,Jason Bohn,81,"16' 9""",1409.75,84,-0.13
82,T81,T81,Matt Every,85,"16' 9""",953.3330000000001,57,-0.02
83,T81,T81,Bill Haas,107,"16' 9""",1756.25,105,-0.22
84,T81,T81,Troy Matteson,62,"16' 9""",869.4169999999999,52,+0.08
85,T81,T81,Boo Weekley,73,"16' 9""",1258.5,75,-0.13
86,T87,T87,Billy Hurley III,86,"16' 10""",1900.25,113,-0.22
87,T87,T87,Carl Pettersson,91,"16' 10""",1512.25,90,-0.12
88,T87,T87,Johnson Wagner,69,"16' 10""",911.0,54,-0.09
89,90,90,Adam Scott,68,"16' 11""",1100.917,65,-0.08
90,T91,T91,Ken Duke,80,"17' 0""",1344.6670000000001,79,-0.05
91,T91,T91,James Hahn,82,"17' 0""",1357.5,80,-0.08
92,T91,T91,Jim Herman,62,"17' 0""",814.3330000000001,48,-0.06
93,T94,T94,Brad Fritsch,50,"17' 1""",581.5,34,-0.21
94,T94,T94,"Ted Potter, Jr.",68,"17' 1""",1332.0,78,-0.09
95,T94,T94,Bubba Watson,76,"17' 1""",1419.0,83,+0.01
96,T97,T97,James Driscoll,71,"17' 2""",822.0,48,-0.10
97,T97,T97,Rory Sabbatini,82,"17' 2""",1221.083,71,-0.18
98,T99,T99,Ricky Barnes,92,"17' 3""",1258.833,73,-0.07
99,T99,T99,Davis Love III,74,"17' 3""",1071.917,62,-0.11
100,T99,T99,Will MacKenzie,82,"17' 3""",1378.25,80,-0.06
101,T99,T99,Hideki Matsuyama,82,"17' 3""",1034.667,60,-0.12
102,T99,T99,Hudson Swafford,75,"17' 3""",1054.583,61,-0.15
103,T104,T104,Brian Davis,93,"17' 4""",2013.3329999999999,116,-0.17
104,T104,T104,Sergio Garcia,61,"17' 4""",763.9169999999999,44,-0.07
105,T104,T104,Robert Garrigus,80,"17' 4""",1179.333,68,-0.07
106,T104,T104,Chris Kirk,105,"17' 4""",1941.5,112,-0.03
107,T104,T104,John Senden,99,"17' 4""",1592.9170000000001,92,-0.10
108,T104,T104,Mark Wilson,69,"17' 4""",1214.167,70,+0.04
109,T110,T110,Brendon Todd,108,"17' 5""",2211.417,127,-0.16
110,T110,T110,Bo Van Pelt,83,"17' 5""",1780.0,102,+0.03
111,T110,T110,Lee Westwood,57,"17' 5""",747.9169999999999,43,-0.16
112,113,113,Ryan Palmer,85,"17' 6""",1084.167,62,-0.10
113,T114,T114,Richard Lee,80,"17' 7""",1303.25,74,-0.23
114,T114,T114,Graeme McDowell,66,"17' 7""",1019.0830000000001,58,-0.16
115,T114,T114,William McGirt,96,"17' 7""",1633.0,93,-0.11
116,T114,T114,Seung-Yul Noh,92,"17' 7""",1351.6670000000001,77,-0.03
117,T114,T114,Heath Slocum,71,"17' 7""",1596.3329999999999,91,-0.11
118,T119,T119,J.B. Holmes,86,"17' 8""",1786.25,101,-0.05
119,T119,T119,Patrick Reed,92,"17' 8""",2190.25,124,-0.10
120,T121,T121,Martin Flores,85,"17' 9""",1600.3329999999999,90,-0.03
121,T121,T121,Charley Hoffman,93,"17' 9""",1736.5829999999999,98,-0.14
122,T121,T121,Pat Perez,84,"17' 9""",1721.5,97,-0.11
123,T121,T121,Tyrone Van Aswegen,79,"17' 9""",1434.5829999999999,81,+0.04
124,T125,T125,Sangmoon Bae,76,"17' 10""",1354.0,76,-0.09
