,Approaches_from_inside_100_yards_RANK THIS WEEK,Approaches_from_inside_100_yards_RANK LAST WEEK,Approaches_from_inside_100_yards_PLAYER NAME,Approaches_from_inside_100_yards_ROUNDS,Approaches_from_inside_100_yards_AVG,Approaches_from_inside_100_yards_TOTAL DISTANCE (FEET),Approaches_from_inside_100_yards_# OF ATTEMPTS,Approaches_from_inside_100_yards_RELATIVE TO PAR
125,T125,T125,Russell Knox,92,"17' 10""",2158.5,121,-0.10
126,T125,T125,Camilo Villegas,95,"17' 10""",1780.75,100,-0.11
127,128,128,Brendan Steele,89,"17' 11""",1273.75,71,-0.08
128,129,129,Kevin Streelman,79,"18' 0""",1494.75,83,-0.12
129,T130,T130,Robert Allenby,83,"18' 1""",939.6669999999999,52,-0.17
130,T130,T130,Scott Langley,95,"18' 1""",2201.667,122,-0.09
131,T132,T132,Brendon de Jonge,109,"18' 3""",1626.5,89,+0.15
132,T132,T132,Brice Garnett,92,"18' 3""",1572.4170000000001,86,-0.07
133,T132,T132,Ryan Moore,86,"18' 3""",1438.5829999999999,79,-0.08
134,T132,T132,Shawn Stefani,60,"18' 3""",1242.25,68,-0.25
135,T132,T132,Y.E. Yang,79,"18' 3""",894.9169999999999,49,+0.04
136,T137,T137,Lucas Glover,68,"18' 4""",915.3330000000001,50,+0.18
137,T137,T137,Henrik Stenson,56,"18' 4""",991.75,54,-0.04
138,T139,T139,Jonas Blixt,64,"18' 5""",1070.083,58,-0.02
139,T139,T139,Dustin Johnson,58,"18' 5""",902.0,49,-0.12
140,T141,T141,J.J. Henry,91,"18' 6""",1403.3329999999999,76,-0.12
141,T141,T141,Jeff Overton,80,"18' 6""",1166.167,63,-0.13
142,T143,T143,Morgan Hoffmann,103,"18' 9""",2267.5,121,-0.01
143,T143,T143,Billy Horschel,92,"18' 9""",1728.25,92,-0.04
144,T143,T143,Daniel Summerhays,98,"18' 9""",1597.0,85,-0.16
145,T146,T146,Charlie Beljan,76,"18' 10""",1583.6670000000001,84,-0.01
146,T146,T146,John Peterson,62,"18' 10""",1150.583,61,-0.07
147,T148,T148,Derek Ernst,80,"18' 11""",1171.833,62,-0.13
148,T148,T148,D.H. Lee,54,"18' 11""",983.3330000000001,52,-0.02
149,T150,T150,Phil Mickelson,71,"19' 0""",1422.75,75,+0.04
150,T150,T150,Andrew Svoboda,77,"19' 0""",1446.1670000000001,76,-0.13
151,T150,T150,Nicholas Thompson,85,"19' 0""",1441.3329999999999,76,-0.14
152,T153,T153,Andres Romero,81,"19' 1""",1566.1670000000001,82,-0.04
153,T153,T153,Willy Wilcox,51,"19' 1""",630.1669999999999,33,+0.15
154,T155,T155,Scott Brown,100,"19' 2""",1900.0,99,-0.07
155,T155,T155,Jeff Maggert,54,"19' 2""",1266.75,66,E
156,T155,T155,Charlie Wi,72,"19' 2""",1246.833,65,-0.08
157,T158,T158,Chad Campbell,57,"19' 3""",1019.6669999999999,53,+0.04
158,T158,T158,Luke Donald,57,"19' 3""",922.8330000000001,48,-0.06
159,160,160,Robert Streb,75,"19' 4""",1738.25,90,-0.11
160,161,161,Jhonattan Vegas,77,"19' 5""",1185.167,61,-0.07
161,162,162,Louis Oosthuizen,50,"19' 6""",876.1669999999999,45,E
162,163,163,Jamie Lovemark,64,"19' 7""",1039.75,53,-0.11
163,T164,T164,Matt Jones,83,"19' 8""",1099.75,56,+0.11
164,T164,T164,Bronson La'Cassie,51,"19' 8""",786.25,40,E
165,166,166,Michael Thompson,74,"20' 2""",1715.5,85,+0.13
166,167,167,David Hearn,97,"20' 3""",2129.917,105,-0.14
167,168,168,Gonzalo Fernandez-Castaño,83,"20' 6""",1558.1670000000001,76,+0.12
168,169,169,Ángel Cabrera,69,"20' 10""",1145.5,55,-0.07
169,170,170,Wes Roach,67,"21' 1""",989.1669999999999,47,+0.11
170,171,171,Justin Hicks,103,"21' 2""",2796.0,132,-0.14
171,172,172,Tommy Gainey,73,"21' 10""",1420.6670000000001,65,+0.02
172,173,173,Paul Casey,56,"22' 3""",755.8330000000001,34,E
173,174,174,Aaron Baddeley,74,"22' 6""",1080.417,48,-0.02
174,175,175,Martin Kaymer,65,"23' 4""",582.3330000000001,25,+0.32
175,176,176,John Huh,87,"23' 8""",1585.8329999999999,67,+0.09
176,177,177,Kyle Stanley,87,"24' 5""",1611.8329999999999,66,+0.20
