,GIR_Percentage_-_125-150_yards_RANK THIS WEEK,GIR_Percentage_-_125-150_yards_RANK LAST WEEK,GIR_Percentage_-_125-150_yards_PLAYER NAME,GIR_Percentage_-_125-150_yards_ROUNDS,GIR_Percentage_-_125-150_yards_%,GIR_Percentage_-_125-150_yards_GREENS HIT,GIR_Percentage_-_125-150_yards_TOTAL HOLES,GIR_Percentage_-_125-150_yards_RELATIVE TO PAR
0,1,1,Justin Hicks,103,81.65,227,278,-0.22
1,2,2,David Toms,64,78.98,139,176,-0.2
2,3,3,Ian Poulter,57,78.9,86,109,-0.16
3,4,4,Graham DeLaet,80,78.28,155,198,-0.24
4,5,5,Andrew Svoboda,77,77.84,144,185,-0.28
5,6,6,Chesson Hadley,84,77.56,159,205,-0.23
6,7,7,Ken Duke,80,77.3,143,185,-0.22
7,8,8,Jim Furyk,84,76.88,133,173,-0.26
8,9,9,Sergio Garcia,61,76.86,93,121,-0.29
9,10,10,Kevin Tway,64,76.71,112,146,-0.12
10,11,11,Chad Campbell,57,76.47,117,153,-0.23
11,12,12,Sangmoon Bae,76,76.4,136,178,-0.21
12,13,13,Billy Hurley III,86,76.32,145,190,-0.27
13,14,14,Rory McIlroy,66,76.28,119,156,-0.29
14,15,15,Troy Merritt,62,76.25,122,160,-0.33
15,16,16,Martin Laird,66,76.22,109,143,-0.17
16,17,17,Bud Cauley,56,76.19,112,147,-0.17
17,18,18,Matt Kuchar,91,75.98,155,204,-0.31
18,19,19,John Merrick,87,75.71,159,210,-0.13
19,20,20,Jason Day,54,75.53,71,94,-0.28
20,21,21,Marc Leishman,81,75.35,162,215,-0.2
21,22,22,Freddie Jacobson,91,75.31,180,239,-0.24
22,T23,T23,Spencer Levin,59,75.0,102,136,-0.25
23,T23,T23,Camilo Villegas,95,75.0,189,252,-0.19
24,25,25,Carl Pettersson,91,74.91,200,267,-0.2
25,26,26,Mark Wilson,69,74.65,106,142,-0.1
26,27,27,Robert Allenby,83,74.53,158,212,-0.27
27,28,28,Seung-Yul Noh,92,74.52,155,208,-0.26
28,29,29,George McNeill,79,74.46,137,184,-0.17
29,30,30,Lucas Glover,68,74.44,99,133,-0.19
