,Approach_150-175_yards_RTP_Score_RANK THIS WEEK,Approach_150-175_yards_RTP_Score_RANK LAST WEEK,Approach_150-175_yards_RTP_Score_PLAYER NAME,Approach_150-175_yards_RTP_Score_ROUNDS,Approach_150-175_yards_RTP_Score_AVG RTP
0,1,1,Graeme McDowell,66,-.188
1,2,2,Paul Casey,56,-.156
2,3,3,Dustin Johnson,58,-.148
3,T4,T4,John Huh,87,-.146
4,T4,T4,Brooks Koepka,56,-.146
5,6,6,Henrik Stenson,56,-.140
6,T7,T7,Ben Crane,81,-.129
7,T7,T7,Ernie Els,85,-.129
8,9,9,Gary Woodland,93,-.128
9,10,10,Chris Stroud,88,-.120
10,11,11,Retief Goosen,94,-.119
11,T12,T12,Russell Knox,92,-.115
12,T12,T12,Adam Scott,68,-.115
13,T12,T12,Webb Simpson,87,-.115
14,15,15,Jonas Blixt,64,-.113
15,16,16,Jimmy Walker,98,-.112
16,17,17,Patrick Reed,92,-.107
17,18,18,Marc Leishman,81,-.106
18,19,19,Jason Day,54,-.105
19,T20,T20,David Hearn,97,-.104
20,T20,T20,Brendon Todd,108,-.104
21,T22,T22,Chris Kirk,105,-.097
22,T22,T22,Kevin Kisner,85,-.097
23,24,24,Rory McIlroy,66,-.096
24,25,25,Brian Harman,111,-.095
25,26,26,Chad Campbell,57,-.091
26,27,27,Heath Slocum,71,-.088
27,T28,T28,Ken Duke,80,-.086
28,T28,T28,Spencer Levin,59,-.086
29,T28,T28,Jamie Lovemark,64,-.086
30,31,31,Morgan Hoffmann,103,-.081
31,T32,T32,Greg Chalmers,85,-.080
32,T32,T32,Cameron Tringale,111,-.080
33,T34,T34,Jim Furyk,84,-.078
34,T34,T34,Ryo Ishikawa,75,-.078
35,T34,T34,Ryan Palmer,85,-.078
36,T34,T34,Brian Stuard,91,-.078
37,T38,T38,Ricky Barnes,92,-.077
38,T38,T38,Luke Donald,57,-.077
39,T38,T38,Bill Haas,107,-.077
40,T38,T38,Andres Romero,81,-.077
41,42,42,Justin Rose,70,-.076
42,T43,T43,Jerry Kelly,80,-.075
43,T43,T43,George McNeill,79,-.075
44,T43,T43,Bo Van Pelt,83,-.075
45,46,46,Jeff Overton,80,-.074
46,47,47,William McGirt,96,-.073
47,T48,T48,Charlie Beljan,76,-.072
48,T48,T48,Justin Leonard,75,-.072
49,T50,T50,Kevin Chappell,100,-.071
50,T50,T50,Gonzalo Fernandez-Castaño,83,-.071
51,T52,T52,Daniel Summerhays,98,-.070
52,T52,T52,Tyrone Van Aswegen,79,-.070
53,54,54,Harris English,95,-.068
54,T55,T55,Scott Brown,100,-.067
55,T55,T55,Sergio Garcia,61,-.067
56,T55,T55,Matt Kuchar,91,-.067
57,T55,T55,Scott Langley,95,-.067
58,T55,T55,Hideki Matsuyama,82,-.067
59,T60,T60,Brian Gay,81,-.065
60,T60,T60,Danny Lee,84,-.065
61,T60,T60,Nick Watney,80,-.065
62,63,63,Chad Collins,78,-.061
63,T64,T64,Freddie Jacobson,91,-.060
64,T64,T64,David Toms,64,-.060
65,T66,T66,Keegan Bradley,89,-.058
66,T66,T66,Kevin Stadler,90,-.058
67,68,68,Kevin Na,94,-.057
68,T69,T69,Stewart Cink,91,-.055
69,T69,T69,James Driscoll,71,-.055
70,T69,T69,Brice Garnett,92,-.055
71,T69,T69,Robert Streb,75,-.055
72,T73,T73,Graham DeLaet,80,-.054
73,T73,T73,Will MacKenzie,82,-.054
74,T75,T75,Jason Dufner,57,-.053
75,T75,T75,Camilo Villegas,95,-.053
76,T77,T77,K.J. Choi,80,-.052
77,T77,T77,Tommy Gainey,73,-.052
78,T77,T77,Willy Wilcox,51,-.052
79,80,80,Johnson Wagner,69,-.051
80,81,81,Robert Garrigus,80,-.050
81,T82,T82,Zach Johnson,97,-.049
82,T82,T82,Michael Putnam,106,-.049
83,T84,T84,Matt Every,85,-.048
84,T84,T84,Bryce Molder,77,-.048
85,T84,T84,John Senden,99,-.048
86,87,87,Andrew Svoboda,77,-.046
87,88,88,Hudson Swafford,75,-.045
88,T89,T89,Robert Allenby,83,-.044
89,T89,T89,Jordan Spieth,102,-.044
90,T91,T91,Woody Austin,63,-.043
91,T91,T91,Ben Martin,80,-.043
92,93,93,Jason Kokrak,65,-.042
93,T94,T94,Jonathan Byrd,76,-.041
94,T94,T94,Billy Horschel,92,-.041
95,T94,T94,Charles Howell III,106,-.041
96,T94,T94,Richard Lee,80,-.041
97,T94,T94,D.A. Points,75,-.041
98,T99,T99,Rickie Fowler,91,-.040
99,T99,T99,Ian Poulter,57,-.040
100,T101,T101,Bud Cauley,56,-.037
101,T101,T101,Martin Flores,85,-.037
102,T103,T103,Shawn Stefani,60,-.036
103,T103,T103,Y.E. Yang,79,-.036
104,T105,T105,J.B. Holmes,86,-.033
105,T105,T105,Matt Jones,83,-.033
106,T107,T107,Luke Guthrie,85,-.031
107,T107,T107,Geoff Ogilvy,84,-.031
108,109,109,Brendon de Jonge,109,-.030
109,T110,T110,Sangmoon Bae,76,-.029
110,T110,T110,Ryan Moore,86,-.029
111,112,112,Phil Mickelson,71,-.028
112,113,113,Charlie Wi,72,-.024
113,114,114,Trevor Immelman,84,-.023
114,115,115,Carl Pettersson,91,-.022
115,116,116,Roberto Castro,76,-.021
116,T117,T117,Vijay Singh,83,-.016
117,T117,T117,Brandt Snedeker,89,-.016
118,T119,T119,Hunter Mahan,88,-.014
119,T119,T119,Wes Roach,67,-.014
120,T121,T121,Martin Laird,66,-.012
121,T121,T121,Scott Stallings,77,-.012
122,T121,T121,Michael Thompson,74,-.012
123,124,124,"Ted Potter, Jr.",68,-.011
124,T125,T125,Erik Compton,88,-.010
125,T125,T125,Nicholas Thompson,85,-.010
126,127,127,J.J. Henry,91,-.009
127,T128,T128,Brad Fritsch,50,-.008
128,T128,T128,Charl Schwartzel,64,-.008
129,130,130,Troy Merritt,62,-.007
130,131,131,Rory Sabbatini,82,-.006
131,132,132,Billy Hurley III,86,-.005
132,T133,T133,Ben Curtis,77,E
133,T133,T133,John Peterson,62,E
134,T133,T133,Bubba Watson,76,E
135,T133,T133,Lee Westwood,57,E
136,137,137,Stuart Appleby,92,+.004
137,138,138,Charley Hoffman,93,+.005
138,139,139,Kevin Streelman,79,+.006
139,140,140,Jim Renner,61,+.008
140,141,141,Martin Kaymer,65,+.009
141,T142,T142,Pat Perez,84,+.010
142,T142,T142,Jhonattan Vegas,77,+.010
143,144,144,Russell Henley,92,+.011
144,145,145,Davis Love III,74,+.012
145,146,146,Josh Teater,90,+.015
146,147,147,David Lingmerth,80,+.016
147,T148,T148,Seung-Yul Noh,92,+.018
148,T148,T148,Mark Wilson,69,+.018
149,150,150,Chesson Hadley,84,+.021
150,151,151,Bronson La'Cassie,51,+.022
151,152,152,James Hahn,82,+.023
152,T153,T153,Justin Hicks,103,+.025
153,T153,T153,Jeff Maggert,54,+.025
154,155,155,Tim Wilkinson,86,+.026
155,T156,T156,Kevin Tway,64,+.030
156,T156,T156,Mike Weir,69,+.030
157,158,158,John Merrick,87,+.031
158,159,159,Briny Baird,50,+.043
159,T160,T160,Aaron Baddeley,74,+.045
160,T160,T160,Steven Bowditch,93,+.045
161,T162,T162,Tim Clark,75,+.046
162,T162,T162,Sean O'Hair,77,+.046
163,T164,T164,Jason Bohn,81,+.050
164,T164,T164,John Rollins,84,+.050
165,T166,T166,Brian Davis,93,+.059
166,T166,T166,D.H. Lee,54,+.059
167,168,168,Boo Weekley,73,+.060
168,169,169,Brendan Steele,89,+.061
169,170,170,Jim Herman,62,+.071
170,171,171,Ángel Cabrera,69,+.076
171,T172,T172,Derek Ernst,80,+.080
172,T172,T172,Louis Oosthuizen,50,+.080
173,T174,T174,Troy Matteson,62,+.085
174,T174,T174,Kyle Stanley,87,+.085
175,176,176,Andrew Loupe,65,+.158
176,177,177,Lucas Glover,68,+.194
