,Approaches_from_125-150_yards_Rgh_RANK THIS WEEK,Approaches_from_125-150_yards_Rgh_RANK LAST WEEK,Approaches_from_125-150_yards_Rgh_PLAYER NAME,Approaches_from_125-150_yards_Rgh_ROUNDS,Approaches_from_125-150_yards_Rgh_AVG,Approaches_from_125-150_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_125-150_yards_Rgh_# OF ATTEMPTS,Approaches_from_125-150_yards_Rgh_RELATIVE TO PAR
0,1,1,Andrew Svoboda,77,"27' 6""",770.4169999999999,28,-3
1,2,2,Ken Duke,80,"27' 7""",966.4169999999999,35,+2
2,T3,T3,Brooks Koepka,56,"27' 10""",1254.167,45,E
3,T3,T3,George McNeill,79,"27' 10""",1003.0830000000001,36,+4
4,5,5,Woody Austin,63,"28' 1""",1122.583,40,-3
5,6,6,Jamie Lovemark,64,"28' 2""",1322.5,47,+7
6,7,7,Shawn Stefani,60,"28' 4""",1189.167,42,-3
7,8,8,Nick Watney,80,"28' 7""",1086.417,38,+4
8,9,9,Charley Hoffman,93,"29' 2""",1602.3329999999999,55,+7
9,T10,T10,Trevor Immelman,84,"29' 8""",1156.417,39,+5
10,T10,T10,Jim Renner,61,"29' 8""",1246.167,42,+5
11,12,12,Jason Bohn,81,"30' 1""",1716.3329999999999,57,-6
12,13,13,Charlie Wi,72,"30' 4""",1699.0,56,-7
13,T14,T14,Robert Allenby,83,"30' 7""",1650.8329999999999,54,+1
14,T14,T14,Jason Kokrak,65,"30' 7""",1528.75,50,E
15,T16,T16,Hideki Matsuyama,82,"30' 9""",1444.5,47,-3
16,T16,T16,David Toms,64,"30' 9""",984.6669999999999,32,-1
17,18,18,Seung-Yul Noh,92,"30' 10""",1419.5,46,+2
18,19,19,John Rollins,84,"31' 1""",1800.5829999999999,58,+7
19,20,20,Vijay Singh,83,"31' 2""",1432.25,46,+3
20,21,21,Troy Merritt,62,"31' 5""",1069.0,34,+6
21,22,22,Scott Stallings,77,"31' 8""",1774.0829999999999,56,+9
22,23,23,Marc Leishman,81,"31' 10""",1780.9170000000001,56,+7
23,T24,T24,Stewart Cink,91,"31' 11""",1882.5,59,+5
24,T24,T24,Martin Flores,85,"31' 11""",1851.0,58,+9
25,T24,T24,Tyrone Van Aswegen,79,"31' 11""",1948.4170000000001,61,+15
26,T27,T27,Ryan Moore,86,"32' 0""",575.8330000000001,18,E
27,T27,T27,Y.E. Yang,79,"32' 0""",1568.5,49,+4
28,T29,T29,Lucas Glover,68,"32' 1""",930.25,29,+3
29,T29,T29,Scott Langley,95,"32' 1""",2150.833,67,+1
30,T29,T29,Wes Roach,67,"32' 1""",1218.75,38,+3
31,32,32,Sergio Garcia,61,"32' 2""",708.0,22,-3
32,33,33,Martin Kaymer,65,"32' 3""",934.6669999999999,29,+3
33,34,34,David Lingmerth,80,"32' 4""",1585.3329999999999,49,+1
34,T35,T35,Bryce Molder,77,"32' 5""",1360.4170000000001,42,+4
35,T35,T35,Justin Rose,70,"32' 5""",1101.417,34,+2
36,T37,T37,Jason Day,54,"32' 6""",715.4169999999999,22,E
37,T37,T37,Luke Guthrie,85,"32' 6""",1559.9170000000001,48,+8
38,T37,T37,Chesson Hadley,84,"32' 6""",1429.5829999999999,44,+5
39,40,40,Michael Thompson,74,"32' 7""",1368.8329999999999,42,+3
40,T41,T41,John Merrick,87,"32' 8""",1142.5,35,-2
41,T41,T41,Phil Mickelson,71,"32' 8""",849.5830000000001,26,+2
42,T41,T41,Brendon Todd,108,"32' 8""",2122.917,65,-6
43,44,44,Jimmy Walker,98,"32' 10""",2230.917,68,+4
44,T45,T45,Tim Clark,75,"33' 3""",863.8330000000001,26,+2
45,T45,T45,Carl Pettersson,91,"33' 3""",2362.083,71,-2
46,T45,T45,Bubba Watson,76,"33' 3""",1563.5,47,+2
47,T48,T48,Chad Collins,78,"33' 4""",1634.75,49,-3
48,T48,T48,Josh Teater,90,"33' 4""",2000.0829999999999,60,+3
49,T50,T50,K.J. Choi,80,"33' 5""",1002.8330000000001,30,+3
50,T50,T50,Brian Harman,111,"33' 5""",2403.333,72,+4
51,T50,T50,Ryo Ishikawa,75,"33' 5""",2104.083,63,+5
52,T53,T53,Jonas Blixt,64,"33' 6""",903.5830000000001,27,+3
53,T53,T53,Scott Brown,100,"33' 6""",2008.3329999999999,60,+8
54,55,55,Paul Casey,56,"33' 7""",1176.417,35,-2
55,56,56,Kevin Na,94,"33' 8""",1752.5829999999999,52,+8
56,57,57,Graham DeLaet,80,"34' 0""",1428.25,42,+1
57,T58,T58,Charles Howell III,106,"34' 1""",3373.083,99,+6
58,T58,T58,Billy Hurley III,86,"34' 1""",1124.0,33,+2
59,T58,T58,Jeff Maggert,54,"34' 1""",886.9169999999999,26,+2
60,61,61,Spencer Levin,59,"34' 2""",889.0830000000001,26,+1
61,T62,T62,Briny Baird,50,"34' 3""",1027.5,30,+5
62,T62,T62,Rory McIlroy,66,"34' 3""",1268.417,37,+1
63,64,64,Tim Wilkinson,86,"34' 5""",2028.5829999999999,59,+2
64,T65,T65,Jerry Kelly,80,"34' 7""",1315.4170000000001,38,+1
65,T65,T65,Matt Kuchar,91,"34' 7""",1727.3329999999999,50,-2
66,T67,T67,Jim Furyk,84,"34' 8""",936.9169999999999,27,+1
67,T67,T67,John Peterson,62,"34' 8""",1560.8329999999999,45,+6
68,T67,T67,Chris Stroud,88,"34' 8""",1246.833,36,+1
69,T70,T70,Brendon de Jonge,109,"34' 9""",1842.1670000000001,53,+5
70,T70,T70,James Driscoll,71,"34' 9""",2258.083,65,+8
71,T70,T70,Jeff Overton,80,"34' 9""",1773.0,51,+7
72,T73,T73,Jordan Spieth,102,"34' 10""",1810.75,52,+9
73,T73,T73,Bo Van Pelt,83,"34' 10""",1914.25,55,+8
74,T75,T75,Matt Every,85,"35' 0""",1750.25,50,-3
75,T75,T75,Kevin Streelman,79,"35' 0""",1224.667,35,+3
76,77,77,Brian Davis,93,"35' 1""",1579.25,45,+7
77,T78,T78,Ángel Cabrera,69,"35' 2""",1580.9170000000001,45,+4
78,T78,T78,Andrew Loupe,65,"35' 2""",1584.0,45,+14
79,T78,T78,Daniel Summerhays,98,"35' 2""",1864.4170000000001,53,-2
80,81,81,Kevin Stadler,90,"35' 3""",1093.583,31,+5
81,T82,T82,Sangmoon Bae,76,"35' 4""",1201.917,34,+5
82,T82,T82,Michael Putnam,106,"35' 4""",2331.333,66,+12
83,84,84,Brian Stuard,91,"35' 5""",1735.6670000000001,49,-1
84,T85,T85,Robert Garrigus,80,"35' 6""",2875.583,81,+7
85,T85,T85,J.B. Holmes,86,"35' 6""",2127.75,60,+6
86,T87,T87,Roberto Castro,76,"35' 7""",1279.917,36,+3
87,T87,T87,Martin Laird,66,"35' 7""",1281.25,36,-3
88,T89,T89,Steven Bowditch,93,"35' 8""",2067.417,58,+7
89,T89,T89,Louis Oosthuizen,50,"35' 8""",927.5,26,+11
90,91,91,Jason Dufner,57,"35' 9""",1180.0,33,+8
91,92,92,Dustin Johnson,58,"35' 10""",1362.1670000000001,38,+13
92,T93,T93,Ricky Barnes,92,"35' 11""",2406.75,67,-2
93,T93,T93,Jonathan Byrd,76,"35' 11""",2081.083,58,+7
94,T93,T93,Harris English,95,"35' 11""",2011.5,56,+7
95,T96,T96,Bud Cauley,56,"36' 0""",1367.8329999999999,38,+2
96,T96,T96,Retief Goosen,94,"36' 0""",1905.8329999999999,53,+4
97,T96,T96,William McGirt,96,"36' 0""",2088.333,58,+8
98,99,99,Robert Streb,75,"36' 2""",2027.0829999999999,56,+3
99,T100,T100,James Hahn,82,"36' 3""",1522.1670000000001,42,+3
100,T100,T100,Rory Sabbatini,82,"36' 3""",2140.417,59,+9
101,T100,T100,Cameron Tringale,111,"36' 3""",2679.667,74,+12
102,T103,T103,Aaron Baddeley,74,"36' 4""",1417.0,39,+3
103,T103,T103,Greg Chalmers,85,"36' 4""",1817.9170000000001,50,+3
104,T103,T103,Brendan Steele,89,"36' 4""",1962.1670000000001,54,+10
105,T106,T106,Hunter Mahan,88,"36' 6""",1644.25,45,+4
106,T106,T106,Sean O'Hair,77,"36' 6""",1972.5,54,+7
107,T108,T108,Billy Horschel,92,"36' 7""",1572.1670000000001,43,E
108,T108,T108,Lee Westwood,57,"36' 7""",951.6669999999999,26,+4
109,110,110,Morgan Hoffmann,103,"36' 8""",2752.167,75,+15
110,111,111,Boo Weekley,73,"36' 10""",1363.5829999999999,37,+2
111,112,112,Jhonattan Vegas,77,"37' 0""",1444.4170000000001,39,+2
112,T113,T113,Pat Perez,84,"37' 1""",1595.6670000000001,43,+4
113,T113,T113,John Senden,99,"37' 1""",2002.4170000000001,54,+2
114,T115,T115,David Hearn,97,"37' 3""",1528.5,41,+16
115,T115,T115,Brandt Snedeker,89,"37' 3""",1677.1670000000001,45,+5
116,T117,T117,Brian Gay,81,"37' 4""",1492.4170000000001,40,+9
117,T117,T117,Ryan Palmer,85,"37' 4""",2128.333,57,E
118,T119,T119,J.J. Henry,91,"37' 5""",2581.333,69,+1
119,T119,T119,Kevin Kisner,85,"37' 5""",1571.9170000000001,42,+9
120,T119,T119,Davis Love III,74,"37' 5""",1984.5829999999999,53,+2
121,T119,T119,Andres Romero,81,"37' 5""",2506.25,67,+6
122,T123,T123,Charlie Beljan,76,"37' 7""",1802.5829999999999,48,+7
123,T123,T123,Freddie Jacobson,91,"37' 7""",2140.0,57,+8
124,T125,T125,Brad Fritsch,50,"37' 8""",1506.0829999999999,40,+5
125,T125,T125,Justin Hicks,103,"37' 8""",1845.3329999999999,49,+8
126,T127,T127,Stuart Appleby,92,"37' 9""",2225.083,59,+6
127,T127,T127,Bill Haas,107,"37' 9""",2038.1670000000001,54,+10
128,T127,T127,Zach Johnson,97,"37' 9""",1434.3329999999999,38,+1
129,T130,T130,Derek Ernst,80,"37' 10""",1927.5829999999999,51,+6
130,T130,T130,D.H. Lee,54,"37' 10""",982.6669999999999,26,+3
131,T130,T130,Hudson Swafford,75,"37' 10""",1852.3329999999999,49,+6
132,T130,T130,Kevin Tway,64,"37' 10""",1209.667,32,+9
133,134,134,Geoff Ogilvy,84,"37' 11""",2311.917,61,+2
134,135,135,Ian Poulter,57,"38' 0""",1026.667,27,+3
135,136,136,Danny Lee,84,"38' 1""",1674.75,44,+4
136,T137,T137,Rickie Fowler,91,"38' 2""",1488.1670000000001,39,+4
137,T137,T137,Jim Herman,62,"38' 2""",1487.75,39,+4
138,139,139,Graeme McDowell,66,"38' 3""",955.25,25,E
139,140,140,Johnson Wagner,69,"38' 4""",1687.5,44,+4
140,T141,T141,Chad Campbell,57,"38' 5""",1346.0,35,+2
141,T141,T141,Adam Scott,68,"38' 5""",1538.0,40,+3
142,T141,T141,Mark Wilson,69,"38' 5""",998.75,26,+5
143,T144,T144,Ben Crane,81,"38' 7""",1505.1670000000001,39,+2
144,T144,T144,Kyle Stanley,87,"38' 7""",2893.583,75,+15
145,146,146,Camilo Villegas,95,"38' 9""",2249.167,58,+12
146,T147,T147,Kevin Chappell,100,"38' 10""",1785.25,46,+10
147,T147,T147,"Ted Potter, Jr.",68,"38' 10""",1708.0,44,+9
148,T149,T149,Russell Knox,92,"38' 11""",1791.3329999999999,46,+4
149,T149,T149,Webb Simpson,87,"38' 11""",1557.75,40,-1
150,T151,T151,John Huh,87,"39' 2""",1997.3329999999999,51,+10
151,T151,T151,Willy Wilcox,51,"39' 2""",1137.0,29,+4
152,T153,T153,Will MacKenzie,82,"39' 6""",2213.083,56,+4
153,T153,T153,Mike Weir,69,"39' 6""",1304.5,33,+4
154,155,155,Brice Garnett,92,"39' 7""",2455.75,62,+6
155,156,156,Russell Henley,92,"39' 10""",2150.25,54,+11
156,157,157,Gary Woodland,93,"40' 2""",1889.6670000000001,47,+12
157,T158,T158,Chris Kirk,105,"40' 7""",2436.5,60,+8
158,T158,T158,Justin Leonard,75,"40' 7""",1298.083,32,+15
159,160,160,Erik Compton,88,"40' 8""",1463.25,36,+9
160,161,161,Matt Jones,83,"40' 9""",2036.9170000000001,50,+10
