,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
0,1,1,Chad Campbell,57,91.67,110,120,-0.33
1,2,2,Gary Woodland,93,90.75,255,281,-0.47
2,T3,T3,Tim Clark,75,90.48,133,147,-0.49
3,T3,T3,Luke Donald,57,90.48,95,105,-0.57
4,5,5,Bryce Molder,77,90.38,141,156,-0.53
5,6,6,K.J. Choi,80,90.34,159,176,-0.58
6,7,7,Jason Dufner,57,89.84,115,128,-0.59
7,8,8,Seung-Yul Noh,92,89.82,203,226,-0.53
8,9,9,Vijay Singh,83,89.68,226,252,-0.51
9,10,10,Lucas Glover,68,89.47,136,152,-0.41
10,11,11,Zach Johnson,97,89.27,208,233,-0.59
11,12,12,Heath Slocum,71,89.24,141,158,-0.46
12,13,13,Martin Flores,85,89.04,195,219,-0.46
13,14,14,Mike Weir,69,88.98,113,127,-0.48
14,15,15,Cameron Tringale,111,88.96,274,308,-0.52
15,16,16,Ryan Moore,86,88.89,176,198,-0.5
16,17,17,Josh Teater,90,88.74,205,231,-0.51
17,18,18,Tim Wilkinson,86,88.71,165,186,-0.51
18,19,19,Kevin Stadler,90,88.41,206,233,-0.53
19,20,20,Rory McIlroy,66,88.27,173,196,-0.64
20,21,21,Brendon Todd,108,88.24,210,238,-0.48
21,22,22,Charl Schwartzel,64,88.15,186,211,-0.58
22,23,23,Hudson Swafford,75,88.1,148,168,-0.49
23,24,24,Brandt Snedeker,89,88.08,170,193,-0.52
24,25,25,Adam Scott,68,88.04,184,209,-0.62
25,26,26,Sean O'Hair,77,88.02,191,217,-0.5
26,27,27,Troy Merritt,62,87.97,139,158,-0.45
27,28,28,George McNeill,79,87.94,175,199,-0.53
28,29,29,Robert Allenby,83,87.8,144,164,-0.53
29,30,30,Kevin Na,94,87.71,207,236,-0.6
30,T31,T31,Bill Haas,107,87.63,255,291,-0.53
31,T31,T31,Jimmy Walker,98,87.63,248,283,-0.61
32,33,33,Martin Laird,66,87.62,177,202,-0.64
33,34,34,Will MacKenzie,82,87.56,197,225,-0.56
34,T35,T35,Andrew Svoboda,77,87.5,175,200,-0.45
35,T35,T35,Boo Weekley,73,87.5,161,184,-0.42
36,37,37,Steven Bowditch,93,87.36,235,269,-0.6
37,38,38,Bubba Watson,76,87.35,214,245,-0.51
38,39,39,David Hearn,97,87.32,179,205,-0.49
39,40,40,Jonathan Byrd,76,87.29,158,181,-0.51
40,41,41,Patrick Reed,92,87.22,232,266,-0.56
41,42,42,Trevor Immelman,84,87.18,170,195,-0.53
42,43,43,Graham DeLaet,80,87.1,189,217,-0.49
43,44,44,Ryo Ishikawa,75,86.91,166,191,-0.6
44,45,45,Danny Lee,84,86.9,199,229,-0.52
45,T46,T46,Daniel Summerhays,98,86.74,229,264,-0.52
46,T46,T46,Michael Thompson,74,86.74,157,181,-0.49
