,GIR_Percentage_-__100_yards_RANK THIS WEEK,GIR_Percentage_-__100_yards_RANK LAST WEEK,GIR_Percentage_-__100_yards_PLAYER NAME,GIR_Percentage_-__100_yards_ROUNDS,GIR_Percentage_-__100_yards_%,GIR_Percentage_-__100_yards_GREENS HIT,GIR_Percentage_-__100_yards_TOTAL HOLES,GIR_Percentage_-__100_yards_RELATIVE TO PAR
47,48,48,Kevin Tway,64,86.71,124,143,-0.52
48,49,49,Billy Horschel,92,86.7,202,233,-0.54
49,50,50,Brendan Steele,89,86.64,188,217,-0.57
50,51,51,Brice Garnett,92,86.58,200,231,-0.53
51,52,52,Rory Sabbatini,82,86.55,193,223,-0.48
52,53,53,Ian Poulter,57,86.44,102,118,-0.61
53,54,54,Brian Davis,93,86.4,235,272,-0.57
54,55,55,Woody Austin,63,86.29,151,175,-0.54
55,56,56,Luke Guthrie,85,86.18,212,246,-0.54
56,T57,T57,Sergio Garcia,61,86.15,112,130,-0.42
57,T57,T57,Charley Hoffman,93,86.15,255,296,-0.51
58,59,59,Hideki Matsuyama,82,86.08,167,194,-0.6
59,60,60,Davis Love III,74,86.05,148,172,-0.51
60,61,61,Brendon de Jonge,109,86.04,228,265,-0.5
61,62,62,J.J. Henry,91,86.01,166,193,-0.49
62,63,63,Brian Harman,111,86.0,258,300,-0.55
63,64,64,John Senden,99,85.77,217,253,-0.55
64,T65,T65,Bud Cauley,56,85.71,126,147,-0.52
65,T65,T65,Brad Fritsch,50,85.71,90,105,-0.56
66,67,67,Jordan Spieth,102,85.66,245,286,-0.56
67,68,68,Brooks Koepka,56,85.62,125,146,-0.55
68,69,69,Marc Leishman,81,85.59,190,222,-0.56
69,70,70,Matt Jones,83,85.58,178,208,-0.57
70,T71,T71,Dustin Johnson,58,85.56,154,180,-0.55
71,T71,T71,Tyrone Van Aswegen,79,85.56,154,180,-0.54
72,73,73,Y.E. Yang,79,85.43,129,151,-0.52
73,74,74,Roberto Castro,76,85.33,157,184,-0.51
74,75,75,Ricky Barnes,92,85.31,180,211,-0.56
75,76,76,John Huh,87,85.25,156,183,-0.42
76,77,77,Chad Collins,78,85.23,127,149,-0.47
77,78,78,David Toms,64,85.21,121,142,-0.49
78,T79,T79,Stuart Appleby,92,85.19,184,216,-0.59
79,T79,T79,Greg Chalmers,85,85.19,184,216,-0.53
80,81,81,Robert Garrigus,80,85.16,218,256,-0.53
81,82,82,"Ted Potter, Jr.",68,85.14,149,175,-0.39
82,83,83,John Rollins,84,85.13,166,195,-0.48
83,84,84,Jhonattan Vegas,77,85.1,177,208,-0.56
84,T85,T85,Graeme McDowell,66,85.09,97,114,-0.49
85,T85,T85,D.A. Points,75,85.09,137,161,-0.46
86,87,87,Jim Furyk,84,85.06,148,174,-0.55
87,88,88,Ben Curtis,77,85.03,125,147,-0.55
88,89,89,Charlie Wi,72,85.0,136,160,-0.56
89,90,90,Webb Simpson,87,84.96,192,226,-0.58
90,91,91,Harris English,95,84.94,220,259,-0.56
91,92,92,Michael Putnam,106,84.93,231,272,-0.57
92,93,93,Morgan Hoffmann,103,84.88,275,324,-0.55
93,94,94,Charles Howell III,106,84.86,297,350,-0.54
94,95,95,Hunter Mahan,88,84.8,212,250,-0.54
95,T96,T96,Scott Langley,95,84.68,188,222,-0.5
96,T96,T96,William McGirt,96,84.68,210,248,-0.48
97,98,98,Martin Kaymer,65,84.67,127,150,-0.52
98,99,99,John Merrick,87,84.62,198,234,-0.53
99,100,100,Ken Duke,80,84.57,159,188,-0.53
100,101,101,Chesson Hadley,84,84.54,164,194,-0.62
101,102,102,Matt Kuchar,91,84.52,213,252,-0.59
102,103,103,Sangmoon Bae,76,84.47,185,219,-0.56
103,104,104,Kevin Chappell,100,84.31,258,306,-0.55
104,105,105,Justin Leonard,75,84.3,102,121,-0.49
105,T106,T106,David Lingmerth,80,84.24,171,203,-0.44
106,T106,T106,Justin Rose,70,84.24,155,184,-0.61
107,108,108,Stewart Cink,91,84.21,176,209,-0.56
108,T109,T109,Rickie Fowler,91,84.19,181,215,-0.6
109,T109,T109,Pat Perez,84,84.19,197,234,-0.5
110,111,111,Jeff Overton,80,84.11,180,214,-0.52
111,112,112,Retief Goosen,94,84.1,201,239,-0.51
112,T113,T113,Briny Baird,50,84.09,111,132,-0.55
113,T113,T113,Justin Hicks,103,84.09,222,264,-0.48
114,115,115,Camilo Villegas,95,84.08,206,245,-0.53
115,116,116,Brian Gay,81,84.04,158,188,-0.43
116,117,117,Russell Knox,92,84.03,200,238,-0.49
117,118,118,Geoff Ogilvy,84,83.98,215,256,-0.43
118,119,119,Russell Henley,92,83.94,209,249,-0.57
119,120,120,Shawn Stefani,60,83.92,167,199,-0.51
120,121,121,Ryan Palmer,85,83.91,193,230,-0.61
121,122,122,Nicholas Thompson,85,83.9,172,205,-0.52
122,123,123,Henrik Stenson,56,83.87,130,155,-0.57
123,124,124,Scott Brown,100,83.78,217,259,-0.49
124,125,125,Jason Kokrak,65,83.69,195,233,-0.57
125,126,126,Wes Roach,67,83.56,122,146,-0.46
126,127,127,Ben Crane,81,83.48,187,224,-0.42
127,T128,T128,Aaron Baddeley,74,83.43,146,175,-0.58
128,T128,T128,Matt Every,85,83.43,151,181,-0.56
129,130,130,Derek Ernst,80,83.41,171,205,-0.49
130,T131,T131,Lee Westwood,57,83.33,115,138,-0.66
131,T131,T131,Willy Wilcox,51,83.33,105,126,-0.59
132,133,133,Jamie Lovemark,64,83.25,159,191,-0.48
133,134,134,Spencer Levin,59,83.21,109,131,-0.43
134,135,135,Johnson Wagner,69,83.1,118,142,-0.54
135,136,136,Billy Hurley III,86,83.09,172,207,-0.5
136,137,137,Chris Kirk,105,83.08,216,260,-0.62
137,138,138,Kevin Kisner,85,83.0,166,200,-0.57
138,139,139,Ernie Els,85,82.98,195,235,-0.52
139,140,140,Jerry Kelly,80,82.95,146,176,-0.56
140,141,141,Kevin Streelman,79,82.87,179,216,-0.54
141,142,142,Gonzalo Fernandez-Castaño,83,82.83,164,198,-0.54
142,143,143,Robert Streb,75,82.71,177,214,-0.57
143,144,144,Jason Bohn,81,82.63,157,190,-0.52
144,145,145,Louis Oosthuizen,50,82.57,90,109,-0.41
145,146,146,Mark Wilson,69,82.39,117,142,-0.49
146,147,147,Chris Stroud,88,82.38,173,210,-0.56
147,148,148,Jonas Blixt,64,82.24,125,152,-0.54
148,149,149,Nick Watney,80,82.21,134,163,-0.56
149,150,150,Bronson La'Cassie,51,82.14,92,112,-0.53
150,151,151,Freddie Jacobson,91,82.05,192,234,-0.52
151,152,152,Andres Romero,81,81.99,214,261,-0.57
152,153,153,James Driscoll,71,81.88,122,149,-0.59
153,154,154,Scott Stallings,77,81.87,158,193,-0.51
154,155,155,Bo Van Pelt,83,81.86,176,215,-0.44
155,156,156,Carl Pettersson,91,81.59,226,277,-0.55
156,157,157,Keegan Bradley,89,81.55,190,233,-0.51
157,158,158,Erik Compton,88,81.53,203,249,-0.54
158,159,159,D.H. Lee,54,81.25,91,112,-0.38
159,160,160,Charlie Beljan,76,81.17,194,239,-0.54
160,161,161,Troy Matteson,62,81.05,124,153,-0.45
161,162,162,Brian Stuard,91,80.85,152,188,-0.53
162,163,163,Kyle Stanley,87,80.67,192,238,-0.45
163,164,164,John Peterson,62,80.63,154,191,-0.43
164,165,165,Jim Renner,61,80.52,124,154,-0.48
165,166,166,Ben Martin,80,80.49,132,164,-0.56
166,167,167,Phil Mickelson,71,80.2,158,197,-0.54
167,168,168,Jeff Maggert,54,80.0,100,125,-0.41
168,169,169,Paul Casey,56,79.49,93,117,-0.61
169,170,170,Richard Lee,80,79.46,147,185,-0.47
170,171,171,James Hahn,82,79.45,174,219,-0.58
171,172,172,Jim Herman,62,79.33,119,150,-0.41
172,T173,T173,Jason Day,54,79.23,103,130,-0.53
173,T173,T173,Andrew Loupe,65,79.23,145,183,-0.52
174,175,175,J.B. Holmes,86,79.08,257,325,-0.5
175,176,176,Tommy Gainey,73,78.89,142,180,-0.54
176,177,177,Ángel Cabrera,69,78.26,162,207,-0.51
