,Approaches_from_75-100_yards_Rgh_RANK THIS WEEK,Approaches_from_75-100_yards_Rgh_RANK LAST WEEK,Approaches_from_75-100_yards_Rgh_PLAYER NAME,Approaches_from_75-100_yards_Rgh_ROUNDS,Approaches_from_75-100_yards_Rgh_AVG,Approaches_from_75-100_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from_75-100_yards_Rgh_# OF ATTEMPTS,Approaches_from_75-100_yards_Rgh_RELATIVE TO PAR
0,1,1,Danny Lee,84,"12' 3""",110.25,9,-5
1,2,2,Michael Putnam,106,"13' 7""",163.083,12,-1
2,3,3,Rickie Fowler,91,"15' 0""",150.333,10,-2
3,4,4,Gary Woodland,93,"15' 11""",350.5,22,-8
4,5,5,Phil Mickelson,71,"16' 1""",274.08299999999997,17,-3
5,6,6,Bronson La'Cassie,51,"16' 3""",227.333,14,E
6,7,7,Charl Schwartzel,64,"16' 5""",328.917,20,-5
7,8,8,John Merrick,87,"16' 11""",151.917,9,-1
8,9,9,Gonzalo Fernandez-Castaño,83,"17' 0""",118.833,7,-3
9,10,10,William McGirt,96,"17' 7""",387.5,22,-5
10,11,11,Matt Jones,83,"17' 11""",287.0,16,+1
11,12,12,Justin Rose,70,"18' 0""",197.583,11,-4
12,T13,T13,Brian Harman,111,"18' 2""",418.417,23,+2
13,T13,T13,Ian Poulter,57,"18' 2""",90.917,5,E
14,15,15,Zach Johnson,97,"19' 1""",267.08299999999997,14,+1
15,T16,T16,Tommy Gainey,73,"19' 2""",287.91700000000003,15,-6
16,T16,T16,Seung-Yul Noh,92,"19' 2""",268.66700000000003,14,E
17,T18,T18,Ben Curtis,77,"19' 4""",173.917,9,-2
18,T18,T18,Jason Day,54,"19' 4""",232.167,12,+1
19,20,20,Hideki Matsuyama,82,"19' 6""",97.5,5,-1
20,T21,T21,Robert Garrigus,80,"19' 10""",297.58299999999997,15,+3
21,T21,T21,Chesson Hadley,84,"19' 10""",258.25,13,-1
22,T23,T23,Justin Hicks,103,"19' 11""",279.16700000000003,14,-1
23,T23,T23,Y.E. Yang,79,"19' 11""",218.833,11,-1
