,GIR_Percentage_-__125_yards_RANK THIS WEEK,GIR_Percentage_-__125_yards_RANK LAST WEEK,GIR_Percentage_-__125_yards_PLAYER NAME,GIR_Percentage_-__125_yards_ROUNDS,GIR_Percentage_-__125_yards_%,GIR_Percentage_-__125_yards_GREENS HIT,GIR_Percentage_-__125_yards_TOTAL HOLES,GIR_Percentage_-__125_yards_RELATIVE TO PAR
0,1,1,Seung-Yul Noh,92,87.96,314,357,-0.43
1,2,2,Chad Campbell,57,87.8,180,205,-0.32
2,3,3,Luke Donald,57,87.01,154,177,-0.49
3,4,4,Cameron Tringale,111,86.77,400,461,-0.45
4,5,5,Boo Weekley,73,86.49,256,296,-0.35
5,6,6,George McNeill,79,86.16,274,318,-0.46
6,7,7,Kevin Stadler,90,86.06,321,373,-0.4
7,8,8,Adam Scott,68,86.05,259,301,-0.53
8,9,9,Gary Woodland,93,86.0,350,407,-0.42
9,10,10,Robert Allenby,83,85.96,251,292,-0.39
10,T11,T11,"Ted Potter, Jr.",68,85.71,240,280,-0.33
11,T11,T11,Hudson Swafford,75,85.71,234,273,-0.39
12,13,13,Kevin Na,94,85.06,296,348,-0.49
13,14,14,Ryan Moore,86,85.05,256,301,-0.46
14,15,15,Heath Slocum,71,84.98,232,273,-0.38
15,16,16,Brandt Snedeker,89,84.97,277,326,-0.43
16,17,17,David Hearn,97,84.85,308,363,-0.41
17,18,18,Y.E. Yang,79,84.79,223,263,-0.43
18,19,19,John Huh,87,84.75,250,295,-0.35
19,20,20,Tim Clark,75,84.74,211,249,-0.43
20,21,21,Michael Thompson,74,84.69,260,307,-0.42
21,22,22,Hideki Matsuyama,82,84.64,259,306,-0.49
22,23,23,Zach Johnson,97,84.58,340,402,-0.48
23,24,24,Greg Chalmers,85,84.46,288,341,-0.44
24,25,25,D.A. Points,75,84.38,216,256,-0.36
25,26,26,John Rollins,84,84.29,263,312,-0.38
26,27,27,Lucas Glover,68,84.23,219,260,-0.33
27,28,28,Bryce Molder,77,84.13,228,271,-0.46
28,29,29,Stuart Appleby,92,84.12,302,359,-0.48
29,30,30,Scott Langley,95,84.05,311,370,-0.43
30,31,31,Jimmy Walker,98,83.98,346,412,-0.53
31,32,32,Harris English,95,83.94,324,386,-0.48
32,33,33,Tim Wilkinson,86,83.92,261,311,-0.42
33,34,34,Brian Davis,93,83.9,344,410,-0.48
34,35,35,Jason Dufner,57,83.87,182,217,-0.47
35,36,36,Dustin Johnson,58,83.82,228,272,-0.43
36,37,37,Will MacKenzie,82,83.71,298,356,-0.48
37,38,38,Daniel Summerhays,98,83.63,378,452,-0.43
38,39,39,Brice Garnett,92,83.6,316,378,-0.44
39,40,40,Charley Hoffman,93,83.59,382,457,-0.42
40,41,41,Charles Howell III,106,83.57,463,554,-0.44
41,42,42,Ben Curtis,77,83.53,208,249,-0.46
42,43,43,Jim Furyk,84,83.51,233,279,-0.46
43,44,44,Ryo Ishikawa,75,83.5,258,309,-0.5
44,45,45,Mike Weir,69,83.49,177,212,-0.38
45,46,46,Bubba Watson,76,83.46,318,381,-0.48
46,T47,T47,Justin Hicks,103,83.45,368,441,-0.39
47,T47,T47,Charl Schwartzel,64,83.45,247,296,-0.51
48,49,49,Michael Putnam,106,83.33,350,420,-0.46
49,50,50,Hunter Mahan,88,83.29,309,371,-0.45
50,T51,T51,K.J. Choi,80,83.28,244,293,-0.45
51,T51,T51,Billy Hurley III,86,83.28,274,329,-0.4
52,53,53,Russell Henley,92,83.21,327,393,-0.47
53,54,54,Webb Simpson,87,83.2,312,375,-0.48
54,55,55,Bill Haas,107,83.18,356,428,-0.44
55,56,56,Martin Laird,66,83.06,250,301,-0.52
56,57,57,Jerry Kelly,80,83.04,240,289,-0.46
57,58,58,Billy Horschel,92,83.02,308,371,-0.44
58,59,59,Martin Flores,85,82.96,297,358,-0.41
59,60,60,William McGirt,96,82.95,326,393,-0.41
60,T61,T61,Vijay Singh,83,82.89,339,409,-0.41
61,T61,T61,Jhonattan Vegas,77,82.89,281,339,-0.46
