,Approaches_from__200_yards_Rgh_RANK THIS WEEK,Approaches_from__200_yards_Rgh_RANK LAST WEEK,Approaches_from__200_yards_Rgh_PLAYER NAME,Approaches_from__200_yards_Rgh_ROUNDS,Approaches_from__200_yards_Rgh_AVG,Approaches_from__200_yards_Rgh_TOTAL DISTANCE (FEET),Approaches_from__200_yards_Rgh_# OF ATTEMPTS,Approaches_from__200_yards_Rgh_RELATIVE TO PAR
29,30,30,Brendon de Jonge,109,"64' 7""",3488.083,54,-4
30,31,31,D.A. Points,75,"64' 8""",2197.833,34,+2
31,32,32,Phil Mickelson,71,"64' 9""",2200.167,34,-7
32,33,33,Andres Romero,81,"65' 0""",2923.167,45,-7
33,34,34,Willy Wilcox,51,"65' 2""",2084.167,32,-6
34,T35,T35,James Driscoll,71,"65' 5""",2879.5,44,+5
35,T35,T35,Danny Lee,84,"65' 5""",2419.083,37,-1
36,37,37,Bo Van Pelt,83,"65' 6""",2029.3329999999999,31,-8
37,38,38,Sergio Garcia,61,"65' 8""",1707.25,26,+4
38,39,39,Hideki Matsuyama,82,"65' 9""",2696.083,41,+1
39,40,40,Erik Compton,88,"65' 10""",4939.583,75,+8
40,41,41,Camilo Villegas,95,"65' 11""",3425.75,52,+11
41,42,42,Jimmy Walker,98,"66' 2""",4166.417,63,-11
42,43,43,Billy Hurley III,86,"66' 3""",2252.917,34,+7
43,44,44,Gonzalo Fernandez-Castaño,83,"66' 4""",2850.75,43,+10
44,T45,T45,Ken Duke,80,"66' 11""",1939.5829999999999,29,+4
45,T45,T45,Charles Howell III,106,"66' 11""",4350.417,65,-4
46,T47,T47,David Lingmerth,80,"67' 1""",2749.333,41,+3
47,T47,T47,George McNeill,79,"67' 1""",3287.667,49,+8
48,T47,T47,Geoff Ogilvy,84,"67' 1""",3151.167,47,E
49,T50,T50,Zach Johnson,97,"67' 2""",3291.5,49,+3
50,T50,T50,Boo Weekley,73,"67' 2""",1409.6670000000001,21,-10
51,52,52,Justin Hicks,103,"67' 3""",2353.75,35,+7
52,53,53,Jeff Overton,80,"67' 4""",3500.833,52,-6
53,54,54,Marc Leishman,81,"67' 6""",3173.833,47,-2
54,T55,T55,Jason Dufner,57,"67' 7""",1486.0829999999999,22,-6
55,T55,T55,Spencer Levin,59,"67' 7""",2569.417,38,+10
56,57,57,Robert Streb,75,"67' 8""",2842.0,42,-5
57,58,58,Jim Herman,62,"67' 9""",1693.0,25,-1
58,59,59,John Merrick,87,"67' 10""",2510.667,37,-8
59,60,60,Bill Haas,107,"67' 11""",2716.167,40,-8
60,T61,T61,Jason Bohn,81,"68' 0""",2174.833,32,+14
61,T61,T61,Justin Rose,70,"68' 0""",2924.25,43,E
62,63,63,Richard Lee,80,"68' 1""",2449.75,36,+3
63,64,64,Scott Brown,100,"68' 2""",2998.917,44,-1
64,65,65,Bronson La'Cassie,51,"68' 3""",1911.5829999999999,28,-1
65,T66,T66,Robert Allenby,83,"68' 5""",3010.333,44,-1
66,T66,T66,Billy Horschel,92,"68' 5""",2326.75,34,+4
67,T66,T66,Ryan Palmer,85,"68' 5""",2393.75,35,-9
68,T69,T69,Brian Davis,93,"68' 6""",3767.5,55,+6
69,T69,T69,Scott Langley,95,"68' 6""",4109.083,60,+4
70,T69,T69,Daniel Summerhays,98,"68' 6""",4109.917,60,+7
71,72,72,Brandt Snedeker,89,"68' 8""",2059.167,30,-3
72,73,73,Brian Harman,111,"68' 10""",3577.833,52,+3
73,74,74,Ian Poulter,57,"69' 1""",1726.4170000000001,25,+3
74,75,75,Rory Sabbatini,82,"69' 4""",3605.417,52,-7
75,76,76,Morgan Hoffmann,103,"69' 6""",3614.917,52,-1
76,T77,T77,James Hahn,82,"69' 9""",4254.75,61,+6
77,T77,T77,Jerry Kelly,80,"69' 9""",3209.583,46,+12
78,79,79,Seung-Yul Noh,92,"69' 10""",3352.25,48,+2
79,80,80,Bubba Watson,76,"70' 0""",2100.667,30,-5
80,81,81,Martin Laird,66,"70' 2""",2456.333,35,+4
81,T82,T82,Greg Chalmers,85,"70' 3""",2740.5,39,E
82,T82,T82,Michael Putnam,106,"70' 3""",3723.917,53,-1
83,T84,T84,Roberto Castro,76,"70' 4""",2461.583,35,+5
84,T84,T84,Stewart Cink,91,"70' 4""",3447.833,49,+6
85,T84,T84,Tommy Gainey,73,"70' 4""",2953.25,42,+8
86,T84,T84,Mark Wilson,69,"70' 4""",2109.167,30,+4
87,88,88,Chris Kirk,105,"70' 5""",2746.417,39,-8
88,89,89,Charley Hoffman,93,"70' 11""",4113.083,58,-18
89,90,90,Martin Flores,85,"71' 0""",2980.583,42,-1
90,T91,T91,Keegan Bradley,89,"71' 2""",2703.583,38,+7
91,T91,T91,John Huh,87,"71' 2""",2704.917,38,+18
92,T93,T93,Brad Fritsch,50,"71' 4""",1641.0829999999999,23,E
93,T93,T93,Nick Watney,80,"71' 4""",2210.25,31,-3
94,95,95,Jordan Spieth,102,"71' 5""",4499.667,63,E
95,T96,T96,Steven Bowditch,93,"71' 6""",3716.333,52,+3
96,T96,T96,Gary Woodland,93,"71' 6""",3575.833,50,-10
97,98,98,K.J. Choi,80,"71' 10""",2945.583,41,+9
98,99,99,Sangmoon Bae,76,"71' 11""",3162.75,44,-10
99,T100,T100,Tim Clark,75,"72' 0""",2305.167,32,+14
100,T100,T100,David Hearn,97,"72' 0""",2593.0,36,+2
101,T100,T100,Matt Jones,83,"72' 0""",2303.0,32,+2
102,T103,T103,Brendon Todd,108,"72' 1""",3461.583,48,+4
103,T103,T103,Lee Westwood,57,"72' 1""",2234.333,31,-1
104,105,105,Sean O'Hair,77,"72' 4""",2893.167,40,E
105,106,106,Russell Henley,92,"72' 5""",2824.75,39,E
106,T107,T107,Graham DeLaet,80,"72' 6""",3190.75,44,-3
107,T107,T107,Troy Matteson,62,"72' 6""",2102.5,29,+3
108,T107,T107,Tyrone Van Aswegen,79,"72' 6""",2826.083,39,+5
109,110,110,Aaron Baddeley,74,"72' 7""",3485.917,48,-1
110,T111,T111,Chad Campbell,57,"72' 9""",1746.8329999999999,24,+5
111,T111,T111,Matt Every,85,"72' 9""",4001.75,55,-5
112,T111,T111,Andrew Loupe,65,"72' 9""",2327.333,32,-1
113,114,114,Jhonattan Vegas,77,"73' 0""",2918.667,40,-7
114,115,115,Harris English,95,"73' 1""",3287.583,45,-2
115,T116,T116,Brian Gay,81,"73' 2""",3363.833,46,+3
116,T116,T116,Luke Guthrie,85,"73' 2""",3218.833,44,+6
117,T116,T116,Chesson Hadley,84,"73' 2""",3000.0,41,+6
118,119,119,Ricky Barnes,92,"73' 3""",4979.0,68,-4
119,120,120,Brian Stuard,91,"73' 4""",2345.417,32,+6
120,121,121,Ben Crane,81,"73' 5""",3083.75,42,+10
121,T122,T122,Luke Donald,57,"73' 6""",2132.167,29,+8
122,T122,T122,Kevin Kisner,85,"73' 6""",2941.083,40,-4
123,124,124,Hunter Mahan,88,"73' 10""",1549.6670000000001,21,-2
124,125,125,J.B. Holmes,86,"74' 1""",4076.833,55,E
125,T126,T126,Will MacKenzie,82,"74' 2""",2892.667,39,+7
126,T126,T126,Rory McIlroy,66,"74' 2""",2818.167,38,-12
127,T128,T128,Jonathan Byrd,76,"74' 6""",3053.833,41,E
128,T128,T128,Charl Schwartzel,64,"74' 6""",2235.833,30,-3
129,130,130,Josh Teater,90,"74' 8""",3209.083,43,E
130,131,131,Patrick Reed,92,"74' 9""",3363.0,45,-8
131,132,132,Ben Curtis,77,"75' 3""",3161.583,42,+9
132,133,133,Rickie Fowler,91,"75' 7""",2343.083,31,+4
133,134,134,Kyle Stanley,87,"75' 8""",2571.333,34,-3
134,T135,T135,Woody Austin,63,"75' 9""",3105.917,41,+4
135,T135,T135,Brice Garnett,92,"75' 9""",4092.25,54,+4
136,137,137,Michael Thompson,74,"75' 11""",2959.417,39,+4
137,T138,T138,Jonas Blixt,64,"76' 0""",2659.75,35,+2
138,T138,T138,Trevor Immelman,84,"76' 0""",3419.5,45,-2
139,140,140,Kevin Stadler,90,"76' 1""",2434.333,32,+2
140,141,141,Dustin Johnson,58,"76' 4""",2136.25,28,-4
141,142,142,Derek Ernst,80,"76' 5""",2826.75,37,+1
142,T143,T143,Jeff Maggert,54,"76' 8""",1610.5,21,+1
143,T143,T143,Webb Simpson,87,"76' 8""",3757.583,49,+9
144,145,145,Ernie Els,85,"77' 0""",4083.167,53,E
145,T146,T146,Jason Kokrak,65,"77' 2""",3705.167,48,-6
146,T146,T146,Henrik Stenson,56,"77' 2""",1698.0,22,-2
147,148,148,Bud Cauley,56,"77' 4""",2243.833,29,-1
148,149,149,Stuart Appleby,92,"77' 5""",3870.917,50,+11
149,150,150,Andrew Svoboda,77,"77' 10""",3190.5,41,+10
150,151,151,Wes Roach,67,"78' 0""",2339.667,30,+9
151,152,152,Jim Renner,61,"78' 8""",2911.583,37,+8
152,153,153,Kevin Streelman,79,"78' 9""",2284.583,29,+5
153,154,154,Ryan Moore,86,"78' 11""",1814.5,23,+7
154,155,155,Ben Martin,80,"79' 2""",2770.0,35,+4
155,T156,T156,Louis Oosthuizen,50,"79' 4""",1269.417,16,-1
156,T156,T156,Chris Stroud,88,"79' 4""",2539.667,32,+8
157,158,158,Pat Perez,84,"79' 10""",3993.667,50,+4
158,159,159,Kevin Chappell,100,"79' 11""",2078.583,26,-6
159,160,160,Ryo Ishikawa,75,"80' 1""",3843.583,48,E
160,161,161,Carl Pettersson,91,"80' 5""",3135.833,39,+4
161,162,162,D.H. Lee,54,"80' 6""",1932.8329999999999,24,+7
162,163,163,John Peterson,62,"80' 7""",1692.1670000000001,21,+1
163,164,164,Ángel Cabrera,69,"81' 3""",2924.333,36,-7
164,165,165,J.J. Henry,91,"81' 5""",2524.583,31,+3
165,T166,T166,Jason Day,54,"81' 7""",1386.25,17,+1
166,T166,T166,Cameron Tringale,111,"81' 7""",4485.333,55,+2
167,T168,T168,Martin Kaymer,65,"81' 10""",2209.417,27,+1
168,T168,T168,David Toms,64,"81' 10""",1227.333,15,+5
169,170,170,Tim Wilkinson,86,"81' 11""",3685.917,45,+13
170,171,171,Troy Merritt,62,"82' 1""",1969.9170000000001,24,+10
171,172,172,Shawn Stefani,60,"82' 10""",2154.417,26,-1
172,173,173,John Rollins,84,"83' 0""",2573.667,31,-1
173,174,174,Briny Baird,50,"83' 4""",1916.9170000000001,23,+6
174,175,175,Robert Garrigus,80,"85' 8""",4196.083,49,+5
175,176,176,Justin Leonard,75,"86' 8""",3552.667,41,+16
176,177,177,Chad Collins,78,"89' 2""",4458.75,50,+8
